Experiment Name,210831 TA M2 PA BM Spleen
Specimen Name,M2 LN
Tube Name,INX_GC26_001
Record Date,"Aug 31, 2021 2:37:03 PM"
Date Analyzed,09/03/2021 16:41

Sort Type,Index Sort
Sort Setup,85 micron
Precision ,Single Cell
Device,96 Well - Falcon
Yield Mask,0
Purity Mask,32
Phase Mask,16
Well,All Events #Events,All Events PA+ GFP-A Geo Mean,All Events PA+ GFP-A Mean,All Events PA+ GFP-A Median,All Events CD38 APC-A Geo Mean,All Events CD38 APC-A Mean,All Events CD38 APC-A Median,All Events TCRB APC-Cy7-A Geo Mean,All Events TCRB APC-Cy7-A Mean,All Events TCRB APC-Cy7-A Median,All Events IGY BV421-A Geo Mean,All Events IGY BV421-A Mean,All Events IGY BV421-A Median,All Events PA Pacific Orange-A Geo Mean,All Events PA Pacific Orange-A Mean,All Events PA Pacific Orange-A Median,All Events BV650-A Geo Mean,All Events BV650-A Mean,All Events BV650-A Median,All Events IGK RFP-A Geo Mean,All Events IGK RFP-A Mean,All Events IGK RFP-A Median,All Events FAS PE-Cy7-A Geo Mean,All Events FAS PE-Cy7-A Mean,All Events FAS PE-Cy7-A Median,All Events B220 BV786-A Geo Mean,All Events B220 BV786-A Mean,All Events B220 BV786-A Median,All Events Time Geo Mean,All Events Time Mean,All Events Time Median
A11,1,"2,630","2,630","2,630",374,374,374,87,87,87,479,479,479,"1,680","1,680","1,680",23,23,23,117,117,117,"1,201","1,201","1,201","4,126","4,126","4,126","10,187","10,187","10,187"
A12,1,"7,096","7,096","7,096",264,264,264,135,135,135,"1,524","1,524","1,524","1,380","1,380","1,380",,-42,-42,278,278,278,928,928,928,"1,613","1,613","1,613","11,399","11,399","11,399"
B1,1,"2,329","2,329","2,329",22,22,22,227,227,227,796,796,796,"1,776","1,776","1,776",71,71,71,55,55,55,658,658,658,"2,692","2,692","2,692","18,195","18,195","18,195"
B2,1,"2,827","2,827","2,827",,-33,-33,155,155,155,"1,920","1,920","1,920","2,147","2,147","2,147",316,316,316,168,168,168,"1,033","1,033","1,033","2,907","2,907","2,907","17,898","17,898","17,898"
B3,1,"3,342","3,342","3,342",70,70,70,333,333,333,"1,420","1,420","1,420","1,007","1,007","1,007",90,90,90,152,152,152,925,925,925,"1,914","1,914","1,914","17,421","17,422","17,422"
B4,1,"2,135","2,135","2,135",136,136,136,29,29,29,868,868,868,"2,989","2,989","2,989",,-66,-66,111,111,111,"1,024","1,024","1,024","3,417","3,417","3,417","16,504","16,504","16,504"
B5,1,"5,073","5,073","5,073",328,328,328,199,199,199,"2,093","2,093","2,093","3,815","3,815","3,815",44,44,44,219,219,219,"2,308","2,308","2,308","5,950","5,950","5,950","16,147","16,147","16,147"
B6,1,"5,106","5,106","5,106",427,427,427,21,21,21,"2,850","2,850","2,850","2,149","2,149","2,149",,-139,-139,"1,063","1,063","1,063","1,957","1,957","1,957","4,058","4,058","4,058","15,736","15,736","15,736"
B7,1,"6,956","6,956","6,956",206,206,206,59,59,59,951,951,951,"1,898","1,898","1,898",45,45,45,285,285,285,947,947,947,"2,590","2,590","2,590","15,412","15,412","15,412"
B8,1,"4,278","4,278","4,278",71,71,71,,-1,-1,511,511,511,"3,052","3,052","3,052",118,118,118,267,267,267,"1,454","1,454","1,454","3,202","3,202","3,202","15,011","15,012","15,012"
B9,1,"3,160","3,160","3,160",322,322,322,190,190,190,"2,927","2,927","2,927","3,437","3,437","3,437",135,135,135,391,391,391,"1,622","1,622","1,622","8,325","8,325","8,325","14,670","14,670","14,670"
B10,1,"4,426","4,426","4,426",173,173,173,588,588,588,"3,539","3,539","3,539","1,036","1,036","1,036",21,21,21,558,558,558,"2,551","2,551","2,551","6,934","6,934","6,934","14,408","14,408","14,408"
B11,1,"3,808","3,808","3,808",52,52,52,88,88,88,"1,181","1,181","1,181","1,499","1,499","1,499",72,72,72,154,154,154,"1,033","1,033","1,033","2,254","2,254","2,254","13,254","13,254","13,254"
B12,1,"1,850","1,850","1,850",20,20,20,347,347,347,"2,296","2,296","2,296","2,408","2,408","2,408",142,142,142,339,339,339,"1,641","1,641","1,641","2,678","2,678","2,678","11,791","11,791","11,791"
C1,1,"3,295","3,295","3,295",1,1,1,,-3,-3,"1,411","1,411","1,411","1,810","1,810","1,810",207,207,207,111,111,111,701,701,701,"1,685","1,685","1,685","18,482","18,482","18,482"
C2,1,"4,482","4,482","4,482",191,191,191,106,106,106,"1,212","1,212","1,212","1,738","1,738","1,738",19,19,19,149,149,149,"1,173","1,173","1,173","3,371","3,371","3,371","19,120","19,121","19,121"
C3,1,"2,601","2,601","2,601",336,336,336,207,207,207,"3,987","3,987","3,987","1,989","1,989","1,989",524,524,524,377,377,377,"1,394","1,394","1,394","6,600","6,600","6,600","19,443","19,443","19,443"
C4,1,"1,615","1,615","1,615",8,8,8,242,242,242,917,917,917,"2,748","2,748","2,748",,-70,-70,130,130,130,"1,094","1,094","1,094","3,624","3,624","3,624","20,837","20,837","20,837"
C5,1,"1,546","1,546","1,546",90,90,90,124,124,124,"2,743","2,743","2,743","2,304","2,304","2,304",18,18,18,703,703,703,"1,401","1,401","1,401","3,132","3,132","3,132","21,127","21,127","21,127"
C6,1,"3,624","3,624","3,624",339,339,339,143,143,143,"2,600","2,600","2,600","1,943","1,943","1,943",117,117,117,398,398,398,"1,150","1,150","1,150","3,579","3,579","3,579","21,614","21,614","21,614"
C7,1,"6,192","6,192","6,192",232,232,232,327,327,327,"1,106","1,106","1,106","1,493","1,493","1,493",83,83,83,167,167,167,998,998,998,"3,991","3,991","3,991","21,888","21,888","21,888"
C8,1,"2,282","2,282","2,282",,-59,-59,63,63,63,489,489,489,"1,691","1,691","1,691",308,308,308,,-92,-92,"1,118","1,118","1,118","2,906","2,906","2,906","22,188","22,188","22,188"
C9,1,"6,756","6,756","6,756","1,156","1,156","1,156",243,243,243,"4,253","4,253","4,253","1,513","1,513","1,513",104,104,104,708,708,708,"2,001","2,001","2,001","6,595","6,595","6,595","22,448","22,448","22,448"
C10,1,"3,304","3,304","3,304",121,121,121,114,114,114,"1,439","1,439","1,439","1,449","1,449","1,449",49,49,49,217,217,217,"1,005","1,005","1,005","2,180","2,180","2,180","23,523","23,523","23,523"
C11,1,"1,880","1,880","1,880",38,38,38,77,77,77,997,997,997,"1,281","1,281","1,281",218,218,218,110,110,110,752,752,752,"4,916","4,916","4,916","23,798","23,798","23,798"
C12,1,"6,772","6,772","6,772",,-15,-15,50,50,50,"1,589","1,589","1,589","2,275","2,275","2,275",88,88,88,243,243,243,"1,451","1,451","1,451","2,347","2,347","2,347","24,557","24,557","24,557"
D1,1,"3,858","3,858","3,858",,-4,-4,45,45,45,"1,246","1,246","1,246","2,668","2,668","2,668",309,309,309,110,110,110,"1,110","1,110","1,110","1,869","1,869","1,869","29,554","29,554","29,554"
D2,1,"8,095","8,095","8,095",267,267,267,186,186,186,"1,986","1,986","1,986","1,570","1,570","1,570",138,138,138,397,397,397,"1,343","1,343","1,343","3,414","3,414","3,414","29,131","29,132","29,132"
D3,1,"4,584","4,584","4,584",419,419,419,160,160,160,"2,739","2,739","2,739","2,987","2,987","2,987",,-121,-121,966,966,966,"1,593","1,593","1,593","3,425","3,425","3,425","28,731","28,731","28,731"
D4,1,"3,717","3,717","3,717",716,716,716,91,91,91,"6,999","6,999","6,999","2,061","2,061","2,061",,-6,-6,890,890,890,"1,949","1,949","1,949","5,195","5,195","5,195","28,122","28,122","28,122"
D5,1,"6,481","6,481","6,481",270,270,270,239,239,239,"1,613","1,613","1,613","4,032","4,032","4,032",288,288,288,689,689,689,"1,929","1,929","1,929","4,766","4,766","4,766","27,398","27,398","27,398"
D6,1,"1,517","1,517","1,517",273,273,273,93,93,93,"1,793","1,793","1,793","1,697","1,697","1,697",147,147,147,318,318,318,"1,186","1,186","1,186","4,367","4,367","4,367","27,131","27,131","27,131"
D7,1,"6,525","6,525","6,525",121,121,121,263,263,263,737,737,737,"1,415","1,415","1,415",159,159,159,156,156,156,"1,217","1,217","1,217","3,412","3,412","3,412","26,534","26,534","26,534"
D8,1,"2,957","2,957","2,957",,-11,-11,128,128,128,"1,366","1,366","1,366","3,007","3,007","3,007",158,158,158,142,142,142,"2,217","2,217","2,217","7,126","7,126","7,126","26,171","26,171","26,171"
D9,1,"3,127","3,127","3,127",599,599,599,170,170,170,"2,145","2,145","2,145","2,692","2,692","2,692",,-34,-34,586,586,586,"2,064","2,064","2,064","5,231","5,231","5,231","25,766","25,766","25,766"
D10,1,"1,235","1,235","1,235",67,67,67,82,82,82,"1,480","1,480","1,480","2,019","2,019","2,019",203,203,203,,-12,-12,"1,206","1,206","1,206","5,014","5,014","5,014","25,428","25,428","25,428"
D11,1,"2,540","2,540","2,540",95,95,95,30,30,30,"1,820","1,820","1,820","3,444","3,444","3,444",30,30,30,175,175,175,803,803,803,"3,555","3,555","3,555","25,214","25,214","25,214"
D12,1,"5,861","5,861","5,861",523,523,523,329,329,329,"2,168","2,168","2,168","1,573","1,573","1,573",333,333,333,"1,424","1,424","1,424","1,906","1,906","1,906","3,402","3,402","3,402","24,988","24,988","24,988"
E1,1,"4,838","4,838","4,838",158,158,158,73,73,73,557,557,557,"2,157","2,157","2,157",75,75,75,172,172,172,"1,383","1,383","1,383","3,977","3,977","3,977","29,837","29,838","29,838"
E2,1,"1,645","1,645","1,645",136,136,136,146,146,146,"1,411","1,411","1,411","3,198","3,198","3,198",12,12,12,173,173,173,"1,430","1,430","1,430","3,481","3,481","3,481","30,643","30,644","30,644"
E3,1,"8,953","8,953","8,953",487,487,487,433,433,433,"1,754","1,754","1,754","3,648","3,648","3,648",56,56,56,625,625,625,"2,591","2,591","2,591","3,824","3,824","3,824","30,921","30,921","30,921"
E4,1,"5,267","5,267","5,267",102,102,102,177,177,177,"2,808","2,808","2,808","1,974","1,974","1,974",91,91,91,247,247,247,"1,457","1,457","1,457","3,858","3,858","3,858","31,187","31,187","31,187"
E5,1,"5,881","5,881","5,881",156,156,156,365,365,365,"1,309","1,309","1,309","1,290","1,290","1,290",16,16,16,268,268,268,"1,475","1,475","1,475","3,753","3,753","3,753","31,505","31,505","31,505"
E6,1,"3,130","3,130","3,130",749,749,749,106,106,106,976,976,976,"2,391","2,391","2,391",193,193,193,638,638,638,"1,359","1,359","1,359","3,513","3,513","3,513","31,759","31,759","31,759"
E7,1,"1,882","1,882","1,882",225,225,225,202,202,202,"2,038","2,038","2,038","1,262","1,262","1,262",,-41,-41,398,398,398,"1,500","1,500","1,500","3,081","3,081","3,081","32,385","32,385","32,385"
E8,1,"3,073","3,073","3,073",248,248,248,352,352,352,"1,295","1,295","1,295","1,273","1,273","1,273",16,16,16,638,638,638,"1,147","1,147","1,147","3,906","3,906","3,906","32,680","32,680","32,680"
E9,1,"8,556","8,556","8,556",,-4,-4,352,352,352,"2,471","2,471","2,471","1,240","1,240","1,240",42,42,42,447,447,447,"1,877","1,877","1,877","8,599","8,599","8,599","34,254","34,254","34,254"
E10,1,"3,078","3,078","3,078",84,84,84,192,192,192,"4,077","4,077","4,077","1,749","1,749","1,749",207,207,207,697,697,697,"2,168","2,168","2,168","5,561","5,561","5,561","34,766","34,766","34,766"
E11,1,"8,701","8,701","8,701",104,104,104,169,169,169,"2,887","2,887","2,887",889,889,889,,-61,-61,151,151,151,"1,890","1,890","1,890","3,844","3,844","3,844","36,461","36,461","36,461"
E12,1,"5,778","5,778","5,778",85,85,85,168,168,168,"1,621","1,621","1,621","1,826","1,826","1,826",117,117,117,303,303,303,"1,444","1,444","1,444","5,263","5,263","5,263","37,230","37,230","37,230"
F1,1,"7,661","7,661","7,661",18,18,18,157,157,157,"2,090","2,090","2,090","2,177","2,177","2,177",295,295,295,496,496,496,"2,098","2,098","2,098","2,457","2,457","2,457","45,186","45,186","45,186"
F2,1,"3,454","3,454","3,454",439,439,439,328,328,328,"2,736","2,736","2,736","1,752","1,752","1,752",39,39,39,308,308,308,806,806,806,"2,244","2,244","2,244","44,563","44,563","44,563"
F3,1,"5,485","5,485","5,485",20,20,20,258,258,258,"3,162","3,162","3,162","2,289","2,289","2,289",53,53,53,478,478,478,"2,226","2,226","2,226","7,502","7,502","7,502","43,990","43,990","43,990"
F4,1,"1,589","1,589","1,589",432,432,432,,-31,-31,613,613,613,"3,301","3,301","3,301",128,128,128,466,466,466,988,988,988,"3,726","3,726","3,726","43,727","43,727","43,727"
F5,1,"3,392","3,392","3,392",11,11,11,76,76,76,860,860,860,"1,310","1,310","1,310",62,62,62,67,67,67,"1,244","1,244","1,244","3,877","3,877","3,877","43,030","43,030","43,030"
F6,1,"5,207","5,207","5,207",330,330,330,,-36,-36,499,499,499,"3,317","3,317","3,317",151,151,151,163,163,163,898,898,898,"2,462","2,462","2,462","41,244","41,244","41,244"
F7,1,"6,987","6,987","6,987",322,322,322,73,73,73,"1,926","1,926","1,926","3,278","3,278","3,278",68,68,68,683,683,683,"1,070","1,070","1,070","4,422","4,422","4,422","40,738","40,738","40,738"
F8,1,"3,961","3,961","3,961",165,165,165,492,492,492,"4,123","4,123","4,123","1,056","1,056","1,056",,-145,-145,715,715,715,"1,397","1,397","1,397","4,776","4,776","4,776","40,411","40,411","40,411"
F9,1,"7,072","7,072","7,072",103,103,103,,-54,-54,761,761,761,"3,240","3,240","3,240",161,161,161,50,50,50,931,931,931,"2,095","2,095","2,095","39,746","39,746","39,746"
F10,1,"4,965","4,965","4,965",,-37,-37,235,235,235,747,747,747,"3,614","3,614","3,614",270,270,270,59,59,59,"1,271","1,271","1,271","3,763","3,763","3,763","38,789","38,789","38,789"
F11,1,"3,892","3,892","3,892",56,56,56,196,196,196,"1,010","1,010","1,010","1,241","1,241","1,241",114,114,114,161,161,161,"1,110","1,110","1,110","3,166","3,166","3,166","38,379","38,379","38,379"
F12,1,"5,233","5,233","5,233",738,738,738,95,95,95,"2,876","2,876","2,876","2,406","2,406","2,406",,-95,-95,"1,257","1,257","1,257","2,235","2,235","2,235","4,778","4,778","4,778","37,649","37,649","37,649"
G1,1,"4,781","4,781","4,781",192,192,192,57,57,57,"1,165","1,165","1,165","2,569","2,569","2,569",41,41,41,347,347,347,"1,721","1,721","1,721","4,620","4,620","4,620","46,096","46,096","46,096"
G2,1,"1,936","1,936","1,936",555,555,555,344,344,344,"3,327","3,327","3,327","3,891","3,891","3,891",148,148,148,674,674,674,"2,306","2,306","2,306","5,667","5,667","5,667","47,188","47,188","47,188"
G3,1,"4,148","4,148","4,148",200,200,200,45,45,45,"1,918","1,918","1,918","2,391","2,391","2,391",21,21,21,166,166,166,"1,003","1,003","1,003","3,077","3,077","3,077","47,733","47,734","47,734"
G4,1,"4,173","4,173","4,173",137,137,137,180,180,180,"1,531","1,531","1,531","4,783","4,783","4,783",108,108,108,259,259,259,"1,665","1,665","1,665","6,170","6,170","6,170","48,087","48,087","48,087"
G5,1,"3,891","3,891","3,891",34,34,34,249,249,249,"3,081","3,081","3,081","3,071","3,071","3,071",272,272,272,270,270,270,"1,760","1,760","1,760","7,160","7,160","7,160","48,419","48,419","48,419"
G6,1,"6,573","6,573","6,573",126,126,126,53,53,53,"1,307","1,307","1,307","2,840","2,840","2,840",,-2,-2,126,126,126,931,931,931,"1,272","1,272","1,272","48,807","48,807","48,807"
G7,1,"1,798","1,798","1,798",280,280,280,318,318,318,"1,938","1,938","1,938","2,197","2,197","2,197",,-158,-158,"1,380","1,380","1,380","3,361","3,361","3,361","5,051","5,051","5,051","49,351","49,351","49,351"
G8,1,"1,746","1,746","1,746",76,76,76,,-37,-37,698,698,698,"1,927","1,927","1,927",202,202,202,173,173,173,"2,030","2,030","2,030","6,954","6,954","6,954","49,653","49,653","49,653"
G9,1,"1,996","1,996","1,996",74,74,74,174,174,174,869,869,869,"2,586","2,586","2,586",99,99,99,108,108,108,865,865,865,"1,960","1,960","1,960","50,489","50,490","50,490"
G10,1,"4,329","4,329","4,329",195,195,195,242,242,242,"2,426","2,426","2,426","3,216","3,216","3,216",173,173,173,421,421,421,"1,387","1,387","1,387","4,046","4,046","4,046","51,753","51,753","51,753"
G11,1,"2,755","2,755","2,755",414,414,414,166,166,166,"1,644","1,644","1,644","3,459","3,459","3,459",94,94,94,406,406,406,"1,033","1,033","1,033","2,672","2,672","2,672","52,928","52,928","52,928"
G12,1,"3,920","3,920","3,920","1,076","1,076","1,076",120,120,120,724,724,724,"1,213","1,213","1,213",204,204,204,"1,171","1,171","1,171","1,728","1,728","1,728","6,850","6,850","6,850","53,235","53,235","53,235"
H1,1,"6,188","6,188","6,188",41,41,41,4,4,4,"1,197","1,197","1,197","1,758","1,758","1,758",281,281,281,189,189,189,"1,591","1,591","1,591","5,290","5,290","5,290","62,600","62,600","62,600"
H2,1,"5,186","5,186","5,186",226,226,226,221,221,221,"1,989","1,989","1,989","1,575","1,575","1,575",82,82,82,278,278,278,"1,208","1,208","1,208","1,582","1,582","1,582","62,230","62,230","62,230"
H3,1,"6,237","6,237","6,237",748,748,748,347,347,347,"1,765","1,765","1,765","2,352","2,352","2,352",,-84,-84,"1,547","1,547","1,547","1,730","1,730","1,730","3,723","3,723","3,723","61,731","61,731","61,731"
H4,1,"7,751","7,751","7,751",72,72,72,,-6,-6,"2,614","2,614","2,614","1,683","1,683","1,683",217,217,217,174,174,174,"1,286","1,286","1,286","4,704","4,704","4,704","60,402","60,402","60,402"
H5,1,"6,389","6,389","6,389","1,157","1,157","1,157",108,108,108,"1,344","1,344","1,344","2,337","2,337","2,337",,-141,-141,"1,848","1,848","1,848","1,688","1,688","1,688","3,724","3,724","3,724","58,757","58,757","58,757"
H6,1,"2,700","2,700","2,700",270,270,270,175,175,175,"2,531","2,531","2,531","2,470","2,470","2,470",83,83,83,244,244,244,"1,098","1,098","1,098","4,348","4,348","4,348","56,082","56,082","56,082"
H7,1,"6,560","6,560","6,560",204,204,204,88,88,88,"1,341","1,341","1,341","1,573","1,573","1,573",142,142,142,599,599,599,"1,293","1,293","1,293","2,801","2,801","2,801","55,863","55,863","55,863"
H8,1,"4,518","4,518","4,518",296,296,296,517,517,517,"3,694","3,694","3,694","4,458","4,458","4,458",,-95,-95,980,980,980,"3,130","3,130","3,130","7,648","7,648","7,648","55,579","55,579","55,579"
H9,1,"3,216","3,216","3,216",331,331,331,27,27,27,"3,154","3,154","3,154","2,232","2,232","2,232",124,124,124,509,509,509,"1,118","1,118","1,118","3,145","3,145","3,145","55,325","55,325","55,325"
H10,1,"7,116","7,116","7,116",228,228,228,,-42,-42,"1,119","1,119","1,119","3,735","3,735","3,735",42,42,42,136,136,136,"1,440","1,440","1,440","4,350","4,350","4,350","54,922","54,922","54,922"
H11,1,"2,634","2,634","2,634",90,90,90,232,232,232,"1,575","1,575","1,575","3,158","3,158","3,158",147,147,147,235,235,235,"1,120","1,120","1,120","2,786","2,786","2,786","54,364","54,364","54,364"
H12,1,"2,718","2,718","2,718",228,228,228,,-32,-32,"4,079","4,079","4,079","3,864","3,864","3,864",25,25,25,532,532,532,"1,634","1,634","1,634","4,969","4,969","4,969","53,787","53,787","53,787"

