Experiment Name,210901 TA M3/4 PA BM Spleen
Specimen Name,M3-4 LN
Tube Name,INX_GC44_001
Record Date,"Sep 1, 2021 1:52:13 PM"
Date Analyzed,09/03/2021 17:30

Sort Type,Index Sort
Sort Setup,85 micron
Precision ,Single Cell
Device,96 Well - Falcon
Yield Mask,0
Purity Mask,32
Phase Mask,16
Well,All Events #Events,All Events PA+ GFP-A Geo Mean,All Events PA+ GFP-A Mean,All Events PA+ GFP-A Median,All Events CD38 APC-A Geo Mean,All Events CD38 APC-A Mean,All Events CD38 APC-A Median,All Events TCRB APC-Cy7-A Geo Mean,All Events TCRB APC-Cy7-A Mean,All Events TCRB APC-Cy7-A Median,All Events IGY BV421-A Geo Mean,All Events IGY BV421-A Mean,All Events IGY BV421-A Median,All Events PA Pacific Orange-A Geo Mean,All Events PA Pacific Orange-A Mean,All Events PA Pacific Orange-A Median,All Events BV650-A Geo Mean,All Events BV650-A Mean,All Events BV650-A Median,All Events IGK RFP-A Geo Mean,All Events IGK RFP-A Mean,All Events IGK RFP-A Median,All Events FAS PE-Cy7-A Geo Mean,All Events FAS PE-Cy7-A Mean,All Events FAS PE-Cy7-A Median,All Events B220 BV786-A Geo Mean,All Events B220 BV786-A Mean,All Events B220 BV786-A Median,All Events Time Geo Mean,All Events Time Mean,All Events Time Median
D10,1,"3,481","3,481","3,481",131,131,131,,-28,-28,"1,929","1,929","1,929",867,867,867,109,109,109,150,150,150,"1,104","1,104","1,104","2,360","2,360","2,360","40,773","40,773","40,773"
D11,1,"5,457","5,457","5,457",755,755,755,346,346,346,"3,436","3,436","3,436","1,025","1,025","1,025",126,126,126,"1,029","1,029","1,029","1,997","1,997","1,997","3,688","3,688","3,688","40,185","40,185","40,185"
D12,1,"11,963","11,963","11,963",265,265,265,29,29,29,"1,149","1,149","1,149","1,210","1,210","1,210",99,99,99,138,138,138,"1,019","1,019","1,019","1,138","1,138","1,138","39,044","39,044","39,044"
E1,1,"6,794","6,794","6,794",,-14,-14,36,36,36,518,518,518,"2,507","2,507","2,507",179,179,179,81,81,81,861,861,861,"1,410","1,410","1,410","50,403","50,403","50,403"
E2,1,"9,126","9,126","9,126",171,171,171,,-37,-37,832,832,832,574,574,574,24,24,24,112,112,112,659,659,659,746,746,746,"50,907","50,907","50,907"
E3,1,"2,261","2,261","2,261",,-2,-2,74,74,74,"1,219","1,219","1,219","1,696","1,696","1,696",131,131,131,84,84,84,674,674,674,"1,482","1,482","1,482","51,727","51,728","51,728"
E4,1,"8,084","8,084","8,084",725,725,725,129,129,129,"2,879","2,879","2,879",490,490,490,134,134,134,488,488,488,826,826,826,"2,537","2,537","2,537","52,439","52,439","52,439"
E5,1,"7,555","7,555","7,555",211,211,211,74,74,74,838,838,838,"1,491","1,491","1,491",33,33,33,297,297,297,885,885,885,"1,339","1,339","1,339","53,103","53,103","53,103"
E6,1,"2,937","2,937","2,937",694,694,694,,-60,-60,"1,066","1,066","1,066",955,955,955,140,140,140,226,226,226,736,736,736,"1,766","1,766","1,766","53,426","53,426","53,426"
E7,1,"6,145","6,145","6,145",595,595,595,,-56,-56,637,637,637,"2,113","2,113","2,113",7,7,7,111,111,111,557,557,557,"1,909","1,909","1,909","55,169","55,169","55,169"
E8,1,"3,845","3,845","3,845",296,296,296,,-72,-72,775,775,775,484,484,484,4,4,4,274,274,274,725,725,725,"1,596","1,596","1,596","55,753","55,753","55,753"
E9,1,"2,682","2,682","2,682",604,604,604,70,70,70,"2,852","2,852","2,852","6,066","6,066","6,066",138,138,138,462,462,462,"2,051","2,051","2,051","4,210","4,210","4,210","57,255","57,255","57,255"
E10,1,"8,775","8,775","8,775",466,466,466,,-34,-34,814,814,814,"1,985","1,985","1,985",9,9,9,361,361,361,"1,042","1,042","1,042","2,309","2,309","2,309","57,643","57,643","57,643"
E11,1,"1,373","1,373","1,373",112,112,112,177,177,177,529,529,529,"2,245","2,245","2,245",37,37,37,115,115,115,747,747,747,928,928,928,"57,933","57,933","57,933"
E12,1,"3,100","3,100","3,100",34,34,34,67,67,67,710,710,710,600,600,600,185,185,185,28,28,28,418,418,418,"1,294","1,294","1,294","58,673","58,673","58,673"
F1,1,"9,364","9,364","9,364",25,25,25,142,142,142,401,401,401,"1,879","1,879","1,879",,-16,-16,142,142,142,701,701,701,"1,194","1,194","1,194","68,603","68,603","68,603"
F2,1,"11,591","11,591","11,591",143,143,143,103,103,103,"1,393","1,393","1,393",738,738,738,156,156,156,322,322,322,"1,086","1,086","1,086","1,977","1,977","1,977","68,258","68,258","68,258"
F3,1,"5,383","5,383","5,383",548,548,548,99,99,99,565,565,565,986,986,986,54,54,54,277,277,277,828,828,828,"1,056","1,056","1,056","67,750","67,751","67,751"
F4,1,"1,971","1,971","1,971",245,245,245,71,71,71,"1,885","1,885","1,885","1,317","1,317","1,317",65,65,65,209,209,209,999,999,999,"1,620","1,620","1,620","67,440","67,440","67,440"
F5,1,"2,855","2,855","2,855",52,52,52,,-28,-28,"1,603","1,603","1,603",700,700,700,85,85,85,162,162,162,847,847,847,972,972,972,"64,687","64,688","64,688"
F6,1,"1,658","1,658","1,658",40,40,40,132,132,132,"3,669","3,669","3,669","1,270","1,270","1,270",,-1,-1,240,240,240,968,968,968,"2,106","2,106","2,106","64,398","64,398","64,398"
F7,1,"1,737","1,737","1,737",366,366,366,16,16,16,511,511,511,"1,281","1,281","1,281",98,98,98,203,203,203,540,540,540,"1,216","1,216","1,216","63,528","63,529","63,529"
F8,1,"6,594","6,594","6,594",34,34,34,146,146,146,419,419,419,"1,829","1,829","1,829",219,219,219,44,44,44,365,365,365,"2,009","2,009","2,009","63,210","63,210","63,210"
F9,1,"1,675","1,675","1,675",588,588,588,,-2,-2,"2,113","2,113","2,113",962,962,962,123,123,123,"1,512","1,512","1,512",714,714,714,"1,635","1,635","1,635","62,807","62,808","62,808"
F10,1,"11,091","11,091","11,091","1,221","1,221","1,221",206,206,206,"3,738","3,738","3,738","2,824","2,824","2,824",17,17,17,"1,261","1,261","1,261","1,502","1,502","1,502","2,318","2,318","2,318","62,351","62,351","62,351"
F11,1,"7,049","7,049","7,049",298,298,298,385,385,385,"1,005","1,005","1,005",876,876,876,312,312,312,292,292,292,667,667,667,"3,224","3,224","3,224","60,302","60,302","60,302"
F12,1,"4,547","4,547","4,547",13,13,13,106,106,106,"1,498","1,498","1,498",610,610,610,5,5,5,610,610,610,887,887,887,"1,882","1,882","1,882","59,358","59,358","59,358"
G1,1,"4,463","4,463","4,463",331,331,331,,-34,-34,919,919,919,768,768,768,8,8,8,127,127,127,511,511,511,"1,421","1,421","1,421","69,542","69,542","69,542"
G2,1,"3,109","3,109","3,109",121,121,121,77,77,77,862,862,862,930,930,930,31,31,31,51,51,51,488,488,488,"1,609","1,609","1,609","70,354","70,355","70,355"
G3,1,"8,587","8,587","8,587",352,352,352,82,82,82,"1,108","1,108","1,108","1,405","1,405","1,405",148,148,148,504,504,504,847,847,847,"1,147","1,147","1,147","70,708","70,708","70,708"
G4,1,"3,034","3,034","3,034",87,87,87,1,1,1,633,633,633,"2,413","2,413","2,413",56,56,56,127,127,127,615,615,615,"1,496","1,496","1,496","71,309","71,309","71,309"
G5,1,"1,954","1,954","1,954",213,213,213,96,96,96,830,830,830,"2,768","2,768","2,768",85,85,85,389,389,389,"1,037","1,037","1,037","2,046","2,046","2,046","71,897","71,897","71,897"
G6,1,"4,494","4,494","4,494",34,34,34,126,126,126,"1,509","1,509","1,509","3,827","3,827","3,827",89,89,89,100,100,100,"1,033","1,033","1,033","1,498","1,498","1,498","73,072","73,072","73,072"
G7,1,"8,389","8,389","8,389",688,688,688,136,136,136,656,656,656,"1,471","1,471","1,471",,-64,-64,350,350,350,937,937,937,"1,349","1,349","1,349","73,543","73,543","73,543"
G8,1,"4,168","4,168","4,168",322,322,322,114,114,114,411,411,411,511,511,511,94,94,94,256,256,256,659,659,659,"1,638","1,638","1,638","73,861","73,861","73,861"
G9,1,"2,691","2,691","2,691",147,147,147,79,79,79,838,838,838,927,927,927,130,130,130,144,144,144,842,842,842,"1,094","1,094","1,094","74,081","74,081","74,081"
G10,1,"1,698","1,698","1,698",238,238,238,101,101,101,"2,049","2,049","2,049","1,240","1,240","1,240",98,98,98,5,5,5,852,852,852,999,999,999,"74,688","74,688","74,688"
G11,1,"2,130","2,130","2,130",883,883,883,356,356,356,318,318,318,"1,015","1,015","1,015",358,358,358,651,651,651,620,620,620,"2,019","2,019","2,019","75,166","75,166","75,166"
G12,1,"12,844","12,844","12,844",286,286,286,188,188,188,313,313,313,754,754,754,113,113,113,288,288,288,860,860,860,"1,954","1,954","1,954","76,429","76,430","76,430"
H1,1,"8,105","8,105","8,105",78,78,78,80,80,80,739,739,739,"1,618","1,618","1,618",142,142,142,118,118,118,719,719,719,"1,940","1,940","1,940","90,111","90,111","90,111"
H2,1,"8,728","8,728","8,728","1,690","1,690","1,690",167,167,167,"1,719","1,719","1,719","3,133","3,133","3,133",96,96,96,"1,223","1,223","1,223","1,764","1,764","1,764","2,044","2,044","2,044","89,602","89,602","89,602"
H3,1,"3,877","3,877","3,877",297,297,297,,-41,-41,"1,370","1,370","1,370",891,891,891,289,289,289,252,252,252,"1,051","1,051","1,051","1,922","1,922","1,922","89,164","89,164","89,164"
H4,1,"5,014","5,014","5,014",960,960,960,245,245,245,719,719,719,"1,294","1,294","1,294",394,394,394,570,570,570,"1,115","1,115","1,115","2,168","2,168","2,168","88,821","88,821","88,821"
H5,1,"2,636","2,636","2,636",46,46,46,53,53,53,66,66,66,856,856,856,94,94,94,,-59,-59,734,734,734,"1,692","1,692","1,692","88,602","88,602","88,602"
H6,1,"3,898","3,898","3,898",167,167,167,,-53,-53,,-57,-57,590,590,590,210,210,210,67,67,67,743,743,743,752,752,752,"87,172","87,172","87,172"
H7,1,"4,663","4,663","4,663",100,100,100,45,45,45,242,242,242,619,619,619,59,59,59,34,34,34,694,694,694,"2,067","2,067","2,067","85,079","85,079","85,079"
H8,1,"9,680","9,680","9,680",42,42,42,213,213,213,"2,127","2,127","2,127","2,272","2,272","2,272",111,111,111,379,379,379,"1,381","1,381","1,381","2,694","2,694","2,694","82,933","82,933","82,933"
H9,1,"3,903","3,903","3,903",727,727,727,,-109,-109,729,729,729,824,824,824,,-29,-29,156,156,156,815,815,815,"1,435","1,435","1,435","80,056","80,056","80,056"
H10,1,"3,053","3,053","3,053",117,117,117,,-12,-12,570,570,570,494,494,494,143,143,143,,-1,-1,785,785,785,"1,290","1,290","1,290","79,109","79,109","79,109"
H11,1,"3,504","3,504","3,504",601,601,601,,-8,-8,"1,411","1,411","1,411","1,117","1,117","1,117",3,3,3,551,551,551,658,658,658,"1,572","1,572","1,572","78,578","78,578","78,578"
H12,1,"6,125","6,125","6,125",235,235,235,0,0,0,"1,205","1,205","1,205","2,038","2,038","2,038",121,121,121,319,319,319,625,625,625,"1,391","1,391","1,391","77,816","77,816","77,816"

