Experiment Name,210901 TA M3/4 PA BM Spleen
Specimen Name,M3-4 LN
Tube Name,INX_GC63_001
Record Date,"Sep 1, 2021 4:50:00 PM"
Date Analyzed,09/03/2021 18:00

Sort Type,Index Sort
Sort Setup,85 micron
Precision ,Single Cell
Device,96 Well - Falcon
Yield Mask,0
Purity Mask,32
Phase Mask,16
Well,All Events #Events,All Events PA+ GFP-A Geo Mean,All Events PA+ GFP-A Mean,All Events PA+ GFP-A Median,All Events CD38 APC-A Geo Mean,All Events CD38 APC-A Mean,All Events CD38 APC-A Median,All Events TCRB APC-Cy7-A Geo Mean,All Events TCRB APC-Cy7-A Mean,All Events TCRB APC-Cy7-A Median,All Events IGY BV421-A Geo Mean,All Events IGY BV421-A Mean,All Events IGY BV421-A Median,All Events PA Pacific Orange-A Geo Mean,All Events PA Pacific Orange-A Mean,All Events PA Pacific Orange-A Median,All Events BV650-A Geo Mean,All Events BV650-A Mean,All Events BV650-A Median,All Events IGK RFP-A Geo Mean,All Events IGK RFP-A Mean,All Events IGK RFP-A Median,All Events FAS PE-Cy7-A Geo Mean,All Events FAS PE-Cy7-A Mean,All Events FAS PE-Cy7-A Median,All Events B220 BV786-A Geo Mean,All Events B220 BV786-A Mean,All Events B220 BV786-A Median,All Events Time Geo Mean,All Events Time Mean,All Events Time Median
B3,1,"1,582","1,582","1,582",18,18,18,160,160,160,"1,409","1,409","1,409","2,633","2,633","2,633",145,145,145,125,125,125,"1,113","1,113","1,113","2,514","2,514","2,514","23,095","23,095","23,095"
B4,1,"1,159","1,159","1,159",268,268,268,38,38,38,"1,877","1,877","1,877","3,119","3,119","3,119",85,85,85,223,223,223,"1,869","1,869","1,869","4,866","4,866","4,866","21,683","21,683","21,683"
B5,1,"2,002","2,002","2,002",112,112,112,274,274,274,"3,314","3,314","3,314","2,201","2,201","2,201",13,13,13,200,200,200,"1,155","1,155","1,155","4,924","4,924","4,924","20,329","20,329","20,329"
B6,1,"4,851","4,851","4,851",579,579,579,279,279,279,"1,063","1,063","1,063","2,623","2,623","2,623",235,235,235,523,523,523,"1,994","1,994","1,994","2,730","2,730","2,730","19,577","19,577","19,577"
B7,1,"1,323","1,323","1,323",,-5,-5,118,118,118,368,368,368,"3,088","3,088","3,088",53,53,53,,-59,-59,939,939,939,"2,726","2,726","2,726","19,189","19,189","19,189"
B8,1,"2,750","2,750","2,750",321,321,321,302,302,302,"3,253","3,253","3,253","3,050","3,050","3,050",,-155,-155,296,296,296,"1,428","1,428","1,428","4,174","4,174","4,174","18,133","18,133","18,133"
B9,1,"11,802","11,802","11,802",286,286,286,116,116,116,"1,536","1,536","1,536","1,421","1,421","1,421",58,58,58,408,408,408,"1,833","1,833","1,833","5,652","5,652","5,652","17,649","17,649","17,649"
B10,1,"3,491","3,491","3,491",151,151,151,121,121,121,772,772,772,"1,884","1,884","1,884",,-8,-8,298,298,298,"1,315","1,315","1,315","4,411","4,411","4,411","17,446","17,446","17,446"
B11,1,"2,436","2,436","2,436",39,39,39,74,74,74,460,460,460,"3,261","3,261","3,261",40,40,40,,-21,-21,"1,553","1,553","1,553","3,810","3,810","3,810","16,777","16,777","16,777"
B12,1,"1,211","1,211","1,211",166,166,166,257,257,257,"2,392","2,392","2,392","3,991","3,991","3,991",116,116,116,91,91,91,"1,830","1,830","1,830","8,358","8,358","8,358","16,457","16,457","16,457"
C1,1,"2,186","2,186","2,186",35,35,35,,-10,-10,"1,421","1,421","1,421","3,789","3,789","3,789",40,40,40,146,146,146,"1,688","1,688","1,688","5,004","5,004","5,004","26,970","26,970","26,970"
C2,1,"1,838","1,838","1,838",187,187,187,,-42,-42,897,897,897,"1,417","1,417","1,417",27,27,27,208,208,208,"1,126","1,126","1,126","2,281","2,281","2,281","28,033","28,033","28,033"
C3,1,"2,677","2,677","2,677",45,45,45,94,94,94,"2,240","2,240","2,240","5,501","5,501","5,501",202,202,202,235,235,235,"1,574","1,574","1,574","7,406","7,406","7,406","29,128","29,128","29,128"
C4,1,"4,057","4,057","4,057",144,144,144,,-73,-73,430,430,430,"1,564","1,564","1,564",37,37,37,206,206,206,842,842,842,"2,705","2,705","2,705","29,563","29,563","29,563"
C5,1,"1,405","1,405","1,405",451,451,451,258,258,258,"2,093","2,093","2,093","3,993","3,993","3,993",37,37,37,"3,737","3,737","3,737","2,495","2,495","2,495","5,370","5,370","5,370","29,827","29,827","29,827"
C6,1,"1,646","1,646","1,646",254,254,254,505,505,505,"2,113","2,113","2,113","4,083","4,083","4,083",53,53,53,"4,833","4,833","4,833","3,126","3,126","3,126","5,398","5,398","5,398","30,626","30,626","30,626"
C7,1,"5,211","5,211","5,211",211,211,211,130,130,130,"2,540","2,540","2,540","2,693","2,693","2,693",,-12,-12,263,263,263,"1,394","1,394","1,394","3,835","3,835","3,835","30,930","30,931","30,931"
C8,1,"3,410","3,410","3,410",8,8,8,114,114,114,528,528,528,"3,240","3,240","3,240",140,140,140,180,180,180,"1,344","1,344","1,344","3,880","3,880","3,880","31,471","31,471","31,471"
C9,1,"2,594","2,594","2,594",119,119,119,308,308,308,"1,045","1,045","1,045","4,682","4,682","4,682",103,103,103,186,186,186,"3,139","3,139","3,139","7,113","7,113","7,113","31,957","31,957","31,957"
C10,1,"5,527","5,527","5,527",,-4,-4,66,66,66,"1,549","1,549","1,549","1,269","1,269","1,269",92,92,92,7,7,7,"1,120","1,120","1,120","3,541","3,541","3,541","33,479","33,479","33,479"
C11,1,"1,719","1,719","1,719",114,114,114,218,218,218,"1,638","1,638","1,638","3,054","3,054","3,054",70,70,70,187,187,187,"1,768","1,768","1,768","4,931","4,931","4,931","34,792","34,792","34,792"
C12,1,"1,976","1,976","1,976",265,265,265,46,46,46,"1,677","1,677","1,677","1,492","1,492","1,492",109,109,109,150,150,150,917,917,917,"2,780","2,780","2,780","35,117","35,117","35,117"
D1,1,"1,599","1,599","1,599",136,136,136,304,304,304,"2,366","2,366","2,366","5,208","5,208","5,208",355,355,355,213,213,213,"2,307","2,307","2,307","10,091","10,091","10,091","44,896","44,896","44,896"
D2,1,"6,056","6,056","6,056",23,23,23,91,91,91,"1,097","1,097","1,097","4,332","4,332","4,332",285,285,285,315,315,315,"1,791","1,791","1,791","4,992","4,992","4,992","44,459","44,459","44,459"
D3,1,"1,161","1,161","1,161",89,89,89,94,94,94,"1,106","1,106","1,106","4,071","4,071","4,071",193,193,193,256,256,256,"1,800","1,800","1,800","4,061","4,061","4,061","42,858","42,858","42,858"
D4,1,"1,496","1,496","1,496",,-19,-19,57,57,57,376,376,376,"1,712","1,712","1,712",152,152,152,,-7,-7,978,978,978,"3,765","3,765","3,765","41,765","41,765","41,765"
D5,1,"2,471","2,471","2,471",94,94,94,186,186,186,310,310,310,"2,838","2,838","2,838",107,107,107,138,138,138,"1,090","1,090","1,090","2,619","2,619","2,619","41,394","41,394","41,394"
D6,1,"3,122","3,122","3,122",120,120,120,144,144,144,531,531,531,"2,599","2,599","2,599",111,111,111,85,85,85,"1,400","1,400","1,400","2,801","2,801","2,801","41,026","41,026","41,026"
D7,1,"1,775","1,775","1,775",32,32,32,5,5,5,536,536,536,"1,843","1,843","1,843",89,89,89,36,36,36,841,841,841,"3,044","3,044","3,044","40,709","40,709","40,709"
D8,1,"4,819","4,819","4,819",,-19,-19,67,67,67,774,774,774,"2,497","2,497","2,497",60,60,60,,-43,-43,975,975,975,"1,737","1,737","1,737","40,344","40,344","40,344"
D9,1,"1,364","1,364","1,364",596,596,596,15,15,15,"2,269","2,269","2,269","2,966","2,966","2,966",197,197,197,733,733,733,"2,002","2,002","2,002","6,899","6,899","6,899","38,131","38,132","38,132"
D10,1,"1,142","1,142","1,142",,-40,-40,163,163,163,564,564,564,"4,252","4,252","4,252",251,251,251,,-16,-16,"1,141","1,141","1,141","2,605","2,605","2,605","37,231","37,231","37,231"
D11,1,"2,276","2,276","2,276",69,69,69,60,60,60,200,200,200,"2,446","2,446","2,446",,-22,-22,62,62,62,"1,520","1,520","1,520","2,452","2,452","2,452","36,647","36,647","36,647"
D12,1,"1,604","1,604","1,604",18,18,18,224,224,224,773,773,773,"2,965","2,965","2,965",164,164,164,,-120,-120,"1,940","1,940","1,940","12,196","12,196","12,196","36,004","36,004","36,004"
E1,1,"3,361","3,361","3,361",0,0,0,129,129,129,675,675,675,"2,933","2,933","2,933",103,103,103,19,19,19,848,848,848,"2,418","2,418","2,418","45,969","45,969","45,969"
E2,1,"1,573","1,573","1,573",184,184,184,124,124,124,895,895,895,"4,153","4,153","4,153",337,337,337,252,252,252,"1,211","1,211","1,211","3,501","3,501","3,501","46,260","46,260","46,260"
E3,1,"3,611","3,611","3,611",451,451,451,497,497,497,"2,504","2,504","2,504","2,682","2,682","2,682",180,180,180,238,238,238,"1,781","1,781","1,781","6,578","6,578","6,578","46,510","46,510","46,510"
E4,1,"4,377","4,377","4,377",498,498,498,50,50,50,"3,043","3,043","3,043","2,612","2,612","2,612",130,130,130,501,501,501,"2,497","2,497","2,497","6,056","6,056","6,056","46,879","46,879","46,879"
E5,1,"1,067","1,067","1,067",,-29,-29,205,205,205,628,628,628,"4,353","4,353","4,353",159,159,159,,-17,-17,"1,306","1,306","1,306","3,541","3,541","3,541","47,495","47,495","47,495"
E6,1,"2,217","2,217","2,217",1,1,1,,-12,-12,373,373,373,"1,848","1,848","1,848",,-7,-7,,-14,-14,"1,118","1,118","1,118","3,638","3,638","3,638","47,775","47,775","47,775"
E7,1,"6,131","6,131","6,131",210,210,210,91,91,91,"3,420","3,420","3,420","3,301","3,301","3,301",54,54,54,366,366,366,"2,324","2,324","2,324","4,233","4,233","4,233","48,311","48,311","48,311"
E8,1,"2,072","2,072","2,072",231,231,231,147,147,147,894,894,894,"3,685","3,685","3,685",,-12,-12,131,131,131,"1,194","1,194","1,194","4,334","4,334","4,334","49,008","49,008","49,008"
E9,1,"7,301","7,301","7,301",60,60,60,302,302,302,"2,904","2,904","2,904","5,068","5,068","5,068",236,236,236,335,335,335,"2,588","2,588","2,588","6,553","6,553","6,553","49,432","49,433","49,433"
E10,1,"2,082","2,082","2,082",58,58,58,113,113,113,"1,552","1,552","1,552","3,224","3,224","3,224",200,200,200,105,105,105,916,916,916,"2,315","2,315","2,315","50,521","50,521","50,521"
E11,1,"1,419","1,419","1,419",28,28,28,,-25,-25,226,226,226,"3,573","3,573","3,573",188,188,188,,-33,-33,"1,111","1,111","1,111","2,081","2,081","2,081","50,840","50,841","50,841"
E12,1,"1,982","1,982","1,982",609,609,609,194,194,194,"1,047","1,047","1,047","3,077","3,077","3,077",,-24,-24,520,520,520,"1,256","1,256","1,256","4,060","4,060","4,060","51,432","51,432","51,432"
F1,1,"3,505","3,505","3,505",76,76,76,125,125,125,242,242,242,"1,490","1,490","1,490",130,130,130,16,16,16,968,968,968,"4,698","4,698","4,698","64,579","64,579","64,579"
F2,1,"7,996","7,996","7,996",183,183,183,267,267,267,692,692,692,"2,249","2,249","2,249",4,4,4,83,83,83,"1,953","1,953","1,953","3,596","3,596","3,596","64,088","64,088","64,088"
F3,1,"2,318","2,318","2,318",356,356,356,21,21,21,709,709,709,"1,850","1,850","1,850",215,215,215,375,375,375,"1,077","1,077","1,077","2,835","2,835","2,835","62,449","62,449","62,449"
F4,1,"2,014","2,014","2,014",16,16,16,21,21,21,992,992,992,"3,204","3,204","3,204",104,104,104,24,24,24,"1,010","1,010","1,010","2,843","2,843","2,843","62,123","62,123","62,123"
F5,1,"2,787","2,787","2,787",346,346,346,211,211,211,"1,709","1,709","1,709","1,891","1,891","1,891",64,64,64,118,118,118,"1,303","1,303","1,303","3,803","3,803","3,803","61,083","61,083","61,083"
F6,1,"1,301","1,301","1,301",55,55,55,98,98,98,"1,172","1,172","1,172","2,802","2,802","2,802",123,123,123,71,71,71,"1,356","1,356","1,356","3,416","3,416","3,416","58,921","58,921","58,921"
F7,1,"1,299","1,299","1,299",79,79,79,158,158,158,667,667,667,"1,799","1,799","1,799",109,109,109,72,72,72,"1,047","1,047","1,047","2,956","2,956","2,956","58,312","58,312","58,312"
F8,1,"2,021","2,021","2,021",67,67,67,266,266,266,36,36,36,"2,285","2,285","2,285",97,97,97,16,16,16,925,925,925,"3,311","3,311","3,311","57,398","57,398","57,398"
F9,1,"3,142","3,142","3,142",269,269,269,139,139,139,"2,400","2,400","2,400","2,992","2,992","2,992",339,339,339,353,353,353,"2,072","2,072","2,072","6,164","6,164","6,164","56,872","56,872","56,872"
F10,1,"1,190","1,190","1,190",,-28,-28,130,130,130,209,209,209,"2,923","2,923","2,923",275,275,275,,-12,-12,451,451,451,"1,351","1,351","1,351","52,900","52,900","52,900"
F11,1,"1,752","1,752","1,752",193,193,193,130,130,130,"1,561","1,561","1,561","2,783","2,783","2,783",49,49,49,176,176,176,"1,408","1,408","1,408","4,529","4,529","4,529","52,082","52,082","52,082"
F12,1,"1,708","1,708","1,708",105,105,105,162,162,162,389,389,389,"1,862","1,862","1,862",193,193,193,75,75,75,864,864,864,"2,628","2,628","2,628","51,752","51,752","51,752"
G1,1,"3,899","3,899","3,899",682,682,682,190,190,190,"1,134","1,134","1,134","2,277","2,277","2,277",257,257,257,358,358,358,972,972,972,"4,158","4,158","4,158","65,162","65,162","65,162"
G2,1,"1,810","1,810","1,810",239,239,239,113,113,113,249,249,249,"2,560","2,560","2,560",,-15,-15,70,70,70,"1,169","1,169","1,169","3,008","3,008","3,008","65,388","65,388","65,388"
G3,1,"3,324","3,324","3,324",66,66,66,50,50,50,791,791,791,"3,723","3,723","3,723",16,16,16,168,168,168,"1,491","1,491","1,491","4,811","4,811","4,811","66,463","66,463","66,463"
G4,1,"1,656","1,656","1,656",244,244,244,36,36,36,866,866,866,"3,631","3,631","3,631",112,112,112,178,178,178,"1,043","1,043","1,043","5,169","5,169","5,169","66,736","66,737","66,737"
G5,1,"2,009","2,009","2,009",88,88,88,73,73,73,796,796,796,"4,016","4,016","4,016",205,205,205,,-28,-28,"1,979","1,979","1,979","5,651","5,651","5,651","67,699","67,699","67,699"
G6,1,"1,299","1,299","1,299",,-26,-26,405,405,405,"1,556","1,556","1,556","3,167","3,167","3,167",268,268,268,21,21,21,"1,797","1,797","1,797","4,066","4,066","4,066","68,508","68,508","68,508"
G7,1,"3,999","3,999","3,999",241,241,241,151,151,151,"1,102","1,102","1,102","2,607","2,607","2,607",118,118,118,160,160,160,"1,965","1,965","1,965","4,511","4,511","4,511","69,136","69,136","69,136"
G8,1,"1,426","1,426","1,426",,-38,-38,323,323,323,699,699,699,"1,634","1,634","1,634",,-17,-17,9,9,9,895,895,895,"3,426","3,426","3,426","69,375","69,375","69,375"
G9,1,"1,817","1,817","1,817",646,646,646,259,259,259,564,564,564,"4,403","4,403","4,403",101,101,101,54,54,54,"2,360","2,360","2,360","4,803","4,803","4,803","71,382","71,382","71,382"
G10,1,"3,855","3,855","3,855",309,309,309,34,34,34,905,905,905,"2,279","2,279","2,279",70,70,70,97,97,97,"1,200","1,200","1,200","2,983","2,983","2,983","72,477","72,477","72,477"
G11,1,"1,636","1,636","1,636",,-17,-17,17,17,17,"1,505","1,505","1,505","2,215","2,215","2,215",92,92,92,15,15,15,"1,201","1,201","1,201","2,933","2,933","2,933","72,902","72,902","72,902"
G12,1,"2,285","2,285","2,285",166,166,166,144,144,144,"2,351","2,351","2,351","1,835","1,835","1,835",130,130,130,74,74,74,930,930,930,"4,456","4,456","4,456","73,280","73,281","73,281"
H1,1,"1,650","1,650","1,650",25,25,25,,-3,-3,"1,233","1,233","1,233","2,130","2,130","2,130",173,173,173,43,43,43,"1,258","1,258","1,258","4,135","4,135","4,135","82,667","82,667","82,667"
H2,1,"2,774","2,774","2,774",139,139,139,125,125,125,740,740,740,"2,819","2,819","2,819",65,65,65,57,57,57,"1,021","1,021","1,021","3,758","3,758","3,758","81,923","81,923","81,923"
H3,1,"1,355","1,355","1,355",,-14,-14,470,470,470,"1,222","1,222","1,222","2,703","2,703","2,703",,-4,-4,75,75,75,"1,037","1,037","1,037","4,266","4,266","4,266","81,144","81,144","81,144"
H4,1,"1,460","1,460","1,460",77,77,77,246,246,246,417,417,417,"2,892","2,892","2,892",250,250,250,43,43,43,901,901,901,"4,712","4,712","4,712","80,443","80,443","80,443"
H5,1,"1,184","1,184","1,184",850,850,850,186,186,186,"1,536","1,536","1,536","3,055","3,055","3,055",153,153,153,631,631,631,"1,515","1,515","1,515","5,097","5,097","5,097","79,581","79,581","79,581"
H6,1,"5,060","5,060","5,060",297,297,297,,-58,-58,"1,926","1,926","1,926","1,900","1,900","1,900",167,167,167,189,189,189,"1,048","1,048","1,048","3,686","3,686","3,686","78,973","78,973","78,973"
H7,1,"2,397","2,397","2,397",176,176,176,112,112,112,86,86,86,"1,612","1,612","1,612",,-11,-11,64,64,64,904,904,904,"3,524","3,524","3,524","78,461","78,461","78,461"
H8,1,"1,603","1,603","1,603",,-4,-4,97,97,97,754,754,754,"2,407","2,407","2,407",,-21,-21,,-40,-40,"1,181","1,181","1,181","3,417","3,417","3,417","76,859","76,859","76,859"
H9,1,"2,676","2,676","2,676",787,787,787,224,224,224,"2,932","2,932","2,932","3,993","3,993","3,993",79,79,79,422,422,422,"2,020","2,020","2,020","7,124","7,124","7,124","76,171","76,171","76,171"
H10,1,"2,165","2,165","2,165",373,373,373,180,180,180,"1,372","1,372","1,372","2,684","2,684","2,684",375,375,375,390,390,390,"2,034","2,034","2,034","7,557","7,557","7,557","75,552","75,552","75,552"
H11,1,"1,446","1,446","1,446",15,15,15,,-32,-32,"1,104","1,104","1,104","1,984","1,984","1,984",,-57,-57,,-14,-14,"1,012","1,012","1,012","3,550","3,550","3,550","74,629","74,629","74,629"
H12,1,"4,900","4,900","4,900",157,157,157,249,249,249,"2,210","2,210","2,210","2,038","2,038","2,038",52,52,52,143,143,143,"1,778","1,778","1,778","4,899","4,899","4,899","74,391","74,391","74,391"

