Experiment Name,210901 TA PA M3 M4
Specimen Name,M3-4LN
Tube Name,INX_GC65_001
Record Date,"Sep 1, 2021 5:34:58 PM"
Date Analyzed,09/07/2021 17:21

Sort Type,Index Sort
Sort Setup,85 micron
Precision ,Single Cell
Device,96 Well - Falcon
Yield Mask,0
Purity Mask,32
Phase Mask,16
Well,All Events #Events,All Events FAS PE-Cy7-A Geo Mean,All Events FAS PE-Cy7-A Mean,All Events FAS PE-Cy7-A Median,All Events IGY BV421-A Geo Mean,All Events IGY BV421-A Mean,All Events IGY BV421-A Median,All Events B220 BV785-A Geo Mean,All Events B220 BV785-A Mean,All Events B220 BV785-A Median,All Events TCRB APC-Cy7-A Geo Mean,All Events TCRB APC-Cy7-A Mean,All Events TCRB APC-Cy7-A Median,All Events CD38 APC-A Geo Mean,All Events CD38 APC-A Mean,All Events CD38 APC-A Median,All Events PA+ FITC-A Geo Mean,All Events PA+ FITC-A Mean,All Events PA+ FITC-A Median,All Events PA V500-A Geo Mean,All Events PA V500-A Mean,All Events PA V500-A Median,All Events IGK tdTomato-A Geo Mean,All Events IGK tdTomato-A Mean,All Events IGK tdTomato-A Median,All Events Time Geo Mean,All Events Time Mean,All Events Time Median
A11,1,"1,166","1,166","1,166",538,538,538,"2,280","2,280","2,280",20,20,20,210,210,210,"1,724","1,724","1,724","5,251","5,251","5,251",143,143,143,"5,995","5,995","5,995"
A12,1,"1,350","1,350","1,350","1,743","1,743","1,743","2,968","2,968","2,968",73,73,73,270,270,270,"1,971","1,971","1,971","3,591","3,591","3,591",173,173,173,"6,355","6,355","6,355"
B1,1,"1,598","1,598","1,598",359,359,359,"3,020","3,020","3,020",188,188,188,377,377,377,"1,643","1,643","1,643","3,994","3,994","3,994",116,116,116,"12,416","12,417","12,417"
B2,1,"1,471","1,471","1,471","1,295","1,295","1,295","2,578","2,578","2,578",,-108,-108,283,283,283,"2,903","2,903","2,903","3,145","3,145","3,145",70,70,70,"12,144","12,144","12,144"
B3,1,"1,235","1,235","1,235",551,551,551,"2,345","2,345","2,345",92,92,92,214,214,214,"2,644","2,644","2,644","4,260","4,260","4,260",185,185,185,"11,506","11,506","11,506"
B4,1,958,958,958,"1,158","1,158","1,158","2,534","2,534","2,534",102,102,102,103,103,103,"1,784","1,784","1,784","2,657","2,657","2,657",198,198,198,"11,030","11,031","11,031"
B5,1,803,803,803,"1,343","1,343","1,343","1,911","1,911","1,911",41,41,41,636,636,636,"1,935","1,935","1,935","4,165","4,165","4,165",90,90,90,"10,408","10,408","10,408"
B6,1,"1,359","1,359","1,359",231,231,231,"1,975","1,975","1,975",22,22,22,30,30,30,"1,247","1,247","1,247","4,590","4,590","4,590",33,33,33,"10,144","10,144","10,144"
B7,1,"1,604","1,604","1,604",333,333,333,"4,082","4,082","4,082",85,85,85,58,58,58,"3,581","3,581","3,581","3,845","3,845","3,845",66,66,66,"9,786","9,786","9,786"
B8,1,"1,056","1,056","1,056","1,471","1,471","1,471","3,082","3,082","3,082",4,4,4,116,116,116,"1,426","1,426","1,426","3,422","3,422","3,422",184,184,184,"9,498","9,498","9,498"
B9,1,"2,888","2,888","2,888","1,234","1,234","1,234","5,660","5,660","5,660",,-18,-18,429,429,429,"2,568","2,568","2,568","9,348","9,348","9,348",890,890,890,"8,918","8,918","8,918"
B10,1,"2,000","2,000","2,000","1,050","1,050","1,050","5,248","5,248","5,248",245,245,245,540,540,540,"3,040","3,040","3,040","3,632","3,632","3,632",137,137,137,"8,199","8,199","8,199"
B11,1,"2,322","2,322","2,322","2,537","2,537","2,537","5,288","5,288","5,288",,-48,-48,87,87,87,"5,648","5,648","5,648","3,742","3,742","3,742",241,241,241,"7,217","7,217","7,217"
B12,1,"1,057","1,057","1,057",156,156,156,"2,278","2,278","2,278",158,158,158,93,93,93,"1,468","1,468","1,468","6,591","6,591","6,591",131,131,131,"6,684","6,684","6,684"
C1,1,"2,805","2,805","2,805","2,212","2,212","2,212","3,863","3,863","3,863",,-152,-152,206,206,206,"3,541","3,541","3,541","3,984","3,984","3,984",240,240,240,"12,646","12,646","12,646"
C2,1,"1,169","1,169","1,169",725,725,725,"3,054","3,054","3,054",19,19,19,115,115,115,"1,223","1,223","1,223","5,347","5,347","5,347",67,67,67,"13,494","13,494","13,494"
C3,1,"1,087","1,087","1,087",179,179,179,"2,876","2,876","2,876",64,64,64,18,18,18,"1,835","1,835","1,835","3,347","3,347","3,347",22,22,22,"13,789","13,789","13,789"
C4,1,"1,625","1,625","1,625",897,897,897,"4,408","4,408","4,408",33,33,33,25,25,25,"3,481","3,481","3,481","3,518","3,518","3,518",86,86,86,"14,670","14,670","14,670"
C5,1,999,999,999,432,432,432,"1,842","1,842","1,842",119,119,119,111,111,111,"1,167","1,167","1,167","6,103","6,103","6,103",170,170,170,"14,991","14,991","14,991"
C6,1,"1,043","1,043","1,043",500,500,500,"2,356","2,356","2,356",,-103,-103,507,507,507,967,967,967,"6,117","6,117","6,117",314,314,314,"16,133","16,133","16,133"
C7,1,651,651,651,485,485,485,"1,052","1,052","1,052",,-16,-16,134,134,134,"2,651","2,651","2,651","3,978","3,978","3,978",78,78,78,"16,872","16,872","16,872"
C8,1,"1,491","1,491","1,491","1,718","1,718","1,718","3,458","3,458","3,458",93,93,93,227,227,227,"1,515","1,515","1,515","4,505","4,505","4,505",191,191,191,"17,234","17,234","17,234"
C9,1,"1,040","1,040","1,040","2,051","2,051","2,051","1,986","1,986","1,986",,-11,-11,121,121,121,"1,958","1,958","1,958","2,447","2,447","2,447",133,133,133,"17,898","17,898","17,898"
C10,1,941,941,941,"2,096","2,096","2,096","3,113","3,113","3,113",53,53,53,182,182,182,"1,155","1,155","1,155","3,958","3,958","3,958",184,184,184,"18,150","18,150","18,150"
C11,1,"1,765","1,765","1,765","1,766","1,766","1,766","5,948","5,948","5,948",68,68,68,80,80,80,"2,181","2,181","2,181","4,370","4,370","4,370",158,158,158,"18,465","18,465","18,465"
C12,1,"1,386","1,386","1,386","1,612","1,612","1,612","4,111","4,111","4,111",222,222,222,857,857,857,"2,715","2,715","2,715","4,611","4,611","4,611",172,172,172,"18,963","18,963","18,963"
D1,1,"1,326","1,326","1,326",983,983,983,"3,325","3,325","3,325",214,214,214,218,218,218,991,991,991,"5,517","5,517","5,517",33,33,33,"23,606","23,606","23,606"
D2,1,871,871,871,587,587,587,"2,292","2,292","2,292",142,142,142,624,624,624,"1,601","1,601","1,601","3,802","3,802","3,802",128,128,128,"23,353","23,353","23,353"
D3,1,636,636,636,"1,205","1,205","1,205","1,312","1,312","1,312",83,83,83,473,473,473,"2,771","2,771","2,771","7,791","7,791","7,791",365,365,365,"23,060","23,060","23,060"
D4,1,"1,287","1,287","1,287","1,409","1,409","1,409","3,458","3,458","3,458",58,58,58,75,75,75,"2,897","2,897","2,897","3,656","3,656","3,656",113,113,113,"22,604","22,604","22,604"
D5,1,"1,636","1,636","1,636","2,238","2,238","2,238","2,810","2,810","2,810",67,67,67,644,644,644,"3,072","3,072","3,072","4,768","4,768","4,768",367,367,367,"22,024","22,024","22,024"
D6,1,"1,523","1,523","1,523",814,814,814,"2,579","2,579","2,579",217,217,217,290,290,290,"3,140","3,140","3,140","4,200","4,200","4,200",356,356,356,"21,557","21,557","21,557"
D7,1,"1,062","1,062","1,062","1,036","1,036","1,036","2,030","2,030","2,030",,-114,-114,129,129,129,"3,232","3,232","3,232","4,108","4,108","4,108",117,117,117,"21,288","21,288","21,288"
D8,1,"1,231","1,231","1,231",199,199,199,"2,338","2,338","2,338",17,17,17,352,352,352,"1,702","1,702","1,702","5,230","5,230","5,230",101,101,101,"20,755","20,755","20,755"
D9,1,"1,447","1,447","1,447","1,163","1,163","1,163","4,001","4,001","4,001",,-62,-62,127,127,127,"2,016","2,016","2,016","4,105","4,105","4,105",90,90,90,"20,477","20,478","20,478"
D10,1,"1,999","1,999","1,999","2,048","2,048","2,048","3,497","3,497","3,497",57,57,57,401,401,401,"4,577","4,577","4,577","6,265","6,265","6,265",218,218,218,"20,153","20,153","20,153"
D11,1,"1,115","1,115","1,115",445,445,445,"2,652","2,652","2,652",153,153,153,"1,283","1,283","1,283","1,366","1,366","1,366","4,979","4,979","4,979",118,118,118,"19,803","19,803","19,803"
D12,1,"1,262","1,262","1,262",271,271,271,"1,611","1,611","1,611",55,55,55,70,70,70,"1,152","1,152","1,152","5,120","5,120","5,120",12,12,12,"19,435","19,435","19,435"
E1,1,"1,652","1,652","1,652","1,719","1,719","1,719","2,707","2,707","2,707",7,7,7,185,185,185,"1,941","1,941","1,941","3,253","3,253","3,253",143,143,143,"23,818","23,818","23,818"
E2,1,"1,292","1,292","1,292",527,527,527,"4,125","4,125","4,125",2,2,2,"1,470","1,470","1,470","1,219","1,219","1,219","5,977","5,977","5,977",148,148,148,"24,296","24,296","24,296"
E3,1,"1,731","1,731","1,731",859,859,859,"2,110","2,110","2,110",77,77,77,53,53,53,"3,019","3,019","3,019","4,482","4,482","4,482",122,122,122,"24,621","24,621","24,621"
E4,1,"2,139","2,139","2,139","5,325","5,325","5,325","5,496","5,496","5,496",,-14,-14,73,73,73,"2,796","2,796","2,796","3,998","3,998","3,998",278,278,278,"24,862","24,862","24,862"
E5,1,"1,529","1,529","1,529",895,895,895,"3,898","3,898","3,898",,-59,-59,23,23,23,"1,373","1,373","1,373","5,133","5,133","5,133",83,83,83,"25,377","25,377","25,377"
E6,1,"1,856","1,856","1,856",837,837,837,"4,625","4,625","4,625",118,118,118,836,836,836,"1,121","1,121","1,121","4,499","4,499","4,499",622,622,622,"25,662","25,662","25,662"
E7,1,"1,531","1,531","1,531",358,358,358,"4,861","4,861","4,861",30,30,30,355,355,355,897,897,897,"5,181","5,181","5,181",121,121,121,"25,944","25,944","25,944"
E8,1,914,914,914,270,270,270,"1,651","1,651","1,651",,-71,-71,,-39,-39,"2,080","2,080","2,080","5,154","5,154","5,154",254,254,254,"26,635","26,635","26,635"
E9,1,999,999,999,632,632,632,"1,753","1,753","1,753",,-102,-102,62,62,62,"3,001","3,001","3,001","3,074","3,074","3,074",41,41,41,"26,977","26,977","26,977"
E10,1,"2,014","2,014","2,014","2,098","2,098","2,098","3,682","3,682","3,682",15,15,15,154,154,154,"3,635","3,635","3,635","5,015","5,015","5,015",256,256,256,"27,811","27,811","27,811"
E11,1,"1,772","1,772","1,772","1,296","1,296","1,296","2,247","2,247","2,247",101,101,101,41,41,41,"1,867","1,867","1,867","4,883","4,883","4,883",59,59,59,"28,177","28,177","28,177"
E12,1,"1,751","1,751","1,751","1,109","1,109","1,109","3,396","3,396","3,396",70,70,70,502,502,502,"2,409","2,409","2,409","2,834","2,834","2,834",219,219,219,"28,699","28,699","28,699"
F1,1,"1,158","1,158","1,158","1,194","1,194","1,194","3,828","3,828","3,828",,-10,-10,94,94,94,"2,062","2,062","2,062","3,407","3,407","3,407",180,180,180,"35,603","35,603","35,603"
F2,1,"2,281","2,281","2,281","2,955","2,955","2,955","7,272","7,272","7,272",,-51,-51,543,543,543,"3,979","3,979","3,979","5,056","5,056","5,056",843,843,843,"34,254","34,254","34,254"
F3,1,"1,240","1,240","1,240",512,512,512,"2,097","2,097","2,097",162,162,162,324,324,324,"1,893","1,893","1,893","5,296","5,296","5,296",82,82,82,"33,976","33,976","33,976"
F4,1,"1,557","1,557","1,557","1,224","1,224","1,224","3,049","3,049","3,049",,-108,-108,137,137,137,"2,038","2,038","2,038","3,547","3,547","3,547",70,70,70,"33,388","33,388","33,388"
F5,1,669,669,669,540,540,540,"2,288","2,288","2,288",,-56,-56,96,96,96,"2,047","2,047","2,047","5,048","5,048","5,048",92,92,92,"33,135","33,135","33,135"
F6,1,"1,876","1,876","1,876",661,661,661,"3,392","3,392","3,392",,-15,-15,234,234,234,"2,869","2,869","2,869","5,601","5,601","5,601",122,122,122,"32,699","32,699","32,699"
F7,1,"1,258","1,258","1,258","1,285","1,285","1,285","2,777","2,777","2,777",24,24,24,234,234,234,"3,052","3,052","3,052","2,906","2,906","2,906",110,110,110,"31,913","31,913","31,913"
F8,1,"1,268","1,268","1,268","1,256","1,256","1,256","3,086","3,086","3,086",45,45,45,456,456,456,888,888,888,"4,116","4,116","4,116",162,162,162,"31,116","31,116","31,116"
F9,1,"1,596","1,596","1,596",883,883,883,"3,048","3,048","3,048",,-55,-55,213,213,213,"3,025","3,025","3,025","3,943","3,943","3,943",74,74,74,"30,803","30,803","30,803"
F10,1,"1,540","1,540","1,540","1,710","1,710","1,710","2,307","2,307","2,307",261,261,261,"1,619","1,619","1,619","1,711","1,711","1,711","2,686","2,686","2,686",270,270,270,"30,541","30,541","30,541"
F11,1,"1,606","1,606","1,606","1,014","1,014","1,014","3,053","3,053","3,053",,-13,-13,91,91,91,"2,148","2,148","2,148","4,520","4,520","4,520",140,140,140,"29,470","29,470","29,470"
F12,1,"1,546","1,546","1,546","1,777","1,777","1,777","4,633","4,633","4,633",120,120,120,267,267,267,"2,700","2,700","2,700","4,905","4,905","4,905",341,341,341,"28,970","28,970","28,970"
G1,1,"1,321","1,321","1,321","1,135","1,135","1,135","2,947","2,947","2,947",,-5,-5,392,392,392,"2,697","2,697","2,697","2,593","2,593","2,593",165,165,165,"36,370","36,370","36,370"
G2,1,"1,098","1,098","1,098","1,171","1,171","1,171","2,461","2,461","2,461",116,116,116,934,934,934,"1,273","1,273","1,273","3,646","3,646","3,646",513,513,513,"37,276","37,277","37,277"
G3,1,642,642,642,"1,604","1,604","1,604","1,585","1,585","1,585",79,79,79,286,286,286,"1,723","1,723","1,723","3,928","3,928","3,928",83,83,83,"37,499","37,500","37,500"
G4,1,"1,808","1,808","1,808","1,066","1,066","1,066","2,541","2,541","2,541",,-25,-25,407,407,407,"2,192","2,192","2,192","3,181","3,181","3,181",275,275,275,"37,921","37,921","37,921"
G5,1,987,987,987,272,272,272,"1,967","1,967","1,967",,-19,-19,124,124,124,"1,093","1,093","1,093","3,930","3,930","3,930",9,9,9,"38,213","38,213","38,213"
G6,1,623,623,623,"2,056","2,056","2,056","2,798","2,798","2,798",117,117,117,109,109,109,"1,364","1,364","1,364","4,900","4,900","4,900",170,170,170,"38,691","38,691","38,691"
G7,1,"1,266","1,266","1,266",804,804,804,"2,270","2,270","2,270",,-106,-106,56,56,56,"2,549","2,549","2,549","2,623","2,623","2,623",87,87,87,"38,980","38,980","38,980"
G8,1,"1,015","1,015","1,015",760,760,760,"1,738","1,738","1,738",,-33,-33,607,607,607,"2,565","2,565","2,565","3,965","3,965","3,965",99,99,99,"39,437","39,437","39,437"
G9,1,"1,821","1,821","1,821","1,330","1,330","1,330","2,325","2,325","2,325",,-54,-54,88,88,88,"1,066","1,066","1,066","2,006","2,006","2,006",111,111,111,"39,856","39,856","39,856"
G10,1,"1,850","1,850","1,850","1,978","1,978","1,978","3,945","3,945","3,945",63,63,63,361,361,361,"2,909","2,909","2,909","6,815","6,815","6,815",293,293,293,"40,511","40,511","40,511"
G11,1,"1,067","1,067","1,067",423,423,423,"1,295","1,295","1,295",27,27,27,168,168,168,"2,222","2,222","2,222","4,224","4,224","4,224",98,98,98,"40,940","40,940","40,940"
G12,1,"2,276","2,276","2,276","2,223","2,223","2,223","4,020","4,020","4,020",,-50,-50,508,508,508,"2,601","2,601","2,601","4,869","4,869","4,869",311,311,311,"41,279","41,279","41,279"
H1,1,"1,466","1,466","1,466",931,931,931,"2,666","2,666","2,666",69,69,69,"1,010","1,010","1,010","1,759","1,759","1,759","3,479","3,479","3,479",132,132,132,"46,497","46,498","46,498"
H2,1,"1,032","1,032","1,032",568,568,568,"1,462","1,462","1,462",,-11,-11,343,343,343,906,906,906,"5,129","5,129","5,129",185,185,185,"46,247","46,247","46,247"
H3,1,"2,561","2,561","2,561","1,237","1,237","1,237","4,008","4,008","4,008",189,189,189,174,174,174,"3,033","3,033","3,033","3,929","3,929","3,929",276,276,276,"46,036","46,037","46,037"
H4,1,738,738,738,213,213,213,"1,183","1,183","1,183",5,5,5,139,139,139,"1,389","1,389","1,389","6,572","6,572","6,572",95,95,95,"45,811","45,811","45,811"
H5,1,"1,347","1,347","1,347",775,775,775,"2,352","2,352","2,352",,-28,-28,248,248,248,"1,790","1,790","1,790","5,180","5,180","5,180",109,109,109,"45,393","45,393","45,393"
H6,1,"1,901","1,901","1,901","1,553","1,553","1,553","2,929","2,929","2,929",265,265,265,154,154,154,"3,256","3,256","3,256","4,757","4,757","4,757",416,416,416,"44,798","44,798","44,798"
H7,1,"1,281","1,281","1,281",607,607,607,"3,101","3,101","3,101",,-82,-82,152,152,152,"3,272","3,272","3,272","3,892","3,892","3,892",34,34,34,"44,439","44,439","44,439"
H8,1,"1,701","1,701","1,701","1,200","1,200","1,200","3,171","3,171","3,171",,-55,-55,540,540,540,934,934,934,"8,380","8,380","8,380",129,129,129,"44,170","44,170","44,170"
H9,1,"1,133","1,133","1,133",931,931,931,"2,911","2,911","2,911",,-123,-123,89,89,89,"3,108","3,108","3,108","3,417","3,417","3,417",60,60,60,"43,627","43,627","43,627"
H10,1,"1,690","1,690","1,690",797,797,797,"3,591","3,591","3,591",,-158,-158,327,327,327,"2,998","2,998","2,998","4,481","4,481","4,481",51,51,51,"43,014","43,014","43,014"
H11,1,"1,264","1,264","1,264",156,156,156,"2,619","2,619","2,619",79,79,79,55,55,55,"2,681","2,681","2,681","4,809","4,809","4,809",28,28,28,"42,142","42,143","42,143"
H12,1,860,860,860,585,585,585,"1,732","1,732","1,732",37,37,37,302,302,302,"1,883","1,883","1,883","3,452","3,452","3,452",56,56,56,"41,711","41,711","41,711"

