Experiment Name,210901 TA M3/4 PA BM Spleen
Specimen Name,M3-4 LN
Tube Name,INX_GC45_001
Record Date,"Sep 1, 2021 2:01:25 PM"
Date Analyzed,09/03/2021 17:40

Sort Type,Index Sort
Sort Setup,85 micron
Precision ,Single Cell
Device,96 Well - Falcon
Yield Mask,0
Purity Mask,32
Phase Mask,16
Well,All Events #Events,All Events PA+ GFP-A Geo Mean,All Events PA+ GFP-A Mean,All Events PA+ GFP-A Median,All Events CD38 APC-A Geo Mean,All Events CD38 APC-A Mean,All Events CD38 APC-A Median,All Events TCRB APC-Cy7-A Geo Mean,All Events TCRB APC-Cy7-A Mean,All Events TCRB APC-Cy7-A Median,All Events IGY BV421-A Geo Mean,All Events IGY BV421-A Mean,All Events IGY BV421-A Median,All Events PA Pacific Orange-A Geo Mean,All Events PA Pacific Orange-A Mean,All Events PA Pacific Orange-A Median,All Events BV650-A Geo Mean,All Events BV650-A Mean,All Events BV650-A Median,All Events IGK RFP-A Geo Mean,All Events IGK RFP-A Mean,All Events IGK RFP-A Median,All Events FAS PE-Cy7-A Geo Mean,All Events FAS PE-Cy7-A Mean,All Events FAS PE-Cy7-A Median,All Events B220 BV786-A Geo Mean,All Events B220 BV786-A Mean,All Events B220 BV786-A Median,All Events Time Geo Mean,All Events Time Mean,All Events Time Median
A12,1,"3,335","3,335","3,335",58,58,58,76,76,76,172,172,172,"1,068","1,068","1,068",109,109,109,62,62,62,773,773,773,"2,055","2,055","2,055","11,102","11,102","11,102"
B1,1,"4,561","4,561","4,561",198,198,198,81,81,81,"2,281","2,281","2,281","1,215","1,215","1,215",79,79,79,257,257,257,916,916,916,"1,660","1,660","1,660","21,834","21,834","21,834"
B2,1,"3,796","3,796","3,796",378,378,378,2,2,2,"1,404","1,404","1,404","1,622","1,622","1,622",356,356,356,431,431,431,"1,138","1,138","1,138","2,282","2,282","2,282","20,710","20,711","20,711"
B3,1,"3,946","3,946","3,946",38,38,38,284,284,284,652,652,652,"1,049","1,049","1,049",54,54,54,112,112,112,686,686,686,"2,308","2,308","2,308","20,466","20,466","20,466"
B4,1,"7,085","7,085","7,085",5,5,5,19,19,19,542,542,542,"2,244","2,244","2,244",107,107,107,53,53,53,"1,123","1,123","1,123","1,554","1,554","1,554","20,047","20,047","20,047"
B5,1,"2,448","2,448","2,448",761,761,761,125,125,125,"1,307","1,307","1,307",789,789,789,175,175,175,419,419,419,722,722,722,"1,684","1,684","1,684","18,737","18,737","18,737"
B6,1,"7,797","7,797","7,797",93,93,93,73,73,73,"1,156","1,156","1,156","1,965","1,965","1,965",126,126,126,154,154,154,"1,378","1,378","1,378","1,996","1,996","1,996","17,572","17,572","17,572"
B7,1,"4,747","4,747","4,747",60,60,60,160,160,160,813,813,813,"1,636","1,636","1,636",102,102,102,175,175,175,"1,084","1,084","1,084","1,092","1,092","1,092","15,882","15,882","15,882"
B8,1,"4,319","4,319","4,319",166,166,166,177,177,177,415,415,415,938,938,938,,-114,-114,114,114,114,870,870,870,"1,197","1,197","1,197","14,516","14,516","14,516"
B9,1,"5,785","5,785","5,785",37,37,37,,-39,-39,"1,647","1,647","1,647","1,237","1,237","1,237",41,41,41,140,140,140,960,960,960,"4,231","4,231","4,231","14,158","14,158","14,158"
B10,1,"3,415","3,415","3,415",50,50,50,211,211,211,"1,039","1,039","1,039",767,767,767,79,79,79,39,39,39,689,689,689,"1,841","1,841","1,841","13,487","13,487","13,487"
B11,1,"4,701","4,701","4,701",149,149,149,130,130,130,801,801,801,"1,614","1,614","1,614",255,255,255,519,519,519,"1,394","1,394","1,394","1,996","1,996","1,996","12,991","12,991","12,991"
B12,1,"2,958","2,958","2,958",167,167,167,187,187,187,227,227,227,"1,609","1,609","1,609",58,58,58,81,81,81,669,669,669,"1,317","1,317","1,317","12,056","12,056","12,056"
C1,1,"4,982","4,982","4,982",608,608,608,285,285,285,124,124,124,"1,268","1,268","1,268",274,274,274,927,927,927,841,841,841,"3,629","3,629","3,629","22,805","22,805","22,805"
C2,1,"6,203","6,203","6,203",217,217,217,136,136,136,117,117,117,"1,702","1,702","1,702",30,30,30,167,167,167,"1,203","1,203","1,203","2,456","2,456","2,456","24,017","24,017","24,017"
C3,1,"4,180","4,180","4,180",419,419,419,33,33,33,"3,833","3,833","3,833","2,061","2,061","2,061",160,160,160,299,299,299,"1,186","1,186","1,186","3,342","3,342","3,342","24,841","24,841","24,841"
C4,1,"3,740","3,740","3,740",190,190,190,26,26,26,469,469,469,"1,673","1,673","1,673",60,60,60,122,122,122,734,734,734,"1,703","1,703","1,703","25,151","25,151","25,151"
C5,1,"4,430","4,430","4,430",441,441,441,36,36,36,291,291,291,"1,840","1,840","1,840",247,247,247,512,512,512,741,741,741,"4,610","4,610","4,610","25,930","25,930","25,930"
C6,1,"5,420","5,420","5,420",220,220,220,,-20,-20,919,919,919,"1,341","1,341","1,341",96,96,96,268,268,268,"1,012","1,012","1,012","2,186","2,186","2,186","27,039","27,039","27,039"
C7,1,"3,476","3,476","3,476",173,173,173,270,270,270,176,176,176,"1,322","1,322","1,322",113,113,113,222,222,222,836,836,836,"2,487","2,487","2,487","27,887","27,887","27,887"
C8,1,"4,829","4,829","4,829",422,422,422,60,60,60,643,643,643,"1,267","1,267","1,267",,-86,-86,83,83,83,"1,129","1,129","1,129","2,415","2,415","2,415","28,945","28,945","28,945"
C9,1,"8,039","8,039","8,039",256,256,256,112,112,112,"1,664","1,664","1,664","2,307","2,307","2,307",292,292,292,219,219,219,"1,660","1,660","1,660","3,434","3,434","3,434","29,556","29,557","29,557"
C10,1,"5,112","5,112","5,112",37,37,37,64,64,64,765,765,765,"1,251","1,251","1,251",167,167,167,,-31,-31,836,836,836,"3,367","3,367","3,367","31,833","31,833","31,833"
C11,1,"8,525","8,525","8,525",,-68,-68,148,148,148,899,899,899,"2,403","2,403","2,403",180,180,180,,-3,-3,939,939,939,"2,511","2,511","2,511","32,371","32,371","32,371"
C12,1,"2,382","2,382","2,382",180,180,180,26,26,26,238,238,238,"2,382","2,382","2,382",101,101,101,203,203,203,908,908,908,"1,979","1,979","1,979","33,285","33,285","33,285"
D1,1,"4,541","4,541","4,541",,-66,-66,143,143,143,170,170,170,"1,230","1,230","1,230",246,246,246,,-30,-30,810,810,810,"2,362","2,362","2,362","44,135","44,135","44,135"
D2,1,"3,238","3,238","3,238",96,96,96,46,46,46,104,104,104,"1,227","1,227","1,227",136,136,136,156,156,156,447,447,447,999,999,999,"42,074","42,074","42,074"
D3,1,"4,816","4,816","4,816",104,104,104,36,36,36,889,889,889,"1,100","1,100","1,100",255,255,255,179,179,179,928,928,928,"2,547","2,547","2,547","41,525","41,525","41,525"
D4,1,"3,673","3,673","3,673",190,190,190,196,196,196,571,571,571,"1,213","1,213","1,213",,-92,-92,216,216,216,"1,219","1,219","1,219","2,257","2,257","2,257","40,769","40,769","40,769"
D5,1,"4,625","4,625","4,625",96,96,96,184,184,184,75,75,75,"1,785","1,785","1,785",175,175,175,76,76,76,702,702,702,"1,776","1,776","1,776","40,191","40,191","40,191"
D6,1,"6,367","6,367","6,367",52,52,52,184,184,184,113,113,113,"1,887","1,887","1,887",,-9,-9,50,50,50,975,975,975,"2,437","2,437","2,437","39,802","39,802","39,802"
D7,1,"5,245","5,245","5,245",,-52,-52,23,23,23,"1,457","1,457","1,457","1,810","1,810","1,810",177,177,177,342,342,342,888,888,888,"2,654","2,654","2,654","37,676","37,676","37,676"
D8,1,"4,941","4,941","4,941",32,32,32,,-84,-84,"1,189","1,189","1,189","1,172","1,172","1,172",,-57,-57,47,47,47,966,966,966,"2,721","2,721","2,721","37,250","37,250","37,250"
D9,1,"5,236","5,236","5,236",247,247,247,131,131,131,414,414,414,"2,173","2,173","2,173",283,283,283,226,226,226,958,958,958,"1,805","1,805","1,805","36,674","36,674","36,674"
D10,1,"4,631","4,631","4,631",219,219,219,36,36,36,25,25,25,"1,774","1,774","1,774",133,133,133,102,102,102,893,893,893,"3,267","3,267","3,267","36,187","36,187","36,187"
D11,1,"2,922","2,922","2,922",226,226,226,41,41,41,614,614,614,"1,126","1,126","1,126",309,309,309,320,320,320,863,863,863,"1,107","1,107","1,107","34,943","34,943","34,943"
D12,1,"4,052","4,052","4,052",40,40,40,82,82,82,960,960,960,"1,306","1,306","1,306",,-45,-45,57,57,57,826,826,826,"2,111","2,111","2,111","34,320","34,320","34,320"
E1,1,"3,505","3,505","3,505",,-39,-39,148,148,148,895,895,895,"1,308","1,308","1,308",82,82,82,89,89,89,634,634,634,"2,600","2,600","2,600","44,675","44,675","44,675"
E2,1,"3,908","3,908","3,908",290,290,290,81,81,81,"2,831","2,831","2,831","1,506","1,506","1,506",285,285,285,405,405,405,"1,294","1,294","1,294","3,955","3,955","3,955","44,964","44,964","44,964"
E3,1,"4,413","4,413","4,413",108,108,108,183,183,183,842,842,842,"1,501","1,501","1,501",129,129,129,147,147,147,622,622,622,761,761,761,"45,304","45,304","45,304"
E4,1,"5,285","5,285","5,285",332,332,332,55,55,55,368,368,368,"1,720","1,720","1,720",45,45,45,178,178,178,785,785,785,"1,130","1,130","1,130","46,645","46,645","46,645"
E5,1,"6,125","6,125","6,125",,-42,-42,278,278,278,417,417,417,"1,810","1,810","1,810",170,170,170,56,56,56,"1,160","1,160","1,160","1,520","1,520","1,520","48,528","48,528","48,528"
E6,1,"3,846","3,846","3,846",,-17,-17,46,46,46,439,439,439,988,988,988,113,113,113,82,82,82,637,637,637,"1,375","1,375","1,375","50,506","50,506","50,506"
E7,1,"2,985","2,985","2,985",195,195,195,,-45,-45,"1,334","1,334","1,334","1,847","1,847","1,847",222,222,222,168,168,168,710,710,710,"1,156","1,156","1,156","50,841","50,841","50,841"
E8,1,"4,061","4,061","4,061",137,137,137,5,5,5,"1,427","1,427","1,427","1,641","1,641","1,641",147,147,147,235,235,235,844,844,844,"1,529","1,529","1,529","51,408","51,408","51,408"
E9,1,"4,547","4,547","4,547",77,77,77,,-6,-6,144,144,144,"1,493","1,493","1,493",259,259,259,130,130,130,857,857,857,"2,084","2,084","2,084","51,718","51,719","51,719"
E10,1,"6,032","6,032","6,032",394,394,394,99,99,99,511,511,511,"3,014","3,014","3,014",316,316,316,429,429,429,"2,240","2,240","2,240","4,706","4,706","4,706","51,979","51,979","51,979"
E11,1,"3,634","3,634","3,634",161,161,161,42,42,42,"1,631","1,631","1,631","1,228","1,228","1,228",39,39,39,211,211,211,681,681,681,"1,962","1,962","1,962","53,068","53,068","53,068"
E12,1,"4,070","4,070","4,070",319,319,319,,-11,-11,"3,387","3,387","3,387","1,607","1,607","1,607",,-35,-35,381,381,381,777,777,777,"4,253","4,253","4,253","54,545","54,545","54,545"
F1,1,"3,559","3,559","3,559",76,76,76,274,274,274,496,496,496,"1,881","1,881","1,881",167,167,167,162,162,162,"1,112","1,112","1,112","1,722","1,722","1,722","65,402","65,402","65,402"
F2,1,"4,267","4,267","4,267",200,200,200,,-16,-16,545,545,545,793,793,793,14,14,14,214,214,214,788,788,788,"2,393","2,393","2,393","64,380","64,380","64,380"
F3,1,"4,945","4,945","4,945",157,157,157,166,166,166,,-36,-36,"1,624","1,624","1,624",132,132,132,127,127,127,824,824,824,"1,699","1,699","1,699","63,910","63,910","63,910"
F4,1,"4,991","4,991","4,991",,-6,-6,59,59,59,841,841,841,"1,398","1,398","1,398",137,137,137,32,32,32,694,694,694,"1,515","1,515","1,515","63,141","63,141","63,141"
F5,1,"2,554","2,554","2,554",,-1,-1,75,75,75,870,870,870,"1,233","1,233","1,233",198,198,198,,-42,-42,"1,192","1,192","1,192","3,437","3,437","3,437","62,637","62,638","62,638"
F6,1,"5,540","5,540","5,540",91,91,91,81,81,81,"1,813","1,813","1,813","1,586","1,586","1,586",,-21,-21,502,502,502,783,783,783,"2,736","2,736","2,736","60,770","60,770","60,770"
F7,1,"5,429","5,429","5,429",249,249,249,117,117,117,734,734,734,"1,472","1,472","1,472",77,77,77,344,344,344,"1,195","1,195","1,195","2,947","2,947","2,947","59,635","59,635","59,635"
F8,1,"4,192","4,192","4,192",200,200,200,191,191,191,"1,566","1,566","1,566","1,119","1,119","1,119",,-57,-57,240,240,240,523,523,523,"1,235","1,235","1,235","59,267","59,267","59,267"
F9,1,"6,333","6,333","6,333",145,145,145,32,32,32,229,229,229,"2,481","2,481","2,481",70,70,70,,-11,-11,739,739,739,"1,325","1,325","1,325","58,709","58,709","58,709"
F10,1,"4,512","4,512","4,512",90,90,90,,-77,-77,723,723,723,"1,835","1,835","1,835",49,49,49,181,181,181,965,965,965,"1,370","1,370","1,370","58,024","58,024","58,024"
F11,1,"1,996","1,996","1,996",108,108,108,10,10,10,441,441,441,"1,654","1,654","1,654",264,264,264,,-8,-8,751,751,751,"1,293","1,293","1,293","55,723","55,723","55,723"
F12,1,"4,434","4,434","4,434",34,34,34,184,184,184,734,734,734,"1,439","1,439","1,439",,-92,-92,,-1,-1,731,731,731,"1,740","1,740","1,740","55,023","55,023","55,023"
G1,1,"4,663","4,663","4,663",34,34,34,22,22,22,553,553,553,"1,310","1,310","1,310",29,29,29,68,68,68,877,877,877,"2,054","2,054","2,054","66,512","66,512","66,512"
G2,1,"5,132","5,132","5,132",45,45,45,161,161,161,,-103,-103,"1,254","1,254","1,254",43,43,43,,-46,-46,849,849,849,"1,510","1,510","1,510","67,263","67,263","67,263"
G3,1,"2,860","2,860","2,860",178,178,178,152,152,152,,-26,-26,"1,263","1,263","1,263",87,87,87,310,310,310,551,551,551,"1,401","1,401","1,401","67,711","67,711","67,711"
G4,1,"7,316","7,316","7,316",57,57,57,10,10,10,391,391,391,"2,134","2,134","2,134",310,310,310,88,88,88,"1,380","1,380","1,380","3,350","3,350","3,350","68,168","68,168","68,168"
G5,1,"4,924","4,924","4,924",,-42,-42,103,103,103,,-46,-46,"1,555","1,555","1,555",155,155,155,110,110,110,653,653,653,"1,869","1,869","1,869","69,067","69,067","69,067"
G6,1,"1,945","1,945","1,945",34,34,34,64,64,64,"3,152","3,152","3,152","1,678","1,678","1,678",377,377,377,296,296,296,748,748,748,"4,755","4,755","4,755","69,787","69,787","69,787"
G7,1,"4,758","4,758","4,758",417,417,417,94,94,94,"1,449","1,449","1,449","1,577","1,577","1,577",4,4,4,181,181,181,"1,201","1,201","1,201","1,592","1,592","1,592","71,232","71,232","71,232"
G8,1,"5,419","5,419","5,419",226,226,226,95,95,95,"1,231","1,231","1,231","1,519","1,519","1,519",103,103,103,82,82,82,"1,140","1,140","1,140","3,742","3,742","3,742","71,657","71,657","71,657"
G9,1,"3,333","3,333","3,333",307,307,307,,-15,-15,"1,360","1,360","1,360",678,678,678,,-56,-56,174,174,174,"1,309","1,309","1,309","2,829","2,829","2,829","72,834","72,834","72,834"
G10,1,"5,210","5,210","5,210",84,84,84,,-82,-82,"1,144","1,144","1,144","1,481","1,481","1,481",56,56,56,72,72,72,634,634,634,"2,296","2,296","2,296","73,653","73,653","73,653"
G11,1,"4,230","4,230","4,230",7,7,7,88,88,88,354,354,354,"1,286","1,286","1,286",64,64,64,,-14,-14,732,732,732,945,945,945,"74,244","74,244","74,244"
G12,1,"5,144","5,144","5,144",157,157,157,215,215,215,467,467,467,"1,555","1,555","1,555",196,196,196,134,134,134,"1,451","1,451","1,451","1,610","1,610","1,610","75,514","75,514","75,514"
H1,1,"3,224","3,224","3,224",195,195,195,64,64,64,746,746,746,"1,120","1,120","1,120",30,30,30,227,227,227,731,731,731,"1,398","1,398","1,398","88,550","88,550","88,550"
H2,1,"2,030","2,030","2,030",137,137,137,112,112,112,"1,567","1,567","1,567","1,637","1,637","1,637",159,159,159,195,195,195,805,805,805,"2,051","2,051","2,051","87,809","87,809","87,809"
H3,1,"3,329","3,329","3,329",68,68,68,,-31,-31,876,876,876,966,966,966,,-10,-10,25,25,25,594,594,594,"1,324","1,324","1,324","87,539","87,539","87,539"
H4,1,"3,503","3,503","3,503",331,331,331,237,237,237,563,563,563,907,907,907,,-6,-6,150,150,150,590,590,590,"1,721","1,721","1,721","86,100","86,100","86,100"
H5,1,"7,366","7,366","7,366",87,87,87,119,119,119,293,293,293,"2,153","2,153","2,153",60,60,60,23,23,23,"1,279","1,279","1,279","2,206","2,206","2,206","83,870","83,870","83,870"
H6,1,"5,121","5,121","5,121",1,1,1,16,16,16,"1,357","1,357","1,357","1,645","1,645","1,645",62,62,62,191,191,191,969,969,969,"1,205","1,205","1,205","82,610","82,610","82,610"
H7,1,"2,360","2,360","2,360",30,30,30,143,143,143,"1,492","1,492","1,492",885,885,885,374,374,374,154,154,154,"1,014","1,014","1,014","1,707","1,707","1,707","82,079","82,079","82,079"
H8,1,"7,929","7,929","7,929",238,238,238,83,83,83,503,503,503,"1,360","1,360","1,360",260,260,260,278,278,278,"1,286","1,286","1,286","3,620","3,620","3,620","79,405","79,405","79,405"
H9,1,"5,624","5,624","5,624",82,82,82,,-114,-114,92,92,92,"1,561","1,561","1,561",150,150,150,31,31,31,892,892,892,"2,048","2,048","2,048","78,523","78,523","78,523"
H10,1,"3,690","3,690","3,690",378,378,378,141,141,141,863,863,863,"1,204","1,204","1,204",69,69,69,308,308,308,819,819,819,"1,417","1,417","1,417","78,262","78,262","78,262"
H11,1,"5,116","5,116","5,116",60,60,60,98,98,98,324,324,324,"1,675","1,675","1,675",101,101,101,60,60,60,"1,032","1,032","1,032","1,943","1,943","1,943","77,021","77,021","77,021"
H12,1,"3,555","3,555","3,555",208,208,208,100,100,100,188,188,188,"1,685","1,685","1,685",,-37,-37,317,317,317,520,520,520,"2,360","2,360","2,360","76,271","76,272","76,272"

