Experiment Name,210831 TA M2 PA BM Spleen
Specimen Name,M2 LN
Tube Name,INX_GC38_001
Record Date,"Aug 31, 2021 5:36:06 PM"
Date Analyzed,09/03/2021 16:48

Sort Type,Index Sort
Sort Setup,85 micron
Precision ,Single Cell
Device,96 Well - Falcon
Yield Mask,0
Purity Mask,32
Phase Mask,16
Well,All Events #Events,All Events PA+ GFP-A Geo Mean,All Events PA+ GFP-A Mean,All Events PA+ GFP-A Median,All Events CD38 APC-A Geo Mean,All Events CD38 APC-A Mean,All Events CD38 APC-A Median,All Events TCRB APC-Cy7-A Geo Mean,All Events TCRB APC-Cy7-A Mean,All Events TCRB APC-Cy7-A Median,All Events IGY BV421-A Geo Mean,All Events IGY BV421-A Mean,All Events IGY BV421-A Median,All Events PA Pacific Orange-A Geo Mean,All Events PA Pacific Orange-A Mean,All Events PA Pacific Orange-A Median,All Events BV650-A Geo Mean,All Events BV650-A Mean,All Events BV650-A Median,All Events IGK RFP-A Geo Mean,All Events IGK RFP-A Mean,All Events IGK RFP-A Median,All Events FAS PE-Cy7-A Geo Mean,All Events FAS PE-Cy7-A Mean,All Events FAS PE-Cy7-A Median,All Events B220 BV786-A Geo Mean,All Events B220 BV786-A Mean,All Events B220 BV786-A Median,All Events Time Geo Mean,All Events Time Mean,All Events Time Median
C1,1,"1,858","1,858","1,858",56,56,56,120,120,120,792,792,792,"1,338","1,338","1,338",87,87,87,54,54,54,630,630,630,"1,889","1,889","1,889","12,278","12,278","12,278"
C2,1,"5,731","5,731","5,731",379,379,379,393,393,393,"2,559","2,559","2,559","1,980","1,980","1,980",74,74,74,378,378,378,"1,579","1,579","1,579","2,214","2,214","2,214","12,826","12,826","12,826"
C3,1,"9,389","9,389","9,389",84,84,84,,-6,-6,"3,441","3,441","3,441","2,177","2,177","2,177",60,60,60,160,160,160,"1,773","1,773","1,773","3,078","3,078","3,078","13,243","13,243","13,243"
C4,1,"1,503","1,503","1,503",53,53,53,15,15,15,"3,933","3,933","3,933","1,803","1,803","1,803",,-3,-3,267,267,267,980,980,980,"2,264","2,264","2,264","13,464","13,464","13,464"
C5,1,"1,742","1,742","1,742",24,24,24,20,20,20,161,161,161,"1,460","1,460","1,460",255,255,255,196,196,196,721,721,721,"1,378","1,378","1,378","14,137","14,137","14,137"
C6,1,"3,827","3,827","3,827",166,166,166,338,338,338,184,184,184,"1,699","1,699","1,699",,-26,-26,76,76,76,736,736,736,"2,139","2,139","2,139","14,510","14,510","14,510"
C7,1,"1,781","1,781","1,781",,-18,-18,115,115,115,903,903,903,997,997,997,117,117,117,47,47,47,604,604,604,"2,579","2,579","2,579","15,325","15,325","15,325"
C8,1,"2,922","2,922","2,922",258,258,258,191,191,191,"3,564","3,564","3,564","1,377","1,377","1,377",,-15,-15,305,305,305,868,868,868,"1,808","1,808","1,808","15,681","15,681","15,681"
C9,1,"2,407","2,407","2,407",13,13,13,2,2,2,128,128,128,"1,317","1,317","1,317",38,38,38,,-11,-11,609,609,609,"1,499","1,499","1,499","16,047","16,047","16,047"
C10,1,"2,032","2,032","2,032",267,267,267,84,84,84,"1,922","1,922","1,922","3,207","3,207","3,207",102,102,102,239,239,239,"1,838","1,838","1,838","2,895","2,895","2,895","16,310","16,311","16,311"
C11,1,"3,266","3,266","3,266",124,124,124,68,68,68,"2,041","2,041","2,041","1,404","1,404","1,404",237,237,237,119,119,119,"1,080","1,080","1,080","3,139","3,139","3,139","16,975","16,975","16,975"
C12,1,"6,595","6,595","6,595",,-70,-70,253,253,253,569,569,569,"2,116","2,116","2,116",96,96,96,17,17,17,966,966,966,"1,457","1,457","1,457","17,538","17,538","17,538"
D1,1,"3,776","3,776","3,776",367,367,367,151,151,151,"1,649","1,649","1,649","1,864","1,864","1,864",271,271,271,230,230,230,635,635,635,"1,834","1,834","1,834","23,328","23,328","23,328"
D2,1,"7,633","7,633","7,633",10,10,10,391,391,391,"5,450","5,450","5,450","3,380","3,380","3,380",145,145,145,390,390,390,"1,973","1,973","1,973","4,336","4,336","4,336","22,940","22,940","22,940"
D3,1,"1,616","1,616","1,616",38,38,38,86,86,86,"2,903","2,903","2,903","1,808","1,808","1,808",80,80,80,195,195,195,661,661,661,"2,099","2,099","2,099","22,545","22,545","22,545"
D4,1,"5,121","5,121","5,121",24,24,24,172,172,172,600,600,600,"1,435","1,435","1,435",,-7,-7,107,107,107,882,882,882,"1,647","1,647","1,647","22,141","22,141","22,141"
D5,1,"6,839","6,839","6,839",506,506,506,523,523,523,"6,233","6,233","6,233","1,829","1,829","1,829",46,46,46,"1,635","1,635","1,635","2,578","2,578","2,578","2,900","2,900","2,900","21,874","21,874","21,874"
D6,1,"7,352","7,352","7,352",325,325,325,61,61,61,"2,462","2,462","2,462","1,087","1,087","1,087",28,28,28,428,428,428,"1,026","1,026","1,026","1,957","1,957","1,957","20,993","20,994","20,994"
D7,1,"5,381","5,381","5,381",82,82,82,248,248,248,422,422,422,"2,940","2,940","2,940",173,173,173,448,448,448,"1,451","1,451","1,451","3,134","3,134","3,134","20,720","20,720","20,720"
D8,1,"4,229","4,229","4,229",677,677,677,83,83,83,"8,802","8,802","8,802","1,918","1,918","1,918",,-33,-33,792,792,792,"1,322","1,322","1,322","3,546","3,546","3,546","20,193","20,193","20,193"
D9,1,"4,365","4,365","4,365",,-26,-26,24,24,24,"1,720","1,720","1,720","1,840","1,840","1,840",82,82,82,100,100,100,770,770,770,"2,093","2,093","2,093","19,391","19,391","19,391"
D10,1,"3,187","3,187","3,187",,-5,-5,,-13,-13,237,237,237,"2,238","2,238","2,238",50,50,50,90,90,90,699,699,699,"1,967","1,967","1,967","18,822","18,822","18,822"
D11,1,"7,406","7,406","7,406",466,466,466,46,46,46,"4,157","4,157","4,157","1,054","1,054","1,054",125,125,125,458,458,458,"1,636","1,636","1,636","3,120","3,120","3,120","18,230","18,230","18,230"
D12,1,"5,700","5,700","5,700",43,43,43,324,324,324,"4,683","4,683","4,683","2,137","2,137","2,137",274,274,274,583,583,583,"2,078","2,078","2,078","3,962","3,962","3,962","17,904","17,904","17,904"
E1,1,"3,936","3,936","3,936",41,41,41,148,148,148,"5,583","5,583","5,583","2,067","2,067","2,067",75,75,75,366,366,366,"1,246","1,246","1,246","2,354","2,354","2,354","24,203","24,203","24,203"
E2,1,"4,039","4,039","4,039",64,64,64,40,40,40,121,121,121,"1,386","1,386","1,386",7,7,7,,-5,-5,630,630,630,"1,783","1,783","1,783","25,000","25,000","25,000"
E3,1,"3,353","3,353","3,353",43,43,43,103,103,103,988,988,988,"3,144","3,144","3,144",155,155,155,131,131,131,"1,482","1,482","1,482","2,482","2,482","2,482","25,740","25,740","25,740"
E4,1,"9,079","9,079","9,079",91,91,91,43,43,43,604,604,604,"1,096","1,096","1,096",94,94,94,448,448,448,780,780,780,"1,609","1,609","1,609","25,993","25,993","25,993"
E5,1,"2,402","2,402","2,402",158,158,158,15,15,15,"1,499","1,499","1,499","1,646","1,646","1,646",12,12,12,218,218,218,712,712,712,"1,458","1,458","1,458","26,966","26,967","26,967"
E6,1,"2,415","2,415","2,415",102,102,102,199,199,199,"1,146","1,146","1,146","2,513","2,513","2,513",5,5,5,256,256,256,760,760,760,"1,821","1,821","1,821","27,832","27,832","27,832"
E7,1,"6,980","6,980","6,980",125,125,125,271,271,271,"1,693","1,693","1,693","1,771","1,771","1,771",214,214,214,370,370,370,"1,120","1,120","1,120","1,702","1,702","1,702","28,088","28,088","28,088"
E8,1,"5,365","5,365","5,365",343,343,343,92,92,92,"2,775","2,775","2,775","2,652","2,652","2,652",53,53,53,935,935,935,"1,896","1,896","1,896","2,327","2,327","2,327","28,518","28,518","28,518"
E9,1,"4,933","4,933","4,933",21,21,21,,-8,-8,"1,732","1,732","1,732","1,643","1,643","1,643",59,59,59,108,108,108,599,599,599,"1,426","1,426","1,426","29,031","29,031","29,031"
E10,1,"7,356","7,356","7,356",61,61,61,113,113,113,"2,101","2,101","2,101","1,292","1,292","1,292",,-46,-46,196,196,196,"1,336","1,336","1,336","1,815","1,815","1,815","29,621","29,621","29,621"
E11,1,"3,321","3,321","3,321",438,438,438,50,50,50,"1,991","1,991","1,991","1,284","1,284","1,284",115,115,115,140,140,140,"1,121","1,121","1,121","2,507","2,507","2,507","30,083","30,083","30,083"
E12,1,"2,696","2,696","2,696",326,326,326,107,107,107,"3,836","3,836","3,836","2,431","2,431","2,431",60,60,60,368,368,368,"1,234","1,234","1,234","2,389","2,389","2,389","30,581","30,582","30,582"
F1,1,"3,924","3,924","3,924",227,227,227,32,32,32,"1,983","1,983","1,983","1,355","1,355","1,355",0,0,0,202,202,202,785,785,785,"1,419","1,419","1,419","36,625","36,625","36,625"
F2,1,"7,681","7,681","7,681",495,495,495,87,87,87,939,939,939,"1,876","1,876","1,876",83,83,83,"1,040","1,040","1,040","2,044","2,044","2,044","3,290","3,290","3,290","35,967","35,967","35,967"
F3,1,"2,371","2,371","2,371",140,140,140,80,80,80,"1,847","1,847","1,847","1,205","1,205","1,205",125,125,125,30,30,30,732,732,732,"2,027","2,027","2,027","35,699","35,699","35,699"
F4,1,"4,318","4,318","4,318",157,157,157,147,147,147,"2,006","2,006","2,006","1,456","1,456","1,456",18,18,18,201,201,201,908,908,908,"1,179","1,179","1,179","35,247","35,247","35,247"
F5,1,"6,219","6,219","6,219",140,140,140,292,292,292,"2,833","2,833","2,833","2,169","2,169","2,169",117,117,117,546,546,546,"1,297","1,297","1,297","2,499","2,499","2,499","34,584","34,584","34,584"
F6,1,"6,576","6,576","6,576",779,779,779,93,93,93,"4,921","4,921","4,921","2,331","2,331","2,331",164,164,164,706,706,706,"1,564","1,564","1,564","3,114","3,114","3,114","34,315","34,315","34,315"
F7,1,"2,715","2,715","2,715",591,591,591,73,73,73,"1,604","1,604","1,604","1,789","1,789","1,789",111,111,111,361,361,361,952,952,952,"2,839","2,839","2,839","33,686","33,687","33,687"
F8,1,"4,624","4,624","4,624",58,58,58,43,43,43,572,572,572,674,674,674,100,100,100,123,123,123,754,754,754,"1,451","1,451","1,451","33,336","33,336","33,336"
F9,1,"5,286","5,286","5,286",171,171,171,274,274,274,"4,667","4,667","4,667","1,430","1,430","1,430",,-29,-29,339,339,339,"1,317","1,317","1,317","1,685","1,685","1,685","32,404","32,404","32,404"
F10,1,"3,406","3,406","3,406",121,121,121,,-23,-23,"2,111","2,111","2,111","1,181","1,181","1,181",238,238,238,97,97,97,942,942,942,"1,912","1,912","1,912","32,119","32,119","32,119"
F11,1,"5,088","5,088","5,088",286,286,286,,-3,-3,"1,955","1,955","1,955","1,211","1,211","1,211",160,160,160,325,325,325,"1,644","1,644","1,644","4,038","4,038","4,038","31,462","31,462","31,462"
F12,1,"5,882","5,882","5,882",38,38,38,118,118,118,"1,796","1,796","1,796","1,789","1,789","1,789",118,118,118,108,108,108,832,832,832,"1,475","1,475","1,475","31,073","31,073","31,073"
G1,1,"5,824","5,824","5,824",168,168,168,113,113,113,"1,961","1,961","1,961","1,971","1,971","1,971",127,127,127,124,124,124,"1,569","1,569","1,569","2,720","2,720","2,720","36,870","36,870","36,870"
G2,1,"6,118","6,118","6,118",270,270,270,,-78,-78,"2,170","2,170","2,170","3,709","3,709","3,709",,-67,-67,174,174,174,"1,737","1,737","1,737","3,667","3,667","3,667","37,216","37,217","37,217"
G3,1,"4,110","4,110","4,110",,-3,-3,105,105,105,543,543,543,"1,654","1,654","1,654",,-67,-67,,-19,-19,776,776,776,"1,289","1,289","1,289","37,830","37,830","37,830"
G4,1,"4,649","4,649","4,649",95,95,95,203,203,203,"4,378","4,378","4,378","2,441","2,441","2,441",200,200,200,373,373,373,"1,539","1,539","1,539","2,629","2,629","2,629","38,070","38,070","38,070"
G5,1,"3,010","3,010","3,010",,-33,-33,204,204,204,"2,694","2,694","2,694","3,594","3,594","3,594",225,225,225,142,142,142,"1,486","1,486","1,486","4,351","4,351","4,351","38,548","38,548","38,548"
G6,1,"6,020","6,020","6,020",12,12,12,137,137,137,"1,418","1,418","1,418","1,715","1,715","1,715",107,107,107,24,24,24,846,846,846,"1,556","1,556","1,556","38,821","38,821","38,821"
G7,1,"5,406","5,406","5,406",126,126,126,,-11,-11,"1,488","1,488","1,488","1,504","1,504","1,504",47,47,47,249,249,249,837,837,837,"1,636","1,636","1,636","39,064","39,064","39,064"
G8,1,"3,296","3,296","3,296",600,600,600,71,71,71,"1,072","1,072","1,072","2,440","2,440","2,440",214,214,214,473,473,473,819,819,819,"1,799","1,799","1,799","39,577","39,577","39,577"
G9,1,"3,286","3,286","3,286",,-1,-1,89,89,89,"2,404","2,404","2,404","2,104","2,104","2,104",87,87,87,168,168,168,683,683,683,"1,916","1,916","1,916","40,251","40,252","40,252"
G10,1,"4,406","4,406","4,406",518,518,518,318,318,318,"3,542","3,542","3,542","1,557","1,557","1,557",99,99,99,440,440,440,879,879,879,"1,694","1,694","1,694","40,499","40,499","40,499"
G11,1,"1,840","1,840","1,840",249,249,249,358,358,358,"4,417","4,417","4,417","1,180","1,180","1,180",37,37,37,418,418,418,"1,065","1,065","1,065","3,005","3,005","3,005","40,756","40,756","40,756"
G12,1,"2,874","2,874","2,874",57,57,57,82,82,82,"1,023","1,023","1,023","1,405","1,405","1,405",97,97,97,46,46,46,740,740,740,"3,984","3,984","3,984","41,331","41,331","41,331"
H1,1,"4,181","4,181","4,181",547,547,547,297,297,297,"3,818","3,818","3,818","1,308","1,308","1,308",,-129,-129,478,478,478,"1,343","1,343","1,343","2,432","2,432","2,432","46,576","46,576","46,576"
H2,1,"3,667","3,667","3,667",19,19,19,25,25,25,"1,490","1,490","1,490","1,072","1,072","1,072",75,75,75,46,46,46,731,731,731,"1,192","1,192","1,192","46,215","46,215","46,215"
H3,1,"3,637","3,637","3,637",24,24,24,84,84,84,645,645,645,"1,669","1,669","1,669",133,133,133,,-43,-43,884,884,884,"1,741","1,741","1,741","45,783","45,783","45,783"
H4,1,"3,167","3,167","3,167",115,115,115,96,96,96,55,55,55,"2,113","2,113","2,113",234,234,234,,-16,-16,775,775,775,"1,553","1,553","1,553","45,285","45,285","45,285"
H5,1,"4,983","4,983","4,983",53,53,53,28,28,28,448,448,448,"1,486","1,486","1,486",59,59,59,17,17,17,"1,005","1,005","1,005","1,564","1,564","1,564","45,026","45,026","45,026"
H6,1,"3,969","3,969","3,969",121,121,121,,-80,-80,"1,419","1,419","1,419","1,821","1,821","1,821",19,19,19,239,239,239,"1,137","1,137","1,137","2,839","2,839","2,839","44,811","44,811","44,811"
H7,1,"3,175","3,175","3,175",45,45,45,60,60,60,"1,210","1,210","1,210","1,369","1,369","1,369",196,196,196,112,112,112,874,874,874,"2,274","2,274","2,274","43,980","43,981","43,981"
H8,1,"3,317","3,317","3,317",115,115,115,57,57,57,"2,628","2,628","2,628","1,399","1,399","1,399",113,113,113,347,347,347,914,914,914,"2,384","2,384","2,384","43,720","43,720","43,720"
H9,1,"4,891","4,891","4,891",26,26,26,,-50,-50,"2,543","2,543","2,543",912,912,912,0,0,0,142,142,142,"1,039","1,039","1,039","1,645","1,645","1,645","42,944","42,944","42,944"
H10,1,"7,780","7,780","7,780",200,200,200,439,439,439,"3,369","3,369","3,369","1,910","1,910","1,910",,-6,-6,870,870,870,"2,187","2,187","2,187","2,974","2,974","2,974","42,606","42,606","42,606"
H11,1,"7,264","7,264","7,264",141,141,141,18,18,18,"2,305","2,305","2,305","2,349","2,349","2,349",78,78,78,212,212,212,"1,098","1,098","1,098","2,772","2,772","2,772","42,284","42,284","42,284"
H12,1,"3,186","3,186","3,186",365,365,365,143,143,143,"2,462","2,462","2,462","1,751","1,751","1,751",38,38,38,535,535,535,"1,663","1,663","1,663","2,533","2,533","2,533","41,940","41,940","41,940"

