Experiment Name,210901 TA M3/4 PA BM Spleen
Specimen Name,M3-4 LN
Tube Name,INX_GC43_001
Record Date,"Sep 1, 2021 1:34:48 PM"
Date Analyzed,09/03/2021 17:21

Sort Type,Index Sort
Sort Setup,85 micron
Precision ,Single Cell
Device,96 Well - Falcon
Yield Mask,0
Purity Mask,32
Phase Mask,16
Well,All Events #Events,All Events PA+ GFP-A Geo Mean,All Events PA+ GFP-A Mean,All Events PA+ GFP-A Median,All Events CD38 APC-A Geo Mean,All Events CD38 APC-A Mean,All Events CD38 APC-A Median,All Events TCRB APC-Cy7-A Geo Mean,All Events TCRB APC-Cy7-A Mean,All Events TCRB APC-Cy7-A Median,All Events IGY BV421-A Geo Mean,All Events IGY BV421-A Mean,All Events IGY BV421-A Median,All Events PA Pacific Orange-A Geo Mean,All Events PA Pacific Orange-A Mean,All Events PA Pacific Orange-A Median,All Events BV650-A Geo Mean,All Events BV650-A Mean,All Events BV650-A Median,All Events IGK RFP-A Geo Mean,All Events IGK RFP-A Mean,All Events IGK RFP-A Median,All Events FAS PE-Cy7-A Geo Mean,All Events FAS PE-Cy7-A Mean,All Events FAS PE-Cy7-A Median,All Events B220 BV786-A Geo Mean,All Events B220 BV786-A Mean,All Events B220 BV786-A Median,All Events Time Geo Mean,All Events Time Mean,All Events Time Median
A1,1,"7,362","7,362","7,362",146,146,146,135,135,135,81,81,81,847,847,847,259,259,259,19,19,19,590,590,590,"2,945","2,945","2,945","6,225","6,225","6,225"
A2,1,"2,062","2,062","2,062",343,343,343,,-69,-69,934,934,934,"1,213","1,213","1,213",72,72,72,209,209,209,613,613,613,"1,671","1,671","1,671","6,554","6,554","6,554"
A3,1,"7,511","7,511","7,511",46,46,46,31,31,31,"1,201","1,201","1,201",715,715,715,,-3,-3,113,113,113,903,903,903,"3,554","3,554","3,554","7,476","7,476","7,476"
A4,1,"9,401","9,401","9,401",219,219,219,308,308,308,"1,760","1,760","1,760","1,333","1,333","1,333",137,137,137,435,435,435,"1,298","1,298","1,298","1,738","1,738","1,738","7,764","7,765","7,765"
A5,1,"2,890","2,890","2,890",57,57,57,63,63,63,"1,140","1,140","1,140",550,550,550,,-1,-1,92,92,92,641,641,641,"1,369","1,369","1,369","8,297","8,297","8,297"
A6,1,"3,237","3,237","3,237",,-46,-46,154,154,154,"1,498","1,498","1,498","1,837","1,837","1,837",203,203,203,168,168,168,847,847,847,"2,149","2,149","2,149","8,602","8,602","8,602"
A7,1,"4,295","4,295","4,295",357,357,357,,-19,-19,377,377,377,"1,821","1,821","1,821",57,57,57,140,140,140,484,484,484,999,999,999,"8,950","8,950","8,950"
A8,1,"2,288","2,288","2,288",129,129,129,102,102,102,364,364,364,"1,008","1,008","1,008",89,89,89,32,32,32,800,800,800,"2,459","2,459","2,459","9,350","9,350","9,350"
A9,1,"5,542","5,542","5,542",202,202,202,86,86,86,"2,157","2,157","2,157",856,856,856,56,56,56,263,263,263,816,816,816,"1,199","1,199","1,199","10,183","10,183","10,183"
A10,1,"8,175","8,175","8,175",167,167,167,167,167,167,593,593,593,"1,388","1,388","1,388",,-10,-10,187,187,187,"1,165","1,165","1,165","3,958","3,958","3,958","10,511","10,511","10,511"
A11,1,"8,015","8,015","8,015",,-65,-65,27,27,27,559,559,559,769,769,769,32,32,32,120,120,120,827,827,827,"1,480","1,480","1,480","10,729","10,729","10,729"
A12,1,"2,621","2,621","2,621",15,15,15,82,82,82,"1,477","1,477","1,477","1,920","1,920","1,920",147,147,147,147,147,147,636,636,636,"1,459","1,459","1,459","11,321","11,321","11,321"
B1,1,"4,425","4,425","4,425",361,361,361,179,179,179,"2,208","2,208","2,208","1,890","1,890","1,890",429,429,429,238,238,238,558,558,558,"1,758","1,758","1,758","15,973","15,973","15,973"
B2,1,"4,732","4,732","4,732",,-44,-44,112,112,112,461,461,461,"1,398","1,398","1,398",32,32,32,22,22,22,755,755,755,"1,953","1,953","1,953","15,680","15,680","15,680"
B3,1,"7,763","7,763","7,763",161,161,161,193,193,193,504,504,504,"2,156","2,156","2,156",86,86,86,141,141,141,"1,264","1,264","1,264","2,668","2,668","2,668","15,289","15,289","15,289"
B4,1,"1,887","1,887","1,887",304,304,304,29,29,29,252,252,252,"2,971","2,971","2,971",133,133,133,65,65,65,740,740,740,"1,271","1,271","1,271","14,961","14,961","14,961"
B5,1,"2,465","2,465","2,465",214,214,214,88,88,88,719,719,719,891,891,891,40,40,40,153,153,153,650,650,650,"1,370","1,370","1,370","14,358","14,358","14,358"
B6,1,"2,908","2,908","2,908",503,503,503,22,22,22,156,156,156,"3,016","3,016","3,016",346,346,346,146,146,146,797,797,797,"2,851","2,851","2,851","14,100","14,100","14,100"
B7,1,"4,357","4,357","4,357",92,92,92,,-23,-23,476,476,476,"1,211","1,211","1,211",13,13,13,88,88,88,586,586,586,"1,530","1,530","1,530","13,822","13,822","13,822"
B8,1,"3,921","3,921","3,921",58,58,58,133,133,133,"1,111","1,111","1,111","2,606","2,606","2,606",155,155,155,144,144,144,763,763,763,"3,859","3,859","3,859","13,545","13,545","13,545"
B9,1,"5,157","5,157","5,157",400,400,400,150,150,150,"1,219","1,219","1,219","1,076","1,076","1,076",137,137,137,220,220,220,"1,620","1,620","1,620","3,510","3,510","3,510","13,286","13,286","13,286"
B10,1,"4,364","4,364","4,364",398,398,398,221,221,221,"3,203","3,203","3,203","2,064","2,064","2,064",,-72,-72,512,512,512,"1,973","1,973","1,973","2,572","2,572","2,572","12,487","12,487","12,487"
B11,1,"10,311","10,311","10,311",150,150,150,59,59,59,"2,421","2,421","2,421",511,511,511,,-5,-5,116,116,116,"1,114","1,114","1,114","1,919","1,919","1,919","12,054","12,054","12,054"
B12,1,"2,811","2,811","2,811",69,69,69,70,70,70,"1,634","1,634","1,634","1,104","1,104","1,104",289,289,289,132,132,132,"1,044","1,044","1,044","1,115","1,115","1,115","11,822","11,822","11,822"
C1,1,"4,293","4,293","4,293",116,116,116,133,133,133,560,560,560,"1,140","1,140","1,140",57,57,57,109,109,109,939,939,939,"1,265","1,265","1,265","16,518","16,518","16,518"
C2,1,"2,746","2,746","2,746",138,138,138,,-20,-20,"2,406","2,406","2,406",555,555,555,109,109,109,336,336,336,813,813,813,"2,362","2,362","2,362","16,776","16,776","16,776"
C3,1,"4,973","4,973","4,973",12,12,12,147,147,147,"1,016","1,016","1,016","1,016","1,016","1,016",15,15,15,,-29,-29,"1,035","1,035","1,035","2,425","2,425","2,425","17,357","17,357","17,357"
C4,1,"5,563","5,563","5,563",77,77,77,62,62,62,603,603,603,"1,617","1,617","1,617",144,144,144,125,125,125,901,901,901,"1,548","1,548","1,548","17,713","17,713","17,713"
C5,1,"6,524","6,524","6,524",,-6,-6,116,116,116,557,557,557,"1,106","1,106","1,106",,-6,-6,20,20,20,913,913,913,"1,190","1,190","1,190","17,977","17,977","17,977"
C6,1,"8,522","8,522","8,522",121,121,121,237,237,237,"1,357","1,357","1,357","1,951","1,951","1,951",,-19,-19,167,167,167,"1,266","1,266","1,266","3,362","3,362","3,362","18,361","18,361","18,361"
C7,1,"3,708","3,708","3,708",396,396,396,,-17,-17,"3,797","3,797","3,797",831,831,831,,-36,-36,790,790,790,"1,840","1,840","1,840","2,658","2,658","2,658","19,004","19,004","19,004"
C8,1,"3,008","3,008","3,008",252,252,252,12,12,12,"1,704","1,704","1,704",532,532,532,92,92,92,204,204,204,977,977,977,"1,947","1,947","1,947","19,334","19,334","19,334"
C9,1,"3,245","3,245","3,245",230,230,230,,-45,-45,"2,157","2,157","2,157",797,797,797,130,130,130,203,203,203,731,731,731,"1,825","1,825","1,825","19,786","19,787","19,787"
C10,1,"2,389","2,389","2,389",279,279,279,282,282,282,"3,502","3,502","3,502","2,579","2,579","2,579",159,159,159,662,662,662,"1,453","1,453","1,453","2,494","2,494","2,494","20,290","20,290","20,290"
C11,1,"7,034","7,034","7,034",,-9,-9,72,72,72,"1,014","1,014","1,014","1,325","1,325","1,325",126,126,126,40,40,40,706,706,706,"1,493","1,493","1,493","20,707","20,707","20,707"
C12,1,"2,124","2,124","2,124",20,20,20,,-21,-21,247,247,247,"1,885","1,885","1,885",220,220,220,9,9,9,970,970,970,"1,154","1,154","1,154","20,987","20,987","20,987"
D1,1,"3,249","3,249","3,249",52,52,52,144,144,144,747,747,747,"1,343","1,343","1,343",21,21,21,42,42,42,798,798,798,"2,520","2,520","2,520","25,687","25,687","25,687"
