Experiment Name,210831 TA M2 PA BM Spleen
Specimen Name,M2 LN
Tube Name,INX_GC23_001
Record Date,"Aug 31, 2021 3:24:28 PM"
Date Analyzed,09/03/2021 16:37

Sort Type,Index Sort
Sort Setup,85 micron
Precision ,Single Cell
Device,96 Well - Falcon
Yield Mask,0
Purity Mask,32
Phase Mask,16
Well,All Events #Events,All Events PA+ GFP-A Geo Mean,All Events PA+ GFP-A Mean,All Events PA+ GFP-A Median,All Events CD38 APC-A Geo Mean,All Events CD38 APC-A Mean,All Events CD38 APC-A Median,All Events TCRB APC-Cy7-A Geo Mean,All Events TCRB APC-Cy7-A Mean,All Events TCRB APC-Cy7-A Median,All Events IGY BV421-A Geo Mean,All Events IGY BV421-A Mean,All Events IGY BV421-A Median,All Events PA Pacific Orange-A Geo Mean,All Events PA Pacific Orange-A Mean,All Events PA Pacific Orange-A Median,All Events BV650-A Geo Mean,All Events BV650-A Mean,All Events BV650-A Median,All Events IGK RFP-A Geo Mean,All Events IGK RFP-A Mean,All Events IGK RFP-A Median,All Events FAS PE-Cy7-A Geo Mean,All Events FAS PE-Cy7-A Mean,All Events FAS PE-Cy7-A Median,All Events B220 BV786-A Geo Mean,All Events B220 BV786-A Mean,All Events B220 BV786-A Median,All Events Time Geo Mean,All Events Time Mean,All Events Time Median
C4,1,"4,818","4,818","4,818",81,81,81,190,190,190,972,972,972,"1,296","1,296","1,296",100,100,100,54,54,54,"1,062","1,062","1,062","2,978","2,978","2,978","29,932","29,932","29,932"
C5,1,"4,863","4,863","4,863",205,205,205,268,268,268,"1,788","1,788","1,788",903,903,903,184,184,184,161,161,161,752,752,752,"4,292","4,292","4,292","30,566","30,566","30,566"
C6,1,"5,034","5,034","5,034",178,178,178,232,232,232,667,667,667,"1,116","1,116","1,116",15,15,15,42,42,42,789,789,789,"2,355","2,355","2,355","31,829","31,829","31,829"
C7,1,"1,510","1,510","1,510",514,514,514,225,225,225,"1,363","1,363","1,363","1,314","1,314","1,314",,-59,-59,272,272,272,"1,088","1,088","1,088","3,386","3,386","3,386","33,210","33,211","33,211"
C8,1,"1,794","1,794","1,794",95,95,95,34,34,34,174,174,174,762,762,762,126,126,126,,-10,-10,616,616,616,"3,964","3,964","3,964","33,905","33,905","33,905"
C9,1,"11,520","11,520","11,520",28,28,28,158,158,158,18,18,18,"1,514","1,514","1,514",,-13,-13,15,15,15,948,948,948,"3,504","3,504","3,504","34,157","34,157","34,157"
C10,1,"6,562","6,562","6,562",238,238,238,191,191,191,"1,374","1,374","1,374","1,115","1,115","1,115",152,152,152,143,143,143,"2,303","2,303","2,303","8,165","8,165","8,165","35,617","35,617","35,617"
C11,1,"1,597","1,597","1,597",143,143,143,28,28,28,0,0,0,"3,021","3,021","3,021",89,89,89,160,160,160,"1,268","1,268","1,268","3,706","3,706","3,706","36,695","36,695","36,695"
C12,1,"2,482","2,482","2,482",143,143,143,83,83,83,35,35,35,"1,469","1,469","1,469",,-32,-32,,-14,-14,664,664,664,"3,741","3,741","3,741","37,047","37,047","37,047"
D1,1,"4,993","4,993","4,993","1,028","1,028","1,028",127,127,127,"1,163","1,163","1,163","1,231","1,231","1,231",64,64,64,175,175,175,"1,162","1,162","1,162","5,573","5,573","5,573","53,443","53,443","53,443"
D2,1,"1,216","1,216","1,216",4,4,4,100,100,100,608,608,608,"1,142","1,142","1,142",87,87,87,44,44,44,725,725,725,"2,813","2,813","2,813","52,769","52,769","52,769"
D3,1,"3,620","3,620","3,620",118,118,118,139,139,139,982,982,982,926,926,926,84,84,84,193,193,193,"1,132","1,132","1,132","4,165","4,165","4,165","50,661","50,661","50,661"
D4,1,"4,803","4,803","4,803",540,540,540,679,679,679,392,392,392,"1,932","1,932","1,932",153,153,153,331,331,331,"1,396","1,396","1,396","4,452","4,452","4,452","50,421","50,421","50,421"
D5,1,"2,076","2,076","2,076",31,31,31,95,95,95,236,236,236,"1,143","1,143","1,143",70,70,70,27,27,27,824,824,824,"2,455","2,455","2,455","49,917","49,917","49,917"
D6,1,"8,518","8,518","8,518",230,230,230,157,157,157,643,643,643,"1,836","1,836","1,836",109,109,109,123,123,123,"1,380","1,380","1,380","3,786","3,786","3,786","44,894","44,894","44,894"
D7,1,"5,313","5,313","5,313",16,16,16,17,17,17,261,261,261,"1,802","1,802","1,802",,-7,-7,,-34,-34,"1,014","1,014","1,014","3,279","3,279","3,279","44,576","44,576","44,576"
D8,1,"7,330","7,330","7,330",223,223,223,232,232,232,923,923,923,"1,558","1,558","1,558",101,101,101,176,176,176,"1,390","1,390","1,390","3,981","3,981","3,981","43,801","43,801","43,801"
D9,1,"3,944","3,944","3,944",43,43,43,125,125,125,408,408,408,920,920,920,193,193,193,,-32,-32,"1,278","1,278","1,278","2,515","2,515","2,515","43,375","43,375","43,375"
D10,1,"6,376","6,376","6,376",301,301,301,5,5,5,756,756,756,"2,193","2,193","2,193",81,81,81,112,112,112,"1,112","1,112","1,112","3,667","3,667","3,667","42,776","42,776","42,776"
D11,1,"3,753","3,753","3,753",16,16,16,221,221,221,544,544,544,"1,601","1,601","1,601",161,161,161,130,130,130,897,897,897,"3,336","3,336","3,336","41,494","41,494","41,494"
D12,1,"11,672","11,672","11,672",687,687,687,591,591,591,"1,642","1,642","1,642","2,063","2,063","2,063",240,240,240,602,602,602,"1,264","1,264","1,264","3,732","3,732","3,732","39,475","39,475","39,475"
E1,1,"3,763","3,763","3,763",829,829,829,240,240,240,"1,285","1,285","1,285","2,270","2,270","2,270",29,29,29,421,421,421,"1,634","1,634","1,634","7,226","7,226","7,226","54,022","54,023","54,023"
E2,1,"2,770","2,770","2,770",107,107,107,116,116,116,947,947,947,"3,502","3,502","3,502",,-19,-19,245,245,245,937,937,937,"2,424","2,424","2,424","54,253","54,253","54,253"
E3,1,"2,928","2,928","2,928",572,572,572,157,157,157,421,421,421,818,818,818,89,89,89,312,312,312,949,949,949,"2,125","2,125","2,125","55,349","55,349","55,349"
E4,1,"3,532","3,532","3,532",,-8,-8,242,242,242,314,314,314,666,666,666,,-34,-34,37,37,37,914,914,914,"3,416","3,416","3,416","56,701","56,701","56,701"
E5,1,"3,819","3,819","3,819",27,27,27,154,154,154,,-18,-18,"1,072","1,072","1,072",104,104,104,221,221,221,956,956,956,"2,310","2,310","2,310","57,386","57,386","57,386"
E6,1,"3,797","3,797","3,797",673,673,673,133,133,133,"1,568","1,568","1,568",929,929,929,30,30,30,388,388,388,"1,491","1,491","1,491","6,001","6,001","6,001","58,391","58,391","58,391"
E7,1,"2,689","2,689","2,689",665,665,665,131,131,131,,-60,-60,876,876,876,91,91,91,248,248,248,924,924,924,"2,731","2,731","2,731","63,509","63,509","63,509"
E8,1,"5,035","5,035","5,035",126,126,126,148,148,148,106,106,106,"1,152","1,152","1,152",157,157,157,,-26,-26,"1,163","1,163","1,163","5,380","5,380","5,380","64,322","64,323","64,323"
E9,1,"3,605","3,605","3,605",111,111,111,113,113,113,"1,271","1,271","1,271",637,637,637,234,234,234,80,80,80,"1,381","1,381","1,381","4,254","4,254","4,254","67,774","67,774","67,774"
E10,1,"3,448","3,448","3,448",113,113,113,37,37,37,6,6,6,"2,422","2,422","2,422",240,240,240,43,43,43,578,578,578,"2,187","2,187","2,187","69,212","69,212","69,212"
E11,1,"4,346","4,346","4,346",410,410,410,138,138,138,"1,606","1,606","1,606","1,080","1,080","1,080",,-24,-24,169,169,169,973,973,973,"10,197","10,197","10,197","70,750","70,750","70,750"
E12,1,"4,189","4,189","4,189",354,354,354,170,170,170,"2,712","2,712","2,712","1,769","1,769","1,769",87,87,87,448,448,448,"1,149","1,149","1,149","6,856","6,856","6,856","72,627","72,627","72,627"
F1,1,"6,467","6,467","6,467",52,52,52,67,67,67,624,624,624,"1,126","1,126","1,126",121,121,121,56,56,56,762,762,762,"1,376","1,376","1,376","89,171","89,171","89,171"
F2,1,"2,549","2,549","2,549",73,73,73,69,69,69,728,728,728,782,782,782,53,53,53,,-10,-10,987,987,987,"2,916","2,916","2,916","84,783","84,783","84,783"
F3,1,"8,937","8,937","8,937",73,73,73,78,78,78,696,696,696,"1,313","1,313","1,313",296,296,296,116,116,116,"1,297","1,297","1,297","2,977","2,977","2,977","83,931","83,931","83,931"
F4,1,"8,327","8,327","8,327",252,252,252,60,60,60,"1,322","1,322","1,322","1,208","1,208","1,208",74,74,74,219,219,219,"1,861","1,861","1,861","2,956","2,956","2,956","82,534","82,534","82,534"
F5,1,"3,728","3,728","3,728",94,94,94,,-35,-35,138,138,138,"1,436","1,436","1,436",31,31,31,71,71,71,943,943,943,"1,960","1,960","1,960","80,524","80,524","80,524"
F6,1,"6,106","6,106","6,106",521,521,521,186,186,186,269,269,269,"1,231","1,231","1,231",141,141,141,334,334,334,"1,247","1,247","1,247","3,451","3,451","3,451","79,812","79,812","79,812"
F7,1,"2,073","2,073","2,073",340,340,340,553,553,553,"3,002","3,002","3,002","2,112","2,112","2,112",192,192,192,"1,079","1,079","1,079","2,290","2,290","2,290","5,906","5,906","5,906","78,329","78,330","78,330"
F8,1,"4,725","4,725","4,725",77,77,77,,-8,-8,"1,200","1,200","1,200","3,189","3,189","3,189",102,102,102,33,33,33,"1,370","1,370","1,370","3,420","3,420","3,420","76,632","76,632","76,632"
F9,1,"1,552","1,552","1,552",,-4,-4,233,233,233,413,413,413,"1,430","1,430","1,430",143,143,143,78,78,78,709,709,709,"1,385","1,385","1,385","76,363","76,363","76,363"
F10,1,"5,472","5,472","5,472",457,457,457,88,88,88,"1,559","1,559","1,559",842,842,842,255,255,255,473,473,473,"1,073","1,073","1,073","3,497","3,497","3,497","75,164","75,164","75,164"
F11,1,"2,045","2,045","2,045",7,7,7,147,147,147,24,24,24,"1,796","1,796","1,796",363,363,363,112,112,112,625,625,625,"3,690","3,690","3,690","74,436","74,436","74,436"
F12,1,"3,073","3,073","3,073",561,561,561,,-21,-21,29,29,29,"1,248","1,248","1,248",,-37,-37,161,161,161,"1,277","1,277","1,277","5,515","5,515","5,515","72,894","72,894","72,894"
G1,1,"3,871","3,871","3,871",,-17,-17,17,17,17,534,534,534,719,719,719,26,26,26,,-30,-30,735,735,735,"3,336","3,336","3,336","91,137","91,137","91,137"
G2,1,"5,781","5,781","5,781",160,160,160,33,33,33,961,961,961,"2,657","2,657","2,657",123,123,123,95,95,95,928,928,928,"5,091","5,091","5,091","91,786","91,786","91,786"
G3,1,"7,326","7,326","7,326",33,33,33,69,69,69,793,793,793,"1,555","1,555","1,555",143,143,143,6,6,6,943,943,943,"2,678","2,678","2,678","92,958","92,958","92,958"
G4,1,"3,937","3,937","3,937",,-73,-73,161,161,161,"1,460","1,460","1,460",805,805,805,364,364,364,94,94,94,732,732,732,"5,306","5,306","5,306","96,115","96,116","96,116"
G5,1,"3,426","3,426","3,426",598,598,598,132,132,132,"1,748","1,748","1,748","1,225","1,225","1,225",104,104,104,431,431,431,"1,311","1,311","1,311","3,395","3,395","3,395","96,369","96,369","96,369"

