Experiment Name,210901 TA M3/4 PA BM Spleen
Specimen Name,M3-4 LN
Tube Name,INX_GC46_001
Record Date,"Sep 1, 2021 2:18:38 PM"
Date Analyzed,09/03/2021 17:45

Sort Type,Index Sort
Sort Setup,85 micron
Precision ,Single Cell
Device,96 Well - Falcon
Yield Mask,0
Purity Mask,32
Phase Mask,16
Well,All Events #Events,All Events PA+ GFP-A Geo Mean,All Events PA+ GFP-A Mean,All Events PA+ GFP-A Median,All Events CD38 APC-A Geo Mean,All Events CD38 APC-A Mean,All Events CD38 APC-A Median,All Events TCRB APC-Cy7-A Geo Mean,All Events TCRB APC-Cy7-A Mean,All Events TCRB APC-Cy7-A Median,All Events IGY BV421-A Geo Mean,All Events IGY BV421-A Mean,All Events IGY BV421-A Median,All Events PA Pacific Orange-A Geo Mean,All Events PA Pacific Orange-A Mean,All Events PA Pacific Orange-A Median,All Events BV650-A Geo Mean,All Events BV650-A Mean,All Events BV650-A Median,All Events IGK RFP-A Geo Mean,All Events IGK RFP-A Mean,All Events IGK RFP-A Median,All Events FAS PE-Cy7-A Geo Mean,All Events FAS PE-Cy7-A Mean,All Events FAS PE-Cy7-A Median,All Events B220 BV786-A Geo Mean,All Events B220 BV786-A Mean,All Events B220 BV786-A Median,All Events Time Geo Mean,All Events Time Mean,All Events Time Median
B5,1,"3,566","3,566","3,566",327,327,327,190,190,190,724,724,724,"2,028","2,028","2,028",31,31,31,111,111,111,629,629,629,"3,061","3,061","3,061","13,377","13,377","13,377"
B6,1,"6,368","6,368","6,368",378,378,378,198,198,198,"2,784","2,784","2,784","2,710","2,710","2,710",127,127,127,"1,175","1,175","1,175","2,969","2,969","2,969","4,083","4,083","4,083","12,566","12,566","12,566"
B7,1,"4,643","4,643","4,643",114,114,114,3,3,3,1,1,1,"1,840","1,840","1,840",118,118,118,32,32,32,902,902,902,"4,799","4,799","4,799","12,317","12,317","12,317"
B8,1,"2,505","2,505","2,505",80,80,80,112,112,112,505,505,505,"1,159","1,159","1,159",1,1,1,205,205,205,527,527,527,"1,616","1,616","1,616","11,726","11,726","11,726"
B9,1,"6,146","6,146","6,146",208,208,208,59,59,59,"2,024","2,024","2,024","2,194","2,194","2,194",157,157,157,60,60,60,"1,054","1,054","1,054","3,128","3,128","3,128","10,915","10,915","10,915"
B10,1,"4,761","4,761","4,761",29,29,29,37,37,37,"1,115","1,115","1,115","1,272","1,272","1,272",61,61,61,107,107,107,899,899,899,"1,361","1,361","1,361","10,173","10,173","10,173"
B11,1,"2,168","2,168","2,168",174,174,174,82,82,82,358,358,358,"1,134","1,134","1,134",117,117,117,42,42,42,688,688,688,"1,611","1,611","1,611","9,771","9,771","9,771"
B12,1,"7,695","7,695","7,695",245,245,245,,-84,-84,"1,274","1,274","1,274","2,169","2,169","2,169",24,24,24,347,347,347,"1,125","1,125","1,125","2,113","2,113","2,113","9,207","9,207","9,207"
C1,1,"4,413","4,413","4,413",184,184,184,139,139,139,798,798,798,"1,739","1,739","1,739",191,191,191,175,175,175,545,545,545,"1,381","1,381","1,381","15,504","15,504","15,504"
C2,1,"3,125","3,125","3,125",833,833,833,258,258,258,"1,280","1,280","1,280","1,150","1,150","1,150",212,212,212,591,591,591,"1,583","1,583","1,583","2,994","2,994","2,994","16,458","16,458","16,458"
C3,1,"3,350","3,350","3,350",106,106,106,275,275,275,"2,925","2,925","2,925",918,918,918,34,34,34,149,149,149,950,950,950,"5,338","5,338","5,338","16,814","16,815","16,815"
C4,1,"2,040","2,040","2,040",494,494,494,148,148,148,"1,842","1,842","1,842","2,153","2,153","2,153",304,304,304,146,146,146,709,709,709,"1,991","1,991","1,991","18,292","18,292","18,292"
C5,1,"4,069","4,069","4,069",147,147,147,383,383,383,"4,859","4,859","4,859","1,333","1,333","1,333",65,65,65,"1,004","1,004","1,004","2,781","2,781","2,781","8,155","8,155","8,155","18,607","18,607","18,607"
C6,1,"5,068","5,068","5,068","1,245","1,245","1,245",0,0,0,370,370,370,"2,053","2,053","2,053",,-8,-8,679,679,679,936,936,936,"4,073","4,073","4,073","19,159","19,159","19,159"
C7,1,"2,824","2,824","2,824",201,201,201,,-7,-7,"2,150","2,150","2,150",887,887,887,27,27,27,117,117,117,806,806,806,"1,897","1,897","1,897","19,405","19,405","19,405"
C8,1,"5,364","5,364","5,364",,-28,-28,,-4,-4,145,145,145,"1,508","1,508","1,508",239,239,239,33,33,33,690,690,690,"1,717","1,717","1,717","19,887","19,887","19,887"
C9,1,"3,467","3,467","3,467",579,579,579,,-119,-119,879,879,879,"1,171","1,171","1,171",,-12,-12,99,99,99,718,718,718,"2,587","2,587","2,587","21,219","21,219","21,219"
C10,1,"2,627","2,627","2,627",1,1,1,,-51,-51,756,756,756,"1,419","1,419","1,419",194,194,194,98,98,98,808,808,808,"1,056","1,056","1,056","21,553","21,553","21,553"
C11,1,"2,910","2,910","2,910",16,16,16,80,80,80,40,40,40,"1,738","1,738","1,738",,-11,-11,,-43,-43,456,456,456,"2,059","2,059","2,059","21,780","21,780","21,780"
C12,1,"2,448","2,448","2,448",325,325,325,141,141,141,144,144,144,839,839,839,169,169,169,217,217,217,923,923,923,"4,060","4,060","4,060","22,046","22,046","22,046"
D1,1,"3,395","3,395","3,395",357,357,357,60,60,60,"1,089","1,089","1,089","1,235","1,235","1,235",32,32,32,117,117,117,737,737,737,"2,824","2,824","2,824","27,712","27,712","27,712"
D2,1,"2,676","2,676","2,676",153,153,153,160,160,160,434,434,434,"1,029","1,029","1,029",,-64,-64,35,35,35,562,562,562,"1,226","1,226","1,226","26,882","26,882","26,882"
D3,1,"2,321","2,321","2,321",46,46,46,224,224,224,"1,236","1,236","1,236","1,610","1,610","1,610",12,12,12,200,200,200,364,364,364,"2,009","2,009","2,009","26,508","26,508","26,508"
D4,1,"3,034","3,034","3,034",271,271,271,50,50,50,,-17,-17,"1,049","1,049","1,049",23,23,23,320,320,320,892,892,892,"3,413","3,413","3,413","26,244","26,244","26,244"
D5,1,"2,522","2,522","2,522",277,277,277,46,46,46,"2,104","2,104","2,104","1,167","1,167","1,167",259,259,259,47,47,47,478,478,478,"3,947","3,947","3,947","25,853","25,853","25,853"
D6,1,"5,783","5,783","5,783",728,728,728,165,165,165,400,400,400,"3,127","3,127","3,127",,-219,-219,527,527,527,"1,631","1,631","1,631","3,499","3,499","3,499","25,657","25,657","25,657"
D7,1,"4,922","4,922","4,922",263,263,263,105,105,105,192,192,192,"1,452","1,452","1,452",43,43,43,213,213,213,930,930,930,"1,934","1,934","1,934","25,342","25,342","25,342"
D8,1,"4,696","4,696","4,696",298,298,298,52,52,52,"4,061","4,061","4,061","1,818","1,818","1,818",92,92,92,195,195,195,757,757,757,"3,387","3,387","3,387","25,025","25,025","25,025"
D9,1,"6,118","6,118","6,118",46,46,46,162,162,162,405,405,405,"1,870","1,870","1,870",318,318,318,62,62,62,542,542,542,"1,258","1,258","1,258","23,823","23,823","23,823"
D10,1,"3,255","3,255","3,255",196,196,196,128,128,128,705,705,705,943,943,943,,-53,-53,131,131,131,627,627,627,"1,361","1,361","1,361","23,516","23,516","23,516"
D11,1,"2,606","2,606","2,606",234,234,234,31,31,31,103,103,103,985,985,985,,-6,-6,6,6,6,673,673,673,888,888,888,"22,992","22,992","22,992"
D12,1,"2,355","2,355","2,355",215,215,215,46,46,46,186,186,186,"1,191","1,191","1,191",103,103,103,197,197,197,757,757,757,"1,551","1,551","1,551","22,546","22,546","22,546"
E1,1,"3,538","3,538","3,538",212,212,212,24,24,24,"2,342","2,342","2,342",886,886,886,395,395,395,104,104,104,704,704,704,"1,306","1,306","1,306","28,490","28,490","28,490"
E2,1,"3,123","3,123","3,123",624,624,624,,-180,-180,543,543,543,"1,393","1,393","1,393",118,118,118,558,558,558,488,488,488,"2,963","2,963","2,963","28,780","28,780","28,780"
E3,1,"3,304","3,304","3,304",173,173,173,,-14,-14,939,939,939,"2,180","2,180","2,180",70,70,70,199,199,199,"1,098","1,098","1,098","2,043","2,043","2,043","29,228","29,228","29,228"
E4,1,"2,129","2,129","2,129",162,162,162,16,16,16,"1,343","1,343","1,343","1,236","1,236","1,236",98,98,98,67,67,67,836,836,836,"1,677","1,677","1,677","29,777","29,777","29,777"
E5,1,"7,798","7,798","7,798",610,610,610,,-28,-28,620,620,620,"2,845","2,845","2,845",,-102,-102,183,183,183,899,899,899,"1,997","1,997","1,997","30,084","30,084","30,084"
E6,1,"2,775","2,775","2,775",61,61,61,,-16,-16,"2,496","2,496","2,496","2,114","2,114","2,114",48,48,48,208,208,208,948,948,948,872,872,872,"30,712","30,712","30,712"
E7,1,"2,307","2,307","2,307",166,166,166,110,110,110,531,531,531,"1,700","1,700","1,700",119,119,119,5,5,5,794,794,794,880,880,880,"31,423","31,423","31,423"
E8,1,"3,051","3,051","3,051",262,262,262,,-25,-25,"1,296","1,296","1,296","1,885","1,885","1,885",61,61,61,32,32,32,840,840,840,"2,218","2,218","2,218","31,961","31,961","31,961"
E9,1,"3,561","3,561","3,561",77,77,77,70,70,70,435,435,435,"1,442","1,442","1,442",330,330,330,31,31,31,551,551,551,"1,049","1,049","1,049","32,509","32,509","32,509"
E10,1,"2,966","2,966","2,966",315,315,315,,-86,-86,"1,121","1,121","1,121","2,181","2,181","2,181",171,171,171,143,143,143,"1,106","1,106","1,106","1,212","1,212","1,212","32,820","32,820","32,820"
E11,1,"3,969","3,969","3,969",43,43,43,301,301,301,853,853,853,"1,568","1,568","1,568",103,103,103,,-11,-11,615,615,615,"2,099","2,099","2,099","33,267","33,267","33,267"
E12,1,"6,984","6,984","6,984",36,36,36,127,127,127,646,646,646,"1,807","1,807","1,807",131,131,131,86,86,86,821,821,821,"1,494","1,494","1,494","34,520","34,520","34,520"
F1,1,"3,116","3,116","3,116",126,126,126,113,113,113,768,768,768,"2,107","2,107","2,107",,-56,-56,63,63,63,"1,140","1,140","1,140","3,661","3,661","3,661","41,093","41,093","41,093"
F2,1,"2,512","2,512","2,512",105,105,105,34,34,34,724,724,724,"1,011","1,011","1,011",58,58,58,7,7,7,535,535,535,"1,574","1,574","1,574","40,588","40,588","40,588"
F3,1,"2,250","2,250","2,250",91,91,91,60,60,60,801,801,801,"2,552","2,552","2,552",120,120,120,10,10,10,886,886,886,"2,083","2,083","2,083","40,345","40,345","40,345"
F4,1,"5,953","5,953","5,953",,-4,-4,65,65,65,499,499,499,"1,269","1,269","1,269",92,92,92,69,69,69,"1,460","1,460","1,460","2,459","2,459","2,459","40,038","40,038","40,038"
F5,1,"2,167","2,167","2,167",262,262,262,76,76,76,822,822,822,"1,283","1,283","1,283",,-12,-12,240,240,240,352,352,352,"2,574","2,574","2,574","39,727","39,727","39,727"
F6,1,"3,313","3,313","3,313",675,675,675,228,228,228,"1,135","1,135","1,135","2,538","2,538","2,538",,-42,-42,373,373,373,644,644,644,"1,953","1,953","1,953","39,277","39,277","39,277"
F7,1,"3,451","3,451","3,451",12,12,12,,-19,-19,323,323,323,"1,577","1,577","1,577",186,186,186,18,18,18,"1,323","1,323","1,323","1,637","1,637","1,637","38,743","38,743","38,743"
F8,1,"2,187","2,187","2,187",421,421,421,66,66,66,,-7,-7,"1,648","1,648","1,648",135,135,135,98,98,98,597,597,597,"1,657","1,657","1,657","38,322","38,322","38,322"
F9,1,"4,645","4,645","4,645",116,116,116,156,156,156,304,304,304,"2,985","2,985","2,985",220,220,220,88,88,88,"1,120","1,120","1,120","2,161","2,161","2,161","37,705","37,705","37,705"
F10,1,"2,999","2,999","2,999",353,353,353,74,74,74,137,137,137,899,899,899,18,18,18,133,133,133,"1,217","1,217","1,217","4,426","4,426","4,426","37,293","37,293","37,293"
F11,1,"4,783","4,783","4,783",5,5,5,79,79,79,354,354,354,"1,613","1,613","1,613",115,115,115,39,39,39,650,650,650,"1,241","1,241","1,241","37,000","37,000","37,000"
F12,1,"2,169","2,169","2,169",154,154,154,,-50,-50,232,232,232,"1,119","1,119","1,119",65,65,65,6,6,6,380,380,380,"1,586","1,586","1,586","35,736","35,736","35,736"
G1,1,"3,560","3,560","3,560",32,32,32,221,221,221,157,157,157,"1,970","1,970","1,970",114,114,114,57,57,57,609,609,609,"1,515","1,515","1,515","41,558","41,558","41,558"
G2,1,"2,300","2,300","2,300",705,705,705,30,30,30,"1,438","1,438","1,438","1,460","1,460","1,460",87,87,87,47,47,47,472,472,472,"1,688","1,688","1,688","41,912","41,913","41,913"
G3,1,"1,953","1,953","1,953",318,318,318,13,13,13,"1,048","1,048","1,048","2,167","2,167","2,167",97,97,97,75,75,75,656,656,656,"1,190","1,190","1,190","42,547","42,548","42,548"
G4,1,"4,350","4,350","4,350",708,708,708,,-116,-116,"1,464","1,464","1,464","1,836","1,836","1,836",13,13,13,234,234,234,"1,028","1,028","1,028","4,489","4,489","4,489","43,817","43,817","43,817"
G5,1,"4,635","4,635","4,635",62,62,62,84,84,84,106,106,106,"1,490","1,490","1,490",87,87,87,87,87,87,904,904,904,"1,345","1,345","1,345","44,415","44,415","44,415"
G6,1,"2,796","2,796","2,796",137,137,137,79,79,79,294,294,294,"1,330","1,330","1,330",264,264,264,320,320,320,"1,093","1,093","1,093","3,815","3,815","3,815","45,105","45,105","45,105"
G7,1,"3,812","3,812","3,812",52,52,52,,-64,-64,"1,190","1,190","1,190","1,453","1,453","1,453",30,30,30,218,218,218,784,784,784,"1,266","1,266","1,266","45,484","45,484","45,484"
G8,1,"6,473","6,473","6,473",100,100,100,115,115,115,332,332,332,"1,637","1,637","1,637",148,148,148,55,55,55,759,759,759,"1,353","1,353","1,353","45,888","45,888","45,888"
G9,1,"4,492","4,492","4,492",58,58,58,263,263,263,49,49,49,"1,038","1,038","1,038",,-47,-47,51,51,51,932,932,932,"3,432","3,432","3,432","46,150","46,150","46,150"
G10,1,"4,915","4,915","4,915",474,474,474,122,122,122,640,640,640,"1,955","1,955","1,955",249,249,249,401,401,401,"1,232","1,232","1,232","2,522","2,522","2,522","46,949","46,949","46,949"
G11,1,"5,087","5,087","5,087",104,104,104,21,21,21,"1,809","1,809","1,809","1,713","1,713","1,713",33,33,33,157,157,157,939,939,939,"1,964","1,964","1,964","47,624","47,624","47,624"
G12,1,"2,141","2,141","2,141",55,55,55,147,147,147,"2,083","2,083","2,083","1,108","1,108","1,108",94,94,94,320,320,320,715,715,715,"1,816","1,816","1,816","48,738","48,738","48,738"
H1,1,"3,604","3,604","3,604",124,124,124,108,108,108,545,545,545,"1,460","1,460","1,460",178,178,178,74,74,74,747,747,747,"1,335","1,335","1,335","54,106","54,106","54,106"
H2,1,"5,227","5,227","5,227",252,252,252,,-15,-15,854,854,854,"1,567","1,567","1,567",162,162,162,146,146,146,613,613,613,954,954,954,"53,725","53,726","53,726"
H3,1,"7,369","7,369","7,369",361,361,361,15,15,15,"3,428","3,428","3,428","2,274","2,274","2,274",115,115,115,"1,406","1,406","1,406","1,801","1,801","1,801","2,235","2,235","2,235","53,159","53,159","53,159"
H4,1,"5,313","5,313","5,313",357,357,357,225,225,225,672,672,672,"1,541","1,541","1,541",,-18,-18,174,174,174,891,891,891,"1,732","1,732","1,732","52,827","52,827","52,827"
H5,1,"2,213","2,213","2,213",96,96,96,113,113,113,240,240,240,"3,105","3,105","3,105",151,151,151,18,18,18,750,750,750,"1,745","1,745","1,745","52,465","52,465","52,465"
H6,1,"5,508","5,508","5,508",272,272,272,91,91,91,877,877,877,"2,708","2,708","2,708",177,177,177,165,165,165,"1,394","1,394","1,394","1,795","1,795","1,795","52,181","52,181","52,181"
H7,1,"3,091","3,091","3,091",159,159,159,79,79,79,503,503,503,"1,175","1,175","1,175",,-48,-48,104,104,104,729,729,729,"1,381","1,381","1,381","51,959","51,959","51,959"
H8,1,"2,856","2,856","2,856",895,895,895,37,37,37,55,55,55,"1,252","1,252","1,252",13,13,13,219,219,219,722,722,722,"4,245","4,245","4,245","51,542","51,542","51,542"
H9,1,"7,105","7,105","7,105",352,352,352,271,271,271,"1,135","1,135","1,135","1,943","1,943","1,943",71,71,71,418,418,418,"1,868","1,868","1,868","3,102","3,102","3,102","51,018","51,018","51,018"
H10,1,"2,096","2,096","2,096",,-19,-19,135,135,135,408,408,408,"1,578","1,578","1,578",182,182,182,,-22,-22,625,625,625,927,927,927,"50,776","50,776","50,776"
H11,1,"4,161","4,161","4,161",80,80,80,84,84,84,959,959,959,"1,648","1,648","1,648",26,26,26,165,165,165,"1,245","1,245","1,245","2,372","2,372","2,372","50,283","50,284","50,284"
H12,1,"3,736","3,736","3,736",208,208,208,126,126,126,"1,305","1,305","1,305","1,456","1,456","1,456",287,287,287,168,168,168,849,849,849,"1,029","1,029","1,029","49,082","49,082","49,082"

