Experiment Name,210902 TA M5/6 PA BM Spleen
Specimen Name,M5-6 LN
Tube Name,INX_GC77_001
Record Date,"Sep 2, 2021 2:07:08 PM"
Date Analyzed,09/03/2021 18:39

Sort Type,Index Sort
Sort Setup,85 micron
Precision ,Single Cell
Device,96 Well - Falcon
Yield Mask,0
Purity Mask,32
Phase Mask,16
Well,All Events #Events,All Events PA+ GFP-A Geo Mean,All Events PA+ GFP-A Mean,All Events PA+ GFP-A Median,All Events CD38 APC-A Geo Mean,All Events CD38 APC-A Mean,All Events CD38 APC-A Median,All Events TCRB APC-Cy7-A Geo Mean,All Events TCRB APC-Cy7-A Mean,All Events TCRB APC-Cy7-A Median,All Events IGY BV421-A Geo Mean,All Events IGY BV421-A Mean,All Events IGY BV421-A Median,All Events PA Pacific Orange-A Geo Mean,All Events PA Pacific Orange-A Mean,All Events PA Pacific Orange-A Median,All Events BV650-A Geo Mean,All Events BV650-A Mean,All Events BV650-A Median,All Events IGK RFP-A Geo Mean,All Events IGK RFP-A Mean,All Events IGK RFP-A Median,All Events FAS PE-Cy7-A Geo Mean,All Events FAS PE-Cy7-A Mean,All Events FAS PE-Cy7-A Median,All Events B220 BV786-A Geo Mean,All Events B220 BV786-A Mean,All Events B220 BV786-A Median,All Events Time Geo Mean,All Events Time Mean,All Events Time Median
F9,1,"1,988","1,988","1,988",135,135,135,241,241,241,"2,130","2,130","2,130","6,298","6,298","6,298",142,142,142,61,61,61,"1,641","1,641","1,641","3,618","3,618","3,618","80,264","80,264","80,264"
F10,1,"4,115","4,115","4,115",43,43,43,87,87,87,317,317,317,"2,834","2,834","2,834",223,223,223,118,118,118,825,825,825,"3,880","3,880","3,880","79,496","79,496","79,496"
F11,1,"2,455","2,455","2,455",3,3,3,,-75,-75,"1,095","1,095","1,095","1,183","1,183","1,183",179,179,179,20,20,20,784,784,784,"2,276","2,276","2,276","77,192","77,192","77,192"
F12,1,"3,568","3,568","3,568",116,116,116,,-128,-128,"1,045","1,045","1,045",908,908,908,,-22,-22,2,2,2,"1,537","1,537","1,537","4,808","4,808","4,808","75,550","75,550","75,550"
G1,1,"10,383","10,383","10,383",775,775,775,328,328,328,"3,117","3,117","3,117","2,713","2,713","2,713",5,5,5,478,478,478,"2,321","2,321","2,321","8,548","8,548","8,548","94,116","94,117","94,117"
G2,1,"3,854","3,854","3,854",39,39,39,105,105,105,732,732,732,"2,741","2,741","2,741",136,136,136,51,51,51,779,779,779,"2,339","2,339","2,339","94,970","94,970","94,970"
G3,1,"2,866","2,866","2,866",24,24,24,206,206,206,"2,506","2,506","2,506","4,527","4,527","4,527",302,302,302,60,60,60,868,868,868,"3,708","3,708","3,708","96,457","96,457","96,457"
G4,1,"7,320","7,320","7,320",33,33,33,263,263,263,438,438,438,"1,484","1,484","1,484",247,247,247,,-7,-7,933,933,933,"4,519","4,519","4,519","98,282","98,282","98,282"
G5,1,"4,742","4,742","4,742",148,148,148,54,54,54,"1,912","1,912","1,912",917,917,917,120,120,120,61,61,61,989,989,989,"4,119","4,119","4,119","100,065","100,066","100,066"
G6,1,"11,029","11,029","11,029",759,759,759,123,123,123,756,756,756,"1,583","1,583","1,583",45,45,45,"1,548","1,548","1,548","2,276","2,276","2,276","5,465","5,465","5,465","101,180","101,181","101,181"
G7,1,"5,324","5,324","5,324",706,706,706,185,185,185,63,63,63,"3,385","3,385","3,385",,-15,-15,666,666,666,"1,339","1,339","1,339","4,465","4,465","4,465","101,884","101,884","101,884"
G8,1,"2,113","2,113","2,113",53,53,53,169,169,169,"3,540","3,540","3,540","1,983","1,983","1,983",498,498,498,143,143,143,"1,172","1,172","1,172","8,079","8,079","8,079","105,480","105,480","105,480"
G9,1,"3,956","3,956","3,956",676,676,676,81,81,81,"3,119","3,119","3,119","1,223","1,223","1,223",93,93,93,330,330,330,"1,599","1,599","1,599","6,603","6,603","6,603","107,185","107,185","107,185"
G10,1,"1,435","1,435","1,435",755,755,755,248,248,248,235,235,235,"3,038","3,038","3,038",91,91,91,445,445,445,773,773,773,"1,975","1,975","1,975","109,627","109,628","109,628"
G11,1,"2,693","2,693","2,693",50,50,50,285,285,285,"1,039","1,039","1,039","2,489","2,489","2,489",117,117,117,42,42,42,"1,084","1,084","1,084","4,181","4,181","4,181","110,778","110,778","110,778"
G12,1,"2,037","2,037","2,037",8,8,8,,-45,-45,388,388,388,"3,347","3,347","3,347",22,22,22,,-11,-11,917,917,917,"3,293","3,293","3,293","111,026","111,026","111,026"
H1,1,"5,469","5,469","5,469",388,388,388,,-9,-9,25,25,25,"2,057","2,057","2,057",41,41,41,106,106,106,"1,138","1,138","1,138","2,808","2,808","2,808","132,201","132,201","132,201"
H2,1,"8,311","8,311","8,311",960,960,960,5,5,5,"1,769","1,769","1,769","3,882","3,882","3,882",26,26,26,344,344,344,"1,323","1,323","1,323","2,891","2,891","2,891","131,700","131,700","131,700"
H3,1,"4,810","4,810","4,810",65,65,65,79,79,79,"1,750","1,750","1,750","1,776","1,776","1,776",47,47,47,147,147,147,883,883,883,"3,130","3,130","3,130","131,367","131,367","131,367"
H4,1,"2,535","2,535","2,535",242,242,242,449,449,449,228,228,228,"3,417","3,417","3,417",150,150,150,83,83,83,"1,391","1,391","1,391","3,809","3,809","3,809","128,861","128,861","128,861"
H5,1,"3,378","3,378","3,378",279,279,279,70,70,70,999,999,999,"3,558","3,558","3,558",139,139,139,288,288,288,939,939,939,"1,738","1,738","1,738","128,245","128,245","128,245"
H6,1,"1,858","1,858","1,858",,-20,-20,317,317,317,"1,695","1,695","1,695","2,366","2,366","2,366",110,110,110,64,64,64,811,811,811,"3,074","3,074","3,074","124,923","124,923","124,923"
H7,1,"8,133","8,133","8,133",400,400,400,105,105,105,"1,484","1,484","1,484","1,700","1,700","1,700",104,104,104,304,304,304,"1,307","1,307","1,307","4,969","4,969","4,969","123,573","123,573","123,573"
H8,1,"2,557","2,557","2,557",317,317,317,,-19,-19,"8,038","8,038","8,038","2,524","2,524","2,524",261,261,261,427,427,427,646,646,646,"5,757","5,757","5,757","121,379","121,379","121,379"
H9,1,"3,326","3,326","3,326",,-28,-28,82,82,82,846,846,846,862,862,862,84,84,84,34,34,34,"1,183","1,183","1,183","4,519","4,519","4,519","119,090","119,090","119,090"
H10,1,"2,837","2,837","2,837",,-45,-45,207,207,207,200,200,200,"1,696","1,696","1,696",,-8,-8,,-10,-10,706,706,706,"1,415","1,415","1,415","115,702","115,702","115,702"
H11,1,"3,888","3,888","3,888",68,68,68,102,102,102,"1,442","1,442","1,442","1,167","1,167","1,167",78,78,78,33,33,33,"1,081","1,081","1,081","4,760","4,760","4,760","114,995","114,995","114,995"
H12,1,"7,916","7,916","7,916",187,187,187,134,134,134,"6,736","6,736","6,736","3,938","3,938","3,938",569,569,569,854,854,854,"1,660","1,660","1,660","12,918","12,918","12,918","111,472","111,472","111,472"

