Experiment Name,210831 TA M2 PA BM Spleen
Specimen Name,M2 LN
Tube Name,INX_GC22_001
Record Date,"Aug 31, 2021 2:13:07 PM"
Date Analyzed,09/03/2021 16:35

Sort Type,Index Sort
Sort Setup,85 micron
Precision ,Single Cell
Device,96 Well - Falcon
Yield Mask,0
Purity Mask,32
Phase Mask,16
Well,All Events #Events,All Events PA+ GFP-A Geo Mean,All Events PA+ GFP-A Mean,All Events PA+ GFP-A Median,All Events CD38 APC-A Geo Mean,All Events CD38 APC-A Mean,All Events CD38 APC-A Median,All Events TCRB APC-Cy7-A Geo Mean,All Events TCRB APC-Cy7-A Mean,All Events TCRB APC-Cy7-A Median,All Events IGY BV421-A Geo Mean,All Events IGY BV421-A Mean,All Events IGY BV421-A Median,All Events PA Pacific Orange-A Geo Mean,All Events PA Pacific Orange-A Mean,All Events PA Pacific Orange-A Median,All Events BV650-A Geo Mean,All Events BV650-A Mean,All Events BV650-A Median,All Events IGK RFP-A Geo Mean,All Events IGK RFP-A Mean,All Events IGK RFP-A Median,All Events FAS PE-Cy7-A Geo Mean,All Events FAS PE-Cy7-A Mean,All Events FAS PE-Cy7-A Median,All Events B220 BV786-A Geo Mean,All Events B220 BV786-A Mean,All Events B220 BV786-A Median,All Events Time Geo Mean,All Events Time Mean,All Events Time Median
E3,1,"4,483","4,483","4,483",48,48,48,16,16,16,523,523,523,"2,742","2,742","2,742",274,274,274,106,106,106,833,833,833,"3,392","3,392","3,392","28,437","28,437","28,437"
E4,1,"2,696","2,696","2,696",35,35,35,,-36,-36,708,708,708,"3,606","3,606","3,606",36,36,36,163,163,163,922,922,922,"2,968","2,968","2,968","28,830","28,830","28,830"
E5,1,"1,822","1,822","1,822",101,101,101,109,109,109,879,879,879,"3,397","3,397","3,397",176,176,176,115,115,115,938,938,938,"2,309","2,309","2,309","29,154","29,154","29,154"
E6,1,"2,540","2,540","2,540",303,303,303,205,205,205,516,516,516,"3,439","3,439","3,439",56,56,56,33,33,33,767,767,767,"3,080","3,080","3,080","29,429","29,429","29,429"
E7,1,"1,745","1,745","1,745",261,261,261,42,42,42,429,429,429,"3,391","3,391","3,391",319,319,319,94,94,94,"1,376","1,376","1,376","5,277","5,277","5,277","29,860","29,860","29,860"
E8,1,"2,103","2,103","2,103",441,441,441,284,284,284,538,538,538,"2,930","2,930","2,930",236,236,236,352,352,352,"1,388","1,388","1,388","5,203","5,203","5,203","30,594","30,594","30,594"
E9,1,"2,395","2,395","2,395",140,140,140,135,135,135,995,995,995,"3,593","3,593","3,593",27,27,27,31,31,31,686,686,686,"3,064","3,064","3,064","31,032","31,032","31,032"
E10,1,"2,293","2,293","2,293",416,416,416,210,210,210,"1,350","1,350","1,350","2,222","2,222","2,222",157,157,157,108,108,108,923,923,923,"7,344","7,344","7,344","31,462","31,462","31,462"
E11,1,"1,153","1,153","1,153",176,176,176,206,206,206,"1,947","1,947","1,947","3,779","3,779","3,779",,-61,-61,113,113,113,"1,640","1,640","1,640","5,919","5,919","5,919","32,286","32,286","32,286"
E12,1,"2,767","2,767","2,767",,-21,-21,33,33,33,"2,627","2,627","2,627","2,796","2,796","2,796",52,52,52,166,166,166,886,886,886,"2,097","2,097","2,097","32,596","32,596","32,596"
F1,1,"2,482","2,482","2,482",1,1,1,,-40,-40,"1,024","1,024","1,024","3,643","3,643","3,643",260,260,260,65,65,65,892,892,892,"1,481","1,481","1,481","36,454","36,454","36,454"
F2,1,"1,100","1,100","1,100",211,211,211,52,52,52,64,64,64,"3,711","3,711","3,711",223,223,223,230,230,230,"1,008","1,008","1,008","4,661","4,661","4,661","36,176","36,176","36,176"
F3,1,"3,927","3,927","3,927",,-7,-7,228,228,228,"1,328","1,328","1,328","4,920","4,920","4,920",290,290,290,117,117,117,"1,047","1,047","1,047","1,577","1,577","1,577","35,807","35,807","35,807"
F4,1,"1,023","1,023","1,023",102,102,102,193,193,193,"5,176","5,176","5,176","5,043","5,043","5,043",57,57,57,281,281,281,"2,364","2,364","2,364","6,032","6,032","6,032","35,599","35,599","35,599"
F5,1,"1,081","1,081","1,081",204,204,204,295,295,295,"1,363","1,363","1,363","3,777","3,777","3,777",216,216,216,268,268,268,"1,367","1,367","1,367","5,116","5,116","5,116","35,198","35,198","35,198"
F6,1,"2,135","2,135","2,135",132,132,132,111,111,111,997,997,997,"3,082","3,082","3,082",117,117,117,170,170,170,"1,406","1,406","1,406","4,756","4,756","4,756","34,886","34,886","34,886"
F7,1,"1,760","1,760","1,760",100,100,100,102,102,102,"1,645","1,645","1,645","4,868","4,868","4,868",322,322,322,111,111,111,"1,143","1,143","1,143","2,486","2,486","2,486","34,459","34,459","34,459"
F8,1,943,943,943,819,819,819,370,370,370,"1,813","1,813","1,813","5,116","5,116","5,116",159,159,159,181,181,181,"1,251","1,251","1,251","9,760","9,760","9,760","34,183","34,183","34,183"
F9,1,"2,361","2,361","2,361",33,33,33,172,172,172,"1,502","1,502","1,502","2,826","2,826","2,826",161,161,161,127,127,127,"1,233","1,233","1,233","3,595","3,595","3,595","33,948","33,948","33,948"
F10,1,"1,809","1,809","1,809",52,52,52,53,53,53,"2,388","2,388","2,388","3,231","3,231","3,231",86,86,86,150,150,150,865,865,865,"2,670","2,670","2,670","33,488","33,488","33,488"
F11,1,"2,858","2,858","2,858",9,9,9,91,91,91,"1,016","1,016","1,016","2,422","2,422","2,422",,-15,-15,111,111,111,722,722,722,"1,871","1,871","1,871","33,194","33,194","33,194"
F12,1,"1,246","1,246","1,246",146,146,146,49,49,49,358,358,358,"4,194","4,194","4,194",83,83,83,85,85,85,706,706,706,"3,467","3,467","3,467","32,939","32,939","32,939"
G1,1,"1,310","1,310","1,310",,-51,-51,63,63,63,"2,542","2,542","2,542","2,592","2,592","2,592",105,105,105,142,142,142,960,960,960,"3,343","3,343","3,343","36,732","36,732","36,732"
G2,1,"1,496","1,496","1,496",44,44,44,96,96,96,"2,333","2,333","2,333","1,996","1,996","1,996",58,58,58,153,153,153,"1,070","1,070","1,070","2,462","2,462","2,462","37,108","37,109","37,109"
G3,1,"2,141","2,141","2,141",,-6,-6,159,159,159,578,578,578,"2,366","2,366","2,366",112,112,112,9,9,9,681,681,681,"1,373","1,373","1,373","37,455","37,455","37,455"
G4,1,"4,377","4,377","4,377",226,226,226,,-69,-69,493,493,493,"2,641","2,641","2,641",46,46,46,95,95,95,"1,248","1,248","1,248","3,951","3,951","3,951","37,706","37,706","37,706"
G5,1,"2,692","2,692","2,692",428,428,428,122,122,122,"1,121","1,121","1,121","3,540","3,540","3,540",10,10,10,155,155,155,"1,150","1,150","1,150","2,762","2,762","2,762","37,968","37,968","37,968"
G6,1,"1,042","1,042","1,042",95,95,95,138,138,138,"1,504","1,504","1,504","3,403","3,403","3,403",38,38,38,169,169,169,736,736,736,"3,615","3,615","3,615","38,439","38,439","38,439"
G7,1,"1,123","1,123","1,123",471,471,471,192,192,192,"3,650","3,650","3,650","4,563","4,563","4,563",230,230,230,274,274,274,"1,782","1,782","1,782","9,237","9,237","9,237","39,333","39,333","39,333"
G8,1,"3,692","3,692","3,692",,-4,-4,124,124,124,909,909,909,"3,102","3,102","3,102",120,120,120,108,108,108,945,945,945,"2,452","2,452","2,452","39,816","39,816","39,816"
G9,1,"3,650","3,650","3,650",397,397,397,276,276,276,"2,128","2,128","2,128","3,458","3,458","3,458",53,53,53,633,633,633,"1,504","1,504","1,504","3,195","3,195","3,195","40,044","40,044","40,044"
G10,1,644,644,644,371,371,371,135,135,135,"3,375","3,375","3,375","1,564","1,564","1,564",43,43,43,313,313,313,"1,388","1,388","1,388","4,773","4,773","4,773","40,325","40,325","40,325"
G11,1,"1,351","1,351","1,351",337,337,337,319,319,319,"4,328","4,328","4,328","3,862","3,862","3,862",91,91,91,521,521,521,"1,586","1,586","1,586","6,635","6,635","6,635","41,076","41,076","41,076"
G12,1,"3,534","3,534","3,534",665,665,665,115,115,115,559,559,559,"2,661","2,661","2,661",,-32,-32,23,23,23,689,689,689,"3,415","3,415","3,415","41,341","41,341","41,341"
H1,1,"1,563","1,563","1,563",178,178,178,80,80,80,945,945,945,"3,222","3,222","3,222",33,33,33,145,145,145,"1,233","1,233","1,233","2,727","2,727","2,727","45,740","45,741","45,741"
H2,1,"3,564","3,564","3,564",,-2,-2,43,43,43,"1,211","1,211","1,211","4,334","4,334","4,334",141,141,141,137,137,137,927,927,927,"2,874","2,874","2,874","45,490","45,490","45,490"
H3,1,"3,031","3,031","3,031",43,43,43,90,90,90,739,739,739,"2,162","2,162","2,162",127,127,127,33,33,33,684,684,684,"1,239","1,239","1,239","45,272","45,273","45,273"
H4,1,"3,826","3,826","3,826",331,331,331,,-18,-18,"1,522","1,522","1,522","3,229","3,229","3,229",,-55,-55,,-12,-12,"1,201","1,201","1,201","6,792","6,792","6,792","44,953","44,953","44,953"
H5,1,"1,677","1,677","1,677",115,115,115,,-85,-85,"1,116","1,116","1,116","2,574","2,574","2,574",203,203,203,132,132,132,946,946,946,"2,370","2,370","2,370","44,598","44,598","44,598"
H6,1,"1,298","1,298","1,298",216,216,216,47,47,47,961,961,961,"2,606","2,606","2,606",276,276,276,105,105,105,866,866,866,"5,456","5,456","5,456","44,290","44,290","44,290"
H7,1,"1,113","1,113","1,113",160,160,160,127,127,127,"1,024","1,024","1,024","3,367","3,367","3,367",198,198,198,203,203,203,926,926,926,"2,010","2,010","2,010","44,044","44,044","44,044"
H8,1,"2,824","2,824","2,824",18,18,18,124,124,124,"1,693","1,693","1,693","2,906","2,906","2,906",101,101,101,44,44,44,928,928,928,"3,010","3,010","3,010","43,280","43,280","43,280"
H9,1,"3,030","3,030","3,030",128,128,128,41,41,41,"2,225","2,225","2,225","3,413","3,413","3,413",30,30,30,300,300,300,"1,116","1,116","1,116","3,665","3,665","3,665","42,720","42,720","42,720"
H10,1,"2,975","2,975","2,975",427,427,427,264,264,264,"6,352","6,352","6,352","3,397","3,397","3,397",96,96,96,381,381,381,"1,395","1,395","1,395","9,491","9,491","9,491","42,361","42,361","42,361"
H11,1,"1,059","1,059","1,059",20,20,20,45,45,45,"2,131","2,131","2,131","3,324","3,324","3,324",97,97,97,132,132,132,850,850,850,"4,647","4,647","4,647","42,037","42,037","42,037"
H12,1,976,976,976,128,128,128,120,120,120,398,398,398,"4,451","4,451","4,451",228,228,228,1,1,1,981,981,981,"3,974","3,974","3,974","41,609","41,609","41,609"

