Experiment Name,210901 TA M3/4 PA BM Spleen
Specimen Name,M3-4 LN
Tube Name,INX_GC69_001
Record Date,"Sep 1, 2021 7:20:43 PM"
Date Analyzed,09/03/2021 18:04

Sort Type,Index Sort
Sort Setup,85 micron
Precision ,Single Cell
Device,96 Well - Falcon
Yield Mask,0
Purity Mask,32
Phase Mask,16
Well,All Events #Events,All Events PA+ GFP-A Geo Mean,All Events PA+ GFP-A Mean,All Events PA+ GFP-A Median,All Events CD38 APC-A Geo Mean,All Events CD38 APC-A Mean,All Events CD38 APC-A Median,All Events TCRB APC-Cy7-A Geo Mean,All Events TCRB APC-Cy7-A Mean,All Events TCRB APC-Cy7-A Median,All Events IGY BV421-A Geo Mean,All Events IGY BV421-A Mean,All Events IGY BV421-A Median,All Events PA Pacific Orange-A Geo Mean,All Events PA Pacific Orange-A Mean,All Events PA Pacific Orange-A Median,All Events BV650-A Geo Mean,All Events BV650-A Mean,All Events BV650-A Median,All Events IGK RFP-A Geo Mean,All Events IGK RFP-A Mean,All Events IGK RFP-A Median,All Events FAS PE-Cy7-A Geo Mean,All Events FAS PE-Cy7-A Mean,All Events FAS PE-Cy7-A Median,All Events B220 BV786-A Geo Mean,All Events B220 BV786-A Mean,All Events B220 BV786-A Median,All Events Time Geo Mean,All Events Time Mean,All Events Time Median
A11,1,"2,674","2,674","2,674",,-5,-5,119,119,119,802,802,802,"3,103","3,103","3,103",244,244,244,54,54,54,"1,151","1,151","1,151","4,318","4,318","4,318","11,538","11,538","11,538"
A12,1,"2,219","2,219","2,219",51,51,51,,-20,-20,993,993,993,"1,996","1,996","1,996",174,174,174,32,32,32,780,780,780,"2,883","2,883","2,883","12,845","12,845","12,845"
B1,1,"2,537","2,537","2,537",140,140,140,190,190,190,"2,527","2,527","2,527","2,361","2,361","2,361",200,200,200,134,134,134,707,707,707,"6,401","6,401","6,401","21,343","21,343","21,343"
B2,1,"2,319","2,319","2,319",11,11,11,,-13,-13,481,481,481,"1,449","1,449","1,449",116,116,116,14,14,14,556,556,556,818,818,818,"20,895","20,895","20,895"
B3,1,"3,062","3,062","3,062",308,308,308,230,230,230,"1,204","1,204","1,204","1,623","1,623","1,623",178,178,178,253,253,253,"1,298","1,298","1,298","6,660","6,660","6,660","20,452","20,452","20,452"
B4,1,"2,471","2,471","2,471",,-10,-10,43,43,43,"1,411","1,411","1,411","1,790","1,790","1,790",94,94,94,190,190,190,636,636,636,"1,770","1,770","1,770","20,174","20,174","20,174"
B5,1,"3,511","3,511","3,511",183,183,183,130,130,130,"1,343","1,343","1,343","2,180","2,180","2,180",9,9,9,59,59,59,"1,881","1,881","1,881","4,259","4,259","4,259","19,918","19,918","19,918"
B6,1,"3,443","3,443","3,443",,-2,-2,68,68,68,726,726,726,"1,791","1,791","1,791",39,39,39,60,60,60,825,825,825,"1,303","1,303","1,303","19,218","19,218","19,218"
B7,1,"2,136","2,136","2,136",58,58,58,146,146,146,661,661,661,"2,077","2,077","2,077",41,41,41,123,123,123,602,602,602,"2,340","2,340","2,340","18,810","18,811","18,811"
B8,1,"4,116","4,116","4,116",136,136,136,172,172,172,791,791,791,"2,773","2,773","2,773",209,209,209,95,95,95,795,795,795,"2,830","2,830","2,830","17,546","17,546","17,546"
B9,1,"3,044","3,044","3,044",97,97,97,,-21,-21,592,592,592,"2,106","2,106","2,106",116,116,116,137,137,137,617,617,617,"1,309","1,309","1,309","16,317","16,317","16,317"
B10,1,"2,596","2,596","2,596",,-36,-36,143,143,143,764,764,764,"1,796","1,796","1,796",5,5,5,65,65,65,917,917,917,"2,090","2,090","2,090","14,301","14,301","14,301"
B11,1,"5,165","5,165","5,165",12,12,12,196,196,196,558,558,558,"1,181","1,181","1,181",165,165,165,,-36,-36,756,756,756,"6,032","6,032","6,032","13,879","13,879","13,879"
B12,1,"4,842","4,842","4,842",43,43,43,66,66,66,"1,185","1,185","1,185","2,022","2,022","2,022",149,149,149,109,109,109,"1,010","1,010","1,010","2,613","2,613","2,613","13,241","13,241","13,241"
C1,1,"3,967","3,967","3,967",127,127,127,167,167,167,803,803,803,"1,988","1,988","1,988",69,69,69,74,74,74,615,615,615,"1,100","1,100","1,100","21,731","21,731","21,731"
C2,1,"1,381","1,381","1,381",124,124,124,153,153,153,330,330,330,"1,945","1,945","1,945",83,83,83,60,60,60,813,813,813,"6,566","6,566","6,566","22,000","22,001","22,001"
C3,1,"1,509","1,509","1,509",53,53,53,,-43,-43,"2,212","2,212","2,212","2,656","2,656","2,656",87,87,87,159,159,159,818,818,818,"1,585","1,585","1,585","22,471","22,471","22,471"
C4,1,"2,357","2,357","2,357",105,105,105,142,142,142,"1,382","1,382","1,382","3,695","3,695","3,695",,-2,-2,41,41,41,993,993,993,"3,116","3,116","3,116","23,173","23,173","23,173"
C5,1,"1,533","1,533","1,533",19,19,19,28,28,28,"1,139","1,139","1,139","3,118","3,118","3,118",62,62,62,53,53,53,"1,084","1,084","1,084","2,424","2,424","2,424","23,535","23,535","23,535"
C6,1,"2,817","2,817","2,817",,-30,-30,,-33,-33,"1,127","1,127","1,127","1,644","1,644","1,644",58,58,58,14,14,14,816,816,816,"1,870","1,870","1,870","24,113","24,113","24,113"
C7,1,"1,984","1,984","1,984",53,53,53,218,218,218,527,527,527,"1,901","1,901","1,901",150,150,150,7,7,7,868,868,868,"3,059","3,059","3,059","24,864","24,864","24,864"
C8,1,"1,301","1,301","1,301",60,60,60,,-3,-3,339,339,339,"3,102","3,102","3,102",224,224,224,9,9,9,964,964,964,"4,612","4,612","4,612","25,409","25,409","25,409"
C9,1,"2,624","2,624","2,624",64,64,64,,-57,-57,433,433,433,"1,742","1,742","1,742",161,161,161,20,20,20,548,548,548,973,973,973,"25,833","25,833","25,833"
C10,1,"1,263","1,263","1,263",43,43,43,97,97,97,352,352,352,"2,420","2,420","2,420",266,266,266,102,102,102,792,792,792,"1,378","1,378","1,378","26,080","26,080","26,080"
C11,1,"2,003","2,003","2,003",244,244,244,56,56,56,718,718,718,"1,364","1,364","1,364",152,152,152,275,275,275,540,540,540,"2,028","2,028","2,028","26,333","26,333","26,333"
C12,1,"1,711","1,711","1,711",65,65,65,70,70,70,"1,053","1,053","1,053","2,330","2,330","2,330",315,315,315,,-5,-5,824,824,824,"2,663","2,663","2,663","26,680","26,680","26,680"
D1,1,"1,746","1,746","1,746",,0,0,262,262,262,"1,359","1,359","1,359","2,278","2,278","2,278",5,5,5,78,78,78,773,773,773,"2,594","2,594","2,594","32,215","32,215","32,215"
D2,1,"4,857","4,857","4,857",369,369,369,122,122,122,726,726,726,"2,792","2,792","2,792",168,168,168,269,269,269,906,906,906,"2,558","2,558","2,558","31,860","31,861","31,861"
D3,1,"4,833","4,833","4,833",,-33,-33,,-33,-33,"1,129","1,129","1,129","1,452","1,452","1,452",196,196,196,8,8,8,788,788,788,968,968,968,"31,510","31,510","31,510"
D4,1,"1,282","1,282","1,282",666,666,666,30,30,30,"1,260","1,260","1,260","2,667","2,667","2,667",175,175,175,291,291,291,"1,132","1,132","1,132","4,581","4,581","4,581","31,224","31,224","31,224"
D5,1,"2,143","2,143","2,143",223,223,223,81,81,81,343,343,343,"1,461","1,461","1,461",7,7,7,106,106,106,715,715,715,"1,295","1,295","1,295","30,917","30,917","30,917"
D6,1,"2,473","2,473","2,473",34,34,34,,-60,-60,487,487,487,"2,252","2,252","2,252",233,233,233,26,26,26,856,856,856,"3,732","3,732","3,732","30,314","30,314","30,314"
D7,1,"3,518","3,518","3,518",199,199,199,159,159,159,566,566,566,"3,478","3,478","3,478",,-30,-30,158,158,158,802,802,802,"1,772","1,772","1,772","29,333","29,333","29,333"
D8,1,"1,439","1,439","1,439",25,25,25,,-50,-50,468,468,468,"2,045","2,045","2,045",,-80,-80,8,8,8,904,904,904,"3,180","3,180","3,180","28,908","28,908","28,908"
D9,1,"2,817","2,817","2,817",145,145,145,127,127,127,"1,241","1,241","1,241","1,697","1,697","1,697",169,169,169,104,104,104,859,859,859,"1,200","1,200","1,200","28,083","28,083","28,083"
D10,1,"2,407","2,407","2,407",40,40,40,71,71,71,91,91,91,"1,389","1,389","1,389",199,199,199,136,136,136,729,729,729,"1,786","1,786","1,786","27,761","27,761","27,761"
D11,1,"2,476","2,476","2,476",,-1,-1,10,10,10,857,857,857,"2,878","2,878","2,878",128,128,128,57,57,57,994,994,994,"1,868","1,868","1,868","27,290","27,290","27,290"
D12,1,"2,426","2,426","2,426",36,36,36,46,46,46,691,691,691,"1,618","1,618","1,618",,-61,-61,44,44,44,752,752,752,"1,267","1,267","1,267","26,967","26,967","26,967"
E1,1,"4,552","4,552","4,552",33,33,33,194,194,194,992,992,992,"1,666","1,666","1,666",98,98,98,178,178,178,871,871,871,"2,888","2,888","2,888","32,866","32,866","32,866"
E2,1,"4,148","4,148","4,148",25,25,25,140,140,140,"1,951","1,951","1,951","1,201","1,201","1,201",1,1,1,69,69,69,982,982,982,"1,224","1,224","1,224","34,023","34,023","34,023"
E3,1,"4,646","4,646","4,646",24,24,24,186,186,186,863,863,863,"2,349","2,349","2,349",203,203,203,114,114,114,787,787,787,"2,905","2,905","2,905","34,752","34,752","34,752"
E4,1,"5,126","5,126","5,126",,-18,-18,96,96,96,"1,253","1,253","1,253","1,894","1,894","1,894",286,286,286,233,233,233,779,779,779,"1,783","1,783","1,783","35,325","35,325","35,325"
E5,1,"1,882","1,882","1,882",127,127,127,134,134,134,"1,508","1,508","1,508","2,497","2,497","2,497",141,141,141,120,120,120,"1,230","1,230","1,230","4,549","4,549","4,549","35,623","35,623","35,623"
E6,1,"4,096","4,096","4,096",36,36,36,24,24,24,356,356,356,"1,913","1,913","1,913",101,101,101,7,7,7,798,798,798,"1,946","1,946","1,946","36,245","36,245","36,245"
E7,1,"1,184","1,184","1,184",,-13,-13,57,57,57,186,186,186,"2,640","2,640","2,640",171,171,171,,-2,-2,820,820,820,"2,938","2,938","2,938","36,483","36,483","36,483"
E8,1,"4,078","4,078","4,078",126,126,126,193,193,193,"1,322","1,322","1,322","2,625","2,625","2,625",40,40,40,18,18,18,"1,043","1,043","1,043","2,760","2,760","2,760","36,732","36,732","36,732"
E9,1,"1,897","1,897","1,897",46,46,46,3,3,3,747,747,747,"1,722","1,722","1,722",214,214,214,106,106,106,692,692,692,"1,676","1,676","1,676","37,212","37,212","37,212"
E10,1,"4,907","4,907","4,907",40,40,40,112,112,112,"1,073","1,073","1,073","1,910","1,910","1,910",,-44,-44,47,47,47,815,815,815,"1,221","1,221","1,221","37,498","37,498","37,498"
E11,1,"4,356","4,356","4,356",28,28,28,,-62,-62,855,855,855,"1,815","1,815","1,815",,-7,-7,36,36,36,835,835,835,"4,280","4,280","4,280","37,752","37,753","37,753"
E12,1,"2,159","2,159","2,159",,-8,-8,79,79,79,486,486,486,"1,567","1,567","1,567",128,128,128,45,45,45,719,719,719,"1,397","1,397","1,397","39,092","39,092","39,092"
F1,1,"2,302","2,302","2,302",19,19,19,13,13,13,344,344,344,"2,747","2,747","2,747",203,203,203,64,64,64,672,672,672,"1,233","1,233","1,233","46,636","46,636","46,636"
F2,1,"2,119","2,119","2,119",11,11,11,162,162,162,888,888,888,"2,019","2,019","2,019",190,190,190,40,40,40,610,610,610,"1,302","1,302","1,302","44,836","44,836","44,836"
F3,1,"2,412","2,412","2,412",288,288,288,388,388,388,513,513,513,"2,336","2,336","2,336",122,122,122,788,788,788,"1,759","1,759","1,759","2,732","2,732","2,732","44,449","44,449","44,449"
F4,1,"3,483","3,483","3,483",574,574,574,162,162,162,764,764,764,"1,730","1,730","1,730",103,103,103,436,436,436,645,645,645,"1,558","1,558","1,558","43,908","43,908","43,908"
F5,1,"4,187","4,187","4,187",16,16,16,132,132,132,779,779,779,"2,452","2,452","2,452",28,28,28,,-30,-30,693,693,693,"2,092","2,092","2,092","43,635","43,635","43,635"
F6,1,"2,198","2,198","2,198",,-24,-24,46,46,46,823,823,823,"2,012","2,012","2,012",101,101,101,10,10,10,988,988,988,"2,152","2,152","2,152","42,967","42,967","42,967"
F7,1,"1,742","1,742","1,742",499,499,499,74,74,74,"1,354","1,354","1,354","2,004","2,004","2,004",263,263,263,340,340,340,738,738,738,"3,975","3,975","3,975","42,617","42,617","42,617"
F8,1,"2,156","2,156","2,156",13,13,13,97,97,97,"1,270","1,270","1,270","3,073","3,073","3,073",425,425,425,161,161,161,517,517,517,"2,049","2,049","2,049","41,932","41,932","41,932"
F9,1,"1,393","1,393","1,393",,-57,-57,,-7,-7,771,771,771,"1,956","1,956","1,956",152,152,152,86,86,86,890,890,890,"2,274","2,274","2,274","41,241","41,241","41,241"
F10,1,"1,948","1,948","1,948",,-18,-18,114,114,114,380,380,380,"2,232","2,232","2,232",118,118,118,21,21,21,597,597,597,"1,984","1,984","1,984","40,755","40,755","40,755"
F11,1,"2,687","2,687","2,687",195,195,195,96,96,96,"1,446","1,446","1,446","1,879","1,879","1,879",157,157,157,285,285,285,"1,041","1,041","1,041","1,716","1,716","1,716","40,374","40,375","40,375"
F12,1,"5,282","5,282","5,282",20,20,20,66,66,66,"1,901","1,901","1,901","1,687","1,687","1,687",,-70,-70,30,30,30,"1,719","1,719","1,719","7,089","7,089","7,089","39,956","39,956","39,956"
G1,1,"2,379","2,379","2,379",3,3,3,18,18,18,956,956,956,"2,142","2,142","2,142",22,22,22,22,22,22,837,837,837,"1,950","1,950","1,950","47,408","47,408","47,408"
G2,1,"3,357","3,357","3,357",,-36,-36,136,136,136,480,480,480,"2,016","2,016","2,016",32,32,32,4,4,4,862,862,862,"2,318","2,318","2,318","47,628","47,628","47,628"
G3,1,"1,315","1,315","1,315",73,73,73,41,41,41,"1,090","1,090","1,090","3,095","3,095","3,095",283,283,283,113,113,113,923,923,923,"2,611","2,611","2,611","48,018","48,018","48,018"
G4,1,"4,714","4,714","4,714",140,140,140,132,132,132,795,795,795,"1,602","1,602","1,602",17,17,17,18,18,18,972,972,972,"2,284","2,284","2,284","48,329","48,329","48,329"
G5,1,"1,430","1,430","1,430",,-23,-23,181,181,181,"1,232","1,232","1,232","2,268","2,268","2,268",,-44,-44,37,37,37,758,758,758,"1,718","1,718","1,718","48,667","48,667","48,667"
G6,1,"3,157","3,157","3,157",,-37,-37,101,101,101,690,690,690,"2,455","2,455","2,455",228,228,228,,-31,-31,907,907,907,"5,570","5,570","5,570","49,275","49,275","49,275"
G7,1,"1,543","1,543","1,543",423,423,423,,-23,-23,"1,893","1,893","1,893","4,279","4,279","4,279",12,12,12,294,294,294,799,799,799,"2,204","2,204","2,204","49,803","49,803","49,803"
G8,1,"2,135","2,135","2,135",,-44,-44,247,247,247,"1,561","1,561","1,561","1,774","1,774","1,774",173,173,173,83,83,83,780,780,780,"3,192","3,192","3,192","50,481","50,481","50,481"
G9,1,"2,124","2,124","2,124",,-18,-18,41,41,41,407,407,407,"1,942","1,942","1,942",37,37,37,20,20,20,544,544,544,"1,578","1,578","1,578","50,792","50,792","50,792"
G10,1,"4,001","4,001","4,001",139,139,139,35,35,35,"1,225","1,225","1,225","3,534","3,534","3,534",329,329,329,122,122,122,803,803,803,"1,117","1,117","1,117","51,768","51,768","51,768"
G11,1,"1,382","1,382","1,382",8,8,8,213,213,213,880,880,880,"2,772","2,772","2,772",155,155,155,43,43,43,979,979,979,"3,805","3,805","3,805","53,985","53,985","53,985"
G12,1,"1,275","1,275","1,275",51,51,51,128,128,128,973,973,973,"3,734","3,734","3,734",37,37,37,100,100,100,"1,280","1,280","1,280","2,301","2,301","2,301","54,216","54,217","54,217"
H1,1,"1,437","1,437","1,437",,-22,-22,130,130,130,751,751,751,"2,504","2,504","2,504",122,122,122,,-6,-6,814,814,814,"3,163","3,163","3,163","59,922","59,922","59,922"
H2,1,"1,133","1,133","1,133",121,121,121,123,123,123,"1,523","1,523","1,523","3,534","3,534","3,534",162,162,162,304,304,304,"1,297","1,297","1,297","2,178","2,178","2,178","59,309","59,309","59,309"
H3,1,"3,456","3,456","3,456",101,101,101,85,85,85,618,618,618,"1,357","1,357","1,357",53,53,53,20,20,20,521,521,521,"1,951","1,951","1,951","58,776","58,776","58,776"
H4,1,"4,512","4,512","4,512",431,431,431,124,124,124,468,468,468,"1,699","1,699","1,699",153,153,153,382,382,382,794,794,794,"1,455","1,455","1,455","58,383","58,383","58,383"
H5,1,"1,190","1,190","1,190",63,63,63,108,108,108,"1,111","1,111","1,111","2,342","2,342","2,342",89,89,89,234,234,234,557,557,557,"2,922","2,922","2,922","58,119","58,119","58,119"
H6,1,"3,035","3,035","3,035",142,142,142,84,84,84,721,721,721,"2,561","2,561","2,561",70,70,70,5,5,5,976,976,976,"1,524","1,524","1,524","57,583","57,583","57,583"
H7,1,"1,966","1,966","1,966",,-19,-19,51,51,51,646,646,646,"2,666","2,666","2,666",96,96,96,10,10,10,622,622,622,"2,644","2,644","2,644","57,203","57,203","57,203"
H8,1,"3,390","3,390","3,390",129,129,129,85,85,85,519,519,519,"1,984","1,984","1,984",172,172,172,124,124,124,689,689,689,"1,250","1,250","1,250","56,950","56,950","56,950"
H9,1,"3,984","3,984","3,984",36,36,36,42,42,42,637,637,637,"1,514","1,514","1,514",105,105,105,76,76,76,760,760,760,"1,403","1,403","1,403","56,375","56,375","56,375"
H10,1,"2,582","2,582","2,582",39,39,39,12,12,12,"1,260","1,260","1,260","1,621","1,621","1,621",154,154,154,91,91,91,736,736,736,"1,608","1,608","1,608","55,899","55,899","55,899"
H11,1,"7,013","7,013","7,013",159,159,159,110,110,110,774,774,774,661,661,661,60,60,60,156,156,156,567,567,567,"2,306","2,306","2,306","55,653","55,653","55,653"
H12,1,"3,454","3,454","3,454",253,253,253,55,55,55,"1,001","1,001","1,001","2,931","2,931","2,931",154,154,154,103,103,103,754,754,754,"2,125","2,125","2,125","54,782","54,782","54,782"

