Experiment Name,210901 TA M3/4 PA BM Spleen
Specimen Name,M3-4 LN
Tube Name,INX_GC42_001
Record Date,"Sep 1, 2021 12:59:40 PM"
Date Analyzed,09/03/2021 17:19

Sort Type,Index Sort
Sort Setup,85 micron
Precision ,Single Cell
Device,96 Well - Falcon
Yield Mask,0
Purity Mask,32
Phase Mask,16
Well,All Events #Events,All Events PA+ GFP-A Geo Mean,All Events PA+ GFP-A Mean,All Events PA+ GFP-A Median,All Events CD38 APC-A Geo Mean,All Events CD38 APC-A Mean,All Events CD38 APC-A Median,All Events TCRB APC-Cy7-A Geo Mean,All Events TCRB APC-Cy7-A Mean,All Events TCRB APC-Cy7-A Median,All Events IGY BV421-A Geo Mean,All Events IGY BV421-A Mean,All Events IGY BV421-A Median,All Events PA Pacific Orange-A Geo Mean,All Events PA Pacific Orange-A Mean,All Events PA Pacific Orange-A Median,All Events BV650-A Geo Mean,All Events BV650-A Mean,All Events BV650-A Median,All Events IGK RFP-A Geo Mean,All Events IGK RFP-A Mean,All Events IGK RFP-A Median,All Events FAS PE-Cy7-A Geo Mean,All Events FAS PE-Cy7-A Mean,All Events FAS PE-Cy7-A Median,All Events B220 BV786-A Geo Mean,All Events B220 BV786-A Mean,All Events B220 BV786-A Median,All Events Time Geo Mean,All Events Time Mean,All Events Time Median
F2,1,"10,578","10,578","10,578",51,51,51,32,32,32,680,680,680,"2,049","2,049","2,049",98,98,98,91,91,91,958,958,958,"1,590","1,590","1,590","28,677","28,677","28,677"
F3,1,"6,873","6,873","6,873",173,173,173,83,83,83,969,969,969,"1,792","1,792","1,792",78,78,78,166,166,166,981,981,981,"2,369","2,369","2,369","28,054","28,054","28,054"
F4,1,"7,266","7,266","7,266",113,113,113,57,57,57,499,499,499,860,860,860,8,8,8,60,60,60,601,601,601,922,922,922,"27,737","27,737","27,737"
F5,1,"8,507","8,507","8,507",24,24,24,80,80,80,"1,395","1,395","1,395",524,524,524,,-25,-25,135,135,135,619,619,619,759,759,759,"27,437","27,437","27,437"
F6,1,"11,322","11,322","11,322",62,62,62,12,12,12,"1,821","1,821","1,821",721,721,721,183,183,183,306,306,306,847,847,847,"1,137","1,137","1,137","27,205","27,205","27,205"
F7,1,"2,227","2,227","2,227",45,45,45,68,68,68,954,954,954,"1,567","1,567","1,567",13,13,13,70,70,70,630,630,630,"2,350","2,350","2,350","26,955","26,955","26,955"
F8,1,"2,386","2,386","2,386",76,76,76,46,46,46,404,404,404,"2,580","2,580","2,580",125,125,125,,-29,-29,688,688,688,985,985,985,"26,562","26,562","26,562"
F9,1,"12,158","12,158","12,158",255,255,255,18,18,18,"1,653","1,653","1,653","2,269","2,269","2,269",189,189,189,212,212,212,"1,060","1,060","1,060","2,127","2,127","2,127","26,250","26,250","26,250"
F10,1,"5,108","5,108","5,108",,-6,-6,39,39,39,"1,360","1,360","1,360","1,373","1,373","1,373",214,214,214,174,174,174,932,932,932,"2,030","2,030","2,030","25,779","25,779","25,779"
F11,1,"12,043","12,043","12,043",664,664,664,,-11,-11,"1,784","1,784","1,784","1,394","1,394","1,394",,-51,-51,264,264,264,"1,187","1,187","1,187","1,499","1,499","1,499","25,235","25,235","25,235"
F12,1,"1,232","1,232","1,232",53,53,53,47,47,47,685,685,685,"1,981","1,981","1,981",48,48,48,109,109,109,545,545,545,"1,333","1,333","1,333","24,982","24,982","24,982"
G1,1,"4,530","4,530","4,530",272,272,272,,-89,-89,"2,749","2,749","2,749","2,328","2,328","2,328",65,65,65,428,428,428,995,995,995,"1,966","1,966","1,966","29,236","29,236","29,236"
G2,1,"2,315","2,315","2,315",79,79,79,,-10,-10,987,987,987,"2,519","2,519","2,519",422,422,422,125,125,125,889,889,889,"1,391","1,391","1,391","29,541","29,541","29,541"
G3,1,"7,518","7,518","7,518",23,23,23,103,103,103,386,386,386,"1,633","1,633","1,633",100,100,100,75,75,75,467,467,467,869,869,869,"29,861","29,861","29,861"
G4,1,"4,220","4,220","4,220",57,57,57,,-52,-52,709,709,709,"2,348","2,348","2,348",203,203,203,113,113,113,701,701,701,"1,563","1,563","1,563","30,194","30,194","30,194"
G5,1,"4,670","4,670","4,670",143,143,143,79,79,79,488,488,488,"1,865","1,865","1,865",117,117,117,246,246,246,869,869,869,"1,791","1,791","1,791","30,493","30,493","30,493"
G6,1,"3,065","3,065","3,065",108,108,108,51,51,51,"1,251","1,251","1,251","1,159","1,159","1,159",17,17,17,260,260,260,607,607,607,"1,303","1,303","1,303","30,738","30,738","30,738"
G7,1,"9,684","9,684","9,684",,-15,-15,192,192,192,"1,494","1,494","1,494",963,963,963,363,363,363,138,138,138,605,605,605,"1,420","1,420","1,420","31,108","31,108","31,108"
G8,1,"3,078","3,078","3,078",18,18,18,100,100,100,680,680,680,"1,422","1,422","1,422",287,287,287,49,49,49,938,938,938,"2,029","2,029","2,029","31,651","31,651","31,651"
G9,1,"4,384","4,384","4,384",18,18,18,148,148,148,"1,215","1,215","1,215","2,802","2,802","2,802",178,178,178,142,142,142,"1,013","1,013","1,013","1,853","1,853","1,853","31,927","31,927","31,927"
G10,1,"8,082","8,082","8,082",303,303,303,101,101,101,996,996,996,"1,034","1,034","1,034",59,59,59,357,357,357,"1,112","1,112","1,112","1,894","1,894","1,894","32,194","32,194","32,194"
G11,1,"8,847","8,847","8,847",430,430,430,127,127,127,"1,152","1,152","1,152",689,689,689,25,25,25,458,458,458,835,835,835,"2,220","2,220","2,220","32,937","32,937","32,937"
G12,1,"5,176","5,176","5,176",69,69,69,,-102,-102,"1,396","1,396","1,396","2,628","2,628","2,628",,-46,-46,138,138,138,696,696,696,"1,217","1,217","1,217","33,359","33,359","33,359"
H1,1,"9,268","9,268","9,268",212,212,212,27,27,27,358,358,358,714,714,714,77,77,77,78,78,78,870,870,870,"1,175","1,175","1,175","38,936","38,936","38,936"
H2,1,"12,224","12,224","12,224",792,792,792,2,2,2,820,820,820,"1,975","1,975","1,975",,-39,-39,129,129,129,799,799,799,"1,306","1,306","1,306","38,515","38,515","38,515"
H3,1,"5,547","5,547","5,547",132,132,132,16,16,16,"3,826","3,826","3,826","2,396","2,396","2,396",87,87,87,412,412,412,"1,110","1,110","1,110","4,099","4,099","4,099","37,960","37,960","37,960"
H4,1,"5,667","5,667","5,667",7,7,7,73,73,73,"1,959","1,959","1,959","2,307","2,307","2,307",225,225,225,244,244,244,788,788,788,"2,023","2,023","2,023","37,632","37,632","37,632"
H5,1,"3,738","3,738","3,738",,-36,-36,28,28,28,"1,110","1,110","1,110","2,608","2,608","2,608",309,309,309,77,77,77,550,550,550,"1,356","1,356","1,356","37,328","37,328","37,328"
H6,1,"9,695","9,695","9,695",12,12,12,34,34,34,"1,267","1,267","1,267","1,653","1,653","1,653",96,96,96,71,71,71,"1,403","1,403","1,403","2,028","2,028","2,028","36,895","36,895","36,895"
H7,1,"6,439","6,439","6,439",174,174,174,8,8,8,"1,294","1,294","1,294","2,049","2,049","2,049",82,82,82,328,328,328,"1,368","1,368","1,368","1,609","1,609","1,609","36,586","36,586","36,586"
H8,1,"6,922","6,922","6,922",40,40,40,7,7,7,"1,470","1,470","1,470","1,003","1,003","1,003",241,241,241,320,320,320,674,674,674,"1,254","1,254","1,254","36,021","36,021","36,021"
H9,1,"4,687","4,687","4,687",308,308,308,143,143,143,"2,470","2,470","2,470","1,876","1,876","1,876",,-13,-13,446,446,446,551,551,551,880,880,880,"35,698","35,698","35,698"
H10,1,"2,414","2,414","2,414",268,268,268,221,221,221,477,477,477,"2,363","2,363","2,363",80,80,80,230,230,230,695,695,695,"1,469","1,469","1,469","35,226","35,227","35,227"
H11,1,"5,853","5,853","5,853",22,22,22,28,28,28,981,981,981,980,980,980,32,32,32,72,72,72,595,595,595,"1,145","1,145","1,145","34,618","34,618","34,618"
H12,1,"7,282","7,282","7,282",278,278,278,1,1,1,866,866,866,"2,014","2,014","2,014",156,156,156,196,196,196,541,541,541,"1,390","1,390","1,390","33,654","33,654","33,654"

