Experiment Name,210901 TA M3/4 PA BM Spleen
Specimen Name,M3-4 LN
Tube Name,INX_GC48_001
Record Date,"Sep 1, 2021 2:35:34 PM"
Date Analyzed,09/03/2021 17:46

Sort Type,Index Sort
Sort Setup,85 micron
Precision ,Single Cell
Device,96 Well - Falcon
Yield Mask,0
Purity Mask,32
Phase Mask,16
Well,All Events #Events,All Events PA+ GFP-A Geo Mean,All Events PA+ GFP-A Mean,All Events PA+ GFP-A Median,All Events CD38 APC-A Geo Mean,All Events CD38 APC-A Mean,All Events CD38 APC-A Median,All Events TCRB APC-Cy7-A Geo Mean,All Events TCRB APC-Cy7-A Mean,All Events TCRB APC-Cy7-A Median,All Events IGY BV421-A Geo Mean,All Events IGY BV421-A Mean,All Events IGY BV421-A Median,All Events PA Pacific Orange-A Geo Mean,All Events PA Pacific Orange-A Mean,All Events PA Pacific Orange-A Median,All Events BV650-A Geo Mean,All Events BV650-A Mean,All Events BV650-A Median,All Events IGK RFP-A Geo Mean,All Events IGK RFP-A Mean,All Events IGK RFP-A Median,All Events FAS PE-Cy7-A Geo Mean,All Events FAS PE-Cy7-A Mean,All Events FAS PE-Cy7-A Median,All Events B220 BV786-A Geo Mean,All Events B220 BV786-A Mean,All Events B220 BV786-A Median,All Events Time Geo Mean,All Events Time Mean,All Events Time Median
B7,1,"1,904","1,904","1,904",51,51,51,40,40,40,471,471,471,"1,956","1,956","1,956",95,95,95,112,112,112,670,670,670,"1,207","1,207","1,207","10,337","10,337","10,337"
B8,1,"2,550","2,550","2,550",501,501,501,265,265,265,"1,350","1,350","1,350",779,779,779,,-29,-29,114,114,114,"2,567","2,567","2,567","1,503","1,503","1,503","9,536","9,536","9,536"
B9,1,"4,796","4,796","4,796",81,81,81,92,92,92,549,549,549,"1,145","1,145","1,145",95,95,95,79,79,79,556,556,556,"1,012","1,012","1,012","9,260","9,260","9,260"
B10,1,"4,899","4,899","4,899",,-36,-36,123,123,123,547,547,547,"1,390","1,390","1,390",237,237,237,40,40,40,523,523,523,841,841,841,"8,892","8,892","8,892"
B11,1,"3,915","3,915","3,915",,-18,-18,282,282,282,"1,532","1,532","1,532",781,781,781,106,106,106,152,152,152,831,831,831,"1,968","1,968","1,968","8,572","8,572","8,572"
B12,1,"4,800","4,800","4,800",6,6,6,246,246,246,"2,286","2,286","2,286","3,889","3,889","3,889",222,222,222,160,160,160,"1,414","1,414","1,414","4,152","4,152","4,152","8,066","8,066","8,066"
C1,1,"2,917","2,917","2,917",0,0,0,44,44,44,"1,648","1,648","1,648","1,697","1,697","1,697",164,164,164,34,34,34,"1,029","1,029","1,029","2,086","2,086","2,086","15,719","15,719","15,719"
C2,1,"4,717","4,717","4,717",,-13,-13,54,54,54,551,551,551,"1,564","1,564","1,564",63,63,63,14,14,14,683,683,683,"1,409","1,409","1,409","15,956","15,956","15,956"
C3,1,"7,058","7,058","7,058",64,64,64,33,33,33,"1,068","1,068","1,068","3,490","3,490","3,490",,-26,-26,206,206,206,973,973,973,"1,169","1,169","1,169","16,386","16,386","16,386"
C4,1,"10,945","10,945","10,945",57,57,57,86,86,86,"1,583","1,583","1,583","1,297","1,297","1,297",82,82,82,117,117,117,854,854,854,"2,444","2,444","2,444","16,674","16,674","16,674"
C5,1,"1,967","1,967","1,967",143,143,143,108,108,108,"1,084","1,084","1,084","2,140","2,140","2,140",133,133,133,44,44,44,"1,194","1,194","1,194","2,392","2,392","2,392","18,027","18,027","18,027"
C6,1,"3,728","3,728","3,728",206,206,206,201,201,201,"4,188","4,188","4,188","3,492","3,492","3,492",281,281,281,475,475,475,"1,448","1,448","1,448","6,028","6,028","6,028","18,568","18,568","18,568"
C7,1,"2,594","2,594","2,594",84,84,84,108,108,108,961,961,961,918,918,918,30,30,30,100,100,100,897,897,897,"2,287","2,287","2,287","19,026","19,026","19,026"
C8,1,"2,062","2,062","2,062",145,145,145,128,128,128,"1,024","1,024","1,024","2,493","2,493","2,493",265,265,265,128,128,128,"1,205","1,205","1,205","2,006","2,006","2,006","19,852","19,852","19,852"
C9,1,"11,031","11,031","11,031",182,182,182,33,33,33,"2,619","2,619","2,619","2,676","2,676","2,676",,-60,-60,285,285,285,"1,125","1,125","1,125","2,035","2,035","2,035","21,401","21,401","21,401"
C10,1,"1,706","1,706","1,706",44,44,44,,-104,-104,616,616,616,"2,797","2,797","2,797",254,254,254,208,208,208,981,981,981,"2,457","2,457","2,457","21,639","21,639","21,639"
C11,1,"3,688","3,688","3,688",118,118,118,27,27,27,733,733,733,"1,757","1,757","1,757",71,71,71,63,63,63,444,444,444,"1,249","1,249","1,249","21,870","21,871","21,871"
C12,1,"3,146","3,146","3,146",54,54,54,,-79,-79,,-33,-33,"2,329","2,329","2,329",136,136,136,119,119,119,673,673,673,928,928,928,"22,161","22,161","22,161"
D1,1,"2,149","2,149","2,149",137,137,137,44,44,44,606,606,606,"1,547","1,547","1,547",,-18,-18,36,36,36,702,702,702,"1,469","1,469","1,469","30,535","30,536","30,536"
D2,1,"5,045","5,045","5,045",,-3,-3,159,159,159,"1,151","1,151","1,151","2,028","2,028","2,028",132,132,132,,-3,-3,975,975,975,"2,287","2,287","2,287","30,138","30,138","30,138"
D3,1,"3,101","3,101","3,101",192,192,192,,-80,-80,868,868,868,"1,984","1,984","1,984",2,2,2,108,108,108,563,563,563,"1,490","1,490","1,490","29,712","29,712","29,712"
D4,1,"2,210","2,210","2,210",241,241,241,169,169,169,371,371,371,"3,522","3,522","3,522",,-97,-97,83,83,83,853,853,853,"2,309","2,309","2,309","29,278","29,278","29,278"
D5,1,"4,961","4,961","4,961",270,270,270,359,359,359,"2,867","2,867","2,867","3,440","3,440","3,440",133,133,133,241,241,241,"1,863","1,863","1,863","3,279","3,279","3,279","28,841","28,841","28,841"
D6,1,"2,261","2,261","2,261",55,55,55,208,208,208,"3,729","3,729","3,729","1,344","1,344","1,344",159,159,159,262,262,262,"1,796","1,796","1,796","3,931","3,931","3,931","28,469","28,469","28,469"
D7,1,"2,481","2,481","2,481",209,209,209,,-42,-42,"1,849","1,849","1,849","1,117","1,117","1,117",100,100,100,197,197,197,878,878,878,"2,721","2,721","2,721","28,100","28,100","28,100"
D8,1,"8,048","8,048","8,048",136,136,136,,-32,-32,"1,171","1,171","1,171","1,979","1,979","1,979",152,152,152,306,306,306,"1,257","1,257","1,257","2,153","2,153","2,153","27,634","27,634","27,634"
D9,1,"2,040","2,040","2,040",,-35,-35,116,116,116,436,436,436,"2,111","2,111","2,111",,-63,-63,,-42,-42,494,494,494,"1,365","1,365","1,365","26,426","26,426","26,426"
D10,1,"1,678","1,678","1,678",42,42,42,18,18,18,"1,013","1,013","1,013","3,012","3,012","3,012",44,44,44,135,135,135,729,729,729,"1,144","1,144","1,144","26,013","26,013","26,013"
D11,1,"7,208","7,208","7,208",127,127,127,,-45,-45,"2,173","2,173","2,173","3,434","3,434","3,434",207,207,207,360,360,360,"1,629","1,629","1,629","1,426","1,426","1,426","24,646","24,646","24,646"
D12,1,"6,288","6,288","6,288",3,3,3,100,100,100,"1,223","1,223","1,223","1,977","1,977","1,977",125,125,125,95,95,95,"1,312","1,312","1,312","2,314","2,314","2,314","22,940","22,940","22,940"
E1,1,"1,801","1,801","1,801",121,121,121,32,32,32,961,961,961,"2,676","2,676","2,676",223,223,223,56,56,56,899,899,899,"2,795","2,795","2,795","30,841","30,841","30,841"
E2,1,"2,104","2,104","2,104",91,91,91,,-64,-64,298,298,298,"2,328","2,328","2,328",,-1,-1,93,93,93,627,627,627,"3,603","3,603","3,603","31,132","31,132","31,132"
E3,1,"4,102","4,102","4,102",93,93,93,53,53,53,339,339,339,929,929,929,154,154,154,32,32,32,615,615,615,"1,097","1,097","1,097","31,455","31,456","31,456"
E4,1,"6,722","6,722","6,722",,-16,-16,77,77,77,"1,091","1,091","1,091","1,488","1,488","1,488",1,1,1,346,346,346,"1,064","1,064","1,064",879,879,879,"32,201","32,201","32,201"
E5,1,"8,233","8,233","8,233",98,98,98,309,309,309,"3,172","3,172","3,172","1,672","1,672","1,672",,-60,-60,450,450,450,"1,869","1,869","1,869","3,454","3,454","3,454","32,580","32,580","32,580"
E6,1,"1,680","1,680","1,680",117,117,117,153,153,153,783,783,783,"2,734","2,734","2,734",216,216,216,109,109,109,780,780,780,"2,769","2,769","2,769","32,922","32,922","32,922"
E7,1,"2,719","2,719","2,719",258,258,258,130,130,130,"3,454","3,454","3,454","2,100","2,100","2,100",182,182,182,300,300,300,"1,803","1,803","1,803","4,526","4,526","4,526","33,346","33,346","33,346"
E8,1,"4,781","4,781","4,781",100,100,100,39,39,39,"1,200","1,200","1,200","2,449","2,449","2,449",24,24,24,269,269,269,953,953,953,"2,236","2,236","2,236","34,521","34,521","34,521"
E9,1,"7,588","7,588","7,588",,-30,-30,8,8,8,"2,007","2,007","2,007","2,608","2,608","2,608",,-60,-60,45,45,45,687,687,687,"2,052","2,052","2,052","35,349","35,349","35,349"
E10,1,"2,728","2,728","2,728",106,106,106,139,139,139,"3,577","3,577","3,577","1,049","1,049","1,049",126,126,126,347,347,347,"1,443","1,443","1,443","3,166","3,166","3,166","36,470","36,470","36,470"
E11,1,"4,755","4,755","4,755",25,25,25,,-18,-18,227,227,227,"1,527","1,527","1,527",24,24,24,,-82,-82,946,946,946,"1,895","1,895","1,895","36,807","36,807","36,807"
E12,1,"3,002","3,002","3,002",26,26,26,54,54,54,96,96,96,"3,041","3,041","3,041",,-3,-3,,-5,-5,985,985,985,"2,779","2,779","2,779","37,166","37,166","37,166"
F1,1,"9,333","9,333","9,333",513,513,513,150,150,150,"1,170","1,170","1,170","1,499","1,499","1,499",127,127,127,318,318,318,"1,103","1,103","1,103","1,952","1,952","1,952","44,546","44,546","44,546"
F2,1,"3,543","3,543","3,543",500,500,500,,-10,-10,58,58,58,"3,173","3,173","3,173",198,198,198,403,403,403,784,784,784,774,774,774,"42,179","42,179","42,179"
F3,1,"6,787","6,787","6,787",14,14,14,147,147,147,"1,853","1,853","1,853","1,365","1,365","1,365",85,85,85,123,123,123,"1,214","1,214","1,214","3,063","3,063","3,063","41,881","41,881","41,881"
F4,1,"2,336","2,336","2,336",55,55,55,276,276,276,"1,442","1,442","1,442",893,893,893,277,277,277,61,61,61,831,831,831,"3,874","3,874","3,874","41,519","41,519","41,519"
F5,1,"6,928","6,928","6,928",81,81,81,,-6,-6,936,936,936,"2,006","2,006","2,006",91,91,91,63,63,63,644,644,644,841,841,841,"40,793","40,793","40,793"
F6,1,"2,440","2,440","2,440",17,17,17,180,180,180,499,499,499,804,804,804,2,2,2,37,37,37,786,786,786,"1,788","1,788","1,788","40,222","40,222","40,222"
F7,1,"2,417","2,417","2,417",6,6,6,255,255,255,"2,791","2,791","2,791","4,089","4,089","4,089",101,101,101,217,217,217,"1,254","1,254","1,254","3,798","3,798","3,798","39,674","39,674","39,674"
F8,1,"2,273","2,273","2,273",96,96,96,71,71,71,527,527,527,"1,710","1,710","1,710",121,121,121,424,424,424,894,894,894,"1,855","1,855","1,855","39,272","39,272","39,272"
F9,1,"5,292","5,292","5,292",,-38,-38,189,189,189,"1,957","1,957","1,957","3,401","3,401","3,401",170,170,170,167,167,167,"1,255","1,255","1,255","3,193","3,193","3,193","39,037","39,037","39,037"
F10,1,"5,005","5,005","5,005",34,34,34,296,296,296,"1,326","1,326","1,326","3,353","3,353","3,353",107,107,107,569,569,569,"1,459","1,459","1,459","2,496","2,496","2,496","38,631","38,631","38,631"
F11,1,"3,975","3,975","3,975",243,243,243,197,197,197,374,374,374,"1,190","1,190","1,190",77,77,77,225,225,225,673,673,673,"3,741","3,741","3,741","38,355","38,355","38,355"
F12,1,"1,898","1,898","1,898",,-9,-9,118,118,118,438,438,438,"2,816","2,816","2,816",46,46,46,,-26,-26,"1,153","1,153","1,153","3,009","3,009","3,009","37,587","37,587","37,587"
G1,1,"1,834","1,834","1,834",72,72,72,212,212,212,"1,064","1,064","1,064","2,276","2,276","2,276",104,104,104,102,102,102,591,591,591,"1,991","1,991","1,991","44,837","44,837","44,837"
G2,1,"3,838","3,838","3,838",,-22,-22,88,88,88,378,378,378,"1,520","1,520","1,520",120,120,120,72,72,72,567,567,567,"1,816","1,816","1,816","45,258","45,258","45,258"
G3,1,"1,981","1,981","1,981",,-32,-32,90,90,90,962,962,962,"3,094","3,094","3,094",112,112,112,109,109,109,"1,008","1,008","1,008","1,746","1,746","1,746","45,925","45,925","45,925"
G4,1,"2,724","2,724","2,724",109,109,109,112,112,112,"3,728","3,728","3,728","3,389","3,389","3,389",130,130,130,356,356,356,"1,162","1,162","1,162","4,117","4,117","4,117","46,817","46,817","46,817"
G5,1,"2,901","2,901","2,901",81,81,81,168,168,168,,-34,-34,"2,863","2,863","2,863",,-51,-51,35,35,35,455,455,455,"1,720","1,720","1,720","47,323","47,323","47,323"
G6,1,"2,490","2,490","2,490",,-48,-48,121,121,121,283,283,283,"2,235","2,235","2,235",103,103,103,,-73,-73,885,885,885,"1,132","1,132","1,132","47,769","47,769","47,769"
G7,1,"2,016","2,016","2,016",,-31,-31,51,51,51,118,118,118,"2,381","2,381","2,381",147,147,147,,-56,-56,811,811,811,"1,291","1,291","1,291","49,211","49,211","49,211"
G8,1,"6,269","6,269","6,269",183,183,183,157,157,157,930,930,930,"2,096","2,096","2,096",215,215,215,414,414,414,"1,431","1,431","1,431","2,176","2,176","2,176","50,159","50,160","50,160"
G9,1,"4,609","4,609","4,609",140,140,140,189,189,189,"1,307","1,307","1,307","2,825","2,825","2,825",121,121,121,136,136,136,"1,461","1,461","1,461","2,514","2,514","2,514","50,444","50,444","50,444"
G10,1,"2,173","2,173","2,173",310,310,310,124,124,124,"1,792","1,792","1,792","2,558","2,558","2,558",87,87,87,391,391,391,965,965,965,"2,646","2,646","2,646","51,039","51,039","51,039"
G11,1,"8,083","8,083","8,083",123,123,123,275,275,275,"1,220","1,220","1,220","3,544","3,544","3,544",106,106,106,356,356,356,"1,189","1,189","1,189","1,867","1,867","1,867","51,299","51,300","51,300"
G12,1,"2,784","2,784","2,784",67,67,67,14,14,14,543,543,543,"3,483","3,483","3,483",127,127,127,26,26,26,802,802,802,726,726,726,"52,042","52,042","52,042"
H1,1,"4,696","4,696","4,696",45,45,45,57,57,57,"1,025","1,025","1,025","1,847","1,847","1,847",76,76,76,132,132,132,737,737,737,"3,946","3,946","3,946","61,156","61,156","61,156"
H2,1,"8,005","8,005","8,005",277,277,277,199,199,199,"1,020","1,020","1,020","1,949","1,949","1,949",221,221,221,172,172,172,738,738,738,"1,364","1,364","1,364","60,923","60,923","60,923"
H3,1,"2,811","2,811","2,811",102,102,102,235,235,235,"1,534","1,534","1,534","2,908","2,908","2,908",121,121,121,220,220,220,"1,312","1,312","1,312","3,732","3,732","3,732","60,058","60,058","60,058"
H4,1,"7,630","7,630","7,630",,-18,-18,178,178,178,731,731,731,"2,413","2,413","2,413",,-22,-22,,-26,-26,784,784,784,"2,366","2,366","2,366","59,270","59,270","59,270"
H5,1,"6,139","6,139","6,139",27,27,27,73,73,73,924,924,924,"3,145","3,145","3,145",17,17,17,8,8,8,"1,314","1,314","1,314","1,865","1,865","1,865","58,999","58,999","58,999"
H6,1,"4,647","4,647","4,647",,-19,-19,276,276,276,184,184,184,"1,349","1,349","1,349",151,151,151,53,53,53,496,496,496,"1,356","1,356","1,356","58,156","58,156","58,156"
H7,1,"3,808","3,808","3,808",34,34,34,150,150,150,87,87,87,"1,215","1,215","1,215",72,72,72,71,71,71,797,797,797,"1,698","1,698","1,698","57,648","57,648","57,648"
H8,1,"6,587","6,587","6,587",119,119,119,37,37,37,886,886,886,"2,517","2,517","2,517",69,69,69,56,56,56,957,957,957,"2,101","2,101","2,101","55,660","55,660","55,660"
H9,1,"3,841","3,841","3,841",167,167,167,231,231,231,"1,925","1,925","1,925",677,677,677,,-21,-21,396,396,396,959,959,959,"1,126","1,126","1,126","54,810","54,810","54,810"
H10,1,"1,870","1,870","1,870",430,430,430,84,84,84,"1,757","1,757","1,757","1,931","1,931","1,931",50,50,50,474,474,474,"1,702","1,702","1,702","2,844","2,844","2,844","53,092","53,092","53,092"
H11,1,"2,729","2,729","2,729",,-11,-11,15,15,15,"1,514","1,514","1,514",786,786,786,17,17,17,146,146,146,"1,098","1,098","1,098","2,932","2,932","2,932","52,751","52,751","52,751"
H12,1,"2,974","2,974","2,974",16,16,16,162,162,162,596,596,596,"1,734","1,734","1,734",163,163,163,,-40,-40,514,514,514,"3,060","3,060","3,060","52,349","52,350","52,350"

