Experiment Name,210831 TA M2 PA BM Spleen
Specimen Name,M2 LN
Tube Name,INX_GC32_001
Record Date,"Aug 31, 2021 5:16:13 PM"
Date Analyzed,09/03/2021 16:47

Sort Type,Index Sort
Sort Setup,85 micron
Precision ,Single Cell
Device,96 Well - Falcon
Yield Mask,0
Purity Mask,32
Phase Mask,16
Well,All Events #Events,All Events PA+ GFP-A Geo Mean,All Events PA+ GFP-A Mean,All Events PA+ GFP-A Median,All Events CD38 APC-A Geo Mean,All Events CD38 APC-A Mean,All Events CD38 APC-A Median,All Events TCRB APC-Cy7-A Geo Mean,All Events TCRB APC-Cy7-A Mean,All Events TCRB APC-Cy7-A Median,All Events IGY BV421-A Geo Mean,All Events IGY BV421-A Mean,All Events IGY BV421-A Median,All Events PA Pacific Orange-A Geo Mean,All Events PA Pacific Orange-A Mean,All Events PA Pacific Orange-A Median,All Events BV650-A Geo Mean,All Events BV650-A Mean,All Events BV650-A Median,All Events IGK RFP-A Geo Mean,All Events IGK RFP-A Mean,All Events IGK RFP-A Median,All Events FAS PE-Cy7-A Geo Mean,All Events FAS PE-Cy7-A Mean,All Events FAS PE-Cy7-A Median,All Events B220 BV786-A Geo Mean,All Events B220 BV786-A Mean,All Events B220 BV786-A Median,All Events Time Geo Mean,All Events Time Mean,All Events Time Median
B5,1,"1,448","1,448","1,448",93,93,93,161,161,161,357,357,357,"1,167","1,167","1,167",165,165,165,60,60,60,703,703,703,"1,881","1,881","1,881","15,984","15,984","15,984"
B6,1,"1,984","1,984","1,984",660,660,660,72,72,72,"1,191","1,191","1,191","1,028","1,028","1,028",253,253,253,95,95,95,"1,282","1,282","1,282","3,727","3,727","3,727","15,644","15,644","15,644"
B7,1,"1,141","1,141","1,141",67,67,67,83,83,83,940,940,940,"1,245","1,245","1,245",267,267,267,94,94,94,860,860,860,"1,794","1,794","1,794","15,100","15,100","15,100"
B8,1,"2,858","2,858","2,858",210,210,210,133,133,133,"2,303","2,303","2,303",438,438,438,,-44,-44,292,292,292,902,902,902,"1,960","1,960","1,960","14,725","14,725","14,725"
B9,1,"1,594","1,594","1,594",105,105,105,77,77,77,422,422,422,814,814,814,,-15,-15,134,134,134,853,853,853,"2,260","2,260","2,260","14,199","14,199","14,199"
B10,1,817,817,817,52,52,52,280,280,280,"1,815","1,815","1,815","1,004","1,004","1,004",38,38,38,56,56,56,607,607,607,"19,888","19,888","19,888","13,923","13,923","13,923"
B11,1,"1,635","1,635","1,635",51,51,51,135,135,135,962,962,962,697,697,697,55,55,55,117,117,117,967,967,967,"1,532","1,532","1,532","13,557","13,558","13,558"
B12,1,"2,661","2,661","2,661",,-38,-38,88,88,88,597,597,597,"1,207","1,207","1,207",126,126,126,57,57,57,980,980,980,"1,446","1,446","1,446","12,393","12,393","12,393"
C1,1,"1,956","1,956","1,956",48,48,48,,-14,-14,178,178,178,627,627,627,,-36,-36,105,105,105,914,914,914,"3,070","3,070","3,070","18,292","18,292","18,292"
C2,1,"2,335","2,335","2,335",170,170,170,,-43,-43,482,482,482,893,893,893,107,107,107,284,284,284,"1,396","1,396","1,396","1,914","1,914","1,914","18,600","18,600","18,600"
C3,1,"5,916","5,916","5,916",190,190,190,96,96,96,400,400,400,"2,126","2,126","2,126",331,331,331,96,96,96,"1,250","1,250","1,250","9,737","9,737","9,737","18,882","18,882","18,882"
C4,1,"1,341","1,341","1,341",27,27,27,,-21,-21,313,313,313,814,814,814,62,62,62,100,100,100,873,873,873,"2,064","2,064","2,064","19,657","19,657","19,657"
C5,1,"2,419","2,419","2,419",97,97,97,192,192,192,778,778,778,"1,291","1,291","1,291",136,136,136,220,220,220,"1,082","1,082","1,082","1,969","1,969","1,969","20,219","20,219","20,219"
C6,1,"1,619","1,619","1,619",32,32,32,245,245,245,"1,973","1,973","1,973","1,359","1,359","1,359",229,229,229,200,200,200,"1,033","1,033","1,033","5,031","5,031","5,031","20,426","20,426","20,426"
C7,1,"2,513","2,513","2,513",54,54,54,136,136,136,"1,760","1,760","1,760",928,928,928,63,63,63,122,122,122,861,861,861,"4,274","4,274","4,274","20,833","20,834","20,834"
C8,1,"3,247","3,247","3,247",34,34,34,92,92,92,"1,616","1,616","1,616",721,721,721,171,171,171,270,270,270,"1,668","1,668","1,668","4,231","4,231","4,231","21,270","21,270","21,270"
C9,1,"2,865","2,865","2,865",107,107,107,248,248,248,"1,625","1,625","1,625","2,090","2,090","2,090",172,172,172,242,242,242,"2,253","2,253","2,253","4,451","4,451","4,451","21,927","21,927","21,927"
C10,1,"1,026","1,026","1,026",,-42,-42,17,17,17,342,342,342,813,813,813,39,39,39,,-18,-18,793,793,793,"2,067","2,067","2,067","22,182","22,182","22,182"
C11,1,"3,735","3,735","3,735",265,265,265,68,68,68,"1,281","1,281","1,281",843,843,843,174,174,174,610,610,610,"1,346","1,346","1,346","2,271","2,271","2,271","22,795","22,795","22,795"
C12,1,"1,991","1,991","1,991",,-29,-29,13,13,13,395,395,395,"1,296","1,296","1,296",281,281,281,56,56,56,"1,454","1,454","1,454","3,224","3,224","3,224","23,146","23,146","23,146"
D1,1,"3,482","3,482","3,482",196,196,196,128,128,128,806,806,806,992,992,992,97,97,97,164,164,164,"1,684","1,684","1,684","2,771","2,771","2,771","27,309","27,309","27,309"
D2,1,923,923,923,,-12,-12,238,238,238,"2,147","2,147","2,147","1,032","1,032","1,032",111,111,111,222,222,222,724,724,724,"4,609","4,609","4,609","27,081","27,081","27,081"
D3,1,"1,465","1,465","1,465",103,103,103,,-20,-20,465,465,465,968,968,968,196,196,196,107,107,107,634,634,634,"1,720","1,720","1,720","26,599","26,599","26,599"
D4,1,"1,008","1,008","1,008",98,98,98,156,156,156,284,284,284,"1,019","1,019","1,019",24,24,24,,-8,-8,"1,444","1,444","1,444","3,030","3,030","3,030","26,311","26,311","26,311"
D5,1,"3,358","3,358","3,358",537,537,537,35,35,35,"2,910","2,910","2,910","1,139","1,139","1,139",56,56,56,395,395,395,"1,949","1,949","1,949","5,497","5,497","5,497","25,931","25,931","25,931"
D6,1,"1,843","1,843","1,843",,-24,-24,,-70,-70,607,607,607,"1,393","1,393","1,393",96,96,96,136,136,136,894,894,894,"3,577","3,577","3,577","25,659","25,659","25,659"
D7,1,"2,341","2,341","2,341",31,31,31,33,33,33,"1,437","1,437","1,437",884,884,884,121,121,121,41,41,41,"1,016","1,016","1,016","3,432","3,432","3,432","25,288","25,289","25,289"
D8,1,"3,891","3,891","3,891",136,136,136,285,285,285,"2,713","2,713","2,713","1,503","1,503","1,503",233,233,233,630,630,630,"1,941","1,941","1,941","4,819","4,819","4,819","25,070","25,070","25,070"
D9,1,955,955,955,13,13,13,,-48,-48,387,387,387,"1,142","1,142","1,142",282,282,282,39,39,39,858,858,858,"2,506","2,506","2,506","24,711","24,711","24,711"
D10,1,"1,399","1,399","1,399",244,244,244,53,53,53,"1,936","1,936","1,936",951,951,951,234,234,234,103,103,103,"1,032","1,032","1,032","6,123","6,123","6,123","24,433","24,433","24,433"
D11,1,"2,409","2,409","2,409",80,80,80,229,229,229,137,137,137,"1,013","1,013","1,013",96,96,96,6,6,6,"1,755","1,755","1,755","2,584","2,584","2,584","24,208","24,208","24,208"
D12,1,"3,206","3,206","3,206",233,233,233,210,210,210,"1,495","1,495","1,495",971,971,971,249,249,249,718,718,718,"1,711","1,711","1,711","3,243","3,243","3,243","23,948","23,948","23,948"
E1,1,"1,791","1,791","1,791",16,16,16,97,97,97,"1,098","1,098","1,098",629,629,629,57,57,57,113,113,113,801,801,801,"6,411","6,411","6,411","27,842","27,842","27,842"
E2,1,"1,174","1,174","1,174",,-49,-49,177,177,177,304,304,304,973,973,973,255,255,255,19,19,19,721,721,721,"2,873","2,873","2,873","28,088","28,088","28,088"
E3,1,"1,331","1,331","1,331",129,129,129,168,168,168,"2,066","2,066","2,066",965,965,965,79,79,79,97,97,97,773,773,773,"3,981","3,981","3,981","28,571","28,571","28,571"
E4,1,"1,371","1,371","1,371",190,190,190,,-61,-61,"1,152","1,152","1,152","1,233","1,233","1,233",118,118,118,111,111,111,"1,013","1,013","1,013","2,457","2,457","2,457","28,811","28,811","28,811"
E5,1,"2,159","2,159","2,159",92,92,92,11,11,11,"3,477","3,477","3,477",803,803,803,173,173,173,493,493,493,"1,112","1,112","1,112","3,471","3,471","3,471","29,080","29,080","29,080"
E6,1,"1,022","1,022","1,022",62,62,62,94,94,94,405,405,405,843,843,843,116,116,116,51,51,51,889,889,889,"2,664","2,664","2,664","29,524","29,524","29,524"
E7,1,"3,040","3,040","3,040",693,693,693,,-38,-38,"1,345","1,345","1,345","1,464","1,464","1,464",204,204,204,643,643,643,"1,354","1,354","1,354","3,789","3,789","3,789","29,763","29,763","29,763"
E8,1,"1,458","1,458","1,458",,-54,-54,145,145,145,561,561,561,953,953,953,225,225,225,75,75,75,867,867,867,"2,356","2,356","2,356","30,262","30,263","30,263"
E9,1,"2,035","2,035","2,035",34,34,34,192,192,192,"1,154","1,154","1,154",945,945,945,87,87,87,96,96,96,875,875,875,"4,256","4,256","4,256","30,601","30,601","30,601"
E10,1,"3,698","3,698","3,698",87,87,87,131,131,131,"2,321","2,321","2,321","1,680","1,680","1,680",194,194,194,297,297,297,"1,698","1,698","1,698","2,789","2,789","2,789","30,920","30,921","30,921"
E11,1,758,758,758,339,339,339,,-29,-29,341,341,341,896,896,896,7,7,7,92,92,92,891,891,891,"2,028","2,028","2,028","31,199","31,199","31,199"
E12,1,"3,020","3,020","3,020",,-26,-26,214,214,214,258,258,258,960,960,960,77,77,77,67,67,67,801,801,801,"2,190","2,190","2,190","31,504","31,504","31,504"
F1,1,"2,776","2,776","2,776",4,4,4,114,114,114,525,525,525,"1,083","1,083","1,083",67,67,67,170,170,170,507,507,507,"1,907","1,907","1,907","36,492","36,492","36,492"
F2,1,"1,984","1,984","1,984",215,215,215,81,81,81,911,911,911,"1,855","1,855","1,855",198,198,198,156,156,156,"1,517","1,517","1,517","4,283","4,283","4,283","35,934","35,934","35,934"
F3,1,"1,715","1,715","1,715",30,30,30,292,292,292,754,754,754,"1,423","1,423","1,423",127,127,127,20,20,20,"1,243","1,243","1,243","3,489","3,489","3,489","35,260","35,260","35,260"
F4,1,"3,045","3,045","3,045",11,11,11,236,236,236,894,894,894,"1,187","1,187","1,187",49,49,49,6,6,6,"1,414","1,414","1,414","3,647","3,647","3,647","34,989","34,990","34,990"
F5,1,"2,413","2,413","2,413",80,80,80,24,24,24,748,748,748,"1,118","1,118","1,118",69,69,69,88,88,88,"1,168","1,168","1,168","2,138","2,138","2,138","34,507","34,507","34,507"
F6,1,"1,409","1,409","1,409",9,9,9,138,138,138,641,641,641,738,738,738,108,108,108,39,39,39,818,818,818,"2,511","2,511","2,511","33,961","33,961","33,961"
F7,1,"2,789","2,789","2,789",,-17,-17,,-29,-29,632,632,632,"1,232","1,232","1,232",186,186,186,11,11,11,991,991,991,"4,288","4,288","4,288","33,420","33,420","33,420"
F8,1,"2,181","2,181","2,181",127,127,127,81,81,81,629,629,629,737,737,737,15,15,15,107,107,107,"1,056","1,056","1,056","1,389","1,389","1,389","33,216","33,216","33,216"
F9,1,"2,407","2,407","2,407",27,27,27,125,125,125,717,717,717,"1,335","1,335","1,335",127,127,127,88,88,88,875,875,875,"3,837","3,837","3,837","33,000","33,001","33,001"
F10,1,"3,367","3,367","3,367",,-48,-48,135,135,135,28,28,28,"2,746","2,746","2,746",82,82,82,,-20,-20,572,572,572,"2,130","2,130","2,130","32,767","32,767","32,767"
F11,1,"2,458","2,458","2,458",243,243,243,150,150,150,547,547,547,729,729,729,282,282,282,197,197,197,"1,043","1,043","1,043","2,618","2,618","2,618","32,391","32,391","32,391"
F12,1,"2,437","2,437","2,437",35,35,35,66,66,66,788,788,788,831,831,831,26,26,26,79,79,79,"1,324","1,324","1,324","2,469","2,469","2,469","31,767","31,767","31,767"
G1,1,"3,963","3,963","3,963",46,46,46,,-42,-42,837,837,837,693,693,693,111,111,111,228,228,228,"1,987","1,987","1,987","5,856","5,856","5,856","37,128","37,128","37,128"
G2,1,909,909,909,164,164,164,188,188,188,916,916,916,"1,194","1,194","1,194",144,144,144,375,375,375,898,898,898,"2,484","2,484","2,484","37,611","37,611","37,611"
G3,1,"2,836","2,836","2,836",188,188,188,139,139,139,"1,102","1,102","1,102","1,213","1,213","1,213",,-2,-2,414,414,414,865,865,865,"1,371","1,371","1,371","38,178","38,178","38,178"
G4,1,"2,175","2,175","2,175",,-12,-12,,-36,-36,556,556,556,735,735,735,196,196,196,20,20,20,"1,132","1,132","1,132","1,442","1,442","1,442","38,460","38,460","38,460"
G5,1,"1,655","1,655","1,655",152,152,152,180,180,180,484,484,484,621,621,621,50,50,50,31,31,31,729,729,729,"2,087","2,087","2,087","39,001","39,001","39,001"
G6,1,"2,977","2,977","2,977",208,208,208,100,100,100,"1,462","1,462","1,462","1,056","1,056","1,056",136,136,136,227,227,227,"1,123","1,123","1,123","2,700","2,700","2,700","39,414","39,414","39,414"
G7,1,"1,594","1,594","1,594",189,189,189,56,56,56,474,474,474,"1,024","1,024","1,024",125,125,125,6,6,6,635,635,635,"1,603","1,603","1,603","40,372","40,372","40,372"
G8,1,"1,703","1,703","1,703",355,355,355,243,243,243,"1,890","1,890","1,890","2,160","2,160","2,160",263,263,263,190,190,190,"1,793","1,793","1,793","2,884","2,884","2,884","40,728","40,728","40,728"
G9,1,"2,051","2,051","2,051",172,172,172,97,97,97,768,768,768,"1,139","1,139","1,139",147,147,147,75,75,75,"1,328","1,328","1,328","3,158","3,158","3,158","41,126","41,126","41,126"
G10,1,"2,283","2,283","2,283",86,86,86,252,252,252,"1,074","1,074","1,074",523,523,523,78,78,78,184,184,184,928,928,928,"1,510","1,510","1,510","42,103","42,104","42,104"
G11,1,"2,836","2,836","2,836",385,385,385,478,478,478,"1,266","1,266","1,266","1,279","1,279","1,279",131,131,131,635,635,635,"1,348","1,348","1,348","2,819","2,819","2,819","42,361","42,361","42,361"
G12,1,"1,009","1,009","1,009",456,456,456,,-119,-119,304,304,304,"1,037","1,037","1,037",139,139,139,143,143,143,"1,303","1,303","1,303","3,268","3,268","3,268","42,781","42,781","42,781"
H1,1,"2,970","2,970","2,970",289,289,289,333,333,333,"1,172","1,172","1,172","1,138","1,138","1,138",,-32,-32,858,858,858,"1,115","1,115","1,115","1,914","1,914","1,914","48,325","48,325","48,325"
H2,1,"2,710","2,710","2,710",25,25,25,211,211,211,341,341,341,521,521,521,18,18,18,44,44,44,"1,097","1,097","1,097","1,524","1,524","1,524","47,867","47,867","47,867"
H3,1,"2,410","2,410","2,410",15,15,15,140,140,140,"1,078","1,078","1,078","1,125","1,125","1,125",192,192,192,152,152,152,"1,127","1,127","1,127","3,019","3,019","3,019","47,233","47,233","47,233"
H4,1,"2,144","2,144","2,144",5,5,5,95,95,95,"1,446","1,446","1,446","1,711","1,711","1,711",508,508,508,93,93,93,"1,485","1,485","1,485","3,330","3,330","3,330","46,760","46,760","46,760"
H5,1,"1,828","1,828","1,828",35,35,35,225,225,225,374,374,374,672,672,672,73,73,73,96,96,96,914,914,914,"1,961","1,961","1,961","46,016","46,016","46,016"
H6,1,"1,366","1,366","1,366",,-7,-7,27,27,27,627,627,627,"1,054","1,054","1,054",130,130,130,,-12,-12,722,722,722,"2,037","2,037","2,037","45,724","45,724","45,724"
H7,1,"1,834","1,834","1,834",75,75,75,52,52,52,518,518,518,901,901,901,187,187,187,,-64,-64,"1,174","1,174","1,174","5,230","5,230","5,230","45,148","45,148","45,148"
H8,1,"1,096","1,096","1,096",29,29,29,,-38,-38,376,376,376,914,914,914,88,88,88,,-21,-21,931,931,931,"2,930","2,930","2,930","44,862","44,862","44,862"
H9,1,"3,586","3,586","3,586",31,31,31,126,126,126,462,462,462,"1,573","1,573","1,573",41,41,41,93,93,93,729,729,729,"4,487","4,487","4,487","44,539","44,539","44,539"
H10,1,"3,629","3,629","3,629",294,294,294,476,476,476,"1,307","1,307","1,307",923,923,923,,-24,-24,457,457,457,"1,693","1,693","1,693","6,221","6,221","6,221","44,186","44,186","44,186"
H11,1,"1,533","1,533","1,533",,-2,-2,40,40,40,300,300,300,"1,231","1,231","1,231",279,279,279,18,18,18,"1,162","1,162","1,162","2,613","2,613","2,613","43,689","43,689","43,689"
H12,1,"1,365","1,365","1,365",48,48,48,154,154,154,410,410,410,771,771,771,11,11,11,,-8,-8,474,474,474,"3,809","3,809","3,809","43,161","43,161","43,161"

