Experiment Name,210902 TA M5/6 PA BM Spleen
Specimen Name,M5-6 LN
Tube Name,INX_GC78_001
Record Date,"Sep 2, 2021 2:26:55 PM"
Date Analyzed,09/03/2021 18:41

Sort Type,Index Sort
Sort Setup,85 micron
Precision ,Single Cell
Device,96 Well - Falcon
Yield Mask,0
Purity Mask,32
Phase Mask,16
Well,All Events #Events,All Events PA+ GFP-A Geo Mean,All Events PA+ GFP-A Mean,All Events PA+ GFP-A Median,All Events CD38 APC-A Geo Mean,All Events CD38 APC-A Mean,All Events CD38 APC-A Median,All Events TCRB APC-Cy7-A Geo Mean,All Events TCRB APC-Cy7-A Mean,All Events TCRB APC-Cy7-A Median,All Events IGY BV421-A Geo Mean,All Events IGY BV421-A Mean,All Events IGY BV421-A Median,All Events PA Pacific Orange-A Geo Mean,All Events PA Pacific Orange-A Mean,All Events PA Pacific Orange-A Median,All Events BV650-A Geo Mean,All Events BV650-A Mean,All Events BV650-A Median,All Events IGK RFP-A Geo Mean,All Events IGK RFP-A Mean,All Events IGK RFP-A Median,All Events FAS PE-Cy7-A Geo Mean,All Events FAS PE-Cy7-A Mean,All Events FAS PE-Cy7-A Median,All Events B220 BV786-A Geo Mean,All Events B220 BV786-A Mean,All Events B220 BV786-A Median,All Events Time Geo Mean,All Events Time Mean,All Events Time Median
B10,1,"2,835","2,835","2,835",,-52,-52,121,121,121,"2,346","2,346","2,346","1,466","1,466","1,466",365,365,365,83,83,83,"1,014","1,014","1,014","3,350","3,350","3,350","7,020","7,020","7,020"
B11,1,"2,849","2,849","2,849",82,82,82,135,135,135,"1,299","1,299","1,299",911,911,911,252,252,252,40,40,40,977,977,977,"3,474","3,474","3,474","6,770","6,770","6,770"
B12,1,"2,764","2,764","2,764",,-6,-6,83,83,83,452,452,452,857,857,857,210,210,210,,-29,-29,998,998,998,"3,122","3,122","3,122","6,373","6,373","6,373"
C1,1,"4,538","4,538","4,538",29,29,29,88,88,88,55,55,55,"1,378","1,378","1,378",148,148,148,43,43,43,799,799,799,"3,193","3,193","3,193","10,472","10,472","10,472"
C2,1,"1,430","1,430","1,430",300,300,300,59,59,59,"1,822","1,822","1,822","6,550","6,550","6,550",420,420,420,154,154,154,"1,361","1,361","1,361","1,908","1,908","1,908","10,956","10,956","10,956"
C3,1,"1,603","1,603","1,603",149,149,149,,-94,-94,730,730,730,"1,268","1,268","1,268",33,33,33,,-6,-6,800,800,800,"3,350","3,350","3,350","11,401","11,401","11,401"
C4,1,"7,403","7,403","7,403",42,42,42,,-4,-4,"3,862","3,862","3,862","3,203","3,203","3,203",,-26,-26,261,261,261,811,811,811,"2,140","2,140","2,140","12,909","12,910","12,910"
C5,1,"2,488","2,488","2,488",442,442,442,17,17,17,"1,404","1,404","1,404",997,997,997,255,255,255,275,275,275,828,828,828,"3,849","3,849","3,849","13,306","13,306","13,306"
C6,1,"7,017","7,017","7,017",33,33,33,224,224,224,"1,409","1,409","1,409","1,689","1,689","1,689",56,56,56,169,169,169,962,962,962,"3,531","3,531","3,531","13,531","13,531","13,531"
C7,1,"1,600","1,600","1,600",,-12,-12,31,31,31,121,121,121,964,964,964,287,287,287,,-51,-51,"1,033","1,033","1,033","2,628","2,628","2,628","14,003","14,003","14,003"
C8,1,"4,538","4,538","4,538",82,82,82,13,13,13,"1,215","1,215","1,215","1,263","1,263","1,263",,-26,-26,42,42,42,854,854,854,"1,832","1,832","1,832","14,258","14,258","14,258"
C9,1,"2,815","2,815","2,815",40,40,40,357,357,357,"1,443","1,443","1,443",774,774,774,308,308,308,93,93,93,"1,199","1,199","1,199","3,902","3,902","3,902","14,507","14,507","14,507"
C10,1,"7,452","7,452","7,452",76,76,76,173,173,173,932,932,932,874,874,874,45,45,45,47,47,47,754,754,754,"1,768","1,768","1,768","14,970","14,970","14,970"
C11,1,"3,352","3,352","3,352",84,84,84,,-66,-66,"1,812","1,812","1,812","2,620","2,620","2,620",70,70,70,88,88,88,"1,062","1,062","1,062","1,529","1,529","1,529","15,425","15,425","15,425"
C12,1,"5,150","5,150","5,150",153,153,153,113,113,113,486,486,486,"2,449","2,449","2,449",,-33,-33,66,66,66,634,634,634,983,983,983,"15,650","15,650","15,650"
D1,1,"2,770","2,770","2,770",365,365,365,151,151,151,945,945,945,662,662,662,81,81,81,154,154,154,729,729,729,"1,806","1,806","1,806","21,096","21,096","21,096"
D2,1,"2,263","2,263","2,263",231,231,231,224,224,224,"3,078","3,078","3,078",891,891,891,61,61,61,106,106,106,944,944,944,"7,617","7,617","7,617","20,802","20,802","20,802"
D3,1,"3,258","3,258","3,258",208,208,208,,-23,-23,,-35,-35,"1,896","1,896","1,896",34,34,34,,-57,-57,892,892,892,"2,579","2,579","2,579","20,335","20,336","20,336"
D4,1,"5,173","5,173","5,173",398,398,398,17,17,17,"1,381","1,381","1,381","2,030","2,030","2,030",161,161,161,111,111,111,"1,421","1,421","1,421","5,833","5,833","5,833","19,940","19,941","19,941"
D5,1,"2,587","2,587","2,587",253,253,253,160,160,160,"3,428","3,428","3,428",807,807,807,325,325,325,212,212,212,"1,486","1,486","1,486","7,228","7,228","7,228","19,613","19,613","19,613"
D6,1,"2,274","2,274","2,274",42,42,42,88,88,88,877,877,877,642,642,642,15,15,15,44,44,44,683,683,683,"3,361","3,361","3,361","18,656","18,656","18,656"
D7,1,"1,820","1,820","1,820",76,76,76,88,88,88,"1,382","1,382","1,382","1,577","1,577","1,577",,-31,-31,162,162,162,828,828,828,"2,731","2,731","2,731","17,962","17,962","17,962"
D8,1,"2,172","2,172","2,172",96,96,96,25,25,25,608,608,608,556,556,556,371,371,371,,-36,-36,"1,130","1,130","1,130","5,610","5,610","5,610","17,613","17,613","17,613"
D9,1,"3,857","3,857","3,857",49,49,49,72,72,72,"1,423","1,423","1,423",757,757,757,1,1,1,,-1,-1,"1,559","1,559","1,559","6,313","6,313","6,313","17,110","17,111","17,111"
D10,1,"1,678","1,678","1,678",31,31,31,8,8,8,,-7,-7,"1,065","1,065","1,065",251,251,251,,-54,-54,"1,375","1,375","1,375","2,321","2,321","2,321","16,781","16,781","16,781"
D11,1,"2,285","2,285","2,285",277,277,277,275,275,275,"1,062","1,062","1,062","1,710","1,710","1,710",207,207,207,44,44,44,945,945,945,"4,151","4,151","4,151","16,493","16,493","16,493"
D12,1,"4,426","4,426","4,426",,-20,-20,33,33,33,231,231,231,"1,717","1,717","1,717",136,136,136,1,1,1,660,660,660,"2,813","2,813","2,813","16,211","16,211","16,211"
E1,1,"3,347","3,347","3,347",346,346,346,359,359,359,"1,511","1,511","1,511","1,434","1,434","1,434",135,135,135,212,212,212,"1,770","1,770","1,770","6,115","6,115","6,115","21,362","21,362","21,362"
E2,1,"4,516","4,516","4,516",53,53,53,92,92,92,793,793,793,"1,950","1,950","1,950",28,28,28,,-80,-80,"1,188","1,188","1,188","4,456","4,456","4,456","21,814","21,814","21,814"
E3,1,"5,456","5,456","5,456",193,193,193,35,35,35,"3,608","3,608","3,608","3,494","3,494","3,494",102,102,102,277,277,277,"1,166","1,166","1,166","3,356","3,356","3,356","22,492","22,492","22,492"
E4,1,"6,928","6,928","6,928",64,64,64,159,159,159,"3,006","3,006","3,006","1,994","1,994","1,994",169,169,169,282,282,282,811,811,811,"1,842","1,842","1,842","22,705","22,705","22,705"
E5,1,"2,863","2,863","2,863",51,51,51,212,212,212,"1,235","1,235","1,235","1,199","1,199","1,199",150,150,150,19,19,19,"1,365","1,365","1,365","4,010","4,010","4,010","22,962","22,962","22,962"
E6,1,"2,858","2,858","2,858",9,9,9,100,100,100,799,799,799,"1,315","1,315","1,315",106,106,106,87,87,87,754,754,754,"2,865","2,865","2,865","23,615","23,615","23,615"
E7,1,"2,329","2,329","2,329",54,54,54,75,75,75,478,478,478,845,845,845,282,282,282,155,155,155,"1,382","1,382","1,382","4,003","4,003","4,003","24,051","24,051","24,051"
E8,1,"4,063","4,063","4,063",104,104,104,97,97,97,"1,938","1,938","1,938","4,876","4,876","4,876",148,148,148,168,168,168,"1,004","1,004","1,004",932,932,932,"24,374","24,374","24,374"
E9,1,"1,565","1,565","1,565",252,252,252,99,99,99,818,818,818,"3,213","3,213","3,213",147,147,147,120,120,120,874,874,874,"1,918","1,918","1,918","24,680","24,680","24,680"
E10,1,"1,608","1,608","1,608",29,29,29,564,564,564,"2,379","2,379","2,379","3,607","3,607","3,607",234,234,234,121,121,121,"1,113","1,113","1,113","7,242","7,242","7,242","25,255","25,255","25,255"
E11,1,"2,338","2,338","2,338",157,157,157,34,34,34,"1,216","1,216","1,216",886,886,886,100,100,100,130,130,130,"1,426","1,426","1,426","4,446","4,446","4,446","25,655","25,655","25,655"
E12,1,"1,927","1,927","1,927",50,50,50,54,54,54,474,474,474,854,854,854,96,96,96,3,3,3,855,855,855,"2,309","2,309","2,309","26,046","26,046","26,046"
F1,1,"8,862","8,862","8,862",90,90,90,,-21,-21,"1,792","1,792","1,792",654,654,654,119,119,119,150,150,150,"1,317","1,317","1,317","2,593","2,593","2,593","30,223","30,223","30,223"
F2,1,"6,717","6,717","6,717",21,21,21,,-78,-78,887,887,887,"2,341","2,341","2,341",127,127,127,130,130,130,"1,957","1,957","1,957","3,331","3,331","3,331","29,797","29,797","29,797"
F3,1,"4,704","4,704","4,704",493,493,493,27,27,27,966,966,966,"2,808","2,808","2,808",200,200,200,102,102,102,"1,592","1,592","1,592","5,080","5,080","5,080","29,579","29,579","29,579"
F4,1,"4,528","4,528","4,528",60,60,60,35,35,35,201,201,201,"1,603","1,603","1,603",250,250,250,,-26,-26,"1,252","1,252","1,252","4,113","4,113","4,113","29,321","29,321","29,321"
F5,1,"5,547","5,547","5,547",318,318,318,146,146,146,339,339,339,"1,890","1,890","1,890",25,25,25,59,59,59,874,874,874,"4,821","4,821","4,821","28,872","28,872","28,872"
F6,1,"1,654","1,654","1,654",558,558,558,262,262,262,"3,446","3,446","3,446",817,817,817,272,272,272,151,151,151,966,966,966,"7,990","7,990","7,990","28,637","28,638","28,638"
F7,1,"2,593","2,593","2,593",536,536,536,,-22,-22,"1,528","1,528","1,528","2,398","2,398","2,398",213,213,213,118,118,118,"1,441","1,441","1,441","3,790","3,790","3,790","28,418","28,418","28,418"
F8,1,"4,066","4,066","4,066",40,40,40,127,127,127,900,900,900,"1,264","1,264","1,264",191,191,191,34,34,34,"1,197","1,197","1,197","2,779","2,779","2,779","28,120","28,121","28,121"
F9,1,"1,445","1,445","1,445",89,89,89,180,180,180,"12,278","12,278","12,278","1,270","1,270","1,270",233,233,233,58,58,58,"1,057","1,057","1,057","4,726","4,726","4,726","27,212","27,212","27,212"
F10,1,"2,123","2,123","2,123",185,185,185,,-58,-58,507,507,507,818,818,818,281,281,281,12,12,12,905,905,905,"2,210","2,210","2,210","26,967","26,967","26,967"
F11,1,"2,285","2,285","2,285",14,14,14,,-113,-113,"1,482","1,482","1,482","1,116","1,116","1,116",246,246,246,30,30,30,921,921,921,"2,937","2,937","2,937","26,697","26,697","26,697"
F12,1,"5,817","5,817","5,817",5,5,5,150,150,150,"1,486","1,486","1,486","3,069","3,069","3,069",115,115,115,62,62,62,953,953,953,"3,081","3,081","3,081","26,374","26,375","26,375"
G1,1,"1,546","1,546","1,546",190,190,190,1,1,1,"2,366","2,366","2,366","3,211","3,211","3,211",574,574,574,147,147,147,647,647,647,"6,843","6,843","6,843","30,460","30,460","30,460"
G2,1,"1,707","1,707","1,707",9,9,9,193,193,193,381,381,381,533,533,533,119,119,119,,-43,-43,803,803,803,"1,589","1,589","1,589","30,686","30,686","30,686"
G3,1,"2,700","2,700","2,700",736,736,736,191,191,191,"1,126","1,126","1,126",842,842,842,134,134,134,18,18,18,"1,783","1,783","1,783","4,358","4,358","4,358","30,937","30,937","30,937"
G4,1,"1,644","1,644","1,644",72,72,72,,-28,-28,"1,041","1,041","1,041",763,763,763,109,109,109,,-10,-10,804,804,804,"2,482","2,482","2,482","31,203","31,203","31,203"
G5,1,"2,503","2,503","2,503",8,8,8,57,57,57,459,459,459,566,566,566,65,65,65,,-9,-9,854,854,854,"2,315","2,315","2,315","31,438","31,438","31,438"
G6,1,"1,402","1,402","1,402",130,130,130,,-52,-52,"1,496","1,496","1,496",820,820,820,,-30,-30,22,22,22,881,881,881,"2,722","2,722","2,722","31,722","31,722","31,722"
G7,1,"1,604","1,604","1,604",213,213,213,144,144,144,"1,568","1,568","1,568","1,229","1,229","1,229",78,78,78,169,169,169,"1,579","1,579","1,579","3,319","3,319","3,319","31,950","31,950","31,950"
G8,1,"2,602","2,602","2,602",351,351,351,336,336,336,"1,266","1,266","1,266",861,861,861,323,323,323,192,192,192,"1,324","1,324","1,324","2,641","2,641","2,641","32,273","32,273","32,273"
G9,1,"1,816","1,816","1,816",67,67,67,,-4,-4,641,641,641,"1,342","1,342","1,342",193,193,193,87,87,87,"1,317","1,317","1,317","2,919","2,919","2,919","32,459","32,459","32,459"
G10,1,"2,147","2,147","2,147",6,6,6,80,80,80,"1,382","1,382","1,382",867,867,867,166,166,166,,-44,-44,936,936,936,"4,716","4,716","4,716","32,683","32,683","32,683"
G11,1,"1,909","1,909","1,909",194,194,194,12,12,12,"3,493","3,493","3,493","2,693","2,693","2,693",145,145,145,174,174,174,"1,057","1,057","1,057","2,904","2,904","2,904","33,127","33,127","33,127"
G12,1,"3,850","3,850","3,850",,-14,-14,,-1,-1,"1,428","1,428","1,428","1,886","1,886","1,886",98,98,98,,-7,-7,"1,003","1,003","1,003","3,610","3,610","3,610","33,379","33,379","33,379"
H1,1,"5,548","5,548","5,548",88,88,88,251,251,251,925,925,925,"1,357","1,357","1,357",245,245,245,,-33,-33,990,990,990,"3,682","3,682","3,682","38,333","38,333","38,333"
H2,1,"10,857","10,857","10,857",207,207,207,64,64,64,466,466,466,"3,214","3,214","3,214",260,260,260,,-42,-42,"1,537","1,537","1,537","10,459","10,459","10,459","37,925","37,925","37,925"
H3,1,"1,531","1,531","1,531",4,4,4,100,100,100,"1,076","1,076","1,076","2,326","2,326","2,326",,-45,-45,23,23,23,"1,041","1,041","1,041","2,841","2,841","2,841","37,374","37,374","37,374"
H4,1,"6,223","6,223","6,223",3,3,3,35,35,35,"2,496","2,496","2,496","3,251","3,251","3,251",89,89,89,269,269,269,"1,216","1,216","1,216","3,664","3,664","3,664","36,928","36,928","36,928"
H5,1,"3,409","3,409","3,409",45,45,45,82,82,82,667,667,667,"1,217","1,217","1,217",124,124,124,,-14,-14,683,683,683,"2,152","2,152","2,152","36,349","36,350","36,350"
H6,1,"2,959","2,959","2,959",107,107,107,146,146,146,"2,920","2,920","2,920",907,907,907,37,37,37,48,48,48,"1,817","1,817","1,817","5,060","5,060","5,060","36,101","36,101","36,101"
H7,1,"3,702","3,702","3,702",59,59,59,61,61,61,"1,015","1,015","1,015",712,712,712,112,112,112,42,42,42,712,712,712,"3,347","3,347","3,347","35,506","35,506","35,506"
H8,1,"3,088","3,088","3,088",88,88,88,110,110,110,"1,569","1,569","1,569",773,773,773,216,216,216,71,71,71,927,927,927,"3,301","3,301","3,301","35,247","35,247","35,247"
H9,1,"3,395","3,395","3,395",532,532,532,244,244,244,"1,119","1,119","1,119","2,154","2,154","2,154",178,178,178,146,146,146,"1,033","1,033","1,033","5,568","5,568","5,568","34,914","34,914","34,914"
H10,1,"4,321","4,321","4,321",57,57,57,168,168,168,274,274,274,"3,085","3,085","3,085",46,46,46,334,334,334,"1,456","1,456","1,456","1,379","1,379","1,379","34,534","34,534","34,534"
H11,1,"1,804","1,804","1,804",8,8,8,8,8,8,557,557,557,"1,423","1,423","1,423",244,244,244,,-76,-76,"1,585","1,585","1,585","3,269","3,269","3,269","34,126","34,126","34,126"
H12,1,"5,230","5,230","5,230",1,1,1,133,133,133,106,106,106,"2,321","2,321","2,321",146,146,146,,-45,-45,"1,056","1,056","1,056","1,880","1,880","1,880","33,657","33,657","33,657"

