Experiment Name,210901 TA M3/4 PA BM Spleen
Specimen Name,M3-4 LN
Tube Name,INX_GC50_001
Record Date,"Sep 1, 2021 2:58:44 PM"
Date Analyzed,09/03/2021 17:48

Sort Type,Index Sort
Sort Setup,85 micron
Precision ,Single Cell
Device,96 Well - Falcon
Yield Mask,0
Purity Mask,32
Phase Mask,16
Well,All Events #Events,All Events PA+ GFP-A Geo Mean,All Events PA+ GFP-A Mean,All Events PA+ GFP-A Median,All Events CD38 APC-A Geo Mean,All Events CD38 APC-A Mean,All Events CD38 APC-A Median,All Events TCRB APC-Cy7-A Geo Mean,All Events TCRB APC-Cy7-A Mean,All Events TCRB APC-Cy7-A Median,All Events IGY BV421-A Geo Mean,All Events IGY BV421-A Mean,All Events IGY BV421-A Median,All Events PA Pacific Orange-A Geo Mean,All Events PA Pacific Orange-A Mean,All Events PA Pacific Orange-A Median,All Events BV650-A Geo Mean,All Events BV650-A Mean,All Events BV650-A Median,All Events IGK RFP-A Geo Mean,All Events IGK RFP-A Mean,All Events IGK RFP-A Median,All Events FAS PE-Cy7-A Geo Mean,All Events FAS PE-Cy7-A Mean,All Events FAS PE-Cy7-A Median,All Events B220 BV786-A Geo Mean,All Events B220 BV786-A Mean,All Events B220 BV786-A Median,All Events Time Geo Mean,All Events Time Mean,All Events Time Median
A1,1,"4,501","4,501","4,501",4,4,4,95,95,95,553,553,553,"1,276","1,276","1,276",204,204,204,79,79,79,534,534,534,"2,408","2,408","2,408","3,230","3,230","3,230"
A2,1,"5,328","5,328","5,328",,-29,-29,64,64,64,435,435,435,782,782,782,,-60,-60,,-45,-45,660,660,660,"1,419","1,419","1,419","5,396","5,396","5,396"
A3,1,"6,922","6,922","6,922",,-13,-13,1,1,1,949,949,949,"1,209","1,209","1,209",93,93,93,72,72,72,891,891,891,"1,972","1,972","1,972","5,944","5,944","5,944"
A4,1,"5,592","5,592","5,592",649,649,649,265,265,265,654,654,654,866,866,866,9,9,9,600,600,600,"1,308","1,308","1,308","1,776","1,776","1,776","6,442","6,442","6,442"
A5,1,"5,531","5,531","5,531",,-17,-17,225,225,225,"1,036","1,036","1,036","1,162","1,162","1,162",30,30,30,126,126,126,979,979,979,"3,413","3,413","3,413","6,850","6,850","6,850"
A6,1,"9,346","9,346","9,346",257,257,257,53,53,53,909,909,909,715,715,715,205,205,205,404,404,404,918,918,918,"1,250","1,250","1,250","7,574","7,574","7,574"
A7,1,"4,610","4,610","4,610",75,75,75,140,140,140,"1,768","1,768","1,768","2,002","2,002","2,002",3,3,3,124,124,124,378,378,378,"5,162","5,162","5,162","8,425","8,425","8,425"
A8,1,"3,605","3,605","3,605",123,123,123,,-91,-91,363,363,363,"1,603","1,603","1,603",253,253,253,146,146,146,821,821,821,"1,744","1,744","1,744","8,623","8,623","8,623"
A9,1,"3,310","3,310","3,310",325,325,325,41,41,41,749,749,749,"1,812","1,812","1,812",73,73,73,147,147,147,971,971,971,"1,276","1,276","1,276","8,982","8,982","8,982"
A10,1,"2,654","2,654","2,654",59,59,59,85,85,85,442,442,442,"2,189","2,189","2,189",180,180,180,44,44,44,570,570,570,"1,364","1,364","1,364","9,490","9,490","9,490"
A11,1,"6,706","6,706","6,706",90,90,90,46,46,46,813,813,813,"1,363","1,363","1,363",337,337,337,66,66,66,765,765,765,"1,000","1,000","1,000","9,780","9,780","9,780"
A12,1,"6,061","6,061","6,061",44,44,44,162,162,162,662,662,662,876,876,876,,-18,-18,44,44,44,701,701,701,"3,446","3,446","3,446","10,077","10,078","10,078"
B1,1,"4,350","4,350","4,350",134,134,134,60,60,60,127,127,127,"1,740","1,740","1,740",192,192,192,83,83,83,"1,058","1,058","1,058","1,528","1,528","1,528","19,074","19,074","19,074"
B2,1,"10,031","10,031","10,031",507,507,507,123,123,123,913,913,913,678,678,678,33,33,33,412,412,412,"1,013","1,013","1,013","2,073","2,073","2,073","18,767","18,767","18,767"
B3,1,"6,778","6,778","6,778",123,123,123,137,137,137,"1,423","1,423","1,423",804,804,804,52,52,52,169,169,169,912,912,912,"2,045","2,045","2,045","18,461","18,461","18,461"
B4,1,"7,490","7,490","7,490",247,247,247,196,196,196,413,413,413,"1,047","1,047","1,047",4,4,4,131,131,131,860,860,860,"1,678","1,678","1,678","18,138","18,138","18,138"
B5,1,"3,063","3,063","3,063",131,131,131,,0,0,351,351,351,"1,775","1,775","1,775",82,82,82,130,130,130,730,730,730,"1,457","1,457","1,457","17,808","17,808","17,808"
B6,1,"7,158","7,158","7,158",151,151,151,280,280,280,"2,511","2,511","2,511","1,643","1,643","1,643",210,210,210,290,290,290,995,995,995,"3,383","3,383","3,383","15,963","15,963","15,963"
B7,1,"4,405","4,405","4,405",26,26,26,62,62,62,587,587,587,"2,031","2,031","2,031",102,102,102,22,22,22,891,891,891,961,961,961,"14,489","14,489","14,489"
B8,1,"7,994","7,994","7,994",45,45,45,281,281,281,"1,028","1,028","1,028","1,768","1,768","1,768",144,144,144,165,165,165,"1,214","1,214","1,214","3,194","3,194","3,194","13,516","13,516","13,516"
B9,1,"4,633","4,633","4,633",339,339,339,71,71,71,610,610,610,"2,352","2,352","2,352",160,160,160,44,44,44,873,873,873,"1,216","1,216","1,216","13,140","13,140","13,140"
B10,1,"5,678","5,678","5,678",279,279,279,,-45,-45,"1,081","1,081","1,081","1,071","1,071","1,071",156,156,156,401,401,401,"1,020","1,020","1,020","3,087","3,087","3,087","12,457","12,457","12,457"
B11,1,"5,916","5,916","5,916",71,71,71,128,128,128,"1,716","1,716","1,716","2,041","2,041","2,041",268,268,268,338,338,338,"1,367","1,367","1,367","1,983","1,983","1,983","12,219","12,219","12,219"
B12,1,"8,135","8,135","8,135",,-1,-1,134,134,134,424,424,424,"2,172","2,172","2,172",65,65,65,23,23,23,942,942,942,"2,443","2,443","2,443","11,413","11,413","11,413"
C1,1,"9,763","9,763","9,763",,-31,-31,109,109,109,402,402,402,874,874,874,163,163,163,96,96,96,922,922,922,"2,196","2,196","2,196","19,958","19,958","19,958"
C2,1,"6,422","6,422","6,422",370,370,370,,-93,-93,323,323,323,"1,426","1,426","1,426",,-47,-47,115,115,115,999,999,999,"2,650","2,650","2,650","20,705","20,705","20,705"
C3,1,"7,327","7,327","7,327",,-22,-22,190,190,190,638,638,638,770,770,770,66,66,66,,-1,-1,856,856,856,"1,137","1,137","1,137","21,387","21,387","21,387"
C4,1,"14,977","14,977","14,977",263,263,263,236,236,236,174,174,174,813,813,813,34,34,34,49,49,49,"1,472","1,472","1,472","1,847","1,847","1,847","22,287","22,287","22,287"
C5,1,"2,608","2,608","2,608",234,234,234,278,278,278,570,570,570,"1,834","1,834","1,834",25,25,25,341,341,341,848,848,848,"1,546","1,546","1,546","23,540","23,540","23,540"
C6,1,"4,420","4,420","4,420",205,205,205,5,5,5,"1,004","1,004","1,004","1,395","1,395","1,395",82,82,82,364,364,364,803,803,803,"1,603","1,603","1,603","24,735","24,736","24,736"
C7,1,"11,525","11,525","11,525",9,9,9,341,341,341,"1,661","1,661","1,661","2,712","2,712","2,712",25,25,25,183,183,183,"1,742","1,742","1,742","3,293","3,293","3,293","25,349","25,349","25,349"
C8,1,"7,228","7,228","7,228",131,131,131,,-25,-25,281,281,281,"1,102","1,102","1,102",126,126,126,,-4,-4,779,779,779,"1,565","1,565","1,565","26,008","26,009","26,009"
C9,1,"6,309","6,309","6,309",,-24,-24,71,71,71,224,224,224,"1,121","1,121","1,121",21,21,21,,-72,-72,890,890,890,"1,283","1,283","1,283","26,373","26,373","26,373"
C10,1,"7,035","7,035","7,035",,-58,-58,122,122,122,158,158,158,764,764,764,4,4,4,23,23,23,737,737,737,"2,092","2,092","2,092","26,772","26,773","26,773"
C11,1,"10,726","10,726","10,726",347,347,347,,-47,-47,"1,149","1,149","1,149","1,101","1,101","1,101",21,21,21,415,415,415,984,984,984,"2,763","2,763","2,763","27,723","27,723","27,723"
C12,1,"8,499","8,499","8,499",28,28,28,25,25,25,549,549,549,"1,093","1,093","1,093",127,127,127,33,33,33,809,809,809,"1,430","1,430","1,430","29,165","29,165","29,165"
D1,1,"2,827","2,827","2,827",78,78,78,116,116,116,627,627,627,"2,034","2,034","2,034",293,293,293,169,169,169,729,729,729,"1,930","1,930","1,930","37,372","37,373","37,373"
D2,1,"7,353","7,353","7,353",94,94,94,,-90,-90,793,793,793,"1,340","1,340","1,340",121,121,121,92,92,92,859,859,859,"2,320","2,320","2,320","36,593","36,593","36,593"
D3,1,"9,019","9,019","9,019",293,293,293,179,179,179,"2,457","2,457","2,457","3,417","3,417","3,417",106,106,106,255,255,255,"1,863","1,863","1,863","2,830","2,830","2,830","36,086","36,086","36,086"
D4,1,"8,239","8,239","8,239",102,102,102,,-109,-109,463,463,463,"1,271","1,271","1,271",320,320,320,116,116,116,876,876,876,"1,978","1,978","1,978","35,714","35,714","35,714"
D5,1,"9,452","9,452","9,452",34,34,34,155,155,155,"2,314","2,314","2,314","2,062","2,062","2,062",154,154,154,240,240,240,"1,269","1,269","1,269","1,382","1,382","1,382","35,191","35,191","35,191"
D6,1,"6,508","6,508","6,508",75,75,75,129,129,129,"2,033","2,033","2,033","1,448","1,448","1,448",,-70,-70,150,150,150,938,938,938,"4,746","4,746","4,746","34,616","34,616","34,616"
D7,1,"10,285","10,285","10,285",277,277,277,83,83,83,"2,043","2,043","2,043","1,334","1,334","1,334",100,100,100,214,214,214,"1,765","1,765","1,765","3,443","3,443","3,443","34,326","34,326","34,326"
D8,1,"9,113","9,113","9,113",490,490,490,138,138,138,348,348,348,"1,960","1,960","1,960",57,57,57,380,380,380,"1,847","1,847","1,847","3,020","3,020","3,020","32,407","32,407","32,407"
D9,1,"8,999","8,999","8,999",52,52,52,69,69,69,"1,186","1,186","1,186","1,371","1,371","1,371",87,87,87,135,135,135,"1,365","1,365","1,365","3,424","3,424","3,424","32,005","32,005","32,005"
D10,1,"9,091","9,091","9,091",,-30,-30,50,50,50,236,236,236,"3,287","3,287","3,287",187,187,187,,-2,-2,754,754,754,"1,336","1,336","1,336","31,320","31,320","31,320"
D11,1,"15,555","15,555","15,555",2,2,2,119,119,119,691,691,691,"2,243","2,243","2,243",126,126,126,27,27,27,"1,236","1,236","1,236","3,078","3,078","3,078","30,539","30,539","30,539"
D12,1,"10,053","10,053","10,053",671,671,671,249,249,249,904,904,904,"2,274","2,274","2,274",185,185,185,504,504,504,"1,297","1,297","1,297","1,534","1,534","1,534","29,654","29,654","29,654"
E1,1,"7,122","7,122","7,122",104,104,104,248,248,248,737,737,737,907,907,907,70,70,70,87,87,87,"1,046","1,046","1,046","2,739","2,739","2,739","37,696","37,696","37,696"
E2,1,"6,711","6,711","6,711",,-68,-68,128,128,128,816,816,816,"1,082","1,082","1,082",,-17,-17,163,163,163,699,699,699,951,951,951,"38,014","38,014","38,014"
E3,1,"4,354","4,354","4,354",165,165,165,49,49,49,"1,390","1,390","1,390","1,307","1,307","1,307",157,157,157,111,111,111,"1,147","1,147","1,147","1,507","1,507","1,507","38,457","38,457","38,457"
