GC,node,delta_bind,delta_expr,delta_psr,parent,abundance,branch length from naive,LBI,LBR
gc69HK,10,0.331,-0.00561,-0.27353,naive,0.0,1.0,5.9137627970096105,1.6906033957156827
gc69HK,3,0.18312,0.01839,-0.02757,naive,0.0,1.0,6.615404360410148,2.0098314807540887
gc69HK,15,0.331,-0.00561,-0.27353,10,0.0,2.0,4.808540872493117,0.71264319281912
gc69HK,11,1.19682,0.0402,0.15191,10,0.0,2.0,7.470915938299507,1.6608931202072952
gc69HK,seq41,0.6819500000000001,-0.27566999999999997,1.32955,3,1.0,7.0,1.0139191957812284,0.0
gc69HK,6,1.00031,0.11238999999999999,-0.52618,3,0.0,3.0,8.011616879549672,3.55215245193902
gc69HK,seq7,0.51745,-0.006550000000000004,-0.44987999999999995,3,5.0,4.0,16.524581691913095,11.914122173609696
gc69HK,seq45,1.0407,0.03175,-0.50727,15,1.0,8.0,1.009440428977615,0.0
gc69HK,22,1.17178,0.01741,-0.41889,15,0.0,7.0,2.522447022134654,1.4593361609100604
gc69HK,17,1.16377,-0.11667,0.33324,11,0.0,5.0,2.5864090518799334,0.9561880037578186
gc69HK,9,1.2348400000000002,0.10314999999999999,-0.10637000000000002,11,0.0,3.0,11.58420254738598,2.4267547702214634
gc69HK,seq25,0.99726,0.12843,-0.27312,6,1.0,5.0,1.9489191563404695,0.0
gc69HK,seq55,0.96461,0.12249000000000002,-0.88117,6,1.0,7.0,1.128422242791985,0.0
gc69HK,seq39,1.00031,0.11238999999999999,-0.52618,6,1.0,4.0,4.624805212953163,0.29205085765030375
gc69HK,20,1.00031,0.11238999999999999,-0.52618,6,0.0,5.0,3.678248589867244,0.8873274337217643
gc69HK,7,1.32045,0.047380000000000005,-0.96719,6,0.0,5.0,4.761318052559327,1.4430556993958452
gc69HK,12,1.02107,-0.33088,-0.47046,6,0.0,6.0,3.245449525437081,1.40566211307858
gc69HK,seq34,-0.44615,-0.05003999999999998,-0.34434,seq7,1.0,9.0,1.104603808623083,0.0
gc69HK,seq3,0.49768,-0.02942999999999999,-0.62825,seq7,1.0,6.0,3.101023660404991,0.0
gc69HK,seq43,0.51745,-0.006550000000000004,-0.44987999999999995,seq7,1.0,6.0,3.101023660404991,0.0
gc69HK,seq24,0.51745,-0.006550000000000004,-0.44987999999999995,seq7,1.0,5.0,6.711174437241395,0.0
gc69HK,seq17,0.49813,-0.004830000000000004,-0.62545,seq7,1.0,5.0,6.711174437241395,0.0
gc69HK,seq27,-2.85283,-0.06447999999999998,-0.46534,seq7,1.0,8.0,1.284342632167734,0.0
gc69HK,seq69,0.57165,-0.052309999999999975,-0.43429999999999996,seq7,1.0,6.0,3.101023660404991,0.0
gc69HK,seq8,-3.6477999999999997,-0.029009999999999987,-1.01284,seq7,1.0,6.0,3.101023660404991,0.0
gc69HK,seq66,0.47747,0.01878,-0.45094999999999996,seq7,1.0,6.0,3.101023660404991,0.0
gc69HK,seq19,0.39566999999999997,0.05455,-0.31602,seq7,1.0,5.0,6.711174437241395,0.0
gc69HK,13,0.56154,-0.04135999999999999,-0.33219,seq7,0.0,5.0,8.569101207005696,0.27684078057252764
gc69HK,seq52,0.52882,0.049769999999999995,-0.4321999999999999,seq7,1.0,6.0,3.8283068011975887,0.23453001990240077
gc69HK,27,0.53159,-0.029269999999999997,-0.5383,seq7,0.0,5.0,8.690380046175994,0.29491196026013966
gc69HK,seq5,0.51745,-0.006550000000000004,-0.44987999999999995,seq7,1.0,5.0,8.07057813686255,0.20255824257489186
gc69HK,seq22,0.50659,-0.06595000000000001,-0.6173599999999999,seq7,2.0,5.0,9.895070152353366,0.47441707034822655
gc69HK,seq59,0.65032,-0.00867000000000001,-0.27401,22,1.0,9.0,1.206040798953331,0.0
gc69HK,seq26,1.1547800000000001,0.03210999999999999,-0.7140500000000001,22,1.0,8.0,1.5600769597160231,0.0
gc69HK,seq50,1.18635,-0.13852,0.36866,17,1.0,6.0,1.5836072754749075,0.0
gc69HK,seq30,1.21992,-0.12916,0.23891,17,1.0,6.0,1.5836072754749075,0.0
gc69HK,seq38,1.1244,0.18267,-0.19198000000000004,9,1.0,4.0,4.893710518377711,0.0
gc69HK,seq23,-2.37721,-0.22573000000000001,1.9625700000000001,9,1.0,7.0,1.193856431783142,0.0
gc69HK,seq18,1.2348400000000002,0.10314999999999999,-0.10637000000000002,9,2.0,4.0,21.088581616358177,3.3093234749302547
gc69HK,seq44,0.9305,0.06419,-0.57883,seq39,1.0,7.0,1.1804684249574888,0.0
gc69HK,seq16,1.39635,0.04055,-0.59072,20,1.0,7.0,1.362461531487742,0.0
gc69HK,seq57,0.40133,-0.14123000000000002,-0.45681,20,1.0,7.0,1.362461531487742,0.0
gc69HK,seq4,1.15098,0.016310000000000005,0.33010000000000006,7,1.0,7.0,1.509039043986101,0.0
gc69HK,seq21,1.28579,0.14132,-1.1882199999999998,7,1.0,11.0,1.0093233753099158,0.0
gc69HK,seq49,0.79899,0.0213,-0.82231,7,1.0,8.0,1.187264999036052,0.0
gc69HK,seq33,1.04261,-0.38797000000000004,-0.18430999999999997,12,1.0,7.0,1.8260547165964738,0.0
gc69HK,seq32,1.02107,-0.33088,-0.47046,12,1.0,7.0,1.8260547165964738,0.0
gc69HK,seq46,1.0764099999999999,-0.33656,-0.21736,12,1.0,7.0,1.8260547165964738,0.0
gc69HK,seq37,0.56154,-0.04135999999999999,-0.33219,13,1.0,7.0,2.024366455696703,0.0
gc69HK,seq1,0.37703,0.01080999999999999,-0.64334,13,1.0,10.0,1.0510002027635181,0.0
gc69HK,seq15,0.51993,0.07804,-1.0105600000000001,seq52,1.0,7.0,2.040475925485959,0.0
gc69HK,seq42,-2.1743200000000003,-0.39115999999999995,-0.42277000000000003,27,1.0,11.0,1.0190625462788503,0.0
gc69HK,seq68,0.3462,-0.03130999999999999,-0.72607,27,1.0,9.0,1.1408542238428863,0.0
gc69HK,seq64,0.51745,-0.006550000000000004,-0.44987999999999995,seq5,1.0,6.0,3.601120333748013,0.0
gc69HK,seq65,0.46141,-0.04223,-0.59234,seq5,1.0,6.0,3.601120333748013,0.0
gc69HK,seq40,0.32347,-0.08434,-0.5897899999999999,seq22,1.0,6.0,4.272313436828533,0.0
gc69HK,seq20,0.5698799999999999,-0.28546999999999995,-0.5105399999999999,seq22,1.0,6.0,4.272313436828533,0.0
gc69HK,seq61,-0.6310500000000003,0.0010400000000000027,-0.60971,seq22,1.0,7.0,2.2038168384782826,0.0
gc69HK,seq35,0.12738000000000005,0.02324,-0.5581299999999999,seq22,1.0,7.0,2.2038168384782826,0.0
gc69HK,seq71,1.21571,0.09795999999999999,-0.1805600000000001,seq18,1.0,7.0,2.000151586347039,0.0
gc69HK,seq31,0.99095,0.10195,-0.21500000000000002,seq18,1.0,10.0,1.0497946154076876,0.0
gc69HK,seq36,1.2629299999999999,0.15138000000000001,0.04308999999999997,seq18,1.0,7.0,2.000151586347039,0.0
gc69HK,seq48,1.2610999999999999,0.12858,-0.08132999999999996,seq18,1.0,7.0,2.000151586347039,0.0
gc69HK,seq9,1.29687,0.052989999999999995,-0.04948999999999998,seq18,1.0,9.0,1.135355798217824,0.0
gc69HK,seq2,1.2348400000000002,0.10314999999999999,-0.10637000000000002,seq18,1.0,5.0,8.390176178952755,0.0
gc69HK,seq29,0.92187,-0.11526,0.14233,seq18,1.0,5.0,8.390176178952755,0.0
gc69HK,seq63,1.1842400000000002,0.12084,0.68879,seq18,1.0,7.0,2.000151586347039,0.0
gc69HK,seq56,1.25148,0.03821,-0.3332899999999999,seq18,1.0,6.0,3.7186938828716447,0.0
gc69HK,seq10,1.11616,0.13258,-0.3129,seq18,1.0,7.0,2.000151586347039,0.0
gc69HK,26,1.2348400000000002,0.10314999999999999,-0.10637000000000002,seq18,0.0,5.0,10.290602042217028,0.2265060736187639
gc69HK,seq11,1.25742,0.08130000000000001,-0.07095000000000001,seq18,1.0,5.0,9.435551692548932,0.12459518027983273
gc69HK,seq12,1.2328700000000001,0.12095,-0.3522199999999999,seq18,1.0,7.0,2.959978885074467,0.47987727794191876
gc69HK,seq6,1.1999000000000002,-0.039349999999999996,-0.08682000000000002,seq18,2.0,5.0,9.562185703992101,0.13968830928478007
gc69HK,24,1.2400200000000001,0.052730000000000006,-0.05176000000000003,seq18,0.0,5.0,10.035452528371708,0.1960955663298495
gc69HK,seq47,1.2348400000000002,0.10314999999999999,-0.10637000000000002,seq18,1.0,5.0,10.714492284709404,0.2770282835761341
gc69HK,seq67,1.16546,0.00988,-0.21669,26,1.0,8.0,1.4625518390544756,0.0
gc69HK,seq51,0.8946200000000001,0.20873,0.07689999999999997,26,1.0,8.0,1.4625518390544756,0.0
gc69HK,seq58,1.46036,-0.001910000000000002,0.06756999999999996,seq11,1.0,8.0,1.419981388837584,0.0
gc69HK,seq14,1.97461,0.02783999999999999,-0.60179,seq12,1.0,9.0,1.2652542975493333,0.0
gc69HK,seq53,1.2437500000000001,-0.07715,-0.17593999999999999,seq6,1.0,9.0,1.1568219014526016,0.0
gc69HK,seq62,1.22705,-0.055000000000000014,-0.25267,24,1.0,6.0,4.32395722686848,0.0
gc69HK,28,1.18469,0.05835,-0.32229,24,0.0,8.0,2.7140898104217466,0.8719814170721555
gc69HK,seq54,1.17165,0.09021,-0.07777000000000002,seq47,1.0,7.0,2.314713564851036,0.0
gc69HK,23,1.2348400000000002,0.10314999999999999,-0.10637000000000002,seq47,0.0,6.0,6.5645452937874325,0.435261673844661
gc69HK,seq28,1.18469,0.05835,-0.32229,28,1.0,9.0,1.6305784015756157,0.0
gc69HK,seq70,1.18469,0.05835,-0.32229,28,1.0,9.0,1.6305784015756157,0.0
gc69HK,seq13,-0.2857799999999999,0.04387,-0.2183,23,1.0,11.0,1.0374936112635502,0.0
gc69HK,seq60,1.2639,-0.4461399999999999,0.12855999999999995,23,1.0,12.0,1.0137931287591342,0.0
gc70HK,naive,0.0,0.0,0.0,,0.0,0.0,1.4906665232781369,
gc70HK,1,0.74154,0.08245,0.006519999999999998,naive,0.0,2.0,5.691966959271985,4.337530924855187
gc70HK,seq7,-2.547,-0.23746,0.4446800000000001,1,1.0,10.0,1.001573979566189,0.0
gc70HK,4,0.73112,-0.38964,0.08941999999999999,1,0.0,3.0,10.864008806753496,2.9852154184771167
gc70HK,seq29,0.73112,-0.38964,0.08941999999999999,4,1.0,4.0,9.759440800866626,1.1084325067706093
gc70HK,seq9,0.69114,-0.36431,0.08835,4,9.0,5.0,37.46012401493146,15.043234018556072
gc70HK,seq17,0.73112,-0.38964,0.08941999999999999,seq29,1.0,5.0,4.222418186797146,0.0
gc70HK,seq63,-0.43705000000000005,-0.4742900000000001,0.38874,seq29,1.0,7.0,1.4361068780170037,0.0
gc70HK,seq39,-1.9233899999999995,-0.504,0.1647,seq29,1.0,7.0,1.4361068780170037,0.0
gc70HK,6,0.73112,-0.38964,0.08941999999999999,seq29,0.0,6.0,5.4971243257670945,1.5153152196102722
gc70HK,seq56,0.6729700000000001,-0.38434,-0.04322000000000002,seq29,2.0,6.0,4.590240614996959,1.100353093062689
gc70HK,seq35,0.37213,-0.68963,1.85288,seq9,1.0,7.0,5.934341210402774,0.0
gc70HK,seq57,0.69114,-0.36431,0.08835,seq9,1.0,6.0,14.41293004765447,0.0
gc70HK,seq50,0.70759,-0.30979,-0.5309,seq9,1.0,8.0,2.8152426870321907,0.0
gc70HK,seq46,-1.39623,-2.2249700000000003,1.28765,seq9,1.0,7.0,5.934341210402774,0.0
gc70HK,seq2,0.18049999999999988,-0.8603799999999999,1.1949,seq9,1.0,7.0,5.934341210402774,0.0
gc70HK,seq4,0.7537,-0.41149,0.12483999999999999,seq9,1.0,6.0,14.41293004765447,0.0
gc70HK,seq30,0.69114,-0.36431,0.08835,seq9,1.0,6.0,14.41293004765447,0.0
gc70HK,seq23,-0.28128,-0.37341,0.15932000000000002,seq9,1.0,6.0,14.41293004765447,0.0
gc70HK,seq10,0.6698,-0.44545999999999997,-0.04937999999999999,seq9,1.0,6.0,14.41293004765447,0.0
gc70HK,seq59,0.69114,-0.36431,0.08835,seq9,1.0,6.0,14.41293004765447,0.0
gc70HK,seq14,0.69114,-0.36431,0.08835,seq9,1.0,6.0,14.41293004765447,0.0
gc70HK,seq28,0.69114,-0.36431,0.08835,seq9,1.0,6.0,14.41293004765447,0.0
gc70HK,seq8,0.65881,-0.40787,0.08125,seq9,1.0,6.0,14.41293004765447,0.0
gc70HK,seq36,0.69114,-0.36431,0.08835,seq9,1.0,7.0,5.934341210402774,0.0
gc70HK,seq43,0.70528,-0.38703,-7.000000000000062e-05,seq9,1.0,6.0,14.41293004765447,0.0
gc70HK,seq27,-0.06105000000000005,-0.45026,-0.18457,seq9,1.0,7.0,5.934341210402774,0.0
gc70HK,seq11,-0.14428000000000007,-0.5253399999999999,0.31710000000000005,seq9,1.0,8.0,2.8152426870321907,0.0
gc70HK,seq12,0.6503500000000001,-0.3737599999999999,0.046579999999999996,seq9,1.0,9.0,1.6677904652959494,0.0
gc70HK,seq62,0.7081500000000001,-0.38952999999999993,0.08783,seq9,1.0,7.0,5.934341210402774,0.0
gc70HK,seq34,0.68503,-0.33340000000000003,0.03967,seq9,1.0,6.0,14.41293004765447,0.0
gc70HK,seq38,0.6937300000000001,-0.41432,0.48380999999999996,seq9,1.0,8.0,2.8152426870321907,0.0
gc70HK,seq42,0.70489,-0.41594999999999993,-0.009720000000000006,seq9,1.0,7.0,5.934341210402774,0.0
gc70HK,seq25,0.69114,-0.36431,0.08835,seq9,1.0,7.0,5.934341210402774,0.0
gc70HK,seq32,0.68466,-0.39708999999999994,0.13027,seq9,1.0,7.0,5.934341210402774,0.0
gc70HK,seq44,0.6930299999999999,-0.37868,0.25013,seq9,1.0,7.0,5.934341210402774,0.0
gc70HK,seq13,0.68499,-0.19260999999999998,-0.058260000000000006,seq9,1.0,8.0,2.8152426870321907,0.0
gc70HK,seq40,0.69114,-0.36431,0.08835,seq9,1.0,6.0,14.41293004765447,0.0
gc70HK,seq60,-1.90733,-0.47123000000000004,1.2114599999999998,seq9,1.0,9.0,1.6677904652959494,0.0
gc70HK,seq61,-1.8318199999999996,-0.54369,1.9705500000000002,seq9,1.0,6.0,14.41293004765447,0.0
gc70HK,seq52,0.64049,-0.32464000000000004,0.13007999999999997,seq9,1.0,6.0,14.41293004765447,0.0
gc70HK,seq15,0.69114,-0.36431,0.08835,seq9,1.0,7.0,5.934341210402774,0.0
gc70HK,13,0.66166,-0.29879999999999995,0.18715000000000004,seq9,0.0,6.0,15.677171165311584,0.08771576032611463
gc70HK,12,0.69114,-0.36431,0.08835,seq9,0.0,6.0,16.31335591091874,0.1318556224848634
gc70HK,seq26,0.69114,-0.36431,0.08835,seq9,1.0,6.0,15.140213188447069,0.0504604642073424
gc70HK,14,0.71246,-0.40506,0.0856,seq9,0.0,6.0,15.995263538115164,0.10978569140548901
gc70HK,15,0.66346,-0.3778,0.6004299999999999,seq9,0.0,6.0,15.995263538115164,0.10978569140548901
gc70HK,seq41,0.69114,-0.36431,0.08835,seq9,1.0,6.0,15.140213188447069,0.0504604642073424
gc70HK,9,0.76398,-0.3872,0.019769999999999996,seq9,0.0,6.0,16.142259481181245,0.11998458521681385
gc70HK,seq21,0.69114,-0.36431,0.08835,seq9,2.0,6.0,15.553468143214687,0.07913297933100187
gc70HK,seq16,0.67056,-0.32611999999999997,0.17798999999999998,seq9,2.0,6.0,15.867496329239666,0.1009209284146848
gc70HK,seq49,0.20966,-0.41572,0.23430000000000006,6,1.0,8.0,1.6086195943779507,0.0
gc70HK,seq20,0.73112,-0.38964,0.08941999999999999,6,1.0,7.0,2.6543995838416983,0.0
gc70HK,seq18,-0.24129999999999996,-0.39874,0.16039000000000003,6,1.0,9.0,1.2238986362657505,0.0
gc70HK,seq54,0.7609,-0.29783,-0.37363,6,1.0,8.0,1.6086195943779507,0.0
gc70HK,seq24,0.66972,-0.35931,0.40644,seq56,1.0,9.0,1.1787475549559354,0.0
gc70HK,seq64,0.6729700000000001,-0.38434,-0.04322000000000002,seq56,1.0,7.0,2.320775711116097,0.0
gc70HK,seq19,0.57918,-0.38471999999999995,-0.07791000000000002,seq56,1.0,7.0,2.320775711116097,0.0
gc70HK,seq51,0.67048,-0.33319,0.22172000000000003,13,1.0,7.0,6.399429526272433,0.0
gc70HK,seq45,0.66166,-0.29879999999999995,0.18715000000000004,13,1.0,7.0,6.399429526272433,0.0
gc70HK,seq22,0.68606,-0.34970999999999997,0.06460999999999999,12,1.0,9.0,1.7624070976783448,0.0
gc70HK,seq48,0.67049,-0.32275,0.05270000000000001,12,1.0,9.0,1.7624070976783448,0.0
gc70HK,seq31,0.68389,-0.376,0.040400000000000005,seq26,1.0,7.0,6.201893725810967,0.0
gc70HK,seq33,0.023889999999999967,-0.5266,-0.25343,14,1.0,9.0,1.746570210966277,0.0
gc70HK,seq53,0.71246,-0.40506,0.0856,14,1.0,7.0,6.516449170620312,0.0
gc70HK,seq1,0.62501,-0.38126999999999994,0.3506699999999999,15,1.0,9.0,1.746570210966277,0.0
gc70HK,seq58,0.552,-0.38134,0.41430999999999996,15,1.0,7.0,6.516449170620312,0.0
gc70HK,seq5,0.69114,-0.36431,0.08835,seq41,1.0,7.0,6.201893725810967,0.0
gc70HK,seq37,1.02861,-0.32949000000000006,-0.05441,9,1.0,8.0,3.049281975727948,0.0
gc70HK,seq3,0.71114,-0.40774999999999995,0.44631999999999994,9,1.0,8.0,3.049281975727948,0.0
gc70HK,seq47,1.0866,-0.34338,0.37171,seq21,1.0,9.0,1.7245745134357595,0.0
gc70HK,seq6,0.67056,-0.32611999999999997,0.17798999999999998,seq16,1.0,7.0,6.469446241219158,0.0
gc70HK,seq55,0.67056,-0.32611999999999997,0.17798999999999998,seq16,1.0,7.0,6.469446241219158,0.0
gc15HK,naive,0.0,0.0,0.0,,0.0,0.0,3.6807006568572858,
gc15HK,seq23,1.62391,-0.08801999999999999,0.40998,naive,2.0,6.0,2.822352568345729,1.8037224144270416
gc15HK,3,0.331,-0.00561,-0.27353,naive,0.0,1.0,7.549296518447122,2.8009227849053855
gc15HK,seq31,-0.9661899999999995,-0.18876,2.39276,seq23,1.0,11.0,1.012278915019161,0.0
gc15HK,seq25,1.66081,-0.08413,1.5573299999999999,seq23,1.0,7.0,1.6704060444603694,0.0
gc15HK,30,0.5716399999999999,0.05939,-0.18319,3,0.0,6.0,2.859006461218115,1.73817408935337
gc15HK,10,0.331,-0.00561,-0.27353,3,0.0,2.0,7.0262191257411795,1.0608667180730795
gc15HK,4,0.35582,-0.02566,-0.29355,3,0.0,2.0,5.548660296829343,0.6274825949756914
gc15HK,2,0.37619,-0.0354,0.11821000000000004,3,0.0,5.0,11.718921098671636,9.463747032053325
gc15HK,seq68,0.39273,-0.057069999999999996,-0.47034999999999993,30,1.0,9.0,1.0925544817809671,0.0
gc15HK,seq48,0.52044,-0.08194999999999998,-0.006989999999999972,30,1.0,8.0,1.2515891659676468,0.0
gc15HK,seq16,1.31101,-0.03811,0.053499999999999936,10,1.0,8.0,1.0149375037749995,0.0
gc15HK,21,0.331,-0.00561,-0.27353,10,0.0,3.0,5.191868538466503,0.6139242225232845
gc15HK,seq21,0.50326,-0.046619999999999995,-0.46858,10,1.0,4.0,4.741765762387901,1.611737190589764
gc15HK,seq4,1.28665,-0.012410000000000011,0.51137,4,2.0,6.0,2.138301500115717,0.9738563325409241
gc15HK,seq3,1.11053,-0.01104,-0.34220999999999996,4,4.0,5.0,5.004325927892809,3.080286128369602
gc15HK,seq47,0.34947000000000006,-0.40585000000000004,0.45507,2,1.0,13.0,1.00359579744004,0.0
gc15HK,25,0.86626,0.16154999999999997,-0.34301,2,0.0,12.0,2.592107881300774,1.567016855264346
gc15HK,18,1.37052,-1.2140800000000003,1.28375,2,0.0,7.0,4.685106388504587,0.9117825009577921
gc15HK,seq42,1.24546,0.03465999999999999,0.57335,2,2.0,7.0,10.517309949638573,3.2916440847965642
gc15HK,seq34,0.55931,-0.01701,0.09064000000000004,2,1.0,6.0,18.108496805576102,2.6632622186511288
gc15HK,seq15,-0.42194999999999994,-0.35341999999999996,-0.24498,21,1.0,7.0,1.0767767504195984,0.0
gc15HK,seq41,0.7467900000000001,-0.16241,1.00079,21,1.0,8.0,1.0282445880393212,0.0
gc15HK,seq55,0.50326,-0.046619999999999995,-0.46858,seq21,1.0,5.0,2.376518697661697,0.0
gc15HK,seq5,1.36908,-0.0008099999999999982,-0.04314000000000001,seq21,1.0,5.0,2.376518697661697,0.0
gc15HK,seq65,-0.2908799999999999,-0.10506,-0.4016799999999999,seq21,1.0,6.0,1.5063929292578266,0.0
gc15HK,seq19,0.5258400000000001,-0.06847,-0.43316,seq21,2.0,5.0,2.566843861589778,0.08008570019471994
gc15HK,seq60,1.18249,-0.15747999999999998,0.45632999999999996,seq4,1.0,8.0,1.1540523559268216,0.0
gc15HK,seq43,1.15687,0.01322,-0.53952,seq3,1.0,7.0,1.5419265836230853,0.0
gc15HK,seq52,1.02243,-0.0177,-0.6602300000000001,seq3,1.0,8.0,1.1993636487392094,0.0
gc15HK,seq40,1.0872600000000001,0.036,-0.33946999999999994,seq3,1.0,6.0,2.4731091846215243,0.0
gc15HK,seq8,1.12876,-0.13125,0.49125,seq3,1.0,8.0,1.1993636487392094,0.0
gc15HK,seq56,0.94711,0.16832000000000003,-0.28696,25,1.0,13.0,1.5857037576575777,0.0
gc15HK,seq6,-1.7430499999999998,0.07728,-0.24346999999999996,25,1.0,15.0,1.0792663839353367,0.0
gc15HK,19,1.0911600000000001,-1.2892000000000001,1.39985,18,0.0,8.0,3.8524601544523245,0.6353955246642756
gc15HK,seq45,1.36115,-1.1338800000000002,1.25036,18,2.0,8.0,3.4962129744205965,0.48416617496552944
gc15HK,seq61,1.24546,0.03465999999999999,0.57335,seq42,1.0,8.0,4.501222665728447,0.0
gc15HK,seq53,1.24546,0.03465999999999999,0.57335,seq42,1.0,8.0,4.501222665728447,0.0
gc15HK,seq69,1.21677,0.0018799999999999997,0.43137000000000003,seq42,1.0,9.0,2.2880278376849685,0.0
gc15HK,seq37,1.8473200000000003,0.17118,0.36963,seq42,2.0,11.0,1.3646407761578179,0.1620732637341849
gc15HK,29,1.24546,0.03465999999999999,0.57335,seq42,0.0,8.0,6.31610031412397,0.4031965941640028
gc15HK,seq30,0.6945600000000001,0.09653999999999999,0.73531,seq42,1.0,13.0,1.9834183514811028,0.937705831000858
gc15HK,16,1.24546,0.03465999999999999,0.57335,seq42,0.0,8.0,6.751212331275427,0.4998618892324576
gc15HK,seq24,1.28717,-0.25016,0.36499,seq42,2.0,10.0,2.5288288418322757,0.7158108236430837
gc15HK,seq11,0.51779,-0.10385000000000001,0.11606000000000004,seq34,1.0,8.0,3.3153832609353255,0.0
gc15HK,seq28,0.55931,-0.01701,0.09064000000000004,seq34,1.0,9.0,1.8517819001305993,0.0
gc15HK,seq66,-0.05407999999999996,-0.08574999999999999,-0.37066,seq34,1.0,8.0,3.3153832609353255,0.0
gc15HK,seq44,0.59398,0.00597,-0.07379999999999996,seq34,1.0,7.0,7.293864244118742,0.0
gc15HK,seq14,0.56431,-0.042120000000000005,0.15170000000000006,seq34,1.0,7.0,7.293864244118742,0.0
gc15HK,seq64,-2.9138599999999997,-0.34601,0.13669,seq34,1.0,8.0,3.3153832609353255,0.0
gc15HK,seq67,-1.7556899999999993,-0.26205999999999996,1.97206,seq34,1.0,9.0,1.8517819001305993,0.0
gc15HK,seq7,0.39839,0.021620000000000004,0.06302,seq34,1.0,9.0,1.8517819001305993,0.0
gc15HK,24,0.48544,-0.14620000000000002,0.025280000000000007,seq34,0.0,9.0,3.434115390591293,0.8544923623830093
gc15HK,23,0.55931,-0.01701,0.09064000000000004,seq34,0.0,7.0,9.108741892514265,0.24882251542574468
gc15HK,seq58,1.42513,0.028799999999999996,0.51608,seq34,1.0,7.0,8.33923975771492,0.14332258986573457
gc15HK,20,0.5484500000000001,-0.07640999999999999,-0.07683999999999995,seq34,0.0,7.0,10.13347537499431,0.3893150510945182
gc15HK,11,0.54627,0.010050000000000007,-0.061859999999999984,seq34,0.0,8.0,6.8200679545375555,1.0570979032492007
gc15HK,seq38,-1.89375,-1.4715900000000002,1.12838,19,1.0,9.0,2.049361447583727,0.0
gc15HK,seq36,1.27428,-1.2708100000000002,1.37228,19,1.0,10.0,1.3860385029239572,0.0
gc15HK,seq1,1.3578000000000001,-1.1572900000000002,1.1684999999999999,seq45,1.0,11.0,1.1242791260182272,0.0
gc15HK,seq62,1.50642,-0.03844000000000001,0.49943000000000004,29,1.0,10.0,1.7194559417262132,0.0
gc15HK,seq27,1.24546,0.03465999999999999,0.57335,29,1.0,11.0,1.264673049789713,0.0
gc15HK,seq35,0.7087,0.07382000000000001,0.64689,seq30,1.0,15.0,1.1330912011377778,0.0
gc15HK,seq26,1.1186999999999998,-0.016960000000000017,0.20496999999999999,16,1.0,12.0,1.1053371282320756,0.0
gc15HK,9,1.9589499999999997,0.10532999999999998,0.6628200000000001,16,0.0,9.0,4.845082212014687,0.5550278075547526
gc15HK,seq9,-2.08369,-0.71191,0.27686,seq24,1.0,12.0,1.2069044843296737,0.0
gc15HK,seq54,1.24015,-0.13158,-0.023379999999999984,24,1.0,10.0,1.895461009637532,0.0
gc15HK,seq46,0.4765500000000001,-0.11793000000000001,-0.55308,24,1.0,12.0,1.1211874693666386,0.0
gc15HK,seq49,0.54918,-0.029570000000000003,0.002760000000000023,23,1.0,10.0,1.4037104869799701,0.0
gc15HK,seq33,0.55931,-0.01701,0.09064000000000004,23,1.0,9.0,2.097398880716005,0.0
gc15HK,seq20,-1.57135,-0.5959,2.86177,seq58,1.0,10.0,1.365399231585498,0.0
gc15HK,seq59,0.51155,-0.34274,-0.2955,20,1.0,11.0,1.1672854367675418,0.0
gc15HK,seq39,1.72952,-0.20566000000000004,-0.3832399999999999,20,1.0,12.0,1.061540872994164,0.0
gc15HK,seq22,0.48145000000000004,-0.17686000000000004,0.2571700000000001,20,1.0,9.0,2.2360814768094825,0.0
gc15HK,seq29,0.54627,0.010050000000000007,-0.061859999999999984,11,1.0,9.0,3.1410833466950954,0.0
gc15HK,seq63,0.7004899999999998,-0.11767000000000001,0.3735300000000001,11,1.0,10.0,1.7876605450836731,0.0
gc15HK,seq17,0.5488299999999999,0.02503,-0.04440999999999991,11,1.0,10.0,1.7876605450836731,0.0
gc15HK,seq51,1.41209,0.05586000000000001,0.36358,11,1.0,11.0,5.166710001734504,3.005934044044371
gc15HK,seq10,1.9616799999999996,-0.44166000000000005,0.9615800000000001,9,1.0,11.0,1.520375290231069,0.0
gc15HK,seq13,1.9589499999999997,0.10532999999999998,0.6628200000000001,9,1.0,11.0,1.520375290231069,0.0
gc15HK,seq2,1.32972,-0.19341,0.3436,seq51,1.0,14.0,1.2074482757254184,0.0
gc15HK,seq32,1.42584,0.0042200000000000085,0.26551,seq51,1.0,12.0,2.532846946961549,0.0
gc15HK,12,1.39912,-0.051870000000000006,0.16266999999999998,seq51,0.0,12.0,4.3477245953570725,0.7165366429158638
gc15HK,seq50,1.41209,0.05586000000000001,0.36358,seq51,1.0,12.0,3.2601300877541473,0.28714057975949187
gc15HK,seq18,0.6275600000000001,-0.13216,0.26499,12,1.0,14.0,1.4530652563108242,0.0
gc15HK,seq12,0.7836000000000001,-0.14759,0.13895000000000002,12,1.0,15.0,1.1666733933058222,0.0
gc15HK,seq57,1.40123,-0.0035399999999999945,0.1961,seq50,1.0,13.0,1.8314553936577587,0.0
gc32HK,naive,0.0,0.0,0.0,,0.0,0.0,3.8922436645556315,
gc32HK,16,0.72716,0.056720000000000007,-0.36018,naive,0.0,3.0,3.53570860323932,2.0906642801645083
