Experiment Name,210901 TA PA M3 M4
Specimen Name,M3-4LN
Tube Name,INX_GC67_001
Record Date,"Sep 1, 2021 6:54:29 PM"
Date Analyzed,09/07/2021 17:23

Sort Type,Index Sort
Sort Setup,85 micron
Precision ,Single Cell
Device,96 Well - Falcon
Yield Mask,0
Purity Mask,32
Phase Mask,16
Well,All Events #Events,All Events FAS PE-Cy7-A Geo Mean,All Events FAS PE-Cy7-A Mean,All Events FAS PE-Cy7-A Median,All Events IGY BV421-A Geo Mean,All Events IGY BV421-A Mean,All Events IGY BV421-A Median,All Events B220 BV785-A Geo Mean,All Events B220 BV785-A Mean,All Events B220 BV785-A Median,All Events TCRB APC-Cy7-A Geo Mean,All Events TCRB APC-Cy7-A Mean,All Events TCRB APC-Cy7-A Median,All Events CD38 APC-A Geo Mean,All Events CD38 APC-A Mean,All Events CD38 APC-A Median,All Events PA+ FITC-A Geo Mean,All Events PA+ FITC-A Mean,All Events PA+ FITC-A Median,All Events PA V500-A Geo Mean,All Events PA V500-A Mean,All Events PA V500-A Median,All Events IGK tdTomato-A Geo Mean,All Events IGK tdTomato-A Mean,All Events IGK tdTomato-A Median,All Events Time Geo Mean,All Events Time Mean,All Events Time Median
C5,1,"1,234","1,234","1,234","1,381","1,381","1,381","2,854","2,854","2,854",,-78,-78,46,46,46,"2,866","2,866","2,866","4,947","4,947","4,947",65,65,65,"22,251","22,251","22,251"
C6,1,"1,247","1,247","1,247",995,995,995,"2,506","2,506","2,506",13,13,13,50,50,50,"5,460","5,460","5,460","4,462","4,462","4,462",158,158,158,"22,639","22,639","22,639"
C7,1,"1,758","1,758","1,758","1,482","1,482","1,482","4,659","4,659","4,659",124,124,124,,-36,-36,"5,490","5,490","5,490","7,410","7,410","7,410",111,111,111,"22,975","22,975","22,975"
C8,1,"1,451","1,451","1,451",368,368,368,"3,037","3,037","3,037",58,58,58,73,73,73,"1,646","1,646","1,646","8,298","8,298","8,298",68,68,68,"23,345","23,345","23,345"
C9,1,"1,363","1,363","1,363","2,321","2,321","2,321","3,381","3,381","3,381",38,38,38,368,368,368,"2,146","2,146","2,146","4,698","4,698","4,698",231,231,231,"23,846","23,847","23,847"
C10,1,870,870,870,223,223,223,"2,555","2,555","2,555",,-37,-37,,-1,-1,"3,934","3,934","3,934","4,235","4,235","4,235",43,43,43,"24,104","24,104","24,104"
C11,1,"1,544","1,544","1,544",465,465,465,"2,990","2,990","2,990",,-28,-28,96,96,96,"1,689","1,689","1,689","6,354","6,354","6,354",54,54,54,"24,827","24,827","24,827"
C12,1,861,861,861,"1,289","1,289","1,289","2,264","2,264","2,264",,-39,-39,107,107,107,"1,911","1,911","1,911","4,165","4,165","4,165",148,148,148,"25,678","25,678","25,678"
D1,1,"1,354","1,354","1,354","1,842","1,842","1,842","3,321","3,321","3,321",66,66,66,92,92,92,"3,602","3,602","3,602","3,768","3,768","3,768",88,88,88,"33,078","33,078","33,078"
D2,1,"1,984","1,984","1,984","5,058","5,058","5,058","4,078","4,078","4,078",258,258,258,177,177,177,"1,733","1,733","1,733","2,215","2,215","2,215",329,329,329,"32,831","32,831","32,831"
D3,1,"1,577","1,577","1,577","1,651","1,651","1,651","3,310","3,310","3,310",124,124,124,44,44,44,"2,150","2,150","2,150","5,025","5,025","5,025",38,38,38,"32,563","32,563","32,563"
D4,1,"1,200","1,200","1,200","2,226","2,226","2,226","2,252","2,252","2,252",7,7,7,213,213,213,"3,471","3,471","3,471","4,597","4,597","4,597",185,185,185,"31,942","31,942","31,942"
D5,1,973,973,973,155,155,155,"3,416","3,416","3,416",20,20,20,66,66,66,"4,269","4,269","4,269","3,807","3,807","3,807",19,19,19,"31,427","31,427","31,427"
D6,1,"1,212","1,212","1,212",969,969,969,"3,783","3,783","3,783",,-104,-104,,-21,-21,"2,671","2,671","2,671","4,372","4,372","4,372",,-16,-16,"31,178","31,178","31,178"
D7,1,"1,503","1,503","1,503",719,719,719,"3,172","3,172","3,172",118,118,118,90,90,90,"1,818","1,818","1,818","4,638","4,638","4,638",17,17,17,"29,803","29,803","29,803"
D8,1,953,953,953,"3,626","3,626","3,626","3,342","3,342","3,342",,-40,-40,29,29,29,"2,865","2,865","2,865","4,955","4,955","4,955",80,80,80,"29,344","29,344","29,344"
D9,1,"1,518","1,518","1,518","1,293","1,293","1,293","2,999","2,999","2,999",89,89,89,188,188,188,"5,542","5,542","5,542","4,615","4,615","4,615",92,92,92,"28,734","28,734","28,734"
D10,1,"2,170","2,170","2,170","1,402","1,402","1,402","4,828","4,828","4,828",517,517,517,712,712,712,"4,402","4,402","4,402","4,902","4,902","4,902",742,742,742,"28,461","28,462","28,462"
D11,1,"1,073","1,073","1,073","1,138","1,138","1,138","1,849","1,849","1,849",9,9,9,537,537,537,"1,754","1,754","1,754","3,063","3,063","3,063",195,195,195,"27,636","27,636","27,636"
D12,1,"2,506","2,506","2,506","3,976","3,976","3,976","3,792","3,792","3,792",,-80,-80,567,567,567,"3,509","3,509","3,509","7,425","7,425","7,425",595,595,595,"26,118","26,118","26,118"
E1,1,"1,181","1,181","1,181",846,846,846,"1,853","1,853","1,853",,-16,-16,102,102,102,"1,834","1,834","1,834","2,580","2,580","2,580",98,98,98,"33,508","33,508","33,508"
E2,1,864,864,864,"1,313","1,313","1,313","2,406","2,406","2,406",,-193,-193,30,30,30,"4,004","4,004","4,004","4,604","4,604","4,604",24,24,24,"33,989","33,990","33,990"
E3,1,"1,771","1,771","1,771",379,379,379,"3,752","3,752","3,752",,-70,-70,55,55,55,"4,311","4,311","4,311","3,775","3,775","3,775",16,16,16,"34,632","34,632","34,632"
E4,1,"1,016","1,016","1,016","2,047","2,047","2,047","2,267","2,267","2,267",,-10,-10,193,193,193,"3,852","3,852","3,852","4,024","4,024","4,024",91,91,91,"35,105","35,105","35,105"
E5,1,932,932,932,415,415,415,"1,494","1,494","1,494",165,165,165,14,14,14,"3,596","3,596","3,596","4,295","4,295","4,295",56,56,56,"35,837","35,837","35,837"
E6,1,973,973,973,930,930,930,"1,874","1,874","1,874",32,32,32,51,51,51,"2,035","2,035","2,035","5,759","5,759","5,759",97,97,97,"37,754","37,754","37,754"
E7,1,756,756,756,942,942,942,"2,260","2,260","2,260",56,56,56,115,115,115,"2,287","2,287","2,287","5,122","5,122","5,122",48,48,48,"38,283","38,283","38,283"
E8,1,998,998,998,"1,104","1,104","1,104","2,680","2,680","2,680",,-34,-34,82,82,82,"1,566","1,566","1,566","3,867","3,867","3,867",,-4,-4,"39,426","39,426","39,426"
E9,1,"1,020","1,020","1,020","1,685","1,685","1,685","3,327","3,327","3,327",73,73,73,177,177,177,"2,794","2,794","2,794","5,136","5,136","5,136",118,118,118,"39,781","39,781","39,781"
E10,1,"1,413","1,413","1,413",898,898,898,"4,262","4,262","4,262",57,57,57,5,5,5,"1,540","1,540","1,540","5,769","5,769","5,769",9,9,9,"40,038","40,038","40,038"
E11,1,754,754,754,"1,210","1,210","1,210","2,176","2,176","2,176",153,153,153,43,43,43,"2,848","2,848","2,848","4,311","4,311","4,311",100,100,100,"40,970","40,970","40,970"
E12,1,"1,880","1,880","1,880","1,720","1,720","1,720","2,823","2,823","2,823",73,73,73,253,253,253,"1,448","1,448","1,448","5,331","5,331","5,331",370,370,370,"41,541","41,542","41,542"
F1,1,"1,343","1,343","1,343","1,603","1,603","1,603","2,101","2,101","2,101",26,26,26,59,59,59,"3,266","3,266","3,266","4,181","4,181","4,181",74,74,74,"48,607","48,607","48,607"
F2,1,881,881,881,"1,106","1,106","1,106","1,463","1,463","1,463",50,50,50,83,83,83,"3,050","3,050","3,050","4,692","4,692","4,692",102,102,102,"48,250","48,250","48,250"
F3,1,"1,488","1,488","1,488","1,652","1,652","1,652","3,848","3,848","3,848",55,55,55,,-36,-36,"2,161","2,161","2,161","5,866","5,866","5,866",43,43,43,"48,038","48,038","48,038"
F4,1,"2,256","2,256","2,256",391,391,391,"2,603","2,603","2,603",77,77,77,721,721,721,"2,912","2,912","2,912","6,661","6,661","6,661",138,138,138,"47,589","47,589","47,589"
F5,1,"1,714","1,714","1,714","2,633","2,633","2,633","3,277","3,277","3,277",,-40,-40,78,78,78,"2,412","2,412","2,412","5,855","5,855","5,855",217,217,217,"46,837","46,837","46,837"
F6,1,"1,106","1,106","1,106","3,387","3,387","3,387","3,007","3,007","3,007",12,12,12,93,93,93,"4,249","4,249","4,249","4,544","4,544","4,544",133,133,133,"46,278","46,278","46,278"
F7,1,"1,606","1,606","1,606","3,059","3,059","3,059","3,422","3,422","3,422",42,42,42,62,62,62,"3,870","3,870","3,870","6,137","6,137","6,137",78,78,78,"45,854","45,854","45,854"
F8,1,"1,640","1,640","1,640","2,036","2,036","2,036","3,044","3,044","3,044",,-9,-9,80,80,80,"3,879","3,879","3,879","4,831","4,831","4,831",139,139,139,"45,051","45,051","45,051"
F9,1,"1,189","1,189","1,189","1,242","1,242","1,242","2,215","2,215","2,215",19,19,19,254,254,254,"5,715","5,715","5,715","3,424","3,424","3,424",125,125,125,"44,780","44,780","44,780"
F10,1,615,615,615,"1,658","1,658","1,658",955,955,955,88,88,88,65,65,65,"2,759","2,759","2,759","3,762","3,762","3,762",117,117,117,"44,064","44,064","44,064"
F11,1,"1,248","1,248","1,248","2,096","2,096","2,096","4,870","4,870","4,870",,-25,-25,218,218,218,"3,747","3,747","3,747","3,328","3,328","3,328",14,14,14,"42,913","42,913","42,913"
F12,1,"1,206","1,206","1,206","1,618","1,618","1,618","3,331","3,331","3,331",37,37,37,46,46,46,"3,348","3,348","3,348","4,952","4,952","4,952",32,32,32,"41,874","41,874","41,874"
G1,1,"1,106","1,106","1,106","1,175","1,175","1,175","2,937","2,937","2,937",53,53,53,995,995,995,"2,852","2,852","2,852","4,809","4,809","4,809",51,51,51,"49,069","49,069","49,069"
G2,1,"1,947","1,947","1,947","2,741","2,741","2,741","2,708","2,708","2,708",,-35,-35,323,323,323,"1,730","1,730","1,730","6,746","6,746","6,746",663,663,663,"49,580","49,580","49,580"
G3,1,"1,650","1,650","1,650","3,623","3,623","3,623","3,089","3,089","3,089",,-20,-20,54,54,54,"3,912","3,912","3,912","4,718","4,718","4,718",236,236,236,"50,521","50,521","50,521"
G4,1,"3,420","3,420","3,420","5,187","5,187","5,187","7,114","7,114","7,114",124,124,124,773,773,773,"4,183","4,183","4,183","9,301","9,301","9,301",520,520,520,"51,166","51,166","51,166"
G5,1,"1,115","1,115","1,115","1,061","1,061","1,061","2,800","2,800","2,800",96,96,96,70,70,70,"2,533","2,533","2,533","2,968","2,968","2,968",129,129,129,"52,098","52,098","52,098"
G6,1,"1,314","1,314","1,314",983,983,983,"3,634","3,634","3,634",56,56,56,55,55,55,"3,388","3,388","3,388","4,177","4,177","4,177",62,62,62,"53,061","53,061","53,061"
G7,1,"1,251","1,251","1,251",738,738,738,"3,482","3,482","3,482",8,8,8,,-6,-6,"2,160","2,160","2,160","5,944","5,944","5,944",68,68,68,"53,887","53,887","53,887"
G8,1,"2,122","2,122","2,122","4,431","4,431","4,431","3,517","3,517","3,517",60,60,60,359,359,359,"3,783","3,783","3,783","3,406","3,406","3,406",449,449,449,"54,131","54,132","54,132"
G9,1,"1,831","1,831","1,831","3,272","3,272","3,272","5,032","5,032","5,032",,-26,-26,177,177,177,"1,997","1,997","1,997","7,812","7,812","7,812",116,116,116,"54,602","54,602","54,602"
G10,1,775,775,775,"1,778","1,778","1,778","1,344","1,344","1,344",,-17,-17,68,68,68,"2,743","2,743","2,743","4,112","4,112","4,112",54,54,54,"55,055","55,055","55,055"
G11,1,"1,570","1,570","1,570","2,067","2,067","2,067","2,573","2,573","2,573",3,3,3,212,212,212,"5,092","5,092","5,092","4,310","4,310","4,310",109,109,109,"55,529","55,529","55,529"
G12,1,"1,212","1,212","1,212","1,051","1,051","1,051","2,373","2,373","2,373",,-31,-31,247,247,247,"2,981","2,981","2,981","4,183","4,183","4,183",69,69,69,"55,736","55,736","55,736"
H1,1,958,958,958,877,877,877,"2,001","2,001","2,001",,-14,-14,13,13,13,"3,201","3,201","3,201","5,125","5,125","5,125",33,33,33,"62,579","62,579","62,579"
H2,1,"1,501","1,501","1,501","1,161","1,161","1,161","2,237","2,237","2,237",51,51,51,65,65,65,"3,252","3,252","3,252","4,897","4,897","4,897",50,50,50,"62,172","62,172","62,172"
H3,1,"1,124","1,124","1,124",942,942,942,"2,131","2,131","2,131",,-71,-71,117,117,117,"4,411","4,411","4,411","3,606","3,606","3,606",106,106,106,"61,962","61,963","61,963"
H4,1,"2,240","2,240","2,240","3,017","3,017","3,017","3,267","3,267","3,267",,-9,-9,87,87,87,"1,235","1,235","1,235","7,823","7,823","7,823",384,384,384,"61,366","61,366","61,366"
H5,1,"1,270","1,270","1,270",682,682,682,"2,573","2,573","2,573",115,115,115,121,121,121,"3,080","3,080","3,080","5,550","5,550","5,550",,-22,-22,"60,488","60,488","60,488"
H6,1,843,843,843,811,811,811,"1,995","1,995","1,995",260,260,260,83,83,83,"2,505","2,505","2,505","4,072","4,072","4,072",80,80,80,"59,360","59,360","59,360"
H7,1,"1,202","1,202","1,202","1,448","1,448","1,448","2,272","2,272","2,272",38,38,38,126,126,126,"2,657","2,657","2,657","3,887","3,887","3,887",105,105,105,"59,090","59,090","59,090"
H8,1,"1,262","1,262","1,262","2,292","2,292","2,292","3,365","3,365","3,365",153,153,153,232,232,232,"3,690","3,690","3,690","3,315","3,315","3,315",121,121,121,"58,451","58,451","58,451"
H9,1,998,998,998,"1,165","1,165","1,165","2,112","2,112","2,112",,-64,-64,75,75,75,"3,342","3,342","3,342","4,680","4,680","4,680",56,56,56,"57,527","57,527","57,527"
H10,1,"1,247","1,247","1,247",,-6,-6,"1,549","1,549","1,549",30,30,30,,-7,-7,"1,651","1,651","1,651","5,018","5,018","5,018",42,42,42,"57,056","57,056","57,056"
H11,1,"1,716","1,716","1,716","1,542","1,542","1,542","4,275","4,275","4,275",3,3,3,,-3,-3,"2,588","2,588","2,588","5,054","5,054","5,054",62,62,62,"56,633","56,633","56,633"
H12,1,"1,182","1,182","1,182",924,924,924,"2,469","2,469","2,469",43,43,43,259,259,259,"1,220","1,220","1,220","6,355","6,355","6,355",55,55,55,"56,063","56,064","56,064"

