Experiment Name,210831 TA M2 PA BM Spleen
Specimen Name,M2 LN
Tube Name,INX_GC24_001
Record Date,"Aug 31, 2021 2:34:25 PM"
Date Analyzed,09/03/2021 16:39

Sort Type,Index Sort
Sort Setup,85 micron
Precision ,Single Cell
Device,96 Well - Falcon
Yield Mask,0
Purity Mask,32
Phase Mask,16
Well,All Events #Events,All Events PA+ GFP-A Geo Mean,All Events PA+ GFP-A Mean,All Events PA+ GFP-A Median,All Events CD38 APC-A Geo Mean,All Events CD38 APC-A Mean,All Events CD38 APC-A Median,All Events TCRB APC-Cy7-A Geo Mean,All Events TCRB APC-Cy7-A Mean,All Events TCRB APC-Cy7-A Median,All Events IGY BV421-A Geo Mean,All Events IGY BV421-A Mean,All Events IGY BV421-A Median,All Events PA Pacific Orange-A Geo Mean,All Events PA Pacific Orange-A Mean,All Events PA Pacific Orange-A Median,All Events BV650-A Geo Mean,All Events BV650-A Mean,All Events BV650-A Median,All Events IGK RFP-A Geo Mean,All Events IGK RFP-A Mean,All Events IGK RFP-A Median,All Events FAS PE-Cy7-A Geo Mean,All Events FAS PE-Cy7-A Mean,All Events FAS PE-Cy7-A Median,All Events B220 BV786-A Geo Mean,All Events B220 BV786-A Mean,All Events B220 BV786-A Median,All Events Time Geo Mean,All Events Time Mean,All Events Time Median
B2,1,"3,385","3,385","3,385",337,337,337,71,71,71,131,131,131,"3,448","3,448","3,448",271,271,271,337,337,337,"1,174","1,174","1,174","6,133","6,133","6,133","13,130","13,130","13,130"
B3,1,"3,696","3,696","3,696",32,32,32,51,51,51,11,11,11,"1,566","1,566","1,566",58,58,58,6,6,6,844,844,844,"4,257","4,257","4,257","12,731","12,731","12,731"
B4,1,"4,701","4,701","4,701",88,88,88,163,163,163,"1,349","1,349","1,349","2,465","2,465","2,465",159,159,159,183,183,183,"1,002","1,002","1,002","2,358","2,358","2,358","12,451","12,451","12,451"
B5,1,"2,253","2,253","2,253",253,253,253,,-32,-32,597,597,597,"2,109","2,109","2,109",228,228,228,39,39,39,906,906,906,"2,290","2,290","2,290","12,145","12,145","12,145"
B6,1,"3,115","3,115","3,115",35,35,35,87,87,87,338,338,338,"1,178","1,178","1,178",172,172,172,4,4,4,737,737,737,"4,942","4,942","4,942","11,872","11,872","11,872"
B7,1,"4,719","4,719","4,719",195,195,195,98,98,98,845,845,845,"2,339","2,339","2,339",86,86,86,178,178,178,981,981,981,"3,188","3,188","3,188","11,480","11,480","11,480"
B8,1,"4,835","4,835","4,835",6,6,6,242,242,242,"1,447","1,447","1,447","1,344","1,344","1,344",100,100,100,127,127,127,825,825,825,"2,548","2,548","2,548","10,999","10,999","10,999"
B9,1,"3,788","3,788","3,788",64,64,64,105,105,105,"1,494","1,494","1,494","1,196","1,196","1,196",,-62,-62,74,74,74,627,627,627,"2,134","2,134","2,134","10,513","10,513","10,513"
B10,1,"5,803","5,803","5,803",20,20,20,3,3,3,"1,251","1,251","1,251","3,120","3,120","3,120",256,256,256,216,216,216,"1,223","1,223","1,223","3,166","3,166","3,166","10,126","10,126","10,126"
B11,1,"2,031","2,031","2,031",26,26,26,123,123,123,238,238,238,"1,955","1,955","1,955",210,210,210,,-8,-8,558,558,558,"4,518","4,518","4,518","9,901","9,901","9,901"
B12,1,"4,091","4,091","4,091",83,83,83,410,410,410,"1,373","1,373","1,373","2,101","2,101","2,101",,-85,-85,"1,236","1,236","1,236","2,240","2,240","2,240","4,947","4,947","4,947","9,666","9,666","9,666"
C1,1,"5,665","5,665","5,665",261,261,261,,-50,-50,738,738,738,"2,264","2,264","2,264",,-33,-33,51,51,51,960,960,960,"2,790","2,790","2,790","14,034","14,034","14,034"
C2,1,"4,647","4,647","4,647",361,361,361,133,133,133,"1,424","1,424","1,424","1,990","1,990","1,990",53,53,53,19,19,19,"1,078","1,078","1,078","3,965","3,965","3,965","14,916","14,916","14,916"
C3,1,"4,412","4,412","4,412",56,56,56,60,60,60,"1,233","1,233","1,233","2,042","2,042","2,042",,-38,-38,50,50,50,829,829,829,"1,677","1,677","1,677","15,263","15,263","15,263"
C4,1,"4,850","4,850","4,850",12,12,12,138,138,138,284,284,284,"1,003","1,003","1,003",118,118,118,,-2,-2,"1,596","1,596","1,596","3,219","3,219","3,219","15,487","15,487","15,487"
C5,1,"6,703","6,703","6,703",79,79,79,80,80,80,827,827,827,"1,718","1,718","1,718",87,87,87,28,28,28,"1,006","1,006","1,006","3,472","3,472","3,472","15,777","15,778","15,778"
C6,1,"3,551","3,551","3,551",588,588,588,111,111,111,753,753,753,"2,367","2,367","2,367",31,31,31,226,226,226,961,961,961,"2,843","2,843","2,843","16,099","16,099","16,099"
C7,1,"5,516","5,516","5,516",118,118,118,24,24,24,"1,448","1,448","1,448","1,969","1,969","1,969",100,100,100,36,36,36,"1,056","1,056","1,056","3,820","3,820","3,820","16,966","16,966","16,966"
C8,1,"1,602","1,602","1,602",,-15,-15,225,225,225,365,365,365,"2,519","2,519","2,519",,-47,-47,24,24,24,624,624,624,"4,622","4,622","4,622","17,365","17,365","17,365"
C9,1,"3,950","3,950","3,950",540,540,540,221,221,221,974,974,974,"4,767","4,767","4,767",128,128,128,260,260,260,"1,331","1,331","1,331","4,033","4,033","4,033","17,657","17,657","17,657"
C10,1,"2,363","2,363","2,363",,-16,-16,62,62,62,574,574,574,"2,420","2,420","2,420",60,60,60,,-30,-30,905,905,905,"2,611","2,611","2,611","17,889","17,889","17,889"
C11,1,"4,113","4,113","4,113",4,4,4,28,28,28,216,216,216,"2,090","2,090","2,090",390,390,390,21,21,21,"1,371","1,371","1,371","2,482","2,482","2,482","18,351","18,351","18,351"
C12,1,"4,334","4,334","4,334",112,112,112,,-30,-30,709,709,709,"1,847","1,847","1,847",249,249,249,105,105,105,840,840,840,"1,537","1,537","1,537","18,651","18,651","18,651"
D1,1,"8,208","8,208","8,208",160,160,160,209,209,209,"1,601","1,601","1,601","1,754","1,754","1,754",,-66,-66,241,241,241,"1,311","1,311","1,311","3,956","3,956","3,956","22,917","22,917","22,917"
D2,1,"5,404","5,404","5,404",191,191,191,29,29,29,133,133,133,"1,843","1,843","1,843",146,146,146,48,48,48,732,732,732,"2,709","2,709","2,709","22,583","22,583","22,583"
D3,1,"4,159","4,159","4,159",,-7,-7,106,106,106,508,508,508,"2,602","2,602","2,602",43,43,43,19,19,19,"1,051","1,051","1,051","3,368","3,368","3,368","22,345","22,346","22,346"
D4,1,"1,373","1,373","1,373",9,9,9,88,88,88,,-27,-27,"2,736","2,736","2,736",163,163,163,112,112,112,820,820,820,"1,929","1,929","1,929","21,978","21,978","21,978"
D5,1,"2,620","2,620","2,620",174,174,174,197,197,197,"1,150","1,150","1,150","2,926","2,926","2,926",,-15,-15,74,74,74,"1,214","1,214","1,214","4,426","4,426","4,426","21,652","21,652","21,652"
D6,1,"1,720","1,720","1,720",131,131,131,185,185,185,"2,141","2,141","2,141","2,972","2,972","2,972",49,49,49,48,48,48,"1,329","1,329","1,329","3,476","3,476","3,476","21,434","21,434","21,434"
D7,1,"3,319","3,319","3,319",58,58,58,,-30,-30,"1,064","1,064","1,064","3,604","3,604","3,604",,-20,-20,64,64,64,969,969,969,"3,183","3,183","3,183","20,942","20,942","20,942"
D8,1,"3,398","3,398","3,398",124,124,124,150,150,150,505,505,505,"2,916","2,916","2,916",236,236,236,161,161,161,"1,188","1,188","1,188","4,274","4,274","4,274","20,571","20,571","20,571"
D9,1,"5,076","5,076","5,076",65,65,65,200,200,200,,-75,-75,"2,576","2,576","2,576",41,41,41,78,78,78,960,960,960,"3,692","3,692","3,692","20,233","20,234","20,234"
D10,1,"5,523","5,523","5,523",95,95,95,67,67,67,735,735,735,"2,941","2,941","2,941",37,37,37,43,43,43,714,714,714,"2,416","2,416","2,416","19,917","19,917","19,917"
D11,1,"5,686","5,686","5,686",,-18,-18,85,85,85,363,363,363,"1,919","1,919","1,919",,-95,-95,32,32,32,817,817,817,"2,888","2,888","2,888","19,640","19,640","19,640"
D12,1,"3,856","3,856","3,856",219,219,219,36,36,36,240,240,240,"1,522","1,522","1,522",224,224,224,28,28,28,"1,051","1,051","1,051","3,049","3,049","3,049","18,942","18,942","18,942"
E1,1,"2,480","2,480","2,480",146,146,146,90,90,90,778,778,778,"1,235","1,235","1,235",153,153,153,337,337,337,757,757,757,"2,734","2,734","2,734","23,203","23,203","23,203"
E2,1,"4,211","4,211","4,211",,-33,-33,,-3,-3,"1,204","1,204","1,204","2,413","2,413","2,413",397,397,397,45,45,45,"1,122","1,122","1,122","3,678","3,678","3,678","23,461","23,461","23,461"
E3,1,"5,712","5,712","5,712",244,244,244,,-61,-61,"1,281","1,281","1,281","2,582","2,582","2,582",91,91,91,291,291,291,"1,575","1,575","1,575","5,724","5,724","5,724","23,728","23,728","23,728"
E4,1,"4,885","4,885","4,885",69,69,69,155,155,155,324,324,324,"2,409","2,409","2,409",57,57,57,,-14,-14,706,706,706,"2,911","2,911","2,911","23,950","23,950","23,950"
E5,1,"3,525","3,525","3,525",110,110,110,107,107,107,"1,542","1,542","1,542","2,075","2,075","2,075",144,144,144,165,165,165,750,750,750,"3,477","3,477","3,477","24,483","24,483","24,483"
E6,1,"5,245","5,245","5,245",152,152,152,116,116,116,679,679,679,"2,397","2,397","2,397",2,2,2,60,60,60,"1,054","1,054","1,054","2,037","2,037","2,037","24,769","24,769","24,769"
E7,1,"4,648","4,648","4,648",456,456,456,111,111,111,"1,356","1,356","1,356","3,146","3,146","3,146",261,261,261,292,292,292,843,843,843,"2,856","2,856","2,856","25,063","25,063","25,063"
E8,1,"3,039","3,039","3,039",54,54,54,227,227,227,"2,704","2,704","2,704","2,073","2,073","2,073",4,4,4,584,584,584,813,813,813,"4,092","4,092","4,092","25,420","25,420","25,420"
E9,1,"5,042","5,042","5,042",24,24,24,35,35,35,"1,721","1,721","1,721","3,068","3,068","3,068",41,41,41,106,106,106,"1,086","1,086","1,086","3,149","3,149","3,149","25,697","25,697","25,697"
E10,1,"6,176","6,176","6,176",,-41,-41,97,97,97,355,355,355,"1,951","1,951","1,951",66,66,66,39,39,39,670,670,670,"2,291","2,291","2,291","25,975","25,975","25,975"
E11,1,"1,463","1,463","1,463",62,62,62,30,30,30,827,827,827,"1,986","1,986","1,986",,-7,-7,31,31,31,732,732,732,"1,551","1,551","1,551","26,533","26,533","26,533"
E12,1,"1,446","1,446","1,446",,-29,-29,2,2,2,192,192,192,"1,223","1,223","1,223",,-10,-10,,-25,-25,604,604,604,"2,124","2,124","2,124","26,891","26,891","26,891"
F1,1,"5,338","5,338","5,338",34,34,34,137,137,137,692,692,692,"1,432","1,432","1,432",66,66,66,68,68,68,870,870,870,"2,547","2,547","2,547","31,361","31,361","31,361"
F2,1,"7,572","7,572","7,572",89,89,89,112,112,112,381,381,381,"4,245","4,245","4,245",15,15,15,47,47,47,"1,325","1,325","1,325","2,196","2,196","2,196","30,746","30,746","30,746"
F3,1,"6,768","6,768","6,768",57,57,57,83,83,83,"1,029","1,029","1,029","2,375","2,375","2,375",54,54,54,205,205,205,"1,366","1,366","1,366","4,126","4,126","4,126","30,482","30,483","30,483"
F4,1,"2,638","2,638","2,638",,-18,-18,121,121,121,277,277,277,"1,046","1,046","1,046",62,62,62,30,30,30,504,504,504,"1,116","1,116","1,116","30,091","30,092","30,092"
F5,1,"6,773","6,773","6,773",49,49,49,18,18,18,773,773,773,"2,086","2,086","2,086",264,264,264,23,23,23,727,727,727,"2,831","2,831","2,831","29,797","29,797","29,797"
F6,1,"3,045","3,045","3,045",28,28,28,36,36,36,818,818,818,"2,124","2,124","2,124",71,71,71,20,20,20,985,985,985,"2,773","2,773","2,773","29,458","29,458","29,458"
F7,1,"1,204","1,204","1,204",85,85,85,47,47,47,168,168,168,"2,086","2,086","2,086",166,166,166,233,233,233,893,893,893,"2,742","2,742","2,742","29,212","29,213","29,213"
F8,1,"4,383","4,383","4,383",3,3,3,218,218,218,"1,899","1,899","1,899","2,396","2,396","2,396",109,109,109,107,107,107,832,832,832,"2,731","2,731","2,731","28,783","28,783","28,783"
F9,1,"3,554","3,554","3,554",42,42,42,116,116,116,"1,975","1,975","1,975","3,275","3,275","3,275",60,60,60,74,74,74,898,898,898,"2,015","2,015","2,015","28,370","28,370","28,370"
F10,1,"2,678","2,678","2,678",,-23,-23,178,178,178,617,617,617,"1,266","1,266","1,266",141,141,141,55,55,55,687,687,687,"1,580","1,580","1,580","28,153","28,153","28,153"
F11,1,"4,385","4,385","4,385",133,133,133,60,60,60,"1,603","1,603","1,603","2,799","2,799","2,799",114,114,114,274,274,274,"1,040","1,040","1,040","4,409","4,409","4,409","27,426","27,426","27,426"
F12,1,"4,002","4,002","4,002",384,384,384,112,112,112,"1,519","1,519","1,519","1,533","1,533","1,533",79,79,79,315,315,315,620,620,620,"4,928","4,928","4,928","27,108","27,108","27,108"
G1,1,"3,848","3,848","3,848",184,184,184,132,132,132,975,975,975,"2,684","2,684","2,684",114,114,114,206,206,206,874,874,874,"2,863","2,863","2,863","31,603","31,603","31,603"
G2,1,"5,787","5,787","5,787",211,211,211,,-62,-62,404,404,404,"2,492","2,492","2,492",,-98,-98,,-14,-14,794,794,794,"3,686","3,686","3,686","32,091","32,092","32,092"
G3,1,"4,368","4,368","4,368",305,305,305,213,213,213,"2,060","2,060","2,060","2,601","2,601","2,601",148,148,148,305,305,305,"1,052","1,052","1,052","2,665","2,665","2,665","32,331","32,331","32,331"
G4,1,"7,731","7,731","7,731",102,102,102,285,285,285,"2,700","2,700","2,700","2,892","2,892","2,892",115,115,115,196,196,196,"1,814","1,814","1,814","4,548","4,548","4,548","32,819","32,819","32,819"
G5,1,"1,355","1,355","1,355",6,6,6,226,226,226,284,284,284,"2,242","2,242","2,242",97,97,97,,-32,-32,906,906,906,"1,713","1,713","1,713","33,762","33,763","33,763"
G6,1,"6,722","6,722","6,722",,-1,-1,169,169,169,517,517,517,"2,270","2,270","2,270",,-1,-1,,-34,-34,883,883,883,"2,244","2,244","2,244","34,004","34,004","34,004"
G7,1,"3,665","3,665","3,665",21,21,21,167,167,167,910,910,910,"2,313","2,313","2,313",74,74,74,,-16,-16,989,989,989,"2,701","2,701","2,701","34,608","34,609","34,609"
G8,1,"5,220","5,220","5,220",135,135,135,,-57,-57,708,708,708,"3,270","3,270","3,270",,-42,-42,27,27,27,912,912,912,"2,229","2,229","2,229","35,509","35,509","35,509"
G9,1,"4,559","4,559","4,559",211,211,211,167,167,167,"1,382","1,382","1,382","1,494","1,494","1,494",369,369,369,154,154,154,"1,011","1,011","1,011","2,110","2,110","2,110","35,814","35,814","35,814"
G10,1,"1,683","1,683","1,683",43,43,43,68,68,68,478,478,478,"3,266","3,266","3,266",131,131,131,18,18,18,"1,049","1,049","1,049","2,346","2,346","2,346","36,099","36,099","36,099"
G11,1,"2,637","2,637","2,637",175,175,175,,-41,-41,635,635,635,"2,286","2,286","2,286",,-65,-65,133,133,133,"1,012","1,012","1,012","2,886","2,886","2,886","36,418","36,418","36,418"
G12,1,"4,901","4,901","4,901",394,394,394,190,190,190,69,69,69,"2,447","2,447","2,447",199,199,199,55,55,55,"1,194","1,194","1,194","4,805","4,805","4,805","36,619","36,619","36,619"
H1,1,"1,695","1,695","1,695",91,91,91,160,160,160,"1,719","1,719","1,719","1,248","1,248","1,248",156,156,156,102,102,102,"1,209","1,209","1,209","4,868","4,868","4,868","41,751","41,751","41,751"
H2,1,"3,028","3,028","3,028",195,195,195,457,457,457,766,766,766,"1,851","1,851","1,851",,-72,-72,29,29,29,871,871,871,"5,466","5,466","5,466","41,481","41,481","41,481"
H3,1,"3,908","3,908","3,908",106,106,106,266,266,266,"1,062","1,062","1,062","1,000","1,000","1,000",,-17,-17,161,161,161,898,898,898,"2,088","2,088","2,088","41,028","41,028","41,028"
H4,1,"1,654","1,654","1,654",24,24,24,197,197,197,294,294,294,"1,186","1,186","1,186",200,200,200,5,5,5,606,606,606,"7,619","7,619","7,619","40,547","40,547","40,547"
H5,1,"1,783","1,783","1,783",,-24,-24,119,119,119,892,892,892,"1,220","1,220","1,220",138,138,138,95,95,95,787,787,787,"2,334","2,334","2,334","40,090","40,090","40,090"
H6,1,"1,930","1,930","1,930",655,655,655,118,118,118,"2,751","2,751","2,751","3,428","3,428","3,428",125,125,125,345,345,345,"1,451","1,451","1,451","4,051","4,051","4,051","39,155","39,155","39,155"
H7,1,"3,313","3,313","3,313",92,92,92,40,40,40,274,274,274,"2,506","2,506","2,506",179,179,179,47,47,47,"1,127","1,127","1,127","2,796","2,796","2,796","38,751","38,751","38,751"
H8,1,"2,768","2,768","2,768",24,24,24,48,48,48,"1,219","1,219","1,219","3,525","3,525","3,525",180,180,180,72,72,72,"1,105","1,105","1,105","2,804","2,804","2,804","38,421","38,421","38,421"
H9,1,"1,570","1,570","1,570",68,68,68,30,30,30,290,290,290,"2,706","2,706","2,706",175,175,175,67,67,67,"1,052","1,052","1,052","3,291","3,291","3,291","38,059","38,059","38,059"
H10,1,"2,055","2,055","2,055",87,87,87,126,126,126,"1,452","1,452","1,452","2,149","2,149","2,149",,-84,-84,182,182,182,951,951,951,"2,799","2,799","2,799","37,778","37,778","37,778"
H11,1,"4,052","4,052","4,052",225,225,225,26,26,26,"1,430","1,430","1,430","1,510","1,510","1,510",4,4,4,236,236,236,933,933,933,"2,509","2,509","2,509","37,248","37,248","37,248"
H12,1,"6,240","6,240","6,240",70,70,70,10,10,10,"1,509","1,509","1,509","2,296","2,296","2,296",148,148,148,175,175,175,948,948,948,"7,154","7,154","7,154","36,958","36,958","36,958"

