Experiment Name,210902 TA M5/6 PA BM Spleen
Specimen Name,M5-6 LN
Tube Name,INX_GC82_001
Record Date,"Sep 2, 2021 3:02:42 PM"
Date Analyzed,09/03/2021 18:47

Sort Type,Index Sort
Sort Setup,85 micron
Precision ,Single Cell
Device,96 Well - Falcon
Yield Mask,0
Purity Mask,32
Phase Mask,16
Well,All Events #Events,All Events PA+ GFP-A Geo Mean,All Events PA+ GFP-A Mean,All Events PA+ GFP-A Median,All Events CD38 APC-A Geo Mean,All Events CD38 APC-A Mean,All Events CD38 APC-A Median,All Events TCRB APC-Cy7-A Geo Mean,All Events TCRB APC-Cy7-A Mean,All Events TCRB APC-Cy7-A Median,All Events IGY BV421-A Geo Mean,All Events IGY BV421-A Mean,All Events IGY BV421-A Median,All Events PA Pacific Orange-A Geo Mean,All Events PA Pacific Orange-A Mean,All Events PA Pacific Orange-A Median,All Events BV650-A Geo Mean,All Events BV650-A Mean,All Events BV650-A Median,All Events IGK RFP-A Geo Mean,All Events IGK RFP-A Mean,All Events IGK RFP-A Median,All Events FAS PE-Cy7-A Geo Mean,All Events FAS PE-Cy7-A Mean,All Events FAS PE-Cy7-A Median,All Events B220 BV786-A Geo Mean,All Events B220 BV786-A Mean,All Events B220 BV786-A Median,All Events Time Geo Mean,All Events Time Mean,All Events Time Median
A11,1,"3,680","3,680","3,680",884,884,884,328,328,328,"2,230","2,230","2,230","3,777","3,777","3,777",,-71,-71,946,946,946,"1,450","1,450","1,450","3,985","3,985","3,985","4,338","4,338","4,338"
A12,1,"4,424","4,424","4,424",758,758,758,192,192,192,854,854,854,"4,011","4,011","4,011",301,301,301,108,108,108,995,995,995,"1,886","1,886","1,886","4,533","4,533","4,533"
B1,1,"2,348","2,348","2,348",29,29,29,417,417,417,"1,332","1,332","1,332","1,797","1,797","1,797",402,402,402,293,293,293,949,949,949,"3,364","3,364","3,364","8,806","8,806","8,806"
B2,1,"6,159","6,159","6,159",749,749,749,121,121,121,"1,428","1,428","1,428","1,967","1,967","1,967",59,59,59,456,456,456,"1,055","1,055","1,055","2,749","2,749","2,749","8,589","8,589","8,589"
B3,1,"7,028","7,028","7,028",17,17,17,,-117,-117,"1,186","1,186","1,186","1,525","1,525","1,525",180,180,180,36,36,36,977,977,977,"1,382","1,382","1,382","7,982","7,982","7,982"
B4,1,"2,261","2,261","2,261",245,245,245,99,99,99,243,243,243,"3,513","3,513","3,513",120,120,120,119,119,119,"1,157","1,157","1,157","2,027","2,027","2,027","7,566","7,566","7,566"
B5,1,"6,135","6,135","6,135",106,106,106,126,126,126,143,143,143,"1,409","1,409","1,409",214,214,214,52,52,52,714,714,714,"1,624","1,624","1,624","7,187","7,187","7,187"
B6,1,"3,590","3,590","3,590",73,73,73,76,76,76,800,800,800,"2,778","2,778","2,778",77,77,77,110,110,110,830,830,830,"1,529","1,529","1,529","6,941","6,941","6,941"
B7,1,"9,493","9,493","9,493",86,86,86,162,162,162,"3,350","3,350","3,350","3,401","3,401","3,401",580,580,580,69,69,69,"2,055","2,055","2,055","3,275","3,275","3,275","6,619","6,619","6,619"
B8,1,"5,748","5,748","5,748",127,127,127,204,204,204,"1,076","1,076","1,076","1,857","1,857","1,857",94,94,94,127,127,127,"1,401","1,401","1,401","2,281","2,281","2,281","6,295","6,295","6,295"
B9,1,"2,230","2,230","2,230",891,891,891,,-7,-7,"2,113","2,113","2,113","3,017","3,017","3,017",111,111,111,462,462,462,"1,372","1,372","1,372","3,624","3,624","3,624","5,924","5,924","5,924"
B10,1,"2,585","2,585","2,585",61,61,61,72,72,72,"1,104","1,104","1,104","2,388","2,388","2,388",17,17,17,56,56,56,617,617,617,800,800,800,"5,683","5,684","5,684"
B11,1,"8,141","8,141","8,141",136,136,136,248,248,248,"2,948","2,948","2,948","2,925","2,925","2,925",108,108,108,249,249,249,"2,104","2,104","2,104","4,345","4,345","4,345","5,380","5,380","5,380"
B12,1,"4,503","4,503","4,503",4,4,4,,-87,-87,"1,110","1,110","1,110","2,480","2,480","2,480",205,205,205,52,52,52,931,931,931,"1,137","1,137","1,137","4,754","4,754","4,754"
C1,1,"1,784","1,784","1,784",200,200,200,238,238,238,"1,004","1,004","1,004","2,412","2,412","2,412",132,132,132,313,313,313,861,861,861,"1,338","1,338","1,338","9,119","9,119","9,119"
C2,1,"8,544","8,544","8,544",50,50,50,63,63,63,547,547,547,"2,428","2,428","2,428",170,170,170,34,34,34,"1,387","1,387","1,387","2,523","2,523","2,523","9,361","9,361","9,361"
C3,1,"1,850","1,850","1,850",37,37,37,,-3,-3,822,822,822,"1,807","1,807","1,807",37,37,37,16,16,16,481,481,481,819,819,819,"9,688","9,689","9,689"
C4,1,"6,749","6,749","6,749",212,212,212,79,79,79,"1,260","1,260","1,260","2,132","2,132","2,132",226,226,226,201,201,201,"1,020","1,020","1,020","2,484","2,484","2,484","10,715","10,715","10,715"
C5,1,"3,676","3,676","3,676",36,36,36,118,118,118,"2,847","2,847","2,847","4,361","4,361","4,361",212,212,212,151,151,151,"1,696","1,696","1,696","3,741","3,741","3,741","11,005","11,005","11,005"
C6,1,"4,178","4,178","4,178",224,224,224,255,255,255,"1,705","1,705","1,705","3,083","3,083","3,083",83,83,83,229,229,229,"1,106","1,106","1,106","3,101","3,101","3,101","12,020","12,020","12,020"
C7,1,"2,171","2,171","2,171",33,33,33,19,19,19,3,3,3,"3,016","3,016","3,016",82,82,82,,-18,-18,"1,240","1,240","1,240","2,391","2,391","2,391","12,609","12,609","12,609"
C8,1,"1,944","1,944","1,944",3,3,3,225,225,225,989,989,989,"3,187","3,187","3,187",254,254,254,38,38,38,"1,052","1,052","1,052","4,158","4,158","4,158","12,824","12,824","12,824"
C9,1,"2,901","2,901","2,901",91,91,91,79,79,79,"2,083","2,083","2,083","3,867","3,867","3,867",248,248,248,224,224,224,"1,400","1,400","1,400","3,137","3,137","3,137","13,034","13,034","13,034"
C10,1,"8,950","8,950","8,950",350,350,350,193,193,193,"2,958","2,958","2,958","2,739","2,739","2,739",56,56,56,"1,029","1,029","1,029","2,577","2,577","2,577","6,200","6,200","6,200","13,316","13,316","13,316"
C11,1,"8,754","8,754","8,754",41,41,41,149,149,149,"2,077","2,077","2,077","2,614","2,614","2,614",177,177,177,195,195,195,"3,283","3,283","3,283","6,235","6,235","6,235","13,737","13,738","13,738"
C12,1,"4,769","4,769","4,769",9,9,9,133,133,133,372,372,372,"1,562","1,562","1,562",102,102,102,39,39,39,905,905,905,"1,271","1,271","1,271","14,251","14,252","14,252"
D1,1,"9,738","9,738","9,738",472,472,472,72,72,72,"1,222","1,222","1,222","1,703","1,703","1,703",149,149,149,210,210,210,"1,200","1,200","1,200","2,717","2,717","2,717","19,178","19,178","19,178"
D2,1,"3,127","3,127","3,127",,-30,-30,276,276,276,904,904,904,"2,709","2,709","2,709",102,102,102,106,106,106,814,814,814,"1,783","1,783","1,783","18,830","18,830","18,830"
D3,1,"8,310","8,310","8,310",211,211,211,114,114,114,581,581,581,"1,449","1,449","1,449",280,280,280,217,217,217,740,740,740,"1,237","1,237","1,237","18,479","18,479","18,479"
D4,1,"6,460","6,460","6,460",161,161,161,81,81,81,"1,189","1,189","1,189","1,314","1,314","1,314",137,137,137,81,81,81,"1,129","1,129","1,129","2,694","2,694","2,694","18,036","18,036","18,036"
D5,1,"3,776","3,776","3,776",116,116,116,123,123,123,"1,678","1,678","1,678","1,943","1,943","1,943",38,38,38,129,129,129,750,750,750,"1,070","1,070","1,070","17,600","17,600","17,600"
D6,1,"6,385","6,385","6,385",88,88,88,92,92,92,352,352,352,"2,366","2,366","2,366",16,16,16,123,123,123,"1,036","1,036","1,036","3,132","3,132","3,132","17,366","17,366","17,366"
D7,1,"4,650","4,650","4,650",419,419,419,112,112,112,"2,332","2,332","2,332","2,686","2,686","2,686",77,77,77,399,399,399,"1,577","1,577","1,577","3,522","3,522","3,522","16,821","16,821","16,821"
D8,1,"2,472","2,472","2,472",85,85,85,102,102,102,"1,414","1,414","1,414","3,711","3,711","3,711",74,74,74,50,50,50,981,981,981,"2,269","2,269","2,269","16,251","16,251","16,251"
D9,1,"6,461","6,461","6,461",327,327,327,87,87,87,"2,029","2,029","2,029","3,359","3,359","3,359",156,156,156,708,708,708,"2,933","2,933","2,933","3,998","3,998","3,998","15,979","15,979","15,979"
D10,1,"7,790","7,790","7,790",605,605,605,238,238,238,"1,430","1,430","1,430","3,004","3,004","3,004",151,151,151,128,128,128,"1,254","1,254","1,254","2,280","2,280","2,280","15,772","15,772","15,772"
D11,1,"2,481","2,481","2,481",140,140,140,3,3,3,"1,503","1,503","1,503","3,545","3,545","3,545",76,76,76,52,52,52,"1,377","1,377","1,377","2,831","2,831","2,831","15,298","15,298","15,298"
D12,1,"1,559","1,559","1,559",764,764,764,199,199,199,86,86,86,"3,087","3,087","3,087",113,113,113,78,78,78,625,625,625,"1,993","1,993","1,993","14,892","14,892","14,892"
E1,1,"1,951","1,951","1,951",1,1,1,214,214,214,312,312,312,"4,126","4,126","4,126",86,86,86,,-39,-39,778,778,778,"2,271","2,271","2,271","19,559","19,559","19,559"
E2,1,"2,554","2,554","2,554",510,510,510,113,113,113,720,720,720,"1,984","1,984","1,984",297,297,297,159,159,159,724,724,724,"2,405","2,405","2,405","20,212","20,212","20,212"
E3,1,"3,041","3,041","3,041",136,136,136,72,72,72,"2,201","2,201","2,201","3,338","3,338","3,338",221,221,221,121,121,121,922,922,922,"1,797","1,797","1,797","20,511","20,511","20,511"
E4,1,"7,351","7,351","7,351",230,230,230,183,183,183,874,874,874,"1,466","1,466","1,466",302,302,302,122,122,122,695,695,695,"2,965","2,965","2,965","21,203","21,203","21,203"
E5,1,"2,643","2,643","2,643",151,151,151,75,75,75,948,948,948,"2,058","2,058","2,058",76,76,76,81,81,81,686,686,686,"1,484","1,484","1,484","21,543","21,543","21,543"
E6,1,"5,610","5,610","5,610",41,41,41,,-40,-40,"1,554","1,554","1,554","2,468","2,468","2,468",,-10,-10,,-11,-11,942,942,942,"1,580","1,580","1,580","21,798","21,798","21,798"
E7,1,"5,551","5,551","5,551",463,463,463,125,125,125,"3,233","3,233","3,233","3,759","3,759","3,759",52,52,52,278,278,278,"2,237","2,237","2,237","3,205","3,205","3,205","22,072","22,072","22,072"
E8,1,"4,860","4,860","4,860",62,62,62,312,312,312,"4,209","4,209","4,209","2,011","2,011","2,011",191,191,191,258,258,258,"1,281","1,281","1,281","2,893","2,893","2,893","22,491","22,491","22,491"
E9,1,"6,046","6,046","6,046",,-31,-31,136,136,136,"2,331","2,331","2,331","1,762","1,762","1,762",107,107,107,106,106,106,"1,210","1,210","1,210","1,921","1,921","1,921","22,732","22,732","22,732"
E10,1,"6,612","6,612","6,612",428,428,428,177,177,177,"1,671","1,671","1,671","2,775","2,775","2,775",42,42,42,297,297,297,"1,761","1,761","1,761","2,476","2,476","2,476","23,298","23,298","23,298"
E11,1,"6,832","6,832","6,832",369,369,369,166,166,166,"2,494","2,494","2,494","2,734","2,734","2,734",,-13,-13,532,532,532,"1,721","1,721","1,721","2,950","2,950","2,950","23,562","23,562","23,562"
E12,1,"2,516","2,516","2,516",38,38,38,44,44,44,647,647,647,"1,959","1,959","1,959",38,38,38,42,42,42,"1,146","1,146","1,146","1,653","1,653","1,653","23,894","23,894","23,894"
F1,1,"8,965","8,965","8,965",137,137,137,,-64,-64,"1,098","1,098","1,098","2,242","2,242","2,242",59,59,59,53,53,53,850,850,850,"1,807","1,807","1,807","30,242","30,242","30,242"
F2,1,"7,181","7,181","7,181",160,160,160,,-14,-14,"2,380","2,380","2,380","2,254","2,254","2,254",107,107,107,731,731,731,"1,495","1,495","1,495","3,032","3,032","3,032","29,690","29,690","29,690"
F3,1,"6,989","6,989","6,989",253,253,253,496,496,496,"3,054","3,054","3,054","2,577","2,577","2,577",297,297,297,"1,047","1,047","1,047","2,506","2,506","2,506","3,090","3,090","3,090","29,193","29,193","29,193"
F4,1,"2,055","2,055","2,055",186,186,186,248,248,248,"1,173","1,173","1,173","2,389","2,389","2,389",87,87,87,264,264,264,"1,299","1,299","1,299","3,557","3,557","3,557","28,877","28,877","28,877"
F5,1,"3,905","3,905","3,905",92,92,92,4,4,4,"1,212","1,212","1,212","1,887","1,887","1,887",143,143,143,102,102,102,"1,003","1,003","1,003","2,023","2,023","2,023","28,518","28,518","28,518"
F6,1,"8,836","8,836","8,836",355,355,355,294,294,294,"3,400","3,400","3,400","1,646","1,646","1,646",290,290,290,272,272,272,"1,729","1,729","1,729","3,268","3,268","3,268","28,200","28,200","28,200"
F7,1,"3,559","3,559","3,559",47,47,47,104,104,104,725,725,725,"2,063","2,063","2,063",,-14,-14,24,24,24,618,618,618,"3,143","3,143","3,143","27,294","27,294","27,294"
F8,1,"2,969","2,969","2,969",227,227,227,,-100,-100,"1,407","1,407","1,407","3,001","3,001","3,001",108,108,108,145,145,145,987,987,987,"1,824","1,824","1,824","26,762","26,762","26,762"
F9,1,"2,880","2,880","2,880",,-3,-3,173,173,173,316,316,316,"2,898","2,898","2,898",139,139,139,9,9,9,977,977,977,"2,644","2,644","2,644","26,064","26,064","26,064"
F10,1,"2,356","2,356","2,356",105,105,105,40,40,40,"1,596","1,596","1,596","3,201","3,201","3,201",89,89,89,190,190,190,"1,359","1,359","1,359","2,654","2,654","2,654","25,437","25,437","25,437"
F11,1,"8,779","8,779","8,779",301,301,301,,-70,-70,"1,969","1,969","1,969","2,129","2,129","2,129",,-98,-98,219,219,219,"1,207","1,207","1,207","2,095","2,095","2,095","24,808","24,808","24,808"
F12,1,"2,730","2,730","2,730",370,370,370,49,49,49,533,533,533,"2,804","2,804","2,804",82,82,82,5,5,5,824,824,824,"1,682","1,682","1,682","24,526","24,526","24,526"
G1,1,"2,742","2,742","2,742",70,70,70,45,45,45,489,489,489,"1,706","1,706","1,706",18,18,18,64,64,64,756,756,756,"1,902","1,902","1,902","31,378","31,378","31,378"
G2,1,"2,263","2,263","2,263",,-28,-28,12,12,12,658,658,658,"1,969","1,969","1,969",228,228,228,3,3,3,711,711,711,"2,618","2,618","2,618","32,296","32,296","32,296"
G3,1,"6,561","6,561","6,561",571,571,571,83,83,83,"2,382","2,382","2,382","3,813","3,813","3,813",79,79,79,424,424,424,"1,529","1,529","1,529","2,579","2,579","2,579","32,593","32,593","32,593"
G4,1,"4,425","4,425","4,425",212,212,212,,-64,-64,"1,469","1,469","1,469","4,301","4,301","4,301",267,267,267,157,157,157,"1,223","1,223","1,223","3,140","3,140","3,140","32,848","32,848","32,848"
G5,1,"5,356","5,356","5,356",165,165,165,111,111,111,"1,768","1,768","1,768","2,898","2,898","2,898",,-15,-15,125,125,125,"1,060","1,060","1,060","2,088","2,088","2,088","33,263","33,263","33,263"
G6,1,"4,594","4,594","4,594",45,45,45,,-2,-2,960,960,960,"2,640","2,640","2,640",278,278,278,32,32,32,918,918,918,"2,170","2,170","2,170","33,520","33,520","33,520"
G7,1,"9,097","9,097","9,097",347,347,347,66,66,66,"1,589","1,589","1,589","2,507","2,507","2,507",232,232,232,352,352,352,"1,528","1,528","1,528","3,066","3,066","3,066","33,737","33,737","33,737"
G8,1,"6,796","6,796","6,796",34,34,34,12,12,12,"3,300","3,300","3,300","2,883","2,883","2,883",150,150,150,174,174,174,"2,051","2,051","2,051","3,158","3,158","3,158","34,092","34,092","34,092"
G9,1,"2,606","2,606","2,606",20,20,20,181,181,181,"1,017","1,017","1,017","2,531","2,531","2,531",134,134,134,80,80,80,952,952,952,"1,781","1,781","1,781","34,407","34,407","34,407"
G10,1,"5,404","5,404","5,404",,-12,-12,,-27,-27,"1,991","1,991","1,991","2,782","2,782","2,782",74,74,74,58,58,58,922,922,922,"2,521","2,521","2,521","35,032","35,032","35,032"
G11,1,"3,683","3,683","3,683",257,257,257,232,232,232,"3,278","3,278","3,278","3,299","3,299","3,299",115,115,115,"1,704","1,704","1,704","2,426","2,426","2,426","5,569","5,569","5,569","35,406","35,406","35,406"
G12,1,"5,950","5,950","5,950",117,117,117,241,241,241,"1,198","1,198","1,198","4,361","4,361","4,361",123,123,123,45,45,45,"1,940","1,940","1,940","3,014","3,014","3,014","35,635","35,635","35,635"
H1,1,"3,016","3,016","3,016",315,315,315,364,364,364,"4,344","4,344","4,344","2,388","2,388","2,388",595,595,595,387,387,387,"1,281","1,281","1,281","4,269","4,269","4,269","40,289","40,290","40,290"
H2,1,"3,771","3,771","3,771",97,97,97,58,58,58,"3,969","3,969","3,969","3,793","3,793","3,793",205,205,205,132,132,132,"1,205","1,205","1,205","2,943","2,943","2,943","39,838","39,838","39,838"
H3,1,"7,002","7,002","7,002",213,213,213,132,132,132,"1,011","1,011","1,011","1,339","1,339","1,339",,-34,-34,33,33,33,"1,080","1,080","1,080","2,847","2,847","2,847","39,525","39,525","39,525"
H4,1,"4,277","4,277","4,277",264,264,264,155,155,155,495,495,495,"2,335","2,335","2,335",523,523,523,93,93,93,809,809,809,"3,767","3,767","3,767","38,553","38,553","38,553"
H5,1,"6,974","6,974","6,974",236,236,236,373,373,373,"2,370","2,370","2,370","1,939","1,939","1,939",35,35,35,443,443,443,"1,924","1,924","1,924","3,749","3,749","3,749","38,275","38,275","38,275"
H6,1,"3,205","3,205","3,205",76,76,76,52,52,52,"1,517","1,517","1,517","3,586","3,586","3,586",31,31,31,46,46,46,"1,103","1,103","1,103","4,305","4,305","4,305","37,773","37,773","37,773"
H7,1,"7,938","7,938","7,938",119,119,119,189,189,189,"2,340","2,340","2,340","2,544","2,544","2,544",63,63,63,144,144,144,"1,237","1,237","1,237","2,409","2,409","2,409","37,420","37,420","37,420"
H8,1,"5,992","5,992","5,992",153,153,153,223,223,223,617,617,617,"2,487","2,487","2,487",87,87,87,115,115,115,787,787,787,"1,857","1,857","1,857","37,126","37,126","37,126"
H9,1,"3,376","3,376","3,376",90,90,90,70,70,70,"1,012","1,012","1,012","4,491","4,491","4,491",164,164,164,99,99,99,"2,284","2,284","2,284","2,739","2,739","2,739","36,695","36,695","36,695"
H10,1,"6,070","6,070","6,070",280,280,280,195,195,195,588,588,588,"1,127","1,127","1,127",3,3,3,110,110,110,911,911,911,"1,849","1,849","1,849","36,272","36,272","36,272"
H11,1,"3,544","3,544","3,544",40,40,40,119,119,119,"1,014","1,014","1,014","1,794","1,794","1,794",176,176,176,196,196,196,"1,822","1,822","1,822","5,833","5,833","5,833","36,076","36,076","36,076"
H12,1,"5,291","5,291","5,291",115,115,115,0,0,0,"2,461","2,461","2,461","2,293","2,293","2,293",54,54,54,223,223,223,"1,341","1,341","1,341","2,317","2,317","2,317","35,877","35,877","35,877"

