Experiment Name,210901 TA PA M3 M4
Specimen Name,M3-4LN
Tube Name,INX_GC57_001
Record Date,"Sep 1, 2021 3:31:36 PM"
Date Analyzed,09/07/2021 17:16

Sort Type,Index Sort
Sort Setup,85 micron
Precision ,Single Cell
Device,96 Well - Falcon
Yield Mask,0
Purity Mask,32
Phase Mask,16
Well,All Events #Events,All Events FAS PE-Cy7-A Geo Mean,All Events FAS PE-Cy7-A Mean,All Events FAS PE-Cy7-A Median,All Events IGY BV421-A Geo Mean,All Events IGY BV421-A Mean,All Events IGY BV421-A Median,All Events B220 BV785-A Geo Mean,All Events B220 BV785-A Mean,All Events B220 BV785-A Median,All Events TCRB APC-Cy7-A Geo Mean,All Events TCRB APC-Cy7-A Mean,All Events TCRB APC-Cy7-A Median,All Events CD38 APC-A Geo Mean,All Events CD38 APC-A Mean,All Events CD38 APC-A Median,All Events PA+ FITC-A Geo Mean,All Events PA+ FITC-A Mean,All Events PA+ FITC-A Median,All Events PA V500-A Geo Mean,All Events PA V500-A Mean,All Events PA V500-A Median,All Events IGK tdTomato-A Geo Mean,All Events IGK tdTomato-A Mean,All Events IGK tdTomato-A Median,All Events Time Geo Mean,All Events Time Mean,All Events Time Median
C11,1,"1,405","1,405","1,405","3,089","3,089","3,089","2,408","2,408","2,408",,-1,-1,248,248,248,"3,010","3,010","3,010","4,044","4,044","4,044",360,360,360,"20,137","20,137","20,137"
C12,1,"1,097","1,097","1,097",455,455,455,"1,366","1,366","1,366",37,37,37,80,80,80,"1,970","1,970","1,970","4,451","4,451","4,451",18,18,18,"20,380","20,380","20,380"
D1,1,"2,336","2,336","2,336","6,043","6,043","6,043","5,218","5,218","5,218",65,65,65,568,568,568,"2,397","2,397","2,397","5,728","5,728","5,728",684,684,684,"26,469","26,469","26,469"
D2,1,"1,520","1,520","1,520","1,470","1,470","1,470","3,410","3,410","3,410",86,86,86,50,50,50,"2,899","2,899","2,899","4,105","4,105","4,105",330,330,330,"25,355","25,355","25,355"
D3,1,"1,307","1,307","1,307","1,018","1,018","1,018","2,660","2,660","2,660",,-167,-167,177,177,177,"2,687","2,687","2,687","4,961","4,961","4,961",199,199,199,"24,922","24,922","24,922"
D4,1,983,983,983,"2,052","2,052","2,052","2,591","2,591","2,591",39,39,39,33,33,33,"4,449","4,449","4,449","2,504","2,504","2,504",139,139,139,"24,596","24,596","24,596"
D5,1,"2,066","2,066","2,066","1,968","1,968","1,968","2,507","2,507","2,507",200,200,200,140,140,140,"4,007","4,007","4,007","4,932","4,932","4,932",201,201,201,"24,359","24,360","24,360"
D6,1,"1,196","1,196","1,196",732,732,732,"1,913","1,913","1,913",57,57,57,243,243,243,"2,396","2,396","2,396","2,775","2,775","2,775",144,144,144,"24,050","24,050","24,050"
D7,1,634,634,634,"2,726","2,726","2,726","2,370","2,370","2,370",,-79,-79,159,159,159,"3,598","3,598","3,598","3,821","3,821","3,821",237,237,237,"23,037","23,037","23,037"
D8,1,978,978,978,295,295,295,"2,550","2,550","2,550",31,31,31,456,456,456,"2,850","2,850","2,850","5,332","5,332","5,332",133,133,133,"22,407","22,407","22,407"
D9,1,"1,479","1,479","1,479","3,401","3,401","3,401","1,936","1,936","1,936",95,95,95,350,350,350,"2,896","2,896","2,896","2,641","2,641","2,641",150,150,150,"21,792","21,793","21,793"
D10,1,"1,708","1,708","1,708","3,366","3,366","3,366","2,995","2,995","2,995",99,99,99,242,242,242,"3,367","3,367","3,367","5,359","5,359","5,359",245,245,245,"21,346","21,346","21,346"
D11,1,"1,175","1,175","1,175","1,844","1,844","1,844","3,078","3,078","3,078",96,96,96,241,241,241,"2,659","2,659","2,659","2,872","2,872","2,872",265,265,265,"21,045","21,045","21,045"
D12,1,"1,502","1,502","1,502","5,802","5,802","5,802","4,644","4,644","4,644",28,28,28,807,807,807,"4,488","4,488","4,488","5,516","5,516","5,516",502,502,502,"20,583","20,583","20,583"
E1,1,951,951,951,"2,913","2,913","2,913","3,940","3,940","3,940",184,184,184,111,111,111,"2,736","2,736","2,736","4,217","4,217","4,217",152,152,152,"26,756","26,756","26,756"
E2,1,806,806,806,"2,573","2,573","2,573","4,161","4,161","4,161",,-6,-6,345,345,345,"3,873","3,873","3,873","4,407","4,407","4,407",230,230,230,"27,052","27,052","27,052"
E3,1,"1,261","1,261","1,261","1,207","1,207","1,207","2,495","2,495","2,495",,-47,-47,203,203,203,"2,316","2,316","2,316","4,322","4,322","4,322",78,78,78,"27,337","27,337","27,337"
E4,1,"1,241","1,241","1,241",96,96,96,"2,159","2,159","2,159",104,104,104,118,118,118,"3,584","3,584","3,584","4,665","4,665","4,665",132,132,132,"27,575","27,575","27,575"
E5,1,583,583,583,"1,201","1,201","1,201",984,984,984,145,145,145,202,202,202,"2,435","2,435","2,435","3,711","3,711","3,711",183,183,183,"27,858","27,858","27,858"
E6,1,"1,940","1,940","1,940","2,972","2,972","2,972","5,105","5,105","5,105",200,200,200,618,618,618,"3,550","3,550","3,550","5,568","5,568","5,568",339,339,339,"28,323","28,323","28,323"
E7,1,"1,096","1,096","1,096",40,40,40,"2,609","2,609","2,609",,-101,-101,195,195,195,"2,126","2,126","2,126","5,002","5,002","5,002",189,189,189,"28,641","28,641","28,641"
E8,1,"1,585","1,585","1,585","1,278","1,278","1,278","2,329","2,329","2,329",233,233,233,"1,469","1,469","1,469","1,817","1,817","1,817","5,798","5,798","5,798",805,805,805,"28,891","28,891","28,891"
E9,1,"1,643","1,643","1,643","1,841","1,841","1,841","1,894","1,894","1,894",97,97,97,200,200,200,"4,310","4,310","4,310","4,820","4,820","4,820",144,144,144,"29,406","29,406","29,406"
E10,1,908,908,908,513,513,513,"1,904","1,904","1,904",26,26,26,94,94,94,"2,907","2,907","2,907","4,692","4,692","4,692",45,45,45,"29,813","29,813","29,813"
E11,1,"3,229","3,229","3,229","5,941","5,941","5,941","4,007","4,007","4,007",548,548,548,808,808,808,"4,167","4,167","4,167","3,642","3,642","3,642","1,795","1,795","1,795","30,337","30,337","30,337"
E12,1,908,908,908,"3,565","3,565","3,565","4,134","4,134","4,134",191,191,191,60,60,60,"3,140","3,140","3,140","2,839","2,839","2,839",194,194,194,"31,009","31,009","31,009"
F1,1,"2,087","2,087","2,087","1,262","1,262","1,262","2,981","2,981","2,981",,-11,-11,546,546,546,"3,193","3,193","3,193","5,250","5,250","5,250",355,355,355,"37,983","37,983","37,983"
F2,1,"1,148","1,148","1,148","1,602","1,602","1,602","2,271","2,271","2,271",178,178,178,269,269,269,"5,481","5,481","5,481","5,839","5,839","5,839",282,282,282,"37,547","37,547","37,547"
F3,1,"3,261","3,261","3,261","2,149","2,149","2,149","3,190","3,190","3,190",,-222,-222,373,373,373,"3,618","3,618","3,618","4,592","4,592","4,592",460,460,460,"37,239","37,239","37,239"
F4,1,790,790,790,"1,174","1,174","1,174","2,208","2,208","2,208",5,5,5,103,103,103,"1,991","1,991","1,991","2,760","2,760","2,760",64,64,64,"36,756","36,756","36,756"
F5,1,"1,307","1,307","1,307",534,534,534,"3,670","3,670","3,670",107,107,107,390,390,390,"3,164","3,164","3,164","6,464","6,464","6,464",221,221,221,"36,385","36,385","36,385"
F6,1,"1,062","1,062","1,062","1,816","1,816","1,816","1,151","1,151","1,151",,-1,-1,110,110,110,"2,142","2,142","2,142","4,846","4,846","4,846",94,94,94,"35,721","35,721","35,721"
F7,1,916,916,916,615,615,615,"2,087","2,087","2,087",22,22,22,146,146,146,"3,668","3,668","3,668","4,077","4,077","4,077",96,96,96,"35,345","35,345","35,345"
F8,1,879,879,879,"2,930","2,930","2,930","2,256","2,256","2,256",167,167,167,198,198,198,"2,998","2,998","2,998","4,594","4,594","4,594",327,327,327,"34,515","34,515","34,515"
F9,1,673,673,673,"1,993","1,993","1,993","2,131","2,131","2,131",96,96,96,91,91,91,"1,952","1,952","1,952","3,745","3,745","3,745",111,111,111,"33,980","33,980","33,980"
F10,1,"1,254","1,254","1,254","2,207","2,207","2,207","1,986","1,986","1,986",208,208,208,82,82,82,"2,806","2,806","2,806","5,937","5,937","5,937",258,258,258,"33,742","33,742","33,742"
F11,1,"1,170","1,170","1,170","1,716","1,716","1,716","2,486","2,486","2,486",1,1,1,321,321,321,"2,562","2,562","2,562","4,388","4,388","4,388",228,228,228,"33,360","33,360","33,360"
F12,1,718,718,718,"1,473","1,473","1,473","2,689","2,689","2,689",14,14,14,912,912,912,"1,879","1,879","1,879","7,235","7,235","7,235",526,526,526,"32,468","32,468","32,468"
G1,1,"1,659","1,659","1,659","4,108","4,108","4,108","4,002","4,002","4,002",,-54,-54,339,339,339,"3,776","3,776","3,776","4,995","4,995","4,995",274,274,274,"38,216","38,216","38,216"
G2,1,"1,067","1,067","1,067","2,364","2,364","2,364","1,937","1,937","1,937",101,101,101,102,102,102,"2,507","2,507","2,507","3,520","3,520","3,520",228,228,228,"38,475","38,475","38,475"
G3,1,"2,221","2,221","2,221","4,768","4,768","4,768","2,655","2,655","2,655",97,97,97,677,677,677,"2,281","2,281","2,281","4,523","4,523","4,523","1,017","1,017","1,017","38,768","38,768","38,768"
G4,1,986,986,986,"1,356","1,356","1,356","2,061","2,061","2,061",71,71,71,172,172,172,"4,675","4,675","4,675","3,861","3,861","3,861",138,138,138,"39,179","39,179","39,179"
G5,1,"2,179","2,179","2,179","7,607","7,607","7,607","4,471","4,471","4,471",58,58,58,"1,076","1,076","1,076","4,983","4,983","4,983","7,335","7,335","7,335","1,045","1,045","1,045","39,373","39,373","39,373"
G6,1,"1,288","1,288","1,288","1,014","1,014","1,014","2,133","2,133","2,133",149,149,149,254,254,254,"3,198","3,198","3,198","3,687","3,687","3,687",362,362,362,"39,580","39,580","39,580"
G7,1,"1,205","1,205","1,205","1,860","1,860","1,860","6,702","6,702","6,702",,-45,-45,332,332,332,"2,039","2,039","2,039","6,110","6,110","6,110",390,390,390,"40,361","40,361","40,361"
G8,1,987,987,987,"3,304","3,304","3,304","2,463","2,463","2,463",,-61,-61,98,98,98,"3,435","3,435","3,435","3,559","3,559","3,559",193,193,193,"40,664","40,665","40,665"
G9,1,"2,123","2,123","2,123","3,410","3,410","3,410","2,599","2,599","2,599",142,142,142,643,643,643,"3,756","3,756","3,756","3,882","3,882","3,882",318,318,318,"40,976","40,976","40,976"
G10,1,"1,707","1,707","1,707","4,698","4,698","4,698","2,928","2,928","2,928",68,68,68,"1,371","1,371","1,371","2,628","2,628","2,628","3,123","3,123","3,123",727,727,727,"41,447","41,447","41,447"
G11,1,970,970,970,"1,276","1,276","1,276",954,954,954,21,21,21,323,323,323,"3,059","3,059","3,059","3,431","3,431","3,431",153,153,153,"41,691","41,691","41,691"
G12,1,"1,047","1,047","1,047","1,246","1,246","1,246","2,437","2,437","2,437",,-67,-67,122,122,122,"2,595","2,595","2,595","6,932","6,932","6,932",58,58,58,"41,967","41,967","41,967"
H1,1,735,735,735,148,148,148,"2,895","2,895","2,895",,-81,-81,108,108,108,"2,655","2,655","2,655","3,961","3,961","3,961",139,139,139,"49,611","49,611","49,611"
H2,1,"2,243","2,243","2,243","7,401","7,401","7,401","4,068","4,068","4,068",156,156,156,306,306,306,"3,609","3,609","3,609","5,934","5,934","5,934",704,704,704,"49,182","49,182","49,182"
H3,1,919,919,919,"1,048","1,048","1,048",941,941,941,46,46,46,38,38,38,"2,393","2,393","2,393","4,594","4,594","4,594",49,49,49,"48,095","48,095","48,095"
H4,1,"1,051","1,051","1,051","4,139","4,139","4,139","3,465","3,465","3,465",114,114,114,606,606,606,"2,783","2,783","2,783","3,573","3,573","3,573",322,322,322,"47,643","47,643","47,643"
H5,1,"1,272","1,272","1,272","5,509","5,509","5,509","2,878","2,878","2,878",200,200,200,348,348,348,"5,438","5,438","5,438","4,446","4,446","4,446",380,380,380,"47,063","47,063","47,063"
H6,1,"1,482","1,482","1,482","3,181","3,181","3,181","3,949","3,949","3,949",205,205,205,315,315,315,"3,822","3,822","3,822","3,450","3,450","3,450",220,220,220,"45,862","45,862","45,862"
H7,1,580,580,580,"2,599","2,599","2,599","1,528","1,528","1,528",135,135,135,329,329,329,"2,626","2,626","2,626","3,401","3,401","3,401",211,211,211,"45,492","45,492","45,492"
H8,1,"1,660","1,660","1,660","4,477","4,477","4,477","3,933","3,933","3,933",92,92,92,995,995,995,"2,638","2,638","2,638","7,438","7,438","7,438",491,491,491,"44,470","44,470","44,470"
H9,1,"2,511","2,511","2,511","4,612","4,612","4,612","4,039","4,039","4,039",289,289,289,458,458,458,"2,061","2,061","2,061","6,169","6,169","6,169",457,457,457,"44,237","44,237","44,237"
H10,1,758,758,758,"1,644","1,644","1,644","1,870","1,870","1,870",,-117,-117,125,125,125,"4,943","4,943","4,943","4,197","4,197","4,197",185,185,185,"43,424","43,424","43,424"
H11,1,657,657,657,"1,933","1,933","1,933","1,508","1,508","1,508",164,164,164,494,494,494,"1,943","1,943","1,943","8,723","8,723","8,723",261,261,261,"43,105","43,105","43,105"
H12,1,879,879,879,"3,181","3,181","3,181","2,362","2,362","2,362",146,146,146,269,269,269,"3,126","3,126","3,126","2,700","2,700","2,700",224,224,224,"42,409","42,409","42,409"

