Experiment Name,210831 TA PA M2
Specimen Name,M2LN
Tube Name,INX_GC25_001
Record Date,"Aug 31, 2021 3:51:58 PM"
Date Analyzed,09/07/2021 17:02

Sort Type,Index Sort
Sort Setup,85 micron
Precision ,Single Cell
Device,96 Well - Falcon
Yield Mask,0
Purity Mask,32
Phase Mask,16
Well,All Events #Events,All Events FAS PE-Cy7-A Geo Mean,All Events FAS PE-Cy7-A Mean,All Events FAS PE-Cy7-A Median,All Events IGY BV421-A Geo Mean,All Events IGY BV421-A Mean,All Events IGY BV421-A Median,All Events B220 BV785-A Geo Mean,All Events B220 BV785-A Mean,All Events B220 BV785-A Median,All Events TCRB APC-Cy7-A Geo Mean,All Events TCRB APC-Cy7-A Mean,All Events TCRB APC-Cy7-A Median,All Events CD38 APC-A Geo Mean,All Events CD38 APC-A Mean,All Events CD38 APC-A Median,All Events PA+ FITC-A Geo Mean,All Events PA+ FITC-A Mean,All Events PA+ FITC-A Median,All Events PA V500-A Geo Mean,All Events PA V500-A Mean,All Events PA V500-A Median,All Events IGK tdTomato-A Geo Mean,All Events IGK tdTomato-A Mean,All Events IGK tdTomato-A Median,All Events Time Geo Mean,All Events Time Mean,All Events Time Median
A12,1,"1,644","1,644","1,644","1,707","1,707","1,707","4,862","4,862","4,862",111,111,111,260,260,260,"1,905","1,905","1,905","6,275","6,275","6,275",140,140,140,"5,366","5,366","5,366"
B1,1,"2,864","2,864","2,864","2,652","2,652","2,652","6,635","6,635","6,635",166,166,166,388,388,388,"6,412","6,412","6,412","7,245","7,245","7,245",271,271,271,"8,545","8,545","8,545"
B2,1,"1,542","1,542","1,542","1,597","1,597","1,597","3,196","3,196","3,196",139,139,139,414,414,414,"1,890","1,890","1,890","1,737","1,737","1,737",261,261,261,"8,314","8,314","8,314"
B3,1,"1,390","1,390","1,390",88,88,88,"2,822","2,822","2,822",116,116,116,175,175,175,"1,410","1,410","1,410","5,395","5,395","5,395",129,129,129,"7,971","7,971","7,971"
B4,1,"2,028","2,028","2,028",538,538,538,"4,362","4,362","4,362",90,90,90,118,118,118,"4,802","4,802","4,802","6,100","6,100","6,100",104,104,104,"7,709","7,709","7,709"
B5,1,"1,631","1,631","1,631",44,44,44,"4,904","4,904","4,904",48,48,48,302,302,302,"3,119","3,119","3,119","4,074","4,074","4,074",110,110,110,"7,476","7,476","7,476"
B6,1,"2,038","2,038","2,038",379,379,379,"4,128","4,128","4,128",163,163,163,30,30,30,"1,206","1,206","1,206","4,881","4,881","4,881",90,90,90,"7,266","7,266","7,266"
B7,1,"1,297","1,297","1,297","1,235","1,235","1,235","3,858","3,858","3,858",69,69,69,320,320,320,"5,803","5,803","5,803","6,837","6,837","6,837",271,271,271,"7,010","7,010","7,010"
B8,1,"1,008","1,008","1,008",438,438,438,"2,494","2,494","2,494",108,108,108,,-3,-3,"2,361","2,361","2,361","3,965","3,965","3,965",30,30,30,"6,753","6,753","6,753"
B9,1,"2,642","2,642","2,642","5,340","5,340","5,340","4,575","4,575","4,575",135,135,135,452,452,452,"1,405","1,405","1,405","5,882","5,882","5,882",343,343,343,"6,499","6,499","6,499"
B10,1,"1,997","1,997","1,997","1,148","1,148","1,148","4,186","4,186","4,186",185,185,185,73,73,73,"2,049","2,049","2,049","9,622","9,622","9,622",217,217,217,"6,103","6,103","6,103"
B11,1,"2,050","2,050","2,050","3,399","3,399","3,399","7,066","7,066","7,066",21,21,21,305,305,305,"6,069","6,069","6,069","4,542","4,542","4,542",387,387,387,"5,866","5,866","5,866"
B12,1,"1,249","1,249","1,249","1,403","1,403","1,403","2,135","2,135","2,135",229,229,229,483,483,483,"1,687","1,687","1,687","8,364","8,364","8,364",102,102,102,"5,616","5,616","5,616"
C1,1,"2,384","2,384","2,384","1,590","1,590","1,590","4,512","4,512","4,512",41,41,41,368,368,368,"1,897","1,897","1,897","2,271","2,271","2,271",284,284,284,"8,799","8,799","8,799"
C2,1,"1,255","1,255","1,255",579,579,579,"3,435","3,435","3,435",55,55,55,40,40,40,"1,692","1,692","1,692","1,804","1,804","1,804",40,40,40,"9,064","9,064","9,064"
C3,1,"2,798","2,798","2,798","3,375","3,375","3,375","8,544","8,544","8,544",329,329,329,337,337,337,"3,682","3,682","3,682","4,702","4,702","4,702",219,219,219,"9,289","9,289","9,289"
C4,1,"1,352","1,352","1,352",706,706,706,"2,858","2,858","2,858",71,71,71,149,149,149,"2,040","2,040","2,040","4,716","4,716","4,716",68,68,68,"9,818","9,818","9,818"
C5,1,"2,952","2,952","2,952","1,477","1,477","1,477","8,794","8,794","8,794",,-91,-91,277,277,277,"5,371","5,371","5,371","6,724","6,724","6,724",252,252,252,"10,045","10,045","10,045"
C6,1,"2,896","2,896","2,896","4,933","4,933","4,933","5,851","5,851","5,851",,-102,-102,381,381,381,"7,343","7,343","7,343","7,964","7,964","7,964",386,386,386,"10,244","10,244","10,244"
C7,1,"1,619","1,619","1,619","2,010","2,010","2,010","2,506","2,506","2,506",118,118,118,230,230,230,"2,487","2,487","2,487","4,287","4,287","4,287",311,311,311,"10,688","10,688","10,688"
C8,1,"1,803","1,803","1,803",224,224,224,"3,550","3,550","3,550",100,100,100,68,68,68,"6,515","6,515","6,515","5,269","5,269","5,269",187,187,187,"10,983","10,983","10,983"
C9,1,"1,747","1,747","1,747","1,263","1,263","1,263","5,823","5,823","5,823",38,38,38,86,86,86,"2,872","2,872","2,872","3,325","3,325","3,325",133,133,133,"11,234","11,234","11,234"
C10,1,"1,543","1,543","1,543","1,379","1,379","1,379","3,411","3,411","3,411",106,106,106,334,334,334,"1,807","1,807","1,807","5,357","5,357","5,357",260,260,260,"11,917","11,917","11,917"
C11,1,"1,985","1,985","1,985","5,095","5,095","5,095","5,648","5,648","5,648",25,25,25,96,96,96,"3,112","3,112","3,112","6,254","6,254","6,254",254,254,254,"12,450","12,450","12,450"
C12,1,"2,570","2,570","2,570","2,976","2,976","2,976","4,329","4,329","4,329",33,33,33,255,255,255,"1,858","1,858","1,858","5,432","5,432","5,432",201,201,201,"12,716","12,717","12,717"
D1,1,"3,931","3,931","3,931","2,064","2,064","2,064","8,360","8,360","8,360",219,219,219,258,258,258,"4,997","4,997","4,997","5,673","5,673","5,673",173,173,173,"16,514","16,514","16,514"
D2,1,"1,414","1,414","1,414","3,060","3,060","3,060","3,512","3,512","3,512",188,188,188,299,299,299,"1,232","1,232","1,232","7,483","7,483","7,483",339,339,339,"16,316","16,316","16,316"
D3,1,"1,050","1,050","1,050","2,266","2,266","2,266","5,680","5,680","5,680",161,161,161,143,143,143,"3,497","3,497","3,497","4,050","4,050","4,050",135,135,135,"16,080","16,080","16,080"
D4,1,"1,350","1,350","1,350",332,332,332,"4,190","4,190","4,190",166,166,166,326,326,326,"4,754","4,754","4,754","6,526","6,527","6,527",79,79,79,"15,757","15,757","15,757"
D5,1,"2,011","2,011","2,011",,-47,-47,"3,901","3,901","3,901",132,132,132,122,122,122,"6,465","6,465","6,465","6,545","6,545","6,545",171,171,171,"15,486","15,486","15,486"
D6,1,"1,369","1,369","1,369",954,954,954,"3,084","3,084","3,084",,-46,-46,94,94,94,"3,075","3,075","3,075","5,952","5,952","5,952",106,106,106,"15,206","15,206","15,206"
D7,1,"2,010","2,010","2,010","2,827","2,827","2,827","5,640","5,640","5,640",101,101,101,9,9,9,"6,013","6,013","6,013","5,046","5,046","5,046",260,260,260,"14,587","14,587","14,587"
D8,1,"1,214","1,214","1,214",324,324,324,"3,333","3,333","3,333",23,23,23,54,54,54,"2,093","2,093","2,093","4,495","4,495","4,495",96,96,96,"14,380","14,380","14,380"
D9,1,"1,698","1,698","1,698","2,749","2,749","2,749","4,499","4,499","4,499",,-26,-26,393,393,393,"1,482","1,482","1,482","7,807","7,807","7,807",203,203,203,"13,658","13,658","13,658"
D10,1,"1,411","1,411","1,411","1,998","1,998","1,998","6,462","6,462","6,462",12,12,12,"1,063","1,063","1,063","4,183","4,183","4,183","4,354","4,354","4,354",424,424,424,"13,447","13,447","13,447"
D11,1,"2,670","2,670","2,670","4,878","4,878","4,878","11,022","11,022","11,022",,-4,-4,206,206,206,"5,256","5,256","5,256","8,606","8,606","8,606",329,329,329,"13,246","13,246","13,246"
D12,1,"1,314","1,314","1,314",199,199,199,"3,026","3,026","3,026",172,172,172,102,102,102,"5,339","5,339","5,339","5,027","5,027","5,027",102,102,102,"12,982","12,982","12,982"
E1,1,"2,172","2,172","2,172","1,348","1,348","1,348","5,115","5,115","5,115",331,331,331,203,203,203,"5,261","5,261","5,261","8,400","8,400","8,400",128,128,128,"16,835","16,835","16,835"
E2,1,"2,681","2,681","2,681",366,366,366,"6,524","6,524","6,524",,-31,-31,86,86,86,"4,163","4,163","4,163","5,752","5,752","5,752",105,105,105,"17,223","17,223","17,223"
E3,1,"2,117","2,117","2,117","1,955","1,955","1,955","7,631","7,631","7,631",76,76,76,61,61,61,"2,164","2,164","2,164","5,927","5,927","5,927",145,145,145,"17,426","17,426","17,426"
E4,1,"1,151","1,151","1,151","4,560","4,560","4,560","2,216","2,216","2,216",,-163,-163,216,216,216,"3,331","3,331","3,331","3,977","3,977","3,977",291,291,291,"17,767","17,767","17,767"
E5,1,"1,205","1,205","1,205","1,140","1,140","1,140","3,208","3,208","3,208",139,139,139,40,40,40,"2,974","2,974","2,974","3,559","3,559","3,559",50,50,50,"18,027","18,027","18,027"
E6,1,"1,427","1,427","1,427","4,355","4,355","4,355","6,443","6,443","6,443",,-47,-47,140,140,140,"4,053","4,053","4,053","4,124","4,124","4,124",110,110,110,"18,248","18,248","18,248"
E7,1,"2,251","2,251","2,251",743,743,743,"3,991","3,991","3,991",91,91,91,"1,036","1,036","1,036","2,281","2,281","2,281","7,263","7,263","7,263",367,367,367,"18,597","18,597","18,597"
E8,1,"1,027","1,027","1,027","1,176","1,176","1,176","2,923","2,923","2,923",,-155,-155,19,19,19,"1,112","1,112","1,112","5,012","5,012","5,012",70,70,70,"19,003","19,003","19,003"
E9,1,"1,068","1,068","1,068",813,813,813,"2,741","2,741","2,741",,-79,-79,291,291,291,"2,355","2,355","2,355","6,416","6,416","6,416",374,374,374,"19,279","19,279","19,279"
E10,1,"2,119","2,119","2,119","2,824","2,824","2,824","4,276","4,276","4,276",42,42,42,455,455,455,"8,206","8,206","8,206","7,045","7,045","7,045",438,438,438,"19,560","19,560","19,560"
E11,1,"2,283","2,283","2,283",73,73,73,"3,828","3,828","3,828",181,181,181,171,171,171,"2,726","2,726","2,726","5,437","5,437","5,437",34,34,34,"19,767","19,767","19,767"
E12,1,"1,101","1,101","1,101","1,089","1,089","1,089","4,858","4,858","4,858",132,132,132,317,317,317,"2,182","2,182","2,182","4,009","4,009","4,009",127,127,127,"19,998","19,998","19,998"
F1,1,"1,802","1,802","1,802",79,79,79,"4,681","4,681","4,681",74,74,74,117,117,117,"4,368","4,368","4,368","3,994","3,994","3,994",51,51,51,"24,028","24,028","24,028"
F2,1,"1,580","1,580","1,580","2,136","2,136","2,136","5,426","5,426","5,426",228,228,228,83,83,83,"1,298","1,298","1,298","6,125","6,125","6,125",115,115,115,"23,781","23,781","23,781"
F3,1,"2,035","2,035","2,035","3,002","3,002","3,002","4,196","4,196","4,196",11,11,11,914,914,914,"5,302","5,302","5,302","7,207","7,207","7,207",531,531,531,"23,508","23,508","23,508"
F4,1,"1,307","1,307","1,307",851,851,851,"2,810","2,810","2,810",,-31,-31,60,60,60,"2,290","2,290","2,290","5,416","5,416","5,416",57,57,57,"23,256","23,256","23,256"
F5,1,"1,329","1,329","1,329",,-257,-257,"3,884","3,884","3,884",241,241,241,68,68,68,"2,880","2,880","2,880","3,174","3,174","3,174",,-17,-17,"22,961","22,961","22,961"
F6,1,"1,860","1,860","1,860","1,075","1,075","1,075","4,752","4,752","4,752",26,26,26,366,366,366,"2,889","2,889","2,889","4,435","4,435","4,435",130,130,130,"22,667","22,667","22,667"
F7,1,"1,735","1,735","1,735",212,212,212,"5,291","5,291","5,291",125,125,125,28,28,28,"3,678","3,678","3,678","5,258","5,258","5,258",19,19,19,"22,365","22,365","22,365"
F8,1,"1,388","1,388","1,388",586,586,586,"3,090","3,090","3,090",55,55,55,247,247,247,"2,063","2,063","2,063","3,614","3,614","3,614",73,73,73,"21,979","21,979","21,979"
F9,1,"1,862","1,862","1,862",961,961,961,"3,549","3,549","3,549",,-49,-49,160,160,160,"1,643","1,643","1,643","1,710","1,710","1,710",121,121,121,"21,554","21,554","21,554"
F10,1,"1,508","1,508","1,508","2,918","2,918","2,918","4,910","4,910","4,910",169,169,169,99,99,99,"4,093","4,093","4,093","3,749","3,749","3,749",247,247,247,"20,989","20,990","20,990"
F11,1,"1,724","1,724","1,724","2,611","2,611","2,611","4,303","4,303","4,303",269,269,269,320,320,320,"5,137","5,137","5,137","7,329","7,329","7,329",299,299,299,"20,743","20,744","20,744"
F12,1,"3,447","3,447","3,447",144,144,144,"3,878","3,878","3,878",175,175,175,161,161,161,"4,661","4,661","4,661","5,784","5,784","5,784",62,62,62,"20,282","20,282","20,282"
G1,1,"1,775","1,775","1,775",390,390,390,"3,743","3,743","3,743",235,235,235,457,457,457,"4,953","4,953","4,953","4,424","4,424","4,424",123,123,123,"24,249","24,249","24,249"
G2,1,"1,224","1,224","1,224",,-176,-176,"5,523","5,523","5,523",164,164,164,50,50,50,"2,000","2,000","2,000","2,028","2,028","2,028",,-10,-10,"24,515","24,515","24,515"
G3,1,"2,256","2,256","2,256","2,980","2,980","2,980","3,075","3,075","3,075",80,80,80,203,203,203,"1,226","1,226","1,226","7,948","7,948","7,948",149,149,149,"24,954","24,954","24,954"
G4,1,"2,581","2,581","2,581","3,677","3,677","3,677","6,319","6,319","6,319",302,302,302,872,872,872,"5,125","5,125","5,125","8,918","8,918","8,918",408,408,408,"25,185","25,185","25,185"
G5,1,"1,414","1,414","1,414","1,790","1,790","1,790","2,586","2,586","2,586",,-73,-73,378,378,378,"2,714","2,714","2,714","5,974","5,974","5,974",339,339,339,"25,411","25,411","25,411"
G6,1,"2,858","2,858","2,858","2,734","2,734","2,734","5,803","5,803","5,803",198,198,198,262,262,262,"4,485","4,485","4,485","3,632","3,632","3,632",373,373,373,"25,623","25,623","25,623"
G7,1,"3,153","3,153","3,153","2,815","2,815","2,815","6,635","6,635","6,635",90,90,90,685,685,685,"4,298","4,298","4,298","8,359","8,359","8,359",550,550,550,"25,916","25,916","25,916"
G8,1,"1,393","1,393","1,393",260,260,260,"3,594","3,594","3,594",161,161,161,,-6,-6,"4,413","4,413","4,413","4,915","4,915","4,915",63,63,63,"26,118","26,118","26,118"
G9,1,"2,394","2,394","2,394",470,470,470,"3,720","3,720","3,720",81,81,81,"1,002","1,002","1,002","4,116","4,116","4,116","9,605","9,605","9,605",557,557,557,"26,442","26,442","26,442"
G10,1,"1,930","1,930","1,930","2,057","2,057","2,057","4,522","4,522","4,522",53,53,53,164,164,164,"6,138","6,138","6,138","5,669","5,669","5,669",174,174,174,"26,896","26,896","26,896"
G11,1,"2,496","2,496","2,496","4,728","4,728","4,728","7,046","7,046","7,046",20,20,20,185,185,185,"5,592","5,592","5,592","4,570","4,570","4,570",411,411,411,"27,204","27,204","27,204"
G12,1,"2,715","2,715","2,715","2,006","2,006","2,006","4,089","4,089","4,089",118,118,118,155,155,155,"4,767","4,767","4,767","6,412","6,412","6,412",166,166,166,"27,485","27,485","27,485"
H1,1,"2,321","2,321","2,321",363,363,363,"6,058","6,058","6,058",51,51,51,112,112,112,"4,154","4,154","4,154","4,576","4,576","4,576",66,66,66,"31,447","31,447","31,447"
H2,1,"2,242","2,242","2,242","2,850","2,850","2,850","5,512","5,512","5,512",,-58,-58,422,422,422,"3,106","3,106","3,106","4,837","4,837","4,837",222,222,222,"31,146","31,146","31,146"
H3,1,"1,570","1,570","1,570","1,783","1,783","1,783","3,989","3,989","3,989",13,13,13,68,68,68,"1,149","1,149","1,149","1,923","1,923","1,923",186,186,186,"30,918","30,918","30,918"
H4,1,"1,352","1,352","1,352","2,433","2,433","2,433","2,723","2,723","2,723",63,63,63,88,88,88,"3,128","3,128","3,128","6,349","6,349","6,349",184,184,184,"30,244","30,244","30,244"
H5,1,"2,577","2,577","2,577","4,621","4,621","4,621","9,314","9,314","9,314",23,23,23,316,316,316,"9,221","9,221","9,221","8,575","8,575","8,575",368,368,368,"29,838","29,838","29,838"
H6,1,"1,026","1,026","1,026","1,157","1,157","1,157","4,126","4,126","4,126",97,97,97,104,104,104,"1,304","1,304","1,304","3,501","3,501","3,501",73,73,73,"29,581","29,581","29,581"
H7,1,"1,313","1,313","1,313",577,577,577,"4,485","4,485","4,485",8,8,8,116,116,116,"2,076","2,076","2,076","3,262","3,262","3,262",96,96,96,"29,117","29,117","29,117"
H8,1,"1,648","1,648","1,648","1,627","1,627","1,627","6,377","6,377","6,377",17,17,17,68,68,68,"3,102","3,102","3,102","6,885","6,885","6,885",133,133,133,"28,872","28,872","28,872"
H9,1,"1,860","1,860","1,860","3,638","3,638","3,638","3,638","3,638","3,638",209,209,209,215,215,215,"4,707","4,707","4,707","3,999","3,999","3,999",281,281,281,"28,651","28,651","28,651"
H10,1,"1,871","1,871","1,871","3,011","3,011","3,011","6,284","6,284","6,284",93,93,93,419,419,419,"5,704","5,704","5,704","5,615","5,615","5,615",380,380,380,"28,389","28,389","28,389"
H11,1,"1,126","1,126","1,126",357,357,357,"3,289","3,289","3,289",84,84,84,36,36,36,"1,983","1,983","1,983","5,163","5,163","5,163",35,35,35,"28,024","28,024","28,024"
H12,1,"2,886","2,886","2,886","3,406","3,406","3,406","6,651","6,651","6,651",72,72,72,686,686,686,"2,673","2,673","2,673","4,377","4,377","4,377",247,247,247,"27,770","27,770","27,770"

