Experiment Name,210831 TA PA M2
Specimen Name,M2LN
Tube Name,INX_GC39_001
Record Date,"Aug 31, 2021 5:45:12 PM"
Date Analyzed,09/07/2021 17:05

Sort Type,Index Sort
Sort Setup,85 micron
Precision ,Single Cell
Device,96 Well - Falcon
Yield Mask,0
Purity Mask,32
Phase Mask,16
Well,All Events #Events,All Events FAS PE-Cy7-A Geo Mean,All Events FAS PE-Cy7-A Mean,All Events FAS PE-Cy7-A Median,All Events IGY BV421-A Geo Mean,All Events IGY BV421-A Mean,All Events IGY BV421-A Median,All Events B220 BV785-A Geo Mean,All Events B220 BV785-A Mean,All Events B220 BV785-A Median,All Events TCRB APC-Cy7-A Geo Mean,All Events TCRB APC-Cy7-A Mean,All Events TCRB APC-Cy7-A Median,All Events CD38 APC-A Geo Mean,All Events CD38 APC-A Mean,All Events CD38 APC-A Median,All Events PA+ FITC-A Geo Mean,All Events PA+ FITC-A Mean,All Events PA+ FITC-A Median,All Events PA V500-A Geo Mean,All Events PA V500-A Mean,All Events PA V500-A Median,All Events IGK tdTomato-A Geo Mean,All Events IGK tdTomato-A Mean,All Events IGK tdTomato-A Median,All Events Time Geo Mean,All Events Time Mean,All Events Time Median
C9,1,843,843,843,461,461,461,"1,499","1,499","1,499",48,48,48,83,83,83,"4,306","4,306","4,306","4,103","4,103","4,103",45,45,45,"13,760","13,760","13,760"
C10,1,"1,222","1,222","1,222",134,134,134,"2,718","2,718","2,718",107,107,107,55,55,55,"2,969","2,969","2,969","3,587","3,587","3,587",61,61,61,"14,045","14,045","14,045"
C11,1,706,706,706,"1,156","1,156","1,156","2,239","2,239","2,239",123,123,123,132,132,132,"1,435","1,435","1,435","2,742","2,742","2,742",283,283,283,"14,277","14,277","14,277"
C12,1,"1,044","1,044","1,044",71,71,71,"2,190","2,190","2,190",,-1,-1,,-61,-61,"3,921","3,921","3,921","3,491","3,491","3,491",93,93,93,"14,893","14,893","14,893"
D1,1,"2,945","2,945","2,945","3,709","3,709","3,709","5,905","5,905","5,905",190,190,190,696,696,696,"3,470","3,470","3,470","4,091","4,091","4,091","1,994","1,994","1,994","21,027","21,027","21,027"
D2,1,995,995,995,26,26,26,"6,480","6,480","6,480",90,90,90,147,147,147,"2,385","2,385","2,385","5,742","5,742","5,742",501,501,501,"20,425","20,425","20,425"
D3,1,967,967,967,617,617,617,"2,415","2,415","2,415",,-28,-28,73,73,73,"1,782","1,782","1,782","4,686","4,686","4,686",142,142,142,"20,031","20,031","20,031"
D4,1,"1,138","1,138","1,138","1,472","1,472","1,472","3,157","3,157","3,157",,-77,-77,753,753,753,"2,665","2,665","2,665","3,950","3,950","3,950",559,559,559,"19,684","19,684","19,684"
D5,1,"1,357","1,357","1,357","1,350","1,350","1,350","2,578","2,578","2,578",,-20,-20,81,81,81,"4,770","4,770","4,770","6,492","6,492","6,492",245,245,245,"19,365","19,365","19,365"
D6,1,"1,516","1,516","1,516","2,174","2,174","2,174","2,800","2,800","2,800",,-43,-43,512,512,512,"4,080","4,080","4,080","4,815","4,815","4,815",715,715,715,"18,803","18,803","18,803"
D7,1,"1,097","1,097","1,097",413,413,413,"1,467","1,467","1,467",158,158,158,135,135,135,"2,453","2,453","2,453","4,131","4,131","4,131",134,134,134,"18,393","18,393","18,393"
D8,1,"5,810","5,810","5,810","2,966","2,966","2,966","4,412","4,412","4,412",745,745,745,432,432,432,"3,172","3,172","3,172","5,104","5,104","5,104","3,878","3,878","3,878","18,093","18,093","18,093"
D9,1,"1,280","1,280","1,280","3,006","3,006","3,006","2,206","2,206","2,206",,-110,-110,48,48,48,"2,770","2,770","2,770","3,233","3,233","3,233",577,577,577,"17,657","17,657","17,657"
D10,1,"1,014","1,014","1,014",436,436,436,"1,928","1,928","1,928",,-31,-31,28,28,28,"2,601","2,601","2,601","3,611","3,611","3,611",96,96,96,"16,586","16,586","16,586"
D11,1,"1,037","1,037","1,037",,-101,-101,"2,184","2,184","2,184",,-24,-24,388,388,388,"4,366","4,366","4,366","4,131","4,131","4,131",178,178,178,"15,644","15,644","15,644"
D12,1,871,871,871,59,59,59,"2,135","2,135","2,135",108,108,108,,-67,-67,"2,387","2,387","2,387","5,114","5,114","5,114",42,42,42,"15,267","15,267","15,267"
E1,1,"1,472","1,472","1,472","2,031","2,031","2,031","1,638","1,638","1,638",39,39,39,16,16,16,"3,161","3,161","3,161","3,737","3,737","3,737",476,476,476,"21,390","21,391","21,391"
E2,1,"1,134","1,134","1,134",675,675,675,"1,451","1,451","1,451",,-44,-44,,-12,-12,"1,761","1,761","1,761","4,522","4,522","4,522",140,140,140,"22,456","22,456","22,456"
E3,1,"2,035","2,035","2,035","1,173","1,173","1,173","1,858","1,858","1,858",21,21,21,82,82,82,"4,980","4,980","4,980","7,166","7,166","7,166",703,703,703,"22,776","22,776","22,776"
E4,1,"1,008","1,008","1,008",657,657,657,"2,350","2,350","2,350",62,62,62,219,219,219,"3,060","3,060","3,060","2,369","2,369","2,369",173,173,173,"23,122","23,123","23,123"
E5,1,"1,729","1,729","1,729","2,204","2,204","2,204","4,978","4,978","4,978",138,138,138,58,58,58,"2,892","2,892","2,892","2,737","2,737","2,737",429,429,429,"23,536","23,536","23,536"
E6,1,"1,623","1,623","1,623",900,900,900,"3,118","3,118","3,118",188,188,188,459,459,459,"4,830","4,830","4,830","4,956","4,956","4,956",594,594,594,"24,042","24,042","24,042"
E7,1,"1,771","1,771","1,771","1,312","1,312","1,312","3,024","3,024","3,024",10,10,10,"1,020","1,020","1,020","7,784","7,784","7,784","7,072","7,072","7,072",669,669,669,"24,382","24,382","24,382"
E8,1,"2,968","2,968","2,968","2,710","2,710","2,710","7,576","7,576","7,576",455,455,455,515,515,515,"4,729","4,729","4,729","7,967","7,967","7,967",534,534,534,"24,619","24,619","24,619"
E9,1,"1,279","1,279","1,279",368,368,368,"2,855","2,855","2,855",90,90,90,966,966,966,"4,571","4,571","4,571","4,959","4,959","4,959",284,284,284,"24,960","24,960","24,960"
E10,1,"1,219","1,219","1,219",,-182,-182,"2,464","2,464","2,464",95,95,95,195,195,195,"4,068","4,068","4,068","3,392","3,392","3,392",23,23,23,"25,194","25,194","25,194"
E11,1,"1,226","1,226","1,226",161,161,161,"2,274","2,274","2,274",61,61,61,113,113,113,"3,133","3,133","3,133","5,261","5,261","5,261",151,151,151,"25,589","25,589","25,589"
E12,1,"1,271","1,271","1,271","1,973","1,973","1,973","2,002","2,002","2,002",,-17,-17,110,110,110,"3,109","3,109","3,109","3,951","3,951","3,951",439,439,439,"25,959","25,959","25,959"
F1,1,"3,193","3,193","3,193","2,855","2,855","2,855","2,955","2,955","2,955",319,319,319,665,665,665,"5,626","5,626","5,626","6,280","6,280","6,280","1,340","1,340","1,340","30,353","30,354","30,354"
F2,1,891,891,891,647,647,647,"3,688","3,688","3,688",45,45,45,135,135,135,"4,836","4,836","4,836","6,040","6,040","6,040",162,162,162,"30,106","30,106","30,106"
F3,1,"1,026","1,026","1,026",869,869,869,"2,555","2,555","2,555",120,120,120,21,21,21,"1,772","1,772","1,772","4,925","4,925","4,925",145,145,145,"29,867","29,867","29,867"
F4,1,"1,469","1,469","1,469",531,531,531,"1,616","1,616","1,616",,-70,-70,170,170,170,"2,977","2,977","2,977","4,394","4,394","4,394",247,247,247,"29,150","29,150","29,150"
F5,1,"1,252","1,252","1,252",957,957,957,"1,806","1,806","1,806",,-55,-55,204,204,204,"4,741","4,741","4,741","5,246","5,246","5,246",337,337,337,"28,749","28,749","28,749"
F6,1,"1,253","1,253","1,253",854,854,854,"2,610","2,610","2,610",59,59,59,76,76,76,"2,469","2,469","2,469","3,435","3,435","3,435",330,330,330,"28,510","28,510","28,510"
F7,1,"1,479","1,479","1,479","3,221","3,221","3,221","3,800","3,800","3,800",,-57,-57,91,91,91,"3,259","3,259","3,259","8,101","8,101","8,101",480,480,480,"28,244","28,244","28,244"
F8,1,"1,273","1,273","1,273",57,57,57,"1,780","1,780","1,780",,-20,-20,411,411,411,"2,484","2,484","2,484","5,979","5,979","5,979",138,138,138,"28,032","28,032","28,032"
F9,1,"1,290","1,290","1,290","4,445","4,445","4,445","3,143","3,143","3,143",5,5,5,86,86,86,"2,621","2,621","2,621","4,022","4,022","4,022",536,536,536,"27,792","27,792","27,792"
F10,1,"1,221","1,221","1,221","1,829","1,829","1,829","2,469","2,469","2,469",201,201,201,93,93,93,"2,624","2,624","2,624","3,549","3,549","3,549",453,453,453,"27,361","27,361","27,361"
F11,1,"1,600","1,600","1,600","3,640","3,640","3,640","2,471","2,471","2,471",221,221,221,196,196,196,"4,162","4,162","4,162","4,355","4,355","4,355",541,541,541,"27,088","27,088","27,088"
F12,1,"1,217","1,217","1,217",660,660,660,"5,902","5,902","5,902",234,234,234,74,74,74,"5,720","5,720","5,720","6,387","6,387","6,387",158,158,158,"26,247","26,247","26,247"
G1,1,961,961,961,"1,079","1,079","1,079","2,080","2,080","2,080",87,87,87,68,68,68,"2,945","2,945","2,945","4,087","4,087","4,087",278,278,278,"30,574","30,574","30,574"
G2,1,"2,041","2,041","2,041","5,170","5,170","5,170","4,236","4,236","4,236",66,66,66,131,131,131,"4,917","4,917","4,917","5,122","5,122","5,122","1,049","1,049","1,049","30,797","30,797","30,797"
G3,1,"2,074","2,074","2,074","1,849","1,849","1,849","3,663","3,663","3,663",226,226,226,106,106,106,"4,330","4,330","4,330","5,485","5,485","5,485",721,721,721,"31,142","31,142","31,142"
G4,1,"1,068","1,068","1,068","2,511","2,511","2,511","3,754","3,754","3,754",33,33,33,193,193,193,"4,239","4,239","4,239","6,020","6,020","6,020",234,234,234,"31,587","31,587","31,587"
G5,1,929,929,929,"2,429","2,429","2,429","2,525","2,525","2,525",17,17,17,93,93,93,"4,761","4,761","4,761","6,221","6,221","6,221",211,211,211,"31,798","31,798","31,798"
G6,1,"1,270","1,270","1,270","1,875","1,875","1,875","1,683","1,683","1,683",39,39,39,262,262,262,"4,011","4,011","4,011","4,219","4,219","4,219",328,328,328,"32,109","32,109","32,109"
G7,1,"2,445","2,445","2,445","1,911","1,911","1,911","2,756","2,756","2,756",268,268,268,198,198,198,"4,858","4,858","4,858","3,488","3,488","3,488",949,949,949,"32,465","32,465","32,465"
G8,1,777,777,777,348,348,348,"1,548","1,548","1,548",83,83,83,117,117,117,"5,088","5,088","5,088","6,542","6,542","6,542",271,271,271,"32,697","32,697","32,697"
G9,1,879,879,879,207,207,207,"2,152","2,152","2,152",,-88,-88,167,167,167,"1,499","1,499","1,499","2,592","2,592","2,592",93,93,93,"33,034","33,034","33,034"
G10,1,"3,487","3,487","3,487","4,619","4,619","4,619","3,301","3,301","3,301",328,328,328,508,508,508,"3,663","3,663","3,663","5,244","5,244","5,244","2,589","2,589","2,589","33,328","33,328","33,328"
G11,1,"1,286","1,286","1,286",394,394,394,"2,816","2,816","2,816",152,152,152,230,230,230,"2,764","2,764","2,764","4,012","4,012","4,012",130,130,130,"33,569","33,570","33,570"
G12,1,"1,128","1,128","1,128",413,413,413,"3,165","3,165","3,165",129,129,129,258,258,258,"6,119","6,119","6,119","5,641","5,641","5,641",175,175,175,"34,051","34,052","34,052"
H1,1,"3,328","3,328","3,328","1,995","1,995","1,995","2,527","2,527","2,527",,-23,-23,261,261,261,"5,055","5,055","5,055","6,281","6,281","6,281","1,363","1,363","1,363","38,912","38,912","38,912"
H2,1,"1,127","1,127","1,127",,-2,-2,"2,001","2,001","2,001",,-55,-55,46,46,46,"2,262","2,262","2,262","3,011","3,011","3,011",10,10,10,"38,671","38,671","38,671"
H3,1,"1,239","1,239","1,239","1,843","1,843","1,843","2,622","2,622","2,622",163,163,163,425,425,425,"6,969","6,969","6,969","4,218","4,218","4,218",492,492,492,"38,277","38,277","38,277"
H4,1,"1,663","1,663","1,663","4,005","4,005","4,005","4,367","4,367","4,367",67,67,67,324,324,324,"2,063","2,063","2,063","9,540","9,540","9,540",255,255,255,"37,776","37,776","37,776"
H5,1,860,860,860,518,518,518,"2,227","2,227","2,227",,-33,-33,116,116,116,"3,032","3,032","3,032","8,045","8,045","8,045",164,164,164,"37,489","37,489","37,489"
H6,1,"3,565","3,565","3,565","1,322","1,322","1,322","4,395","4,395","4,395",194,194,194,362,362,362,"3,989","3,989","3,989","3,486","3,486","3,486","1,125","1,125","1,125","36,584","36,584","36,584"
H7,1,"1,943","1,943","1,943",331,331,331,"3,150","3,150","3,150",,-8,-8,167,167,167,"6,102","6,102","6,102","6,517","6,517","6,517",162,162,162,"36,312","36,312","36,312"
H8,1,845,845,845,964,964,964,"1,697","1,697","1,697",29,29,29,30,30,30,"1,782","1,782","1,782","2,341","2,341","2,341",196,196,196,"35,973","35,973","35,973"
H9,1,987,987,987,"2,042","2,042","2,042","2,959","2,959","2,959",95,95,95,12,12,12,"3,582","3,582","3,582","3,886","3,886","3,886",414,414,414,"35,692","35,692","35,692"
H10,1,"1,452","1,452","1,452",149,149,149,"2,404","2,404","2,404",,-15,-15,232,232,232,"2,499","2,499","2,499","3,767","3,767","3,767",161,161,161,"35,390","35,391","35,391"
H11,1,"1,554","1,554","1,554","2,092","2,092","2,092","2,699","2,699","2,699",198,198,198,117,117,117,"5,880","5,880","5,880","4,455","4,455","4,455",534,534,534,"35,022","35,022","35,022"
H12,1,"2,167","2,167","2,167",25,25,25,"3,854","3,854","3,854",,-100,-100,360,360,360,"4,364","4,364","4,364","4,185","4,185","4,185",459,459,459,"34,488","34,489","34,489"

