Experiment Name,210901 TA PA M3 M4
Specimen Name,M3-4LN
Tube Name,INX_GC68_001
Record Date,"Sep 1, 2021 6:55:20 PM"
Date Analyzed,09/07/2021 17:24

Sort Type,Index Sort
Sort Setup,85 micron
Precision ,Single Cell
Device,96 Well - Falcon
Yield Mask,0
Purity Mask,32
Phase Mask,16
Well,All Events #Events,All Events FAS PE-Cy7-A Geo Mean,All Events FAS PE-Cy7-A Mean,All Events FAS PE-Cy7-A Median,All Events IGY BV421-A Geo Mean,All Events IGY BV421-A Mean,All Events IGY BV421-A Median,All Events B220 BV785-A Geo Mean,All Events B220 BV785-A Mean,All Events B220 BV785-A Median,All Events TCRB APC-Cy7-A Geo Mean,All Events TCRB APC-Cy7-A Mean,All Events TCRB APC-Cy7-A Median,All Events CD38 APC-A Geo Mean,All Events CD38 APC-A Mean,All Events CD38 APC-A Median,All Events PA+ FITC-A Geo Mean,All Events PA+ FITC-A Mean,All Events PA+ FITC-A Median,All Events PA V500-A Geo Mean,All Events PA V500-A Mean,All Events PA V500-A Median,All Events IGK tdTomato-A Geo Mean,All Events IGK tdTomato-A Mean,All Events IGK tdTomato-A Median,All Events Time Geo Mean,All Events Time Mean,All Events Time Median
A11,1,"1,024","1,024","1,024","1,461","1,461","1,461","2,073","2,073","2,073",4,4,4,27,27,27,"1,249","1,249","1,249","3,173","3,173","3,173",80,80,80,"8,945","8,945","8,945"
A12,1,542,542,542,"2,260","2,260","2,260",962,962,962,,-104,-104,554,554,554,"2,321","2,321","2,321","2,882","2,882","2,882",150,150,150,"9,503","9,503","9,503"
B1,1,"2,069","2,069","2,069","3,443","3,443","3,443","3,959","3,959","3,959",159,159,159,174,174,174,"2,160","2,160","2,160","4,510","4,510","4,510",204,204,204,"17,310","17,310","17,310"
B2,1,"1,005","1,005","1,005",885,885,885,"1,423","1,423","1,423",,-40,-40,102,102,102,"2,247","2,247","2,247","5,147","5,147","5,147",58,58,58,"17,008","17,008","17,008"
B3,1,972,972,972,952,952,952,"1,784","1,784","1,784",,-92,-92,113,113,113,"2,600","2,600","2,600","5,942","5,942","5,942",107,107,107,"16,607","16,607","16,607"
B4,1,"1,465","1,465","1,465",46,46,46,"4,622","4,622","4,622",108,108,108,208,208,208,"3,046","3,046","3,046","5,746","5,746","5,746",75,75,75,"16,255","16,255","16,255"
B5,1,971,971,971,"1,379","1,379","1,379","2,069","2,069","2,069",60,60,60,30,30,30,"1,456","1,456","1,456","3,224","3,224","3,224",34,34,34,"14,852","14,852","14,852"
B6,1,"1,244","1,244","1,244",536,536,536,"2,733","2,733","2,733",,-29,-29,409,409,409,"1,266","1,266","1,266","4,702","4,702","4,702",92,92,92,"14,563","14,563","14,563"
B7,1,"1,035","1,035","1,035","1,864","1,864","1,864","2,443","2,443","2,443",,-20,-20,179,179,179,"1,451","1,451","1,451","2,629","2,629","2,629",131,131,131,"14,153","14,153","14,153"
B8,1,"1,801","1,801","1,801",477,477,477,"2,721","2,721","2,721",,-11,-11,464,464,464,"2,759","2,759","2,759","3,608","3,608","3,608",537,537,537,"13,006","13,006","13,006"
B9,1,963,963,963,"1,968","1,968","1,968","1,892","1,892","1,892",4,4,4,258,258,258,"1,655","1,655","1,655","1,878","1,878","1,878",130,130,130,"12,659","12,659","12,659"
B10,1,"1,457","1,457","1,457","1,694","1,694","1,694","2,916","2,916","2,916",,-94,-94,242,242,242,"1,153","1,153","1,153","3,042","3,042","3,042",120,120,120,"12,126","12,126","12,126"
B11,1,"1,192","1,192","1,192",662,662,662,"2,730","2,730","2,730",110,110,110,192,192,192,"1,037","1,037","1,037","2,138","2,138","2,138",70,70,70,"11,671","11,671","11,671"
B12,1,"1,423","1,423","1,423","2,365","2,365","2,365","2,963","2,963","2,963",,-34,-34,439,439,439,"1,783","1,783","1,783","3,590","3,590","3,590",125,125,125,"11,196","11,196","11,196"
C1,1,891,891,891,711,711,711,"2,001","2,001","2,001",,-40,-40,677,677,677,995,995,995,"4,447","4,447","4,447",140,140,140,"17,923","17,923","17,923"
C2,1,"1,207","1,207","1,207","2,073","2,073","2,073","2,157","2,157","2,157",56,56,56,51,51,51,"1,760","1,760","1,760","6,572","6,572","6,572",130,130,130,"18,472","18,472","18,472"
C3,1,"1,700","1,700","1,700","5,904","5,904","5,904","3,748","3,748","3,748",150,150,150,383,383,383,"3,709","3,709","3,709","5,702","5,702","5,702",233,233,233,"18,815","18,815","18,815"
C4,1,"1,351","1,351","1,351","2,378","2,378","2,378","3,562","3,562","3,562",103,103,103,251,251,251,"2,013","2,013","2,013","5,713","5,713","5,713",109,109,109,"19,614","19,614","19,614"
C5,1,799,799,799,"1,429","1,429","1,429","1,776","1,776","1,776",,-18,-18,172,172,172,"4,437","4,437","4,437","4,989","4,989","4,989",161,161,161,"20,604","20,604","20,604"
C6,1,"1,968","1,968","1,968","1,327","1,327","1,327","5,200","5,200","5,200",49,49,49,162,162,162,"1,654","1,654","1,654","6,058","6,058","6,058",107,107,107,"20,836","20,836","20,836"
C7,1,"1,085","1,085","1,085",807,807,807,"3,379","3,379","3,379",125,125,125,201,201,201,"2,274","2,274","2,274","6,892","6,892","6,892",117,117,117,"21,492","21,492","21,492"
C8,1,"1,149","1,149","1,149",748,748,748,"1,915","1,915","1,915",139,139,139,74,74,74,"1,954","1,954","1,954","2,677","2,677","2,677",34,34,34,"22,938","22,938","22,938"
C9,1,864,864,864,984,984,984,"1,315","1,315","1,315",,-94,-94,278,278,278,"1,732","1,732","1,732","2,605","2,605","2,605",51,51,51,"24,823","24,823","24,823"
C10,1,"1,271","1,271","1,271","2,194","2,194","2,194","2,354","2,354","2,354",42,42,42,207,207,207,"1,302","1,302","1,302","3,241","3,241","3,241",259,259,259,"25,168","25,168","25,168"
C11,1,"1,237","1,237","1,237","1,015","1,015","1,015","2,369","2,369","2,369",209,209,209,27,27,27,"4,506","4,506","4,506","6,616","6,616","6,616",58,58,58,"25,900","25,900","25,900"
C12,1,"1,777","1,777","1,777","2,421","2,421","2,421","5,061","5,061","5,061",,-164,-164,260,260,260,994,994,994,"6,861","6,861","6,861",142,142,142,"26,178","26,178","26,178"
D1,1,827,827,827,324,324,324,"3,726","3,726","3,726",48,48,48,19,19,19,"1,163","1,163","1,163","4,700","4,700","4,700",31,31,31,"31,615","31,615","31,615"
D2,1,"1,989","1,989","1,989","2,818","2,818","2,818","3,691","3,691","3,691",,-126,-126,167,167,167,"1,604","1,604","1,604","7,155","7,155","7,155",164,164,164,"31,309","31,309","31,309"
D3,1,"1,190","1,190","1,190","1,283","1,283","1,283","2,595","2,595","2,595",69,69,69,421,421,421,"2,044","2,044","2,044","3,587","3,587","3,587",131,131,131,"30,437","30,437","30,437"
D4,1,"1,333","1,333","1,333","1,406","1,406","1,406","3,831","3,831","3,831",,-49,-49,131,131,131,"6,116","6,116","6,116","3,399","3,399","3,399",57,57,57,"29,901","29,902","29,902"
D5,1,"1,447","1,447","1,447","4,302","4,302","4,302","5,362","5,362","5,362",,-38,-38,225,225,225,"1,912","1,912","1,912","2,519","2,519","2,519",176,176,176,"29,549","29,549","29,549"
D6,1,"1,329","1,329","1,329",977,977,977,"2,741","2,741","2,741",144,144,144,541,541,541,"1,967","1,967","1,967","2,641","2,641","2,641",300,300,300,"29,242","29,242","29,242"
D7,1,"1,078","1,078","1,078",796,796,796,"1,018","1,018","1,018",,-97,-97,107,107,107,"1,033","1,033","1,033","2,212","2,212","2,212",12,12,12,"28,793","28,793","28,793"
D8,1,"1,576","1,576","1,576","4,698","4,698","4,698","4,931","4,931","4,931",98,98,98,87,87,87,"1,801","1,801","1,801","6,259","6,259","6,259",128,128,128,"28,464","28,464","28,464"
D9,1,712,712,712,499,499,499,"1,697","1,697","1,697",138,138,138,159,159,159,989,989,989,"2,946","2,946","2,946",58,58,58,"27,850","27,850","27,850"
D10,1,789,789,789,946,946,946,"5,062","5,062","5,062",34,34,34,553,553,553,"1,620","1,620","1,620","2,465","2,465","2,465",170,170,170,"27,287","27,287","27,287"
D11,1,"1,159","1,159","1,159","2,142","2,142","2,142","2,308","2,308","2,308",76,76,76,74,74,74,"1,453","1,453","1,453","2,641","2,641","2,641",31,31,31,"26,937","26,937","26,937"
D12,1,"1,020","1,020","1,020",652,652,652,"1,763","1,763","1,763",,-96,-96,347,347,347,"2,081","2,081","2,081","1,800","1,800","1,800",101,101,101,"26,513","26,513","26,513"
E1,1,"1,901","1,901","1,901","4,998","4,998","4,998","5,460","5,460","5,460",16,16,16,76,76,76,"2,580","2,580","2,580","6,463","6,463","6,463",156,156,156,"32,215","32,215","32,215"
E2,1,876,876,876,313,313,313,"1,955","1,955","1,955",38,38,38,411,411,411,"1,005","1,005","1,005","5,897","5,897","5,897",227,227,227,"32,582","32,582","32,582"
E3,1,766,766,766,"1,682","1,682","1,682","2,013","2,013","2,013",106,106,106,598,598,598,"1,376","1,376","1,376","5,031","5,031","5,031",189,189,189,"32,821","32,821","32,821"
E4,1,762,762,762,618,618,618,"2,509","2,509","2,509",,-8,-8,30,30,30,"1,142","1,142","1,142","4,126","4,126","4,126",19,19,19,"34,568","34,568","34,568"
E5,1,"1,891","1,891","1,891","3,015","3,015","3,015","5,819","5,819","5,819",,-89,-89,133,133,133,"4,981","4,981","4,981","5,733","5,733","5,733",150,150,150,"36,179","36,179","36,179"
E6,1,"1,472","1,472","1,472","1,556","1,556","1,556","3,942","3,942","3,942",295,295,295,"1,005","1,005","1,005","1,543","1,543","1,543","3,450","3,450","3,450",243,243,243,"36,467","36,467","36,467"
E7,1,"1,422","1,422","1,422","2,474","2,474","2,474","3,137","3,137","3,137",40,40,40,118,118,118,"2,470","2,470","2,470","3,408","3,408","3,408",133,133,133,"36,913","36,914","36,914"
E8,1,"1,649","1,649","1,649","2,052","2,052","2,052","4,133","4,133","4,133",,-123,-123,36,36,36,"1,773","1,773","1,773","3,014","3,014","3,014",127,127,127,"37,229","37,229","37,229"
E9,1,541,541,541,453,453,453,"1,370","1,370","1,370",48,48,48,48,48,48,"1,560","1,560","1,560","4,033","4,033","4,033",58,58,58,"37,980","37,980","37,980"
E10,1,909,909,909,698,698,698,"1,635","1,635","1,635",148,148,148,237,237,237,"1,474","1,474","1,474","4,150","4,150","4,150",105,105,105,"38,269","38,269","38,269"
E11,1,"1,338","1,338","1,338",162,162,162,"1,961","1,961","1,961",73,73,73,152,152,152,"1,853","1,853","1,853","2,879","2,879","2,879",59,59,59,"39,427","39,427","39,427"
E12,1,"1,763","1,763","1,763","2,711","2,711","2,711","3,402","3,402","3,402",140,140,140,250,250,250,"6,159","6,159","6,159","6,146","6,146","6,146",193,193,193,"39,858","39,858","39,858"
F1,1,777,777,777,184,184,184,"1,549","1,549","1,549",21,21,21,26,26,26,"2,275","2,275","2,275","2,143","2,143","2,143",65,65,65,"45,448","45,448","45,448"
F2,1,866,866,866,"1,251","1,251","1,251","2,120","2,120","2,120",,-20,-20,403,403,403,"2,308","2,308","2,308","4,239","4,239","4,239",116,116,116,"44,984","44,985","44,985"
F3,1,"1,545","1,545","1,545",852,852,852,"4,461","4,461","4,461",147,147,147,517,517,517,"2,540","2,540","2,540","3,384","3,384","3,384",320,320,320,"44,402","44,402","44,402"
F4,1,"1,347","1,347","1,347","2,004","2,004","2,004","2,238","2,238","2,238",58,58,58,70,70,70,"3,677","3,677","3,677","5,198","5,198","5,198",51,51,51,"44,114","44,114","44,114"
F5,1,"1,108","1,108","1,108","1,495","1,495","1,495","2,504","2,504","2,504",60,60,60,88,88,88,"1,810","1,810","1,810","2,889","2,889","2,889",103,103,103,"43,558","43,558","43,558"
F6,1,"1,748","1,748","1,748","1,032","1,032","1,032","4,625","4,625","4,625",3,3,3,228,228,228,"3,598","3,598","3,598","2,215","2,215","2,215",120,120,120,"43,155","43,155","43,155"
F7,1,"1,099","1,099","1,099","1,142","1,142","1,142","2,920","2,920","2,920",,-32,-32,539,539,539,"1,131","1,131","1,131","3,449","3,449","3,449",184,184,184,"42,816","42,816","42,816"
F8,1,"1,448","1,448","1,448","1,337","1,337","1,337","2,844","2,844","2,844",35,35,35,304,304,304,"1,047","1,047","1,047","4,181","4,181","4,181",114,114,114,"42,551","42,552","42,552"
F9,1,"1,201","1,201","1,201",96,96,96,"3,545","3,545","3,545",185,185,185,19,19,19,"1,725","1,725","1,725","4,686","4,686","4,686",9,9,9,"42,054","42,054","42,054"
F10,1,"1,054","1,054","1,054","8,476","8,476","8,476","5,080","5,080","5,080",68,68,68,"1,055","1,055","1,055","1,616","1,616","1,616","3,127","3,127","3,127",507,507,507,"41,561","41,562","41,562"
F11,1,"1,137","1,137","1,137","2,780","2,780","2,780","1,880","1,880","1,880",15,15,15,237,237,237,"3,255","3,255","3,255","4,980","4,980","4,980",178,178,178,"41,022","41,022","41,022"
F12,1,"1,294","1,294","1,294","2,091","2,091","2,091","3,890","3,890","3,890",16,16,16,3,3,3,"3,587","3,587","3,587","5,795","5,795","5,795",101,101,101,"40,356","40,356","40,356"
G1,1,"1,943","1,943","1,943","1,192","1,192","1,192","2,785","2,785","2,785",356,356,356,476,476,476,"1,934","1,934","1,934","3,501","3,501","3,501",185,185,185,"45,762","45,762","45,762"
G2,1,"1,213","1,213","1,213","1,013","1,013","1,013","1,383","1,383","1,383",10,10,10,208,208,208,"1,388","1,388","1,388","2,320","2,320","2,320",66,66,66,"46,821","46,821","46,821"
G3,1,934,934,934,979,979,979,"2,603","2,603","2,603",174,174,174,111,111,111,"1,950","1,950","1,950","3,593","3,593","3,593",117,117,117,"47,708","47,708","47,708"
G4,1,691,691,691,73,73,73,"2,048","2,048","2,048",129,129,129,134,134,134,"5,817","5,817","5,817","3,410","3,410","3,410",26,26,26,"48,823","48,823","48,823"
G5,1,"1,898","1,898","1,898",510,510,510,"4,066","4,066","4,066",131,131,131,218,218,218,"1,845","1,845","1,845","3,563","3,563","3,563",101,101,101,"49,180","49,180","49,180"
G6,1,"1,377","1,377","1,377","4,290","4,290","4,290","3,119","3,119","3,119",,-24,-24,643,643,643,"3,521","3,521","3,521","5,761","5,761","5,761",313,313,313,"49,801","49,802","49,802"
G7,1,"1,784","1,784","1,784","1,154","1,154","1,154","3,390","3,390","3,390",131,131,131,211,211,211,"2,105","2,105","2,105","3,584","3,584","3,584",120,120,120,"50,048","50,048","50,048"
G8,1,"1,073","1,073","1,073",383,383,383,"2,106","2,106","2,106",183,183,183,335,335,335,"2,394","2,394","2,394","4,864","4,864","4,864",116,116,116,"50,723","50,723","50,723"
G9,1,"1,478","1,478","1,478","1,769","1,769","1,769","3,090","3,090","3,090",183,183,183,,-9,-9,"2,871","2,871","2,871","4,567","4,567","4,567",69,69,69,"51,145","51,145","51,145"
G10,1,799,799,799,538,538,538,"1,981","1,981","1,981",92,92,92,84,84,84,"1,028","1,028","1,028","1,591","1,591","1,591",73,73,73,"51,498","51,499","51,499"
G11,1,"1,344","1,344","1,344","6,429","6,429","6,429","3,810","3,810","3,810",,-66,-66,340,340,340,"1,386","1,386","1,386","6,327","6,327","6,327",260,260,260,"51,723","51,723","51,723"
G12,1,"1,548","1,548","1,548","3,318","3,318","3,318","2,978","2,978","2,978",41,41,41,769,769,769,"2,806","2,806","2,806","4,977","4,977","4,977",287,287,287,"52,053","52,053","52,053"
H1,1,"1,230","1,230","1,230",451,451,451,"2,206","2,206","2,206",1,1,1,116,116,116,"1,482","1,482","1,482","2,185","2,185","2,185",119,119,119,"60,496","60,496","60,496"
H2,1,939,939,939,550,550,550,"1,560","1,560","1,560",123,123,123,334,334,334,"1,363","1,363","1,363","6,417","6,417","6,417",158,158,158,"60,136","60,136","60,136"
H3,1,908,908,908,"1,580","1,580","1,580","4,988","4,988","4,988",7,7,7,330,330,330,"1,223","1,223","1,223","3,145","3,145","3,145",156,156,156,"58,298","58,298","58,298"
H4,1,"1,166","1,166","1,166","1,248","1,248","1,248","2,725","2,725","2,725",,-44,-44,91,91,91,"5,054","5,054","5,054","3,257","3,257","3,257",84,84,84,"57,745","57,745","57,745"
H5,1,"1,241","1,241","1,241","6,179","6,179","6,179","4,326","4,326","4,326",62,62,62,469,469,469,"2,289","2,289","2,289","5,953","5,953","5,953",225,225,225,"57,475","57,475","57,475"
H6,1,"1,725","1,725","1,725","2,275","2,275","2,275","2,083","2,083","2,083",196,196,196,499,499,499,"1,133","1,133","1,133","5,821","5,821","5,821",462,462,462,"56,737","56,737","56,737"
H7,1,"1,317","1,317","1,317",848,848,848,"1,722","1,722","1,722",12,12,12,198,198,198,"1,856","1,856","1,856","1,792","1,792","1,792",96,96,96,"56,282","56,282","56,282"
H8,1,"1,282","1,282","1,282",196,196,196,"5,129","5,129","5,129",14,14,14,385,385,385,"2,294","2,294","2,294","5,217","5,217","5,217",137,137,137,"55,169","55,169","55,169"
H9,1,"1,647","1,647","1,647","1,539","1,539","1,539","4,324","4,324","4,324",,-15,-15,453,453,453,"2,893","2,893","2,893","3,313","3,313","3,313",139,139,139,"54,391","54,391","54,391"
H10,1,913,913,913,589,589,589,"2,251","2,251","2,251",,-33,-33,159,159,159,"2,435","2,435","2,435","2,831","2,831","2,831",75,75,75,"53,242","53,242","53,242"
H11,1,"1,070","1,070","1,070",548,548,548,"1,975","1,975","1,975",1,1,1,276,276,276,"1,208","1,208","1,208","2,693","2,693","2,693",95,95,95,"52,744","52,745","52,745"
H12,1,"1,603","1,603","1,603","3,437","3,437","3,437","4,872","4,872","4,872",162,162,162,183,183,183,"2,448","2,448","2,448","7,929","7,929","7,929",107,107,107,"52,356","52,356","52,356"

