Experiment Name,210831 TA PA M2
Specimen Name,M2LN
Tube Name,INX_GC34_001
Record Date,"Aug 31, 2021 5:34:09 PM"
Date Analyzed,09/07/2021 17:03

Sort Type,Index Sort
Sort Setup,85 micron
Precision ,Single Cell
Device,96 Well - Falcon
Yield Mask,0
Purity Mask,32
Phase Mask,16
Well,All Events #Events,All Events FAS PE-Cy7-A Geo Mean,All Events FAS PE-Cy7-A Mean,All Events FAS PE-Cy7-A Median,All Events IGY BV421-A Geo Mean,All Events IGY BV421-A Mean,All Events IGY BV421-A Median,All Events B220 BV785-A Geo Mean,All Events B220 BV785-A Mean,All Events B220 BV785-A Median,All Events TCRB APC-Cy7-A Geo Mean,All Events TCRB APC-Cy7-A Mean,All Events TCRB APC-Cy7-A Median,All Events CD38 APC-A Geo Mean,All Events CD38 APC-A Mean,All Events CD38 APC-A Median,All Events PA+ FITC-A Geo Mean,All Events PA+ FITC-A Mean,All Events PA+ FITC-A Median,All Events PA V500-A Geo Mean,All Events PA V500-A Mean,All Events PA V500-A Median,All Events IGK tdTomato-A Geo Mean,All Events IGK tdTomato-A Mean,All Events IGK tdTomato-A Median,All Events Time Geo Mean,All Events Time Mean,All Events Time Median
B12,1,"1,582","1,582","1,582",454,454,454,"3,774","3,774","3,774",6,6,6,80,80,80,"7,492","7,492","7,492","2,259","2,259","2,259",22,22,22,"11,293","11,293","11,293"
C1,1,"1,623","1,623","1,623","1,489","1,489","1,489","2,724","2,724","2,724",147,147,147,"1,103","1,103","1,103","5,997","5,997","5,997","5,252","5,252","5,252",231,231,231,"17,500","17,500","17,500"
C2,1,"1,585","1,585","1,585","5,380","5,380","5,380","8,092","8,092","8,092",202,202,202,449,449,449,"2,991","2,991","2,991","4,964","4,964","4,964",509,509,509,"18,153","18,153","18,153"
C3,1,"1,976","1,976","1,976",134,134,134,"3,293","3,293","3,293",40,40,40,627,627,627,"8,595","8,595","8,595","3,288","3,288","3,288",163,163,163,"18,591","18,591","18,591"
C4,1,"2,877","2,877","2,877","2,151","2,151","2,151","7,714","7,714","7,714",198,198,198,487,487,487,"6,670","6,670","6,670","5,358","5,358","5,358",344,344,344,"18,823","18,823","18,823"
C5,1,"1,551","1,551","1,551","2,181","2,181","2,181","3,496","3,496","3,496",2,2,2,357,357,357,"4,447","4,447","4,447","3,763","3,763","3,763",203,203,203,"19,386","19,386","19,386"
C6,1,"1,225","1,225","1,225",111,111,111,"4,468","4,468","4,468",126,126,126,,-17,-17,"3,262","3,262","3,262","4,335","4,335","4,335",98,98,98,"19,709","19,709","19,709"
C7,1,917,917,917,"1,506","1,506","1,506","2,367","2,367","2,367",39,39,39,538,538,538,"2,624","2,624","2,624","4,042","4,042","4,042",255,255,255,"20,751","20,751","20,751"
C8,1,988,988,988,174,174,174,"2,273","2,273","2,273",76,76,76,354,354,354,"1,555","1,555","1,555","3,579","3,579","3,579",218,218,218,"21,807","21,807","21,807"
C9,1,995,995,995,572,572,572,"2,899","2,899","2,899",24,24,24,277,277,277,"1,842","1,842","1,842","7,636","7,636","7,636",64,64,64,"22,430","22,430","22,430"
C10,1,"1,280","1,280","1,280","2,248","2,248","2,248","4,888","4,888","4,888",277,277,277,"1,019","1,019","1,019","3,566","3,566","3,566","2,175","2,175","2,175",473,473,473,"22,784","22,784","22,784"
C11,1,"1,694","1,694","1,694","2,755","2,755","2,755","3,910","3,910","3,910",,-130,-130,811,811,811,"6,144","6,144","6,144","4,367","4,367","4,367",255,255,255,"23,633","23,633","23,633"
C12,1,"1,959","1,959","1,959","2,637","2,637","2,637","3,227","3,227","3,227",,-94,-94,593,593,593,"1,376","1,376","1,376","1,301","1,301","1,301",306,306,306,"23,880","23,880","23,880"
D1,1,"1,163","1,163","1,163",733,733,733,"3,565","3,565","3,565",146,146,146,"1,346","1,346","1,346","1,557","1,557","1,557","2,148","2,148","2,148",704,704,704,"29,708","29,708","29,708"
D2,1,999,999,999,"3,401","3,401","3,401","3,194","3,194","3,194",,-44,-44,96,96,96,"3,503","3,503","3,503","3,868","3,868","3,868",184,184,184,"29,202","29,202","29,202"
D3,1,"1,121","1,121","1,121","3,700","3,700","3,700","2,044","2,044","2,044",,-60,-60,144,144,144,"1,445","1,445","1,445","1,545","1,545","1,545",245,245,245,"28,916","28,916","28,916"
D4,1,"1,461","1,461","1,461","1,437","1,437","1,437","2,860","2,860","2,860",247,247,247,"1,464","1,464","1,464","1,495","1,495","1,495","2,012","2,012","2,012",493,493,493,"28,182","28,182","28,182"
D5,1,"1,293","1,293","1,293",653,653,653,"2,101","2,101","2,101",146,146,146,223,223,223,"2,004","2,004","2,004","1,478","1,478","1,478",100,100,100,"27,870","27,870","27,870"
D6,1,"1,162","1,162","1,162",344,344,344,"2,111","2,111","2,111",126,126,126,82,82,82,"1,431","1,431","1,431","2,263","2,263","2,263",44,44,44,"27,520","27,520","27,520"
D7,1,"1,388","1,388","1,388","2,813","2,813","2,813","3,937","3,937","3,937",15,15,15,250,250,250,"4,689","4,689","4,689","5,503","5,503","5,503",335,335,335,"26,892","26,892","26,892"
D8,1,"2,173","2,173","2,173","1,817","1,817","1,817","5,073","5,073","5,073",,-25,-25,121,121,121,"4,924","4,924","4,924","3,339","3,339","3,339",274,274,274,"26,645","26,645","26,645"
D9,1,853,853,853,"2,273","2,273","2,273","2,797","2,797","2,797",,-52,-52,260,260,260,"6,009","6,009","6,009","6,579","6,579","6,579",239,239,239,"26,350","26,350","26,350"
D10,1,800,800,800,"2,345","2,345","2,345","2,517","2,517","2,517",127,127,127,50,50,50,"1,653","1,653","1,653","4,845","4,845","4,845",211,211,211,"25,525","25,525","25,525"
D11,1,"2,030","2,030","2,030","6,751","6,751","6,751","4,032","4,032","4,032",165,165,165,322,322,322,"1,994","1,994","1,994","1,485","1,485","1,485",655,655,655,"24,959","24,959","24,959"
D12,1,"1,764","1,764","1,764","6,708","6,708","6,708","4,559","4,559","4,559",92,92,92,383,383,383,"2,927","2,927","2,927","4,528","4,528","4,528",517,517,517,"24,320","24,320","24,320"
E1,1,"1,086","1,086","1,086","1,747","1,747","1,747","3,549","3,549","3,549",,-15,-15,98,98,98,"2,076","2,076","2,076","4,288","4,288","4,288",191,191,191,"29,926","29,926","29,926"
E2,1,"1,066","1,066","1,066","1,940","1,940","1,940","4,156","4,156","4,156",113,113,113,122,122,122,"2,348","2,348","2,348","4,966","4,966","4,966",182,182,182,"30,341","30,341","30,341"
E3,1,"1,102","1,102","1,102","2,372","2,372","2,372","7,429","7,429","7,429",159,159,159,639,639,639,"1,393","1,393","1,393","2,546","2,546","2,546",674,674,674,"30,784","30,784","30,784"
E4,1,972,972,972,942,942,942,"4,372","4,372","4,372",,-38,-38,134,134,134,"3,967","3,967","3,967","2,404","2,404","2,404",134,134,134,"31,073","31,073","31,073"
E5,1,"1,154","1,154","1,154",280,280,280,"2,903","2,903","2,903",408,408,408,346,346,346,"3,888","3,888","3,888","4,930","4,930","4,930",384,384,384,"32,584","32,584","32,584"
E6,1,"1,552","1,552","1,552","1,651","1,651","1,651","7,082","7,082","7,082",100,100,100,405,405,405,"1,629","1,629","1,629","1,917","1,917","1,917",134,134,134,"33,657","33,657","33,657"
E7,1,"1,341","1,341","1,341","1,946","1,946","1,946","3,068","3,068","3,068",,-48,-48,440,440,440,"3,245","3,245","3,245","2,573","2,573","2,573",199,199,199,"34,015","34,016","34,016"
E8,1,"1,775","1,775","1,775","5,874","5,874","5,874","4,226","4,226","4,226",220,220,220,718,718,718,"6,882","6,882","6,882","6,339","6,339","6,339",634,634,634,"34,647","34,647","34,647"
E9,1,916,916,916,388,388,388,"2,400","2,400","2,400",68,68,68,"1,084","1,084","1,084","3,727","3,727","3,727","5,079","5,079","5,079",129,129,129,"34,968","34,968","34,968"
E10,1,"1,306","1,306","1,306","1,444","1,444","1,444","4,620","4,620","4,620",58,58,58,217,217,217,"5,899","5,899","5,899","2,199","2,199","2,199",208,208,208,"36,004","36,004","36,004"
E11,1,"1,267","1,267","1,267","1,509","1,509","1,509","1,985","1,985","1,985",,-67,-67,152,152,152,"1,559","1,559","1,559","1,519","1,519","1,519",600,600,600,"36,249","36,249","36,249"
E12,1,"1,172","1,172","1,172",93,93,93,"3,442","3,442","3,442",146,146,146,799,799,799,"8,311","8,311","8,311","3,522","3,522","3,522",270,270,270,"36,743","36,743","36,743"
F1,1,966,966,966,"1,122","1,122","1,122","2,497","2,497","2,497",45,45,45,622,622,622,"3,298","3,298","3,298","3,152","3,152","3,152",666,666,666,"46,732","46,732","46,732"
F2,1,"2,383","2,383","2,383","2,939","2,939","2,939","4,740","4,740","4,740",26,26,26,252,252,252,"6,619","6,619","6,619","4,051","4,051","4,051",554,554,554,"46,308","46,308","46,308"
F3,1,"2,344","2,344","2,344","1,340","1,340","1,340","4,683","4,683","4,683",30,30,30,361,361,361,"3,080","3,080","3,080","1,606","1,606","1,606",791,791,791,"45,489","45,489","45,489"
F4,1,"1,397","1,397","1,397",,-58,-58,"3,021","3,021","3,021",,-51,-51,285,285,285,"7,529","7,529","7,529","3,313","3,313","3,313",286,286,286,"44,595","44,595","44,595"
F5,1,773,773,773,"1,914","1,914","1,914","4,743","4,743","4,743",194,194,194,426,426,426,"3,908","3,908","3,908","3,551","3,551","3,551",179,179,179,"43,748","43,748","43,748"
F6,1,"1,064","1,064","1,064","3,484","3,484","3,484","6,677","6,677","6,677",127,127,127,"1,105","1,105","1,105","5,236","5,236","5,236","2,838","2,838","2,838",692,692,692,"42,976","42,976","42,976"
F7,1,"1,211","1,211","1,211","3,900","3,900","3,900","4,739","4,739","4,739",,-50,-50,119,119,119,"1,927","1,927","1,927","1,959","1,959","1,959",280,280,280,"42,341","42,341","42,341"
F8,1,"1,295","1,295","1,295","2,621","2,621","2,621","5,519","5,519","5,519",14,14,14,568,568,568,"2,484","2,484","2,484","3,436","3,436","3,436",390,390,390,"40,469","40,469","40,469"
F9,1,"1,260","1,260","1,260","2,983","2,983","2,983","2,297","2,297","2,297",111,111,111,737,737,737,"9,456","9,456","9,456","3,922","3,922","3,922",606,606,606,"40,076","40,076","40,076"
F10,1,"1,648","1,648","1,648","1,988","1,988","1,988","3,355","3,355","3,355",,-91,-91,72,72,72,"3,698","3,698","3,698","4,246","4,246","4,246",233,233,233,"39,001","39,001","39,001"
F11,1,"1,510","1,510","1,510","3,877","3,877","3,877","3,679","3,679","3,679",4,4,4,241,241,241,"6,740","6,740","6,740","3,925","3,925","3,925",331,331,331,"38,441","38,441","38,441"
F12,1,"1,799","1,799","1,799","2,183","2,183","2,183","2,603","2,603","2,603",16,16,16,159,159,159,"11,008","11,008","11,008","5,522","5,522","5,522",420,420,420,"37,878","37,878","37,878"
G1,1,"1,521","1,521","1,521",266,266,266,"3,841","3,841","3,841",143,143,143,162,162,162,"5,194","5,194","5,194","3,002","3,002","3,002",120,120,120,"47,169","47,169","47,169"
G2,1,"1,073","1,073","1,073","1,113","1,113","1,113","3,664","3,664","3,664",238,238,238,214,214,214,"4,575","4,575","4,575","3,898","3,898","3,898",184,184,184,"47,807","47,807","47,807"
G3,1,"1,455","1,455","1,455","3,698","3,698","3,698","1,965","1,965","1,965",181,181,181,494,494,494,"6,311","6,311","6,311","6,753","6,753","6,753",439,439,439,"48,332","48,333","48,333"
G4,1,"1,485","1,485","1,485","1,668","1,668","1,668","5,001","5,001","5,001",,-38,-38,306,306,306,"3,467","3,467","3,467","3,375","3,375","3,375",91,91,91,"49,169","49,169","49,169"
G5,1,"1,130","1,130","1,130","3,554","3,554","3,554","2,877","2,877","2,877",,-40,-40,955,955,955,"3,715","3,715","3,715","6,011","6,011","6,011",539,539,539,"49,625","49,625","49,625"
G6,1,"1,742","1,742","1,742","2,733","2,733","2,733","6,939","6,939","6,939",,-145,-145,819,819,819,"6,911","6,911","6,911","3,769","3,769","3,769",335,335,335,"50,100","50,100","50,100"
G7,1,"1,338","1,338","1,338","4,163","4,163","4,163","5,127","5,127","5,127",,-27,-27,"1,125","1,125","1,125","5,482","5,482","5,482","2,974","2,974","2,974",648,648,648,"50,609","50,609","50,609"
G8,1,"1,659","1,659","1,659","3,925","3,925","3,925","3,682","3,682","3,682",132,132,132,211,211,211,"1,942","1,942","1,942","1,722","1,722","1,722",428,428,428,"51,036","51,036","51,036"
G9,1,"1,033","1,033","1,033",933,933,933,"2,468","2,468","2,468",123,123,123,308,308,308,"1,509","1,509","1,509","1,428","1,428","1,428",187,187,187,"51,508","51,508","51,508"
G10,1,"1,156","1,156","1,156","4,301","4,301","4,301","2,486","2,486","2,486",5,5,5,379,379,379,"4,710","4,710","4,710","5,515","5,515","5,515",201,201,201,"52,519","52,519","52,519"
G11,1,"1,710","1,710","1,710","1,734","1,734","1,734","2,942","2,942","2,942",27,27,27,290,290,290,"2,209","2,209","2,209","2,050","2,050","2,050",393,393,393,"53,099","53,099","53,099"
G12,1,652,652,652,"1,344","1,344","1,344","2,512","2,512","2,512",49,49,49,272,272,272,"1,520","1,520","1,520","2,906","2,906","2,906",181,181,181,"53,704","53,704","53,704"
H1,1,"1,187","1,187","1,187","2,596","2,596","2,596","2,383","2,383","2,383",,-43,-43,522,522,522,"1,384","1,384","1,384","1,396","1,396","1,396",245,245,245,"58,601","58,601","58,601"
H2,1,973,973,973,"1,336","1,336","1,336","1,911","1,911","1,911",,-16,-16,256,256,256,"2,598","2,598","2,598","4,096","4,096","4,096",123,123,123,"58,080","58,080","58,080"
H3,1,"1,647","1,647","1,647","3,195","3,195","3,195","2,775","2,775","2,775",137,137,137,"1,265","1,265","1,265","5,766","5,766","5,766","5,773","5,773","5,773","1,095","1,095","1,095","56,958","56,958","56,958"
H4,1,"1,344","1,344","1,344","2,668","2,668","2,668","6,255","6,255","6,255",376,376,376,227,227,227,"3,444","3,444","3,444","2,414","2,414","2,414",305,305,305,"56,676","56,676","56,676"
H5,1,"3,040","3,040","3,040","6,408","6,408","6,408","3,393","3,393","3,393",475,475,475,467,467,467,"3,837","3,837","3,837","2,994","2,994","2,994","2,442","2,442","2,442","56,448","56,448","56,448"
H6,1,"1,310","1,310","1,310","2,369","2,369","2,369","4,376","4,376","4,376",205,205,205,294,294,294,"5,252","5,252","5,252","7,571","7,571","7,571",502,502,502,"56,203","56,203","56,203"
H7,1,"1,818","1,818","1,818","3,134","3,134","3,134","2,504","2,504","2,504",,-55,-55,366,366,366,"2,246","2,246","2,246","2,831","2,831","2,831",137,137,137,"55,974","55,975","55,975"
H8,1,"1,726","1,726","1,726","2,549","2,549","2,549","4,261","4,261","4,261",69,69,69,58,58,58,"3,872","3,872","3,872","4,082","4,082","4,082",131,131,131,"55,693","55,693","55,693"
H9,1,"1,148","1,148","1,148",293,293,293,"2,809","2,809","2,809",,-58,-58,163,163,163,"2,432","2,432","2,432","3,976","3,976","3,976",19,19,19,"55,417","55,417","55,417"
H10,1,"1,215","1,215","1,215","1,462","1,462","1,462","6,514","6,514","6,514",,-26,-26,154,154,154,"4,656","4,656","4,656","3,344","3,344","3,344",134,134,134,"55,151","55,151","55,151"
H11,1,"1,976","1,976","1,976","6,863","6,863","6,863","4,601","4,601","4,601",62,62,62,669,669,669,"4,157","4,157","4,157","2,546","2,546","2,546",651,651,651,"54,830","54,830","54,830"
H12,1,921,921,921,786,786,786,"5,961","5,961","5,961",58,58,58,470,470,470,"4,365","4,365","4,365","4,396","4,396","4,396",199,199,199,"54,123","54,124","54,124"

